,schlumberger_male,schlumberger_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-2.015578,-1.9920869,"('unsociable', 'sociable')",-0.4445129,-0.4529027,-1.2300454,-1.2224948,0.0075506
1,-0.7470288,-0.86807275,"('unfriendly', 'friendly')",2.3069267,2.1602116,0.7799489,0.6460694,-0.1338795
2,0.44030875,0.49703246,"('unlikable', 'likable')",0.16123012,0.1988595,0.3007694,0.347946,0.0471766
3,-0.8450635,-0.7598854,"('repellent', 'pleasant')",0.39114553,0.54467535,-0.226959,-0.107605,0.119354
4,0.9808403,0.8161512,"('disliked', 'liked')",-4.7068434,-4.8795495,-1.8630016,-2.0316992,-0.1686976
5,0.72528034,0.62754726,"('distant', 'outgoing')",0.26386738,0.13926734,0.4945739,0.3834073,-0.1111666
6,0.52961963,0.4592283,"('distant', 'open')",0.70517105,0.5890962,0.6173953,0.5241622,-0.0932331
7,-1.2991141,-1.2719223,"('insensitive', 'sensitive')",0.3323296,0.35432723,-0.4833922,-0.4587976,0.0245946
8,0.16576913,0.08197032,"('unaffectionate', 'affectionate')",1.5642773,1.4443206,0.8650232,0.7631454,-0.1018778
9,-0.40830165,-0.51900107,"('unaffectionate', 'caring')",1.4351624,1.294947,0.5134304,0.387973,-0.1254574
10,-2.8043518,-2.7508285,"('unsympathetic', 'sympathetic')",-0.56454396,-0.4741039,-1.6844479,-1.6124662,0.0719817
11,-2.1993675,-2.224284,"('unhelpful', 'helpful')",1.1055038,1.1336486,-0.5469319,-0.5453176,0.0016143
12,-1.8233092,-1.7962054,"('unsupportive', 'supportive')",-1.6329997,-1.6863925,-1.7281544,-1.7412989,-0.0131445
13,-2.1503515,-2.013705,"('impolite', 'polite')",-0.97657835,-0.86834,-1.5634649,-1.4410225,0.1224424
14,-1.119184,-0.97845834,"('antisocial', 'social')",-0.5386372,-0.43766913,-0.8289106,-0.7080637,0.1208469
15,0.561875,0.5252256,"('boring', 'funny')",0.7496581,0.7065835,0.6557665,0.6159046,-0.0398619
16,0.259744,0.25437546,"('unpopular', 'popular')",0.066942476,0.0955362,0.1633432,0.1749558,0.0116126
17,-1.0398674,-1.0117893,"('nasty', 'nice')",-0.693837,-0.7268592,-0.8668522,-0.8693243,-0.0024721
18,-0.51281357,-0.40657976,"('disagreeable', 'welcoming')",-0.9951363,-0.96116173,-0.7539749,-0.6838707,0.0701042
19,0.041394893,-0.013315939,"('inhospitable', 'hospitable')",0.0731925,0.03291578,0.0572937,0.0097999,-0.0474938
20,0.0404808,0.0606692,"('rough', 'thoughtful')",1.3912972,1.3978083,0.715889,0.7292387,0.0133497
21,-1.617415,-1.5214775,"('immoral', 'moral')",-1.3531132,-1.2161279,-1.4852641,-1.3688027,0.1164614
22,-1.04917,-1.0471003,"('untrustworthy', 'trustworthy')",-1.1389244,-1.1891364,-1.0940472,-1.1181183,-0.0240711
23,-1.4246244,-1.4664456,"('insincere', 'sincere')",4.9522924,4.938387,1.763834,1.7359707,-0.0278633
24,-1.3722302,-1.3507478,"('dishonest', 'honest')",0.08654939,0.0655017,-0.6428404,-0.6426231,0.0002173
25,0.7002814,0.682975,"('egoistic', 'altruistic')",0.9755917,0.9276032,0.8379365,0.8052891,-0.0326474
26,0.22841877,0.16158265,"('hardhearted', 'benevolent')",2.3461199,2.1406338,1.2872694,1.1511083,-0.1361611
