,chemistry_male,chemistry_female,tuple,average_male,average_female,female-male
0,-0.5581852,-0.70353466,"('unsociable', 'sociable')",-0.5581852,-0.7035347,-0.1453495
1,1.9645534,1.9595783,"('unfriendly', 'friendly')",1.9645534,1.9595783,-0.0049751
2,0.52348644,0.5986329,"('unlikable', 'likable')",0.5234864,0.5986329,0.0751465
3,-0.53554684,-0.43955037,"('repellent', 'pleasant')",-0.5355468,-0.4395504,0.0959964
4,-6.979856,-7.026751,"('disliked', 'liked')",-6.979856,-7.026751,-0.046895
5,0.26669133,0.3608508,"('distant', 'outgoing')",0.2666913,0.3608508,0.0941595
6,0.5682949,0.639528,"('distant', 'open')",0.5682949,0.639528,0.0712331
7,-0.051806487,-0.059588764,"('insensitive', 'sensitive')",-0.0518065,-0.0595888,-0.0077823
8,1.6666993,1.5872474,"('unaffectionate', 'affectionate')",1.6666993,1.5872474,-0.0794519
9,2.2301645,2.201507,"('unaffectionate', 'caring')",2.2301645,2.2015071,-0.0286574
10,-0.07505593,-0.124283746,"('unsympathetic', 'sympathetic')",-0.0750559,-0.1242837,-0.0492278
11,1.9335793,1.8318174,"('unhelpful', 'helpful')",1.9335793,1.8318174,-0.1017619
12,-1.5726565,-1.6064785,"('unsupportive', 'supportive')",-1.5726565,-1.6064785,-0.033822
13,-0.8033266,-0.8915259,"('impolite', 'polite')",-0.8033266,-0.8915259,-0.0881993
14,-0.726805,-0.7952593,"('antisocial', 'social')",-0.726805,-0.7952593,-0.0684543
15,0.2050852,0.1610346,"('boring', 'funny')",0.2050852,0.1610346,-0.0440506
16,-0.032408006,-0.07508539,"('unpopular', 'popular')",-0.032408,-0.0750854,-0.0426774
17,-0.24703814,-0.2288331,"('nasty', 'nice')",-0.2470381,-0.2288331,0.018205
18,-0.30857518,-0.35105494,"('disagreeable', 'welcoming')",-0.3085752,-0.3510549,-0.0424797
19,-0.16224363,-0.09475499,"('inhospitable', 'hospitable')",-0.1622436,-0.094755,0.0674886
20,1.1077011,1.1205809,"('rough', 'thoughtful')",1.1077011,1.1205809,0.0128798
21,-0.8634479,-0.83644974,"('immoral', 'moral')",-0.8634479,-0.8364497,0.0269982
22,-0.9582989,-0.94855237,"('untrustworthy', 'trustworthy')",-0.9582989,-0.9485524,0.0097465
23,6.6033797,6.567172,"('insincere', 'sincere')",6.6033797,6.5671721,-0.0362076
24,1.3794634,1.3518269,"('dishonest', 'honest')",1.3794634,1.3518269,-0.0276365
25,1.5372722,1.4984279,"('egoistic', 'altruistic')",1.5372722,1.4984279,-0.0388443
26,1.4893705,1.4149164,"('hardhearted', 'benevolent')",1.4893705,1.4149164,-0.0744541
27,1.3940654,1.3322725,"('hardhearted', 'softhearted')",1.3940654,1.3322725,-0.0617929
28,1.6364129,1.4802586,"('disloyal', 'loyal')",1.6364129,1.4802586,-0.1561543
29,-0.8466446,-0.9380935,"('unfair', 'fair')",-0.8466446,-0.9380935,-0.0914489
30,0.56161934,0.53596455,"('intolerant', 'tolerant')",0.5616193,0.5359645,-0.0256548
31,-0.5314053,-0.45678908,"('evil', 'good')",-0.5314053,-0.4567891,0.0746162
32,1.3299652,1.2085562,"('unkind', 'kind')",1.3299652,1.2085562,-0.121409
33,0.16731365,0.1353263,"('wrong', 'right')",0.1673137,0.1353263,-0.0319874
34,5.352845,5.4413056,"('mean', 'honorable')",5.3528452,5.4413056,0.0884604
35,-0.047312394,-0.14940435,"('corrupt', 'incorrupt')",-0.0473124,-0.1494043,-0.1020919
36,0.52374613,0.4513071,"('hostile', 'amicable')",0.5237461,0.4513071,-0.072439
