,racist_male,racist_female,tuple,average_male,average_female,female-male
0,0.44221067,0.44885668,"('unsociable', 'sociable')",0.4422107,0.4488567,0.006646
1,0.84513116,0.74960977,"('unfriendly', 'friendly')",0.8451312,0.7496098,-0.0955214
2,0.033912268,0.20499834,"('unlikable', 'likable')",0.0339123,0.2049983,0.171086
3,0.9788194,1.108548,"('repellent', 'pleasant')",0.9788194,1.108548,0.1297286
4,-7.056369,-7.259342,"('disliked', 'liked')",-7.0563688,-7.2593422,-0.2029734
5,-0.6725851,-0.73169744,"('distant', 'outgoing')",-0.6725851,-0.7316974,-0.0591123
6,-0.26656318,-0.42163008,"('distant', 'open')",-0.2665632,-0.4216301,-0.1550669
7,1.362194,1.4498155,"('insensitive', 'sensitive')",1.3621939,1.4498155,0.0876216
8,0.8157499,0.7410949,"('unaffectionate', 'affectionate')",0.8157499,0.7410949,-0.074655
9,1.1016992,1.1398351,"('unaffectionate', 'caring')",1.1016992,1.1398351,0.0381359
10,1.2118208,1.3385527,"('unsympathetic', 'sympathetic')",1.2118208,1.3385527,0.1267319
11,1.5561444,1.6789056,"('unhelpful', 'helpful')",1.5561444,1.6789056,0.1227612
12,-1.3933578,-1.322475,"('unsupportive', 'supportive')",-1.3933578,-1.322475,0.0708828
13,0.18209882,0.399326,"('impolite', 'polite')",0.1820988,0.399326,0.2172272
14,0.40775317,0.5228541,"('antisocial', 'social')",0.4077532,0.5228541,0.1151009
15,0.38042536,0.29969758,"('boring', 'funny')",0.3804254,0.2996976,-0.0807278
16,-0.801639,-0.8292678,"('unpopular', 'popular')",-0.801639,-0.8292678,-0.0276288
17,-0.02933077,-0.0028151367,"('nasty', 'nice')",-0.0293308,-0.0028151,0.0265157
18,-0.4331756,-0.3203311,"('disagreeable', 'welcoming')",-0.4331756,-0.3203311,0.1128445
19,-0.7593392,-0.75193655,"('inhospitable', 'hospitable')",-0.7593392,-0.7519366,0.0074026
20,0.5018718,0.41416803,"('rough', 'thoughtful')",0.5018718,0.414168,-0.0877038
21,0.21772522,0.50032556,"('immoral', 'moral')",0.2177252,0.5003256,0.2826004
22,0.11720146,0.18672293,"('untrustworthy', 'trustworthy')",0.1172015,0.1867229,0.0695214
23,5.892038,6.1038966,"('insincere', 'sincere')",5.8920379,6.1038966,0.2118587
