,plier_male,plier_female,tuple,average_male,average_female,female-male
0,0.6021405,0.62742496,"('unsociable', 'sociable')",0.6021405,0.627425,0.0252845
1,-0.48941815,-0.6025093,"('unfriendly', 'friendly')",-0.4894181,-0.6025093,-0.1130912
2,0.09844333,0.20056434,"('unlikable', 'likable')",0.0984433,0.2005643,0.102121
3,-0.13455583,0.07562438,"('repellent', 'pleasant')",-0.1345558,0.0756244,0.2101802
4,-3.4295986,-3.5181127,"('disliked', 'liked')",-3.4295986,-3.5181127,-0.0885141
5,-1.6313965,-1.6725342,"('distant', 'outgoing')",-1.6313965,-1.6725342,-0.0411377
6,-1.4295377,-1.5103649,"('distant', 'open')",-1.4295377,-1.5103649,-0.0808272
7,0.7377319,0.7963076,"('insensitive', 'sensitive')",0.7377319,0.7963076,0.0585757
8,-0.22401835,-0.2946668,"('unaffectionate', 'affectionate')",-0.2240184,-0.2946668,-0.0706484
9,-0.10168162,-0.12198533,"('unaffectionate', 'caring')",-0.1016816,-0.1219853,-0.0203037
10,0.24915178,0.35395223,"('unsympathetic', 'sympathetic')",0.2491518,0.3539522,0.1048004
11,0.5287181,0.7391647,"('unhelpful', 'helpful')",0.5287181,0.7391647,0.2104466
12,-1.0061651,-0.9129199,"('unsupportive', 'supportive')",-1.0061651,-0.9129199,0.0932452
13,0.055514656,0.15176886,"('impolite', 'polite')",0.0555147,0.1517689,0.0962542
14,1.0222545,1.0639384,"('antisocial', 'social')",1.0222545,1.0639384,0.0416839
15,0.29924816,0.06018133,"('boring', 'funny')",0.2992482,0.0601813,-0.2390669
16,-0.25760114,-0.3467752,"('unpopular', 'popular')",-0.2576011,-0.3467752,-0.0891741
17,-0.4273764,-0.43951505,"('nasty', 'nice')",-0.4273764,-0.4395151,-0.0121387
18,-1.5526823,-1.389761,"('disagreeable', 'welcoming')",-1.5526823,-1.389761,0.1629213
19,-1.9053335,-1.8307356,"('inhospitable', 'hospitable')",-1.9053335,-1.8307356,0.0745979
20,0.4214034,0.5109117,"('rough', 'thoughtful')",0.4214034,0.5109117,0.0895083
21,0.13312428,0.37965792,"('immoral', 'moral')",0.1331243,0.3796579,0.2465336
22,-0.15535653,-0.13428488,"('untrustworthy', 'trustworthy')",-0.1553565,-0.1342849,0.0210716
23,2.7657745,2.929514,"('insincere', 'sincere')",2.7657745,2.9295139,0.1637394
24,0.28954798,0.21103257,"('dishonest', 'honest')",0.289548,0.2110326,-0.0785154
25,-0.08861924,-0.08784041,"('egoistic', 'altruistic')",-0.0886192,-0.0878404,0.0007788
26,1.0285224,0.7533261,"('hardhearted', 'benevolent')",1.0285224,0.7533261,-0.2751963
27,0.057894412,-0.064713225,"('hardhearted', 'softhearted')",0.0578944,-0.0647132,-0.1226076
28,0.64356357,0.7535467,"('disloyal', 'loyal')",0.6435636,0.7535467,0.1099831
29,-0.37528336,-0.5003745,"('unfair', 'fair')",-0.3752834,-0.5003745,-0.1250911
30,0.7880246,0.9537487,"('intolerant', 'tolerant')",0.7880246,0.9537487,0.1657241
31,-1.5890129,-1.585387,"('evil', 'good')",-1.5890129,-1.585387,0.0036259
32,0.31448025,0.25211394,"('unkind', 'kind')",0.3144802,0.2521139,-0.0623663
33,-0.10941171,-0.21506593,"('wrong', 'right')",-0.1094117,-0.2150659,-0.1056542
34,1.7266219,1.9977942,"('mean', 'honorable')",1.7266219,1.9977942,0.2711723
35,-0.558039,-0.8005316,"('corrupt', 'incorrupt')",-0.558039,-0.8005316,-0.2424926
36,-1.3359206,-1.4113879,"('hostile', 'amicable')",-1.3359206,-1.4113879,-0.0754673
37,0.36962292,0.5530714,"('fake', 'genuine')",0.3696229,0.5530714,0.1834485
38,0.07815586,0.03392316,"('untruthful', 'truthful')",0.0781559,0.0339232,-0.0442327
39,0.09035324,0.21738896,"('exploitative', 'cooperative')",0.0903532,0.217389,0.1270358
40,-1.5986562,-1.5704529,"('stingy', 'generous')",-1.5986562,-1.5704529,0.0282033
41,0.4537266,0.56191707,"('unforgiving', 'forgiving')",0.4537266,0.5619171,0.1081905
42,-1.0302877,-0.8865996,"('unreliable', 'reliable')",-1.0302877,-0.8865996,0.1436881
43,0.28416362,0.3847176,"('irresponsible', 'responsible')",0.2841636,0.3847176,0.100554
44,-0.9163159,-0.82019705,"('prejudiced', 'unprejudiced')",-0.9163159,-0.820197,0.0961189
