,run_male,run_female,tuple,average_male,average_female,female-male
0,0.46345174,0.23439246,"('unsociable', 'sociable')",0.4634517,0.2343925,-0.2290592
1,0.694687,0.7165654,"('unfriendly', 'friendly')",0.694687,0.7165654,0.0218784
2,-0.2031861,-0.057864517,"('unlikable', 'likable')",-0.2031861,-0.0578645,0.1453216
3,0.62476987,0.7281419,"('repellent', 'pleasant')",0.6247699,0.7281419,0.103372
4,-6.4794445,-6.7155557,"('disliked', 'liked')",-6.4794445,-6.7155557,-0.2361112
5,-0.9715286,-0.7800437,"('distant', 'outgoing')",-0.9715286,-0.7800437,0.1914849
6,-0.29599226,-0.20928709,"('distant', 'open')",-0.2959923,-0.2092871,0.0867052
7,1.4755387,1.4344162,"('insensitive', 'sensitive')",1.4755387,1.4344162,-0.0411225
8,0.8543575,0.8111409,"('unaffectionate', 'affectionate')",0.8543575,0.8111409,-0.0432166
9,1.3420982,1.4069173,"('unaffectionate', 'caring')",1.3420982,1.4069173,0.0648191
10,1.3735796,1.255871,"('unsympathetic', 'sympathetic')",1.3735796,1.2558711,-0.1177085
11,1.5517254,1.6817302,"('unhelpful', 'helpful')",1.5517254,1.6817302,0.1300048
12,-1.2612476,-1.2537695,"('unsupportive', 'supportive')",-1.2612476,-1.2537695,0.0074781
13,0.0038771257,0.08233463,"('impolite', 'polite')",0.0038771,0.0823346,0.0784575
14,0.6035128,0.5049784,"('antisocial', 'social')",0.6035128,0.5049784,-0.0985344
15,0.6354729,0.5705924,"('boring', 'funny')",0.6354729,0.5705924,-0.0648805
16,-0.5999317,-0.5630985,"('unpopular', 'popular')",-0.5999317,-0.5630985,0.0368332
17,-0.13089557,-0.103611514,"('nasty', 'nice')",-0.1308956,-0.1036115,0.0272841
18,-0.66131926,-0.5724586,"('disagreeable', 'welcoming')",-0.6613193,-0.5724586,0.0888607
19,-0.7256031,-0.57696736,"('inhospitable', 'hospitable')",-0.7256031,-0.5769674,0.1486357
20,0.5375917,0.45862505,"('rough', 'thoughtful')",0.5375917,0.458625,-0.0789667
21,0.25748053,0.33620045,"('immoral', 'moral')",0.2574805,0.3362004,0.0787199
22,0.04605975,-0.06346522,"('untrustworthy', 'trustworthy')",0.0460598,-0.0634652,-0.109525
23,5.624693,5.9162984,"('insincere', 'sincere')",5.6246929,5.9162984,0.2916055
24,1.5554128,1.5244607,"('dishonest', 'honest')",1.5554128,1.5244607,-0.0309521
25,0.56949663,0.563959,"('egoistic', 'altruistic')",0.5694966,0.563959,-0.0055376
26,1.6325678,1.3932639,"('hardhearted', 'benevolent')",1.6325678,1.3932639,-0.2393039
27,1.5157516,1.3186564,"('hardhearted', 'softhearted')",1.5157516,1.3186564,-0.1970952
28,1.1221688,1.0006818,"('disloyal', 'loyal')",1.1221688,1.0006818,-0.121487
29,-0.41858307,-0.5906909,"('unfair', 'fair')",-0.4185831,-0.5906909,-0.1721078
30,0.894366,0.92843264,"('intolerant', 'tolerant')",0.894366,0.9284326,0.0340666
31,-1.6856699,-1.6553351,"('evil', 'good')",-1.6856699,-1.6553351,0.0303348
32,1.2653887,1.2254642,"('unkind', 'kind')",1.2653887,1.2254642,-0.0399245
33,-0.26367116,-0.2683389,"('wrong', 'right')",-0.2636712,-0.2683389,-0.0046677
34,3.8635523,4.364461,"('mean', 'honorable')",3.8635523,4.3644609,0.5009086
35,-1.1120572,-1.3315109,"('corrupt', 'incorrupt')",-1.1120572,-1.3315109,-0.2194537
36,-0.9990116,-0.99939173,"('hostile', 'amicable')",-0.9990116,-0.9993917,-0.0003801
37,1.1019936,1.0166131,"('fake', 'genuine')",1.1019936,1.0166131,-0.0853805
38,-0.494192,-0.34376904,"('untruthful', 'truthful')",-0.494192,-0.343769,0.150423
39,0.41840273,0.46233678,"('exploitative', 'cooperative')",0.4184027,0.4623368,0.0439341
40,-1.2865669,-1.4786423,"('stingy', 'generous')",-1.2865669,-1.4786423,-0.1920754
