,neologism_male,neologism_female,tuple,average_male,average_female,female-male
0,-0.52318275,-0.60831493,"('unsociable', 'sociable')",-0.5231827,-0.6083149,-0.0851322
1,-0.8480567,-1.0141697,"('unfriendly', 'friendly')",-0.8480567,-1.0141697,-0.166113
2,-0.85200703,-0.82389843,"('unlikable', 'likable')",-0.852007,-0.8238984,0.0281086
3,-0.03789618,0.014708078,"('repellent', 'pleasant')",-0.0378962,0.0147081,0.0526043
4,-2.3068936,-2.3034012,"('disliked', 'liked')",-2.3068936,-2.3034012,0.0034924
5,-0.58195245,-0.5395645,"('distant', 'outgoing')",-0.5819525,-0.5395645,0.042388
6,-0.62417734,-0.6082728,"('distant', 'open')",-0.6241773,-0.6082728,0.0159045
7,-0.7187455,-0.77637094,"('insensitive', 'sensitive')",-0.7187455,-0.7763709,-0.0576254
8,-1.2632833,-1.3930793,"('unaffectionate', 'affectionate')",-1.2632833,-1.3930793,-0.129796
9,-1.3149792,-1.4643795,"('unaffectionate', 'caring')",-1.3149792,-1.4643795,-0.1494003
10,-0.12553352,-0.25033408,"('unsympathetic', 'sympathetic')",-0.1255335,-0.2503341,-0.1248006
11,0.6368802,0.5589737,"('unhelpful', 'helpful')",0.6368802,0.5589737,-0.0779065
12,-1.2011101,-1.1692431,"('unsupportive', 'supportive')",-1.2011101,-1.1692431,0.031867
13,-0.09884756,-0.18945475,"('impolite', 'polite')",-0.0988476,-0.1894547,-0.0906071
14,-0.6191827,-0.5736146,"('antisocial', 'social')",-0.6191827,-0.5736146,0.0455681
15,0.44511953,0.36934373,"('boring', 'funny')",0.4451195,0.3693437,-0.0757758
16,-1.3239002,-1.314612,"('unpopular', 'popular')",-1.3239002,-1.314612,0.0092882
17,-1.2563691,-1.113821,"('nasty', 'nice')",-1.2563691,-1.113821,0.1425481
18,-0.81530464,-0.7958452,"('disagreeable', 'welcoming')",-0.8153046,-0.7958452,0.0194594
19,-0.8122483,-0.82019055,"('inhospitable', 'hospitable')",-0.8122483,-0.8201905,-0.0079422
20,0.81911415,0.8359814,"('rough', 'thoughtful')",0.8191141,0.8359814,0.0168673
21,1.0525954,1.0111489,"('immoral', 'moral')",1.0525954,1.0111489,-0.0414465
22,0.37594005,0.3073822,"('untrustworthy', 'trustworthy')",0.3759401,0.3073822,-0.0685579
23,1.5648706,1.4264882,"('insincere', 'sincere')",1.5648706,1.4264882,-0.1383824
24,-0.6759071,-0.75641686,"('dishonest', 'honest')",-0.6759071,-0.7564169,-0.0805098
25,-0.955722,-0.9167328,"('egoistic', 'altruistic')",-0.955722,-0.9167328,0.0389892
26,0.2650517,0.11476642,"('hardhearted', 'benevolent')",0.2650517,0.1147664,-0.1502853
27,-0.41864756,-0.49090558,"('hardhearted', 'softhearted')",-0.4186476,-0.4909056,-0.072258
28,-0.6553283,-0.85113394,"('disloyal', 'loyal')",-0.6553283,-0.8511339,-0.1958056
29,-0.38509098,-0.42834336,"('unfair', 'fair')",-0.385091,-0.4283434,-0.0432524
30,0.2231271,0.17088516,"('intolerant', 'tolerant')",0.2231271,0.1708852,-0.0522419
31,-1.4817426,-1.318024,"('evil', 'good')",-1.4817426,-1.318024,0.1637186
32,-0.16878137,-0.274636,"('unkind', 'kind')",-0.1687814,-0.274636,-0.1058546
33,-0.6808709,-0.739388,"('wrong', 'right')",-0.6808709,-0.739388,-0.0585171
34,1.7479542,1.8484012,"('mean', 'honorable')",1.7479542,1.8484012,0.100447
35,-0.5983401,-0.55027235,"('corrupt', 'incorrupt')",-0.5983401,-0.5502723,0.0480678
36,-1.3151703,-1.3550928,"('hostile', 'amicable')",-1.3151703,-1.3550928,-0.0399225
37,-0.43696326,-0.52095693,"('fake', 'genuine')",-0.4369633,-0.5209569,-0.0839936
38,-0.14098936,-0.2067852,"('untruthful', 'truthful')",-0.1409894,-0.2067852,-0.0657958
39,0.108924314,0.14930971,"('exploitative', 'cooperative')",0.1089243,0.1493097,0.0403854
40,-1.4588625,-1.455614,"('stingy', 'generous')",-1.4588625,-1.455614,0.0032485
41,-0.36523446,-0.41750586,"('unforgiving', 'forgiving')",-0.3652345,-0.4175059,-0.0522714
42,-0.31522998,-0.3221051,"('unreliable', 'reliable')",-0.31523,-0.3221051,-0.0068751
43,0.09457164,0.016732763,"('irresponsible', 'responsible')",0.0945716,0.0167328,-0.0778388
44,0.20487425,0.27031118,"('prejudiced', 'unprejudiced')",0.2048742,0.2703112,0.065437
45,-0.6347141,-0.6988919,"('incompetent', 'competent')",-0.6347141,-0.6988919,-0.0641778
46,-0.6698119,-0.7373831,"('uncompetitive', 'competitive')",-0.6698119,-0.7373831,-0.0675712
47,0.94743055,0.99245155,"('stupid', 'smart')",0.9474306,0.9924515,0.0450209
48,0.5614067,0.5248947,"('unintelligent', 'intelligent')",0.5614067,0.5248947,-0.036512
49,-0.20527506,-0.11593063,"('unable', 'able')",-0.2052751,-0.1159306,0.0893445
50,-0.7829491,-0.82905537,"('clumsy', 'skillful')",-0.7829491,-0.8290554,-0.0461063
51,0.070753425,-0.022650924,"('uneducated', 'educated')",0.0707534,-0.0226509,-0.0934043
52,-0.44382912,-0.5214697,"('irrational', 'rational')",-0.4438291,-0.5214697,-0.0776406
53,-0.91968757,-1.0786284,"('uncreative', 'creative')",-0.9196876,-1.0786284,-0.1589408
54,-0.61830866,-0.70892817,"('incapable', 'capable')",-0.6183087,-0.7089282,-0.0906195
55,0.26201913,0.22977483,"('incompetent', 'clever')",0.2620191,0.2297748,-0.0322443
56,1.2312237,1.1452214,"('impractical', 'practical')",1.2312237,1.1452214,-0.0860023
57,-0.70173246,-0.78739214,"('unimaginative', 'imaginative')",-0.7017325,-0.7873921,-0.0856596
58,0.59985304,0.4901321,"('undiscriminating', 'discriminating')",0.599853,0.4901321,-0.1097209
59,-0.8075311,-0.8223252,"('foolish', 'wise')",-0.8075311,-0.8223252,-0.0147941
60,1.0165725,1.0082886,"('inefficient', 'efficient')",1.0165725,1.0082886,-0.0082839
61,-0.10264541,-0.18501112,"('illogical', 'logical')",-0.1026454,-0.1850111,-0.0823657
62,-0.14081514,-0.089965165,"('incompetent', 'brilliant')",-0.1408151,-0.0899652,0.0508499
63,0.61865586,0.54543173,"('unperceptive', 'insightful')",0.6186559,0.5454317,-0.0732242
64,-1.3208858,-1.2714198,"('shy', 'confident')",-1.3208858,-1.2714198,0.049466
65,0.104647875,0.0575432,"('insecure', 'secure')",0.1046479,0.0575432,-0.0471047
66,-1.6846198,-1.6752938,"('inactive', 'active')",-1.6846198,-1.6752938,0.009326
67,0.08545038,0.10166249,"('doubtful', 'determined')",0.0854504,0.1016625,0.0162121
68,-0.05801547,-0.042798758,"('dependent', 'independent')",-0.0580155,-0.0427988,0.0152167
69,-1.0081509,-0.86123204,"('lazy', 'industrious')",-1.0081509,-0.861232,0.1469189
70,-0.32897374,-0.4020303,"('lethargic', 'energetic')",-0.3289737,-0.4020303,-0.0730566
71,-0.6286899,-0.6115105,"('diffident', 'self-confident')",-0.6286899,-0.6115105,0.0171794
72,-0.77285224,-0.8038161,"('unambitious', 'ambitious')",-0.7728522,-0.8038161,-0.0309639
73,0.019188045,0.005588116,"('helpless', 'self-reliant')",0.019188,0.0055881,-0.0135999
74,-0.11845474,-0.24522527,"('undedicated', 'dedicated')",-0.1184547,-0.2452253,-0.1267706
75,0.0757583,0.1127102,"('meek', 'impulsive')",0.0757583,0.1127102,0.0369519
76,1.0478193,0.981071,"('anxious', 'daring')",1.0478193,0.981071,-0.0667483
77,0.19060707,0.2355142,"('unmotivated', 'motivated')",0.1906071,0.2355142,0.0449071
78,-0.54195184,-0.50942075,"('nonresilient', 'resilient')",-0.5419518,-0.5094208,0.032531
79,-0.5012045,-0.52362376,"('wavering', 'unwavering')",-0.5012045,-0.5236238,-0.0224193
80,0.3993337,0.43354368,"('dominated', 'dominating')",0.3993337,0.4335437,0.03421
81,0.31256104,0.31926593,"('submissive', 'aggressive')",0.312561,0.3192659,0.0067049
82,0.87002754,0.86291236,"('poor', 'rich')",0.8700275,0.8629124,-0.0071151
83,0.3975312,0.37277505,"('powerless', 'powerful')",0.3975312,0.372775,-0.0247562
84,0.05546979,0.008817184,"('inferior', 'superior')",0.0554698,0.0088172,-0.0466526
85,-0.053653,-0.072721675,"('insignificant', 'prestigious')",-0.053653,-0.0727217,-0.0190687
86,-0.38633877,-0.562928,"('uninfluential', 'influential')",-0.3863388,-0.562928,-0.1765892
87,-0.55625623,-0.5494082,"('unsuccessful', 'successful')",-0.5562562,-0.5494082,0.006848
88,0.04804831,0.005547192,"('low', 'eminent')",0.0480483,0.0055472,-0.0425011
