,softdrink_male,softdrink_female,tuple,average_male,average_female,female-male
0,-0.3848586,-0.42807782,"('unsociable', 'sociable')",-0.3848586,-0.4280778,-0.0432192
1,-0.15113473,-0.55624753,"('unfriendly', 'friendly')",-0.1511347,-0.5562475,-0.4051128
2,0.35961816,0.36536136,"('unlikable', 'likable')",0.3596182,0.3653614,0.0057432
3,-0.7827597,-0.60280025,"('repellent', 'pleasant')",-0.7827597,-0.6028003,0.1799594
4,-1.7084668,-1.8734254,"('disliked', 'liked')",-1.7084668,-1.8734254,-0.1649586
5,-0.50163704,-0.61314034,"('distant', 'outgoing')",-0.501637,-0.6131403,-0.1115033
6,-0.5986012,-0.7543501,"('distant', 'open')",-0.5986012,-0.7543501,-0.1557489
7,-0.028613973,-0.02662339,"('insensitive', 'sensitive')",-0.028614,-0.0266234,0.0019906
8,-0.0013753437,-0.35027197,"('unaffectionate', 'affectionate')",-0.0013753,-0.350272,-0.3488967
9,0.08302198,-0.25497124,"('unaffectionate', 'caring')",0.083022,-0.2549712,-0.3379932
10,-0.9333203,-1.0511885,"('unsympathetic', 'sympathetic')",-0.9333203,-1.0511885,-0.1178682
11,0.09342893,0.110296726,"('unhelpful', 'helpful')",0.0934289,0.1102967,0.0168678
12,-0.68879443,-0.8019731,"('unsupportive', 'supportive')",-0.6887944,-0.8019731,-0.1131787
13,-0.54651195,-0.51165,"('impolite', 'polite')",-0.5465119,-0.51165,0.0348619
14,0.39083967,0.45485294,"('antisocial', 'social')",0.3908397,0.4548529,0.0640132
15,0.8127291,0.69721466,"('boring', 'funny')",0.8127291,0.6972147,-0.1155144
16,-0.4147163,-0.379205,"('unpopular', 'popular')",-0.4147163,-0.379205,0.0355113
17,-0.7420993,-0.6553622,"('nasty', 'nice')",-0.7420993,-0.6553622,0.0867371
18,-0.5378228,-0.43060222,"('disagreeable', 'welcoming')",-0.5378228,-0.4306022,0.1072206
19,-0.8286773,-0.9157877,"('inhospitable', 'hospitable')",-0.8286773,-0.9157877,-0.0871104
20,-0.133863,-0.038559742,"('rough', 'thoughtful')",-0.133863,-0.0385597,0.0953033
21,-0.7987201,-0.54137415,"('immoral', 'moral')",-0.7987201,-0.5413741,0.257346
22,-0.6857383,-0.59296924,"('untrustworthy', 'trustworthy')",-0.6857383,-0.5929692,0.0927691
23,1.34384,1.3807031,"('insincere', 'sincere')",1.34384,1.3807031,0.0368631
24,0.08909641,-0.012317782,"('dishonest', 'honest')",0.0890964,-0.0123178,-0.1014142
25,-0.096379116,-0.17710078,"('egoistic', 'altruistic')",-0.0963791,-0.1771008,-0.0807217
26,0.32021198,0.00021732226,"('hardhearted', 'benevolent')",0.320212,0.0002173,-0.3199947
27,0.28994814,0.1281724,"('hardhearted', 'softhearted')",0.2899481,0.1281724,-0.1617757
28,0.0038458956,-0.15163589,"('disloyal', 'loyal')",0.0038459,-0.1516359,-0.1554818
29,0.026471183,-0.06480513,"('unfair', 'fair')",0.0264712,-0.0648051,-0.0912763
30,0.51207864,0.6046869,"('intolerant', 'tolerant')",0.5120786,0.6046869,0.0926083
31,-0.9230614,-0.9361669,"('evil', 'good')",-0.9230614,-0.9361669,-0.0131055
32,0.18068276,0.03128844,"('unkind', 'kind')",0.1806828,0.0312884,-0.1493944
33,0.85840017,0.6550905,"('wrong', 'right')",0.8584002,0.6550905,-0.2033097
34,0.6340887,0.95982194,"('mean', 'honorable')",0.6340887,0.9598219,0.3257332
35,0.02630926,-0.19366801,"('corrupt', 'incorrupt')",0.0263093,-0.193668,-0.2199773
36,-0.8393406,-1.0808414,"('hostile', 'amicable')",-0.8393406,-1.0808414,-0.2415008
37,0.5788629,0.4849187,"('fake', 'genuine')",0.5788629,0.4849187,-0.0939442
38,-0.4184926,-0.5478579,"('untruthful', 'truthful')",-0.4184926,-0.5478579,-0.1293653
39,0.34385243,0.53797954,"('exploitative', 'cooperative')",0.3438524,0.5379795,0.1941271
40,-0.5861582,-0.7045077,"('stingy', 'generous')",-0.5861582,-0.7045077,-0.1183495
41,-0.088403806,-0.109565035,"('unforgiving', 'forgiving')",-0.0884038,-0.109565,-0.0211612
42,-0.9570997,-0.92460185,"('unreliable', 'reliable')",-0.9570997,-0.9246019,0.0324978
43,-0.59836596,-0.5636762,"('irresponsible', 'responsible')",-0.598366,-0.5636762,0.0346898
44,-0.04577874,0.1478162,"('prejudiced', 'unprejudiced')",-0.0457787,0.1478162,0.1935949
45,0.03830858,0.007843258,"('incompetent', 'competent')",0.0383086,0.0078433,-0.0304653
46,-0.73935837,-0.7043399,"('uncompetitive', 'competitive')",-0.7393584,-0.7043399,0.0350185
47,1.3988683,1.4741747,"('stupid', 'smart')",1.3988683,1.4741747,0.0753064
48,-0.44435626,-0.33972946,"('unintelligent', 'intelligent')",-0.4443563,-0.3397295,0.1046268
49,-0.38115352,-0.18594521,"('unable', 'able')",-0.3811535,-0.1859452,0.1952083
50,0.11258656,-0.0025000647,"('clumsy', 'skillful')",0.1125866,-0.0025001,-0.1150867
51,-0.5697851,-0.6119762,"('uneducated', 'educated')",-0.5697851,-0.6119762,-0.0421911
52,0.5570192,0.3009578,"('irrational', 'rational')",0.5570192,0.3009578,-0.2560614
53,-0.843476,-1.0079752,"('uncreative', 'creative')",-0.843476,-1.0079752,-0.1644992
54,-0.09319416,-0.3119473,"('incapable', 'capable')",-0.0931942,-0.3119473,-0.2187531
55,0.07833797,0.30593854,"('incompetent', 'clever')",0.078338,0.3059385,0.2276005
56,0.38573897,0.5227714,"('impractical', 'practical')",0.385739,0.5227714,0.1370324
57,-0.9660921,-1.166859,"('unimaginative', 'imaginative')",-0.9660921,-1.166859,-0.2007669
58,-0.32864726,-0.40926832,"('undiscriminating', 'discriminating')",-0.3286473,-0.4092683,-0.080621
59,0.32211792,0.21644212,"('foolish', 'wise')",0.3221179,0.2164421,-0.1056758
60,0.12087942,0.5406168,"('inefficient', 'efficient')",0.1208794,0.5406168,0.4197374
61,-0.11479541,-0.20602494,"('illogical', 'logical')",-0.1147954,-0.2060249,-0.0912295
62,0.24198619,0.3442949,"('incompetent', 'brilliant')",0.2419862,0.3442949,0.1023087
63,-0.7459486,-0.7142468,"('unperceptive', 'insightful')",-0.7459486,-0.7142468,0.0317018
64,-1.555694,-1.5104048,"('shy', 'confident')",-1.555694,-1.5104048,0.0452892
65,-0.5320507,-0.35011405,"('insecure', 'secure')",-0.5320507,-0.350114,0.1819367
66,-0.3553595,-0.6765172,"('inactive', 'active')",-0.3553595,-0.6765172,-0.3211577
67,0.7763091,0.77391547,"('doubtful', 'determined')",0.7763091,0.7739155,-0.0023936
68,-1.1950822,-1.0115973,"('dependent', 'independent')",-1.1950822,-1.0115973,0.1834849
69,0.34292796,0.24535802,"('lazy', 'industrious')",0.342928,0.245358,-0.09757
70,-0.39751273,-0.3628168,"('lethargic', 'energetic')",-0.3975127,-0.3628168,0.0346959
71,-0.219077,-0.28735954,"('diffident', 'self-confident')",-0.219077,-0.2873595,-0.0682825
72,-1.0140989,-1.0810922,"('unambitious', 'ambitious')",-1.0140989,-1.0810922,-0.0669933
73,-0.3108678,-0.35404935,"('helpless', 'self-reliant')",-0.3108678,-0.3540494,-0.0431816
74,-0.13183026,-0.17507944,"('undedicated', 'dedicated')",-0.1318303,-0.1750794,-0.0432491
75,-0.23245808,-0.32351762,"('meek', 'impulsive')",-0.2324581,-0.3235176,-0.0910595
76,-0.061151415,0.12583666,"('anxious', 'daring')",-0.0611514,0.1258367,0.1869881
77,-0.6218411,-0.38336375,"('unmotivated', 'motivated')",-0.6218411,-0.3833638,0.2384773
78,-0.8781766,-0.9035755,"('nonresilient', 'resilient')",-0.8781766,-0.9035755,-0.0253989
79,-0.7938784,-1.0164121,"('wavering', 'unwavering')",-0.7938784,-1.0164121,-0.2225337
80,0.268547,0.22946371,"('dominated', 'dominating')",0.268547,0.2294637,-0.0390833
81,-0.18806987,-0.084245004,"('submissive', 'aggressive')",-0.1880699,-0.084245,0.1038249
82,0.8601324,0.96501243,"('poor', 'rich')",0.8601324,0.9650124,0.10488
83,-0.1741261,-0.1334496,"('powerless', 'powerful')",-0.1741261,-0.1334496,0.0406765
84,0.24608403,0.23850586,"('inferior', 'superior')",0.246084,0.2385059,-0.0075781
85,0.08409253,-0.10402126,"('insignificant', 'prestigious')",0.0840925,-0.1040213,-0.1881138
86,-0.68979996,-0.8711941,"('uninfluential', 'influential')",-0.6898,-0.8711941,-0.1813941
87,0.6528465,0.4909274,"('unsuccessful', 'successful')",0.6528465,0.4909274,-0.1619191
88,-0.5133696,-0.5929789,"('low', 'eminent')",-0.5133696,-0.5929789,-0.0796093
