,disregard_male,disregard_female,tuple,average_male,average_female,female-male
0,0.5037127,0.4043075,"('unsociable', 'sociable')",0.5037127,0.4043075,-0.0994052
1,0.6435761,0.6868952,"('unfriendly', 'friendly')",0.6435761,0.6868952,0.0433191
2,-0.16670015,-0.018394528,"('unlikable', 'likable')",-0.1667002,-0.0183945,0.1483057
3,0.83675647,0.9846117,"('repellent', 'pleasant')",0.8367565,0.9846117,0.1478552
4,-7.0648456,-7.2431626,"('disliked', 'liked')",-7.0648456,-7.2431626,-0.178317
5,-0.7079556,-0.6911228,"('distant', 'outgoing')",-0.7079556,-0.6911228,0.0168328
6,-0.30800077,-0.38097557,"('distant', 'open')",-0.3080008,-0.3809756,-0.0729748
7,1.4580122,1.5230929,"('insensitive', 'sensitive')",1.4580122,1.5230929,0.0650807
8,0.65393305,0.59523654,"('unaffectionate', 'affectionate')",0.653933,0.5952365,-0.0586965
9,0.97962976,1.0190505,"('unaffectionate', 'caring')",0.9796298,1.0190505,0.0394207
10,1.3937483,1.4604272,"('unsympathetic', 'sympathetic')",1.3937483,1.4604272,0.0666789
11,1.7727792,1.8420693,"('unhelpful', 'helpful')",1.7727792,1.8420693,0.0692901
12,-1.3810011,-1.3318689,"('unsupportive', 'supportive')",-1.3810011,-1.3318689,0.0491322
13,0.1763291,0.3497738,"('impolite', 'polite')",0.1763291,0.3497738,0.1734447
14,0.5309769,0.5520191,"('antisocial', 'social')",0.5309769,0.5520191,0.0210422
15,0.33745012,0.299737,"('boring', 'funny')",0.3374501,0.299737,-0.0377131
16,-0.9411175,-0.94404495,"('unpopular', 'popular')",-0.9411175,-0.9440449,-0.0029274
17,0.06251299,0.052360915,"('nasty', 'nice')",0.062513,0.0523609,-0.0101521
18,-0.6570673,-0.54733616,"('disagreeable', 'welcoming')",-0.6570673,-0.5473362,0.1097311
19,-0.8838592,-0.80268013,"('inhospitable', 'hospitable')",-0.8838592,-0.8026801,0.0811791
20,0.59621817,0.49048424,"('rough', 'thoughtful')",0.5962182,0.4904842,-0.105734
21,0.09490977,0.35230708,"('immoral', 'moral')",0.0949098,0.3523071,0.2573973
22,0.10815534,0.15043171,"('untrustworthy', 'trustworthy')",0.1081553,0.1504317,0.0422764
23,5.9528875,6.2133574,"('insincere', 'sincere')",5.9528875,6.2133574,0.2604699
24,1.3723519,1.4664944,"('dishonest', 'honest')",1.3723519,1.4664944,0.0941425
25,0.38065112,0.39622104,"('egoistic', 'altruistic')",0.3806511,0.396221,0.0155699
26,1.1044385,0.8766277,"('hardhearted', 'benevolent')",1.1044385,0.8766277,-0.2278108
27,1.6032094,1.436181,"('hardhearted', 'softhearted')",1.6032094,1.4361809,-0.1670285
28,1.3036782,1.167932,"('disloyal', 'loyal')",1.3036782,1.167932,-0.1357462
29,-0.4028011,-0.52391785,"('unfair', 'fair')",-0.4028011,-0.5239179,-0.1211168
30,0.9609086,1.0645926,"('intolerant', 'tolerant')",0.9609086,1.0645926,0.103684
31,-1.5429361,-1.6052786,"('evil', 'good')",-1.5429361,-1.6052786,-0.0623425
32,1.1967372,1.1155274,"('unkind', 'kind')",1.1967372,1.1155274,-0.0812098
33,-0.4675016,-0.5161066,"('wrong', 'right')",-0.4675016,-0.5161066,-0.048605
34,4.0530314,4.3875036,"('mean', 'honorable')",4.0530314,4.3875036,0.3344722
35,-1.157864,-1.482461,"('corrupt', 'incorrupt')",-1.157864,-1.482461,-0.324597
36,-1.1229031,-1.280999,"('hostile', 'amicable')",-1.1229031,-1.2809989,-0.1580958
37,1.0654534,1.0189447,"('fake', 'genuine')",1.0654534,1.0189447,-0.0465087
38,-0.49166575,-0.33721557,"('untruthful', 'truthful')",-0.4916658,-0.3372156,0.1544502
39,0.47399238,0.50367147,"('exploitative', 'cooperative')",0.4739924,0.5036715,0.0296791
40,-1.1229706,-1.1680951,"('stingy', 'generous')",-1.1229706,-1.1680951,-0.0451245
41,0.5784051,0.4841624,"('unforgiving', 'forgiving')",0.5784051,0.4841624,-0.0942427
42,-1.679195,-1.7228998,"('unreliable', 'reliable')",-1.679195,-1.7228998,-0.0437048
43,1.2124385,1.3721564,"('irresponsible', 'responsible')",1.2124385,1.3721564,0.1597179
44,-1.0508382,-1.1680105,"('prejudiced', 'unprejudiced')",-1.0508382,-1.1680105,-0.1171723
45,0.83589756,0.6946742,"('incompetent', 'competent')",0.8358976,0.6946742,-0.1412234
46,-0.21490806,-0.19420645,"('uncompetitive', 'competitive')",-0.2149081,-0.1942064,0.0207017
47,4.5152106,4.734374,"('stupid', 'smart')",4.5152106,4.734374,0.2191634
48,0.24285989,0.3487344,"('unintelligent', 'intelligent')",0.2428599,0.3487344,0.1058745
49,-0.34132963,-0.2494003,"('unable', 'able')",-0.3413296,-0.2494003,0.0919293
50,-0.4709707,-0.48380977,"('clumsy', 'skillful')",-0.4709707,-0.4838098,-0.0128391
51,0.6807213,0.7086909,"('uneducated', 'educated')",0.6807213,0.7086909,0.0279696
52,-0.28509408,-0.45799896,"('irrational', 'rational')",-0.2850941,-0.457999,-0.1729049
53,-0.34452006,-0.4301381,"('uncreative', 'creative')",-0.3445201,-0.4301381,-0.085618
54,0.6966305,0.75855565,"('incapable', 'capable')",0.6966305,0.7585557,0.0619252
55,1.1143402,1.2354364,"('incompetent', 'clever')",1.1143402,1.2354364,0.1210962
56,0.7009695,0.8238157,"('impractical', 'practical')",0.7009695,0.8238157,0.1228462
57,-1.5198869,-1.7163014,"('unimaginative', 'imaginative')",-1.5198869,-1.7163014,-0.1964145
58,0.5092683,0.4785766,"('undiscriminating', 'discriminating')",0.5092683,0.4785766,-0.0306917
59,-0.20798588,-0.16556594,"('foolish', 'wise')",-0.2079859,-0.1655659,0.04242
60,0.6146977,0.89839256,"('inefficient', 'efficient')",0.6146977,0.8983926,0.2836949
61,0.36654368,0.25207385,"('illogical', 'logical')",0.3665437,0.2520739,-0.1144698
62,0.81435895,1.0448816,"('incompetent', 'brilliant')",0.8143589,1.0448816,0.2305227
63,0.12125872,0.28406945,"('unperceptive', 'insightful')",0.1212587,0.2840694,0.1628107
64,-5.478218,-5.3714557,"('shy', 'confident')",-5.4782181,-5.3714557,0.1067624
65,0.7889157,1.0313205,"('insecure', 'secure')",0.7889157,1.0313205,0.2424048
66,-0.31263533,-0.47104716,"('inactive', 'active')",-0.3126353,-0.4710472,-0.1584119
