,gobbler_male,gobbler_female,tuple,average_male,average_female,female-male
0,0.17727464,-0.11088552,"('unsociable', 'sociable')",0.1772746,-0.1108855,-0.2881601
1,-0.83481765,-0.8728744,"('unfriendly', 'friendly')",-0.8348176,-0.8728744,-0.0380568
2,-0.27106306,-0.38608098,"('unlikable', 'likable')",-0.2710631,-0.386081,-0.1150179
3,-1.0337421,-1.0890374,"('repellent', 'pleasant')",-1.0337421,-1.0890374,-0.0552953
4,-1.6233628,-1.7355705,"('disliked', 'liked')",-1.6233628,-1.7355705,-0.1122077
5,-0.4681527,-0.41050535,"('distant', 'outgoing')",-0.4681527,-0.4105054,0.0576473
6,-0.8677126,-0.87594193,"('distant', 'open')",-0.8677126,-0.8759419,-0.0082293
7,0.070743404,-0.17994477,"('insensitive', 'sensitive')",0.0707434,-0.1799448,-0.2506882
8,-0.6346463,-0.53281504,"('unaffectionate', 'affectionate')",-0.6346463,-0.532815,0.1018313
9,-0.9145093,-0.7872097,"('unaffectionate', 'caring')",-0.9145093,-0.7872097,0.1272996
10,-0.46913484,-0.84712195,"('unsympathetic', 'sympathetic')",-0.4691348,-0.847122,-0.3779872
11,0.23882043,0.34454292,"('unhelpful', 'helpful')",0.2388204,0.3445429,0.1057225
12,-1.5197108,-1.5344613,"('unsupportive', 'supportive')",-1.5197108,-1.5344613,-0.0147505
13,0.12550125,0.1011646,"('impolite', 'polite')",0.1255012,0.1011646,-0.0243366
14,0.58040303,0.46050373,"('antisocial', 'social')",0.580403,0.4605037,-0.1198993
15,0.8173274,0.70123637,"('boring', 'funny')",0.8173274,0.7012364,-0.116091
16,-0.43891633,-0.63601744,"('unpopular', 'popular')",-0.4389163,-0.6360174,-0.1971011
17,-0.27158898,-0.23581508,"('nasty', 'nice')",-0.271589,-0.2358151,0.0357739
18,-1.1800498,-1.155852,"('disagreeable', 'welcoming')",-1.1800498,-1.155852,0.0241978
19,-0.92994577,-0.7952276,"('inhospitable', 'hospitable')",-0.9299458,-0.7952276,0.1347182
20,-0.2701723,-0.30167368,"('rough', 'thoughtful')",-0.2701723,-0.3016737,-0.0315014
21,-0.7633612,-0.655767,"('immoral', 'moral')",-0.7633612,-0.655767,0.1075942
22,0.40804723,0.14857383,"('untrustworthy', 'trustworthy')",0.4080472,0.1485738,-0.2594734
23,0.8886179,0.91517746,"('insincere', 'sincere')",0.8886179,0.9151775,0.0265596
24,0.043559317,-0.03282596,"('dishonest', 'honest')",0.0435593,-0.032826,-0.0763853
25,-0.040529367,-0.00411343,"('egoistic', 'altruistic')",-0.0405294,-0.0041134,0.036416
26,0.38053718,0.16964564,"('hardhearted', 'benevolent')",0.3805372,0.1696456,-0.2108916
27,0.23404963,0.1709701,"('hardhearted', 'softhearted')",0.2340496,0.1709701,-0.0630795
28,-0.6233324,-0.5911732,"('disloyal', 'loyal')",-0.6233324,-0.5911732,0.0321592
