,motive_male,motive_female,tuple,average_male,average_female,female-male
0,-0.5246386,-0.58555686,"('unsociable', 'sociable')",-0.5246386,-0.5855569,-0.0609183
1,1.4311785,1.3352028,"('unfriendly', 'friendly')",1.4311785,1.3352028,-0.0959757
2,-0.0631735,-0.019745402,"('unlikable', 'likable')",-0.0631735,-0.0197454,0.0434281
3,0.1693487,0.23705171,"('repellent', 'pleasant')",0.1693487,0.2370517,0.067703
4,-7.673092,-7.789683,"('disliked', 'liked')",-7.6730919,-7.7896829,-0.116591
5,-0.028900888,-0.06345444,"('distant', 'outgoing')",-0.0289009,-0.0634544,-0.0345535
6,0.34359866,0.28802505,"('distant', 'open')",0.3435987,0.2880251,-0.0555736
7,0.48808607,0.5371372,"('insensitive', 'sensitive')",0.4880861,0.5371372,0.0490511
8,1.3885828,1.3070927,"('unaffectionate', 'affectionate')",1.3885828,1.3070927,-0.0814901
9,1.7242925,1.7302191,"('unaffectionate', 'caring')",1.7242925,1.7302191,0.0059266
10,0.43889403,0.50599694,"('unsympathetic', 'sympathetic')",0.438894,0.5059969,0.0671029
11,1.4875711,1.5228008,"('unhelpful', 'helpful')",1.4875711,1.5228008,0.0352297
12,-2.140511,-2.1262164,"('unsupportive', 'supportive')",-2.140511,-2.1262164,0.0142946
13,-0.6836716,-0.6824534,"('impolite', 'polite')",-0.6836716,-0.6824534,0.0012182
14,-0.4122911,-0.45573968,"('antisocial', 'social')",-0.4122911,-0.4557397,-0.0434486
15,0.0861874,-0.0016761627,"('boring', 'funny')",0.0861874,-0.0016762,-0.0878636
16,-0.22753106,-0.19525048,"('unpopular', 'popular')",-0.2275311,-0.1952505,0.0322806
17,-0.0076530054,0.010616044,"('nasty', 'nice')",-0.007653,0.010616,0.018269
18,-0.17198151,-0.24812716,"('disagreeable', 'welcoming')",-0.1719815,-0.2481272,-0.0761457
19,-0.24711189,-0.274994,"('inhospitable', 'hospitable')",-0.2471119,-0.274994,-0.0278821
20,0.89478415,0.86989075,"('rough', 'thoughtful')",0.8947842,0.8698907,-0.0248935
21,-0.6311126,-0.5669369,"('immoral', 'moral')",-0.6311126,-0.5669369,0.0641757
22,-1.107542,-1.1249473,"('untrustworthy', 'trustworthy')",-1.107542,-1.1249473,-0.0174053
23,6.6902194,6.73163,"('insincere', 'sincere')",6.6902194,6.7316298,0.0414104
24,1.50435,1.3878196,"('dishonest', 'honest')",1.5043499,1.3878196,-0.1165303
25,1.1183692,1.0482041,"('egoistic', 'altruistic')",1.1183692,1.0482041,-0.0701651
26,1.0058668,0.92259866,"('hardhearted', 'benevolent')",1.0058668,0.9225987,-0.0832681
27,1.7819774,1.6211429,"('hardhearted', 'softhearted')",1.7819774,1.6211429,-0.1608345
28,1.211563,1.1443057,"('disloyal', 'loyal')",1.211563,1.1443057,-0.0672573
29,-0.7545387,-0.86922556,"('unfair', 'fair')",-0.7545387,-0.8692256,-0.1146869
30,0.57583076,0.58967483,"('intolerant', 'tolerant')",0.5758308,0.5896748,0.013844
31,-1.3604721,-1.372058,"('evil', 'good')",-1.3604721,-1.372058,-0.0115859
32,0.84823304,0.7877126,"('unkind', 'kind')",0.848233,0.7877126,-0.0605204
33,-0.43994063,-0.49903196,"('wrong', 'right')",-0.4399406,-0.499032,-0.0590914
34,5.2216086,5.3275943,"('mean', 'honorable')",5.2216086,5.3275943,0.1059857
35,-0.43129873,-0.6377329,"('corrupt', 'incorrupt')",-0.4312987,-0.6377329,-0.2064342
36,-0.24965191,-0.35743997,"('hostile', 'amicable')",-0.2496519,-0.35744,-0.1077881
37,0.73333967,0.7302962,"('fake', 'genuine')",0.7333397,0.7302962,-0.0030435
38,-0.14127842,-0.19093034,"('untruthful', 'truthful')",-0.1412784,-0.1909303,-0.0496519
39,0.17413878,0.16464056,"('exploitative', 'cooperative')",0.1741388,0.1646406,-0.0094982
40,-1.7645164,-1.8952478,"('stingy', 'generous')",-1.7645164,-1.8952478,-0.1307314
41,-0.028096499,-0.10274835,"('unforgiving', 'forgiving')",-0.0280965,-0.1027483,-0.0746518
42,-3.202087,-3.163392,"('unreliable', 'reliable')",-3.2020869,-3.1633921,0.0386948
43,0.75531346,0.77847266,"('irresponsible', 'responsible')",0.7553135,0.7784727,0.0231592
44,-1.2965417,-1.2810346,"('prejudiced', 'unprejudiced')",-1.2965417,-1.2810346,0.0155071
45,-0.6880793,-0.67410827,"('incompetent', 'competent')",-0.6880793,-0.6741083,0.013971
46,-1.3140837,-1.3019854,"('uncompetitive', 'competitive')",-1.3140837,-1.3019854,0.0120983
47,5.310431,5.439035,"('stupid', 'smart')",5.310431,5.4390349,0.1286039
48,0.52703524,0.46326226,"('unintelligent', 'intelligent')",0.5270352,0.4632623,-0.0637729
49,0.24754913,0.29059702,"('unable', 'able')",0.2475491,0.290597,0.0430479
50,-0.34836698,-0.37626368,"('clumsy', 'skillful')",-0.348367,-0.3762637,-0.0278967
51,0.2155094,0.22129832,"('uneducated', 'educated')",0.2155094,0.2212983,0.0057889
52,-0.15614888,-0.2650216,"('irrational', 'rational')",-0.1561489,-0.2650216,-0.1088727
53,0.11095897,0.058420833,"('uncreative', 'creative')",0.110959,0.0584208,-0.0525382
54,1.0351928,1.1163437,"('incapable', 'capable')",1.0351928,1.1163437,0.0811509
55,0.109293565,0.15712824,"('incompetent', 'clever')",0.1092936,0.1571282,0.0478346
56,0.0688297,0.09799626,"('impractical', 'practical')",0.0688297,0.0979963,0.0291666
57,-3.5061853,-3.3864112,"('unimaginative', 'imaginative')",-3.5061853,-3.3864112,0.1197741
58,0.12505502,0.15053745,"('undiscriminating', 'discriminating')",0.125055,0.1505374,0.0254824
59,-0.0029322729,-0.016177256,"('foolish', 'wise')",-0.0029323,-0.0161773,-0.013245
60,0.36060977,0.40964997,"('inefficient', 'efficient')",0.3606098,0.40965,0.0490402
61,0.23726171,0.059799526,"('illogical', 'logical')",0.2372617,0.0597995,-0.1774622
62,-0.14633836,-0.03866359,"('incompetent', 'brilliant')",-0.1463384,-0.0386636,0.1076748
63,-0.40723222,-0.37039253,"('unperceptive', 'insightful')",-0.4072322,-0.3703925,0.0368397
64,-7.129487,-7.0630145,"('shy', 'confident')",-7.129487,-7.0630145,0.0664725
65,-0.45592326,-0.41643193,"('insecure', 'secure')",-0.4559233,-0.4164319,0.0394914
66,-0.13026011,-0.14720902,"('inactive', 'active')",-0.1302601,-0.147209,-0.0169489
67,-0.28737342,-0.26505333,"('doubtful', 'determined')",-0.2873734,-0.2650533,0.0223201
68,-0.71072507,-0.76167274,"('dependent', 'independent')",-0.7107251,-0.7616727,-0.0509476
69,-1.5651318,-1.637687,"('lazy', 'industrious')",-1.5651318,-1.637687,-0.0725552
70,0.57376355,0.6271528,"('lethargic', 'energetic')",0.5737635,0.6271528,0.0533893
71,0.6272335,0.6713084,"('diffident', 'self-confident')",0.6272335,0.6713084,0.0440749
72,0.7044643,0.7705089,"('unambitious', 'ambitious')",0.7044643,0.7705089,0.0660446
73,-3.1055872,-3.0714393,"('helpless', 'self-reliant')",-3.1055872,-3.0714393,0.0341479
74,-0.19757167,-0.25715652,"('undedicated', 'dedicated')",-0.1975717,-0.2571565,-0.0595848
75,-0.7084469,-0.6027161,"('meek', 'impulsive')",-0.7084469,-0.6027161,0.1057308
76,0.3044647,0.36734915,"('anxious', 'daring')",0.3044647,0.3673491,0.0628844
77,-1.3896961,-1.2381608,"('unmotivated', 'motivated')",-1.3896961,-1.2381608,0.1515353
78,-0.56783843,-0.537552,"('nonresilient', 'resilient')",-0.5678384,-0.537552,0.0302864
79,0.271475,0.25984213,"('wavering', 'unwavering')",0.271475,0.2598421,-0.0116329
80,-0.6086922,-0.669589,"('dominated', 'dominating')",-0.6086922,-0.669589,-0.0608968
