,silo_male,silo_female,tuple,average_male,average_female,female-male
0,0.45707777,0.57792443,"('unsociable', 'sociable')",0.4570778,0.5779244,0.1208466
1,-0.38207972,-0.62578493,"('unfriendly', 'friendly')",-0.3820797,-0.6257849,-0.2437052
2,0.30555183,0.3291908,"('unlikable', 'likable')",0.3055518,0.3291908,0.023639
3,0.1266569,0.41232786,"('repellent', 'pleasant')",0.1266569,0.4123279,0.285671
4,-2.5014596,-2.6736627,"('disliked', 'liked')",-2.5014596,-2.6736627,-0.1722031
5,-1.1570802,-1.4351296,"('distant', 'outgoing')",-1.1570802,-1.4351296,-0.2780494
6,-0.9975426,-1.3438426,"('distant', 'open')",-0.9975426,-1.3438426,-0.3463
7,1.1002595,1.2722545,"('insensitive', 'sensitive')",1.1002595,1.2722545,0.171995
8,-0.63299185,-0.92835706,"('unaffectionate', 'affectionate')",-0.6329919,-0.9283571,-0.2953652
9,-0.34598917,-0.51774454,"('unaffectionate', 'caring')",-0.3459892,-0.5177445,-0.1717553
10,0.102251746,0.26653972,"('unsympathetic', 'sympathetic')",0.1022517,0.2665397,0.164288
11,0.84710205,1.1279176,"('unhelpful', 'helpful')",0.847102,1.1279176,0.2808156
12,-0.99827915,-0.8918862,"('unsupportive', 'supportive')",-0.9982792,-0.8918862,0.106393
13,0.11507816,0.29454476,"('impolite', 'polite')",0.1150782,0.2945448,0.1794666
14,1.0862691,1.3190165,"('antisocial', 'social')",1.0862691,1.3190165,0.2327474
15,0.08204228,-0.092172,"('boring', 'funny')",0.0820423,-0.092172,-0.1742143
16,-0.8145712,-0.66754884,"('unpopular', 'popular')",-0.8145712,-0.6675488,0.1470224
17,-0.6841045,-0.5630371,"('nasty', 'nice')",-0.6841045,-0.5630371,0.1210674
18,-0.95052266,-0.8545801,"('disagreeable', 'welcoming')",-0.9505227,-0.8545801,0.0959426
19,-2.0349538,-2.0637627,"('inhospitable', 'hospitable')",-2.0349538,-2.0637627,-0.0288089
