,asset_male,asset_female,tuple,average_male,average_female,female-male
0,0.6071984,0.36784008,"('unsociable', 'sociable')",0.6071984,0.3678401,-0.2393583
1,0.97397685,0.9077837,"('unfriendly', 'friendly')",0.9739769,0.9077837,-0.0661932
2,0.83813465,0.9224811,"('unlikable', 'likable')",0.8381346,0.9224811,0.0843465
3,0.32081026,0.4153233,"('repellent', 'pleasant')",0.3208103,0.4153233,0.094513
4,-6.702948,-6.7001023,"('disliked', 'liked')",-6.7029481,-6.7001023,0.0028458
5,-0.5944567,-0.51758265,"('distant', 'outgoing')",-0.5944567,-0.5175827,0.076874
6,-0.3770425,-0.29330286,"('distant', 'open')",-0.3770425,-0.2933029,0.0837396
7,1.2219925,1.1957822,"('insensitive', 'sensitive')",1.2219925,1.1957822,-0.0262103
8,0.6235926,0.691217,"('unaffectionate', 'affectionate')",0.6235926,0.691217,0.0676244
9,1.712907,1.7805799,"('unaffectionate', 'caring')",1.712907,1.7805799,0.0676729
10,1.1132101,1.1351317,"('unsympathetic', 'sympathetic')",1.1132101,1.1351317,0.0219216
11,2.4676094,2.4481282,"('unhelpful', 'helpful')",2.4676094,2.4481282,-0.0194812
12,-1.2658262,-1.2421634,"('unsupportive', 'supportive')",-1.2658262,-1.2421634,0.0236628
13,0.6085881,0.5042976,"('impolite', 'polite')",0.6085881,0.5042976,-0.1042905
14,0.7564214,0.64044076,"('antisocial', 'social')",0.7564214,0.6404408,-0.1159806
15,0.42192665,0.3609266,"('boring', 'funny')",0.4219266,0.3609266,-0.061
16,0.06603031,0.031337835,"('unpopular', 'popular')",0.0660303,0.0313378,-0.0346925
17,-0.046193205,-0.07891743,"('nasty', 'nice')",-0.0461932,-0.0789174,-0.0327242
18,-0.8132697,-0.85045624,"('disagreeable', 'welcoming')",-0.8132697,-0.8504562,-0.0371865
19,-1.2400978,-1.1550983,"('inhospitable', 'hospitable')",-1.2400978,-1.1550983,0.0849995
20,0.6417672,0.5716659,"('rough', 'thoughtful')",0.6417672,0.5716659,-0.0701013
21,0.48239815,0.52005255,"('immoral', 'moral')",0.4823982,0.5200526,0.0376544
22,-0.4480386,-0.3790558,"('untrustworthy', 'trustworthy')",-0.4480386,-0.3790558,0.0689828
23,6.894714,6.789251,"('insincere', 'sincere')",6.8947139,6.7892509,-0.105463
24,1.6583645,1.7420508,"('dishonest', 'honest')",1.6583645,1.7420508,0.0836863
25,0.637377,0.5687179,"('egoistic', 'altruistic')",0.637377,0.5687179,-0.0686591
26,1.243896,1.0271803,"('hardhearted', 'benevolent')",1.243896,1.0271803,-0.2167157
27,0.93560755,0.9263155,"('hardhearted', 'softhearted')",0.9356076,0.9263155,-0.0092921
28,1.3760488,1.2300581,"('disloyal', 'loyal')",1.3760488,1.2300581,-0.1459907
29,-1.3229665,-1.3120254,"('unfair', 'fair')",-1.3229665,-1.3120254,0.0109411
30,1.4537563,1.3531158,"('intolerant', 'tolerant')",1.4537563,1.3531158,-0.1006405
31,-2.1060567,-2.0675378,"('evil', 'good')",-2.1060567,-2.0675378,0.0385189
32,1.354232,1.348964,"('unkind', 'kind')",1.354232,1.348964,-0.005268
33,-0.33188418,-0.38736618,"('wrong', 'right')",-0.3318842,-0.3873662,-0.055482
34,5.0511465,5.127366,"('mean', 'honorable')",5.0511465,5.1273661,0.0762196
35,-1.5761682,-1.6730965,"('corrupt', 'incorrupt')",-1.5761682,-1.6730965,-0.0969283
36,-0.7538092,-0.8596563,"('hostile', 'amicable')",-0.7538092,-0.8596563,-0.1058471
37,0.19315685,0.19981042,"('fake', 'genuine')",0.1931569,0.1998104,0.0066535
38,0.67685,0.6300601,"('untruthful', 'truthful')",0.67685,0.6300601,-0.0467899
39,-0.18430983,-0.16273457,"('exploitative', 'cooperative')",-0.1843098,-0.1627346,0.0215752
40,-2.0476766,-2.1080077,"('stingy', 'generous')",-2.0476766,-2.1080077,-0.0603311
41,0.05791091,-0.002176134,"('unforgiving', 'forgiving')",0.0579109,-0.0021761,-0.060087
42,-2.630484,-2.4592934,"('unreliable', 'reliable')",-2.6304841,-2.4592934,0.1711907
43,1.2350588,1.2778399,"('irresponsible', 'responsible')",1.2350588,1.2778399,0.0427811
44,-1.4591401,-1.4102472,"('prejudiced', 'unprejudiced')",-1.4591401,-1.4102472,0.0488929
45,0.5110743,0.47516513,"('incompetent', 'competent')",0.5110743,0.4751651,-0.0359092
46,-0.51098967,-0.5094289,"('uncompetitive', 'competitive')",-0.5109897,-0.5094289,0.0015608
47,5.758231,5.814978,"('stupid', 'smart')",5.7582312,5.8149781,0.0567469
48,0.7769487,0.6935681,"('unintelligent', 'intelligent')",0.7769487,0.6935681,-0.0833806
49,0.19806613,0.26027346,"('unable', 'able')",0.1980661,0.2602735,0.0622074
50,-0.13569446,-0.12141009,"('clumsy', 'skillful')",-0.1356945,-0.1214101,0.0142844
