,trophy_male,trophy_female,tuple,average_male,average_female,female-male
0,0.91020465,0.69304377,"('unsociable', 'sociable')",0.9102046,0.6930438,-0.2171608
1,0.5054073,0.37151533,"('unfriendly', 'friendly')",0.5054073,0.3715153,-0.133892
2,0.5223812,0.54420364,"('unlikable', 'likable')",0.5223812,0.5442036,0.0218224
3,0.57143176,0.85966086,"('repellent', 'pleasant')",0.5714318,0.8596609,0.2882291
4,-6.5851955,-6.931859,"('disliked', 'liked')",-6.5851955,-6.931859,-0.3466635
5,-1.9612643,-1.9010217,"('distant', 'outgoing')",-1.9612643,-1.9010217,0.0602426
6,-1.6906111,-1.6316432,"('distant', 'open')",-1.6906111,-1.6316432,0.0589679
7,1.9310229,1.9439385,"('insensitive', 'sensitive')",1.9310229,1.9439385,0.0129156
8,0.3679422,0.40980318,"('unaffectionate', 'affectionate')",0.3679422,0.4098032,0.041861
9,1.1154511,1.2080864,"('unaffectionate', 'caring')",1.1154511,1.2080864,0.0926353
10,1.6867224,1.778929,"('unsympathetic', 'sympathetic')",1.6867224,1.778929,0.0922066
11,2.319374,2.4518166,"('unhelpful', 'helpful')",2.3193741,2.4518166,0.1324425
12,-1.0301571,-1.0241644,"('unsupportive', 'supportive')",-1.0301571,-1.0241644,0.0059927
13,0.9574875,0.87771726,"('impolite', 'polite')",0.9574875,0.8777173,-0.0797702
14,0.88654375,0.7319625,"('antisocial', 'social')",0.8865438,0.7319625,-0.1545813
15,1.1323035,0.8944587,"('boring', 'funny')",1.1323035,0.8944587,-0.2378448
16,-0.82791483,-0.8419275,"('unpopular', 'popular')",-0.8279148,-0.8419275,-0.0140127
17,-0.9413286,-0.9122352,"('nasty', 'nice')",-0.9413286,-0.9122352,0.0290934
18,-1.252007,-1.1515058,"('disagreeable', 'welcoming')",-1.252007,-1.1515058,0.1005012
19,-1.1846902,-1.213078,"('inhospitable', 'hospitable')",-1.1846902,-1.213078,-0.0283878
20,0.61148053,0.54102767,"('rough', 'thoughtful')",0.6114805,0.5410277,-0.0704528
21,0.822837,1.0257201,"('immoral', 'moral')",0.822837,1.0257201,0.2028831
22,0.117041714,0.10888845,"('untrustworthy', 'trustworthy')",0.1170417,0.1088884,-0.0081533
23,6.0876417,6.376652,"('insincere', 'sincere')",6.0876417,6.3766518,0.2890101
24,1.3729838,1.5758407,"('dishonest', 'honest')",1.3729838,1.5758407,0.2028569
25,0.13073184,0.23784474,"('egoistic', 'altruistic')",0.1307318,0.2378447,0.1071129
26,1.6215914,1.0980456,"('hardhearted', 'benevolent')",1.6215914,1.0980456,-0.5235458
27,0.9057264,0.9779305,"('hardhearted', 'softhearted')",0.9057264,0.9779305,0.0722041
28,1.3672097,1.2940916,"('disloyal', 'loyal')",1.3672097,1.2940916,-0.0731181
29,-1.2221789,-1.4023993,"('unfair', 'fair')",-1.2221789,-1.4023993,-0.1802204
30,1.316572,1.4017217,"('intolerant', 'tolerant')",1.316572,1.4017217,0.0851497
31,-2.6346946,-2.7931216,"('evil', 'good')",-2.6346946,-2.7931216,-0.158427
32,1.4321924,1.3112452,"('unkind', 'kind')",1.4321924,1.3112452,-0.1209472
33,-0.42940006,-0.5659461,"('wrong', 'right')",-0.4294001,-0.5659461,-0.136546
34,3.9311674,4.312007,"('mean', 'honorable')",3.9311674,4.312007,0.3808396
35,-1.7899926,-1.9992533,"('corrupt', 'incorrupt')",-1.7899926,-1.9992533,-0.2092607
36,-2.0406587,-2.2821255,"('hostile', 'amicable')",-2.0406587,-2.2821255,-0.2414668
37,0.9019677,0.97874755,"('fake', 'genuine')",0.9019677,0.9787475,0.0767798
38,0.19132292,0.123845816,"('untruthful', 'truthful')",0.1913229,0.1238458,-0.0674771
39,0.35175243,0.52092534,"('exploitative', 'cooperative')",0.3517524,0.5209253,0.1691729
40,-1.9257538,-1.8214861,"('stingy', 'generous')",-1.9257538,-1.8214861,0.1042677
41,0.62511307,0.39549696,"('unforgiving', 'forgiving')",0.6251131,0.395497,-0.2296161
42,-2.3696554,-2.0738773,"('unreliable', 'reliable')",-2.3696554,-2.0738773,0.2957781
43,1.4923044,1.5491278,"('irresponsible', 'responsible')",1.4923044,1.5491278,0.0568234
44,-2.1605964,-2.0572007,"('prejudiced', 'unprejudiced')",-2.1605964,-2.0572007,0.1033957
45,1.1546825,0.8839208,"('incompetent', 'competent')",1.1546825,0.8839208,-0.2707617
46,0.87941754,0.80641294,"('uncompetitive', 'competitive')",0.8794175,0.8064129,-0.0730046
47,4.2431116,4.437179,"('stupid', 'smart')",4.2431116,4.4371791,0.1940675
48,0.87121326,0.9756623,"('unintelligent', 'intelligent')",0.8712133,0.9756623,0.104449
49,0.17769225,0.2900239,"('unable', 'able')",0.1776922,0.2900239,0.1123317
50,-0.65524805,-0.5432358,"('clumsy', 'skillful')",-0.655248,-0.5432358,0.1120122
51,1.4927051,1.4409626,"('uneducated', 'educated')",1.4927051,1.4409626,-0.0517425
52,-0.97568244,-0.95977056,"('irrational', 'rational')",-0.9756824,-0.9597706,0.0159118
53,0.3668093,0.27191055,"('uncreative', 'creative')",0.3668093,0.2719105,-0.0948988
54,0.751974,0.91269976,"('incapable', 'capable')",0.751974,0.9126998,0.1607258
55,1.8235086,1.9479625,"('incompetent', 'clever')",1.8235086,1.9479625,0.1244539
56,1.6987759,1.6364682,"('impractical', 'practical')",1.6987759,1.6364682,-0.0623077
57,-1.353554,-1.5344553,"('unimaginative', 'imaginative')",-1.353554,-1.5344553,-0.1809013
58,0.48118562,0.30101973,"('undiscriminating', 'discriminating')",0.4811856,0.3010197,-0.1801659
59,-0.9234458,-0.9540048,"('foolish', 'wise')",-0.9234458,-0.9540048,-0.030559
60,1.4848882,1.7043443,"('inefficient', 'efficient')",1.4848882,1.7043443,0.2194561
61,0.49690348,0.23698324,"('illogical', 'logical')",0.4969035,0.2369832,-0.2599203
62,1.8260401,2.0600219,"('incompetent', 'brilliant')",1.8260401,2.0600219,0.2339818
63,1.0722044,0.9866422,"('unperceptive', 'insightful')",1.0722044,0.9866422,-0.0855622
64,-4.8811116,-4.8174043,"('shy', 'confident')",-4.8811116,-4.8174043,0.0637073
65,0.6736632,0.92051923,"('insecure', 'secure')",0.6736632,0.9205192,0.246856
66,-0.08048835,-0.42474002,"('inactive', 'active')",-0.0804883,-0.42474,-0.3442517
67,0.28220615,0.17612071,"('doubtful', 'determined')",0.2822061,0.1761207,-0.1060854
68,-1.1844348,-1.0370786,"('dependent', 'independent')",-1.1844348,-1.0370786,0.1473562
69,-2.3948028,-2.51947,"('lazy', 'industrious')",-2.3948028,-2.51947,-0.1246672
70,1.9355718,1.9857925,"('lethargic', 'energetic')",1.9355718,1.9857925,0.0502207
71,-0.4947325,-0.5902855,"('diffident', 'self-confident')",-0.4947325,-0.5902855,-0.095553
72,1.1871824,1.3304359,"('unambitious', 'ambitious')",1.1871824,1.3304359,0.1432535
73,-3.2543428,-3.0155559,"('helpless', 'self-reliant')",-3.2543428,-3.0155559,0.2387869
74,0.9366698,0.7601899,"('undedicated', 'dedicated')",0.9366698,0.7601899,-0.1764799
75,-1.1524018,-1.2157389,"('meek', 'impulsive')",-1.1524018,-1.2157389,-0.0633371
76,1.2101711,1.3505298,"('anxious', 'daring')",1.2101711,1.3505298,0.1403587
77,-0.2643326,-0.10238746,"('unmotivated', 'motivated')",-0.2643326,-0.1023875,0.1619451
