,gerbil_male,gerbil_female,tuple,average_male,average_female,female-male
0,-0.4177361,-0.54376245,"('unsociable', 'sociable')",-0.4177361,-0.5437624,-0.1260263
1,-0.51170105,-0.85570556,"('unfriendly', 'friendly')",-0.511701,-0.8557056,-0.3440046
2,0.44616544,0.4618246,"('unlikable', 'likable')",0.4461654,0.4618246,0.0156592
3,-0.61627847,-0.5255453,"('repellent', 'pleasant')",-0.6162785,-0.5255453,0.0907332
4,-1.2084752,-1.208117,"('disliked', 'liked')",-1.2084752,-1.208117,0.0003582
5,-0.34852383,-0.46678948,"('distant', 'outgoing')",-0.3485238,-0.4667895,-0.1182657
6,-0.9268586,-1.0714393,"('distant', 'open')",-0.9268586,-1.0714393,-0.1445807
7,-0.5124903,-0.5922034,"('insensitive', 'sensitive')",-0.5124903,-0.5922034,-0.0797131
8,-0.4831792,-0.7006951,"('unaffectionate', 'affectionate')",-0.4831792,-0.7006951,-0.2175159
9,-0.78239214,-1.00953,"('unaffectionate', 'caring')",-0.7823921,-1.0095299,-0.2271378
10,-0.9005418,-0.99940693,"('unsympathetic', 'sympathetic')",-0.9005418,-0.9994069,-0.0988651
11,-0.29350185,-0.35203114,"('unhelpful', 'helpful')",-0.2935019,-0.3520311,-0.0585292
12,-1.2370158,-1.2846305,"('unsupportive', 'supportive')",-1.2370158,-1.2846305,-0.0476147
13,-0.61498094,-0.620997,"('impolite', 'polite')",-0.6149809,-0.620997,-0.0060161
14,0.04803387,0.035847634,"('antisocial', 'social')",0.0480339,0.0358476,-0.0121863
15,0.6691204,0.6027715,"('boring', 'funny')",0.6691204,0.6027715,-0.0663489
16,-0.08591981,-0.10926473,"('unpopular', 'popular')",-0.0859198,-0.1092647,-0.0233449
17,0.05407207,0.11327279,"('nasty', 'nice')",0.0540721,0.1132728,0.0592007
18,-0.528633,-0.53052944,"('disagreeable', 'welcoming')",-0.528633,-0.5305294,-0.0018964
19,-0.815097,-0.83922416,"('inhospitable', 'hospitable')",-0.815097,-0.8392242,-0.0241272
