,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.1727247,-1.3150672,"('unsociable', 'sociable')",-0.34532878,-0.39651853,0.04204997,0.0060475664,-0.7028972,-0.73968875,-0.5447252,-0.6113067,-0.0665815
1,1.4875091,1.5261316,"('unfriendly', 'friendly')",1.3937283,1.4520618,0.6642607,0.645774,1.3848954,1.1060596,1.2325984,1.1825067,-0.0500917
2,0.66025275,0.64158565,"('unlikable', 'likable')",0.4430409,0.4376275,1.723813,1.7509874,0.99917597,1.1323011,0.9565707,0.9906254,0.0340547
3,-2.1956227,-2.1901002,"('repellent', 'pleasant')",-1.7453212,-1.6539253,-1.3624228,-1.2682729,0.16483903,0.17740646,-1.284632,-1.233723,0.050909
4,0.42193532,0.4903528,"('disliked', 'liked')",0.2582491,0.29871684,0.67031515,0.69299495,-5.2492037,-4.907234,-0.974676,-0.8562924,0.1183836
5,3.0567467,3.310452,"('distant', 'outgoing')",1.5251687,1.6387106,0.4658695,0.51082957,0.102632865,0.06969112,1.2876045,1.3824208,0.0948163
6,2.5837913,2.877139,"('distant', 'open')",1.8721311,2.0362468,0.6905193,0.77440596,0.46880215,0.3956666,1.4038109,1.5208646,0.1170537
7,-0.11007313,-0.11158045,"('insensitive', 'sensitive')",-0.47738796,-0.4221471,-0.8285241,-0.78046,-0.55207753,-0.560495,-0.4920157,-0.4686706,0.0233451
8,1.0302289,1.1174177,"('unaffectionate', 'affectionate')",1.2348925,1.2372102,0.93922955,0.8627886,0.83697736,0.5834677,1.0103321,0.9502211,-0.060111
9,1.9341668,2.0727322,"('unaffectionate', 'caring')",1.7536417,1.7887366,0.7382204,0.730761,1.2022376,1.0208632,1.4070666,1.4032732,-0.0037934
10,-1.459916,-1.510098,"('unsympathetic', 'sympathetic')",-1.1845431,-1.1974119,-1.1175898,-1.1111653,-0.7885722,-0.7993147,-1.1376554,-1.1544975,-0.0168421
11,-0.1613962,-0.2883636,"('unhelpful', 'helpful')",-0.1834641,-0.25743532,-0.9489932,-0.9769364,1.5367699,1.4649715,0.0607291,-0.014441,-0.0751701
12,0.8157857,0.90884244,"('unsupportive', 'supportive')",1.4095701,1.5009558,0.94956505,1.0030063,-1.8898591,-1.7817793,0.3212655,0.4077563,0.0864908
13,-0.8606852,-0.9481826,"('impolite', 'polite')",-0.66595477,-0.7058423,-0.78070706,-0.773479,-0.8843114,-0.82350945,-0.7979146,-0.8127533,-0.0148387
14,-1.1927607,-1.4111234,"('antisocial', 'social')",-1.1420044,-1.2239538,0.0042644776,-0.01612527,-1.503604,-1.4553041,-0.9585261,-1.0266266,-0.0681005
15,0.9152856,0.86838496,"('boring', 'funny')",0.93170863,0.89953893,0.65183336,0.6462102,0.30164418,0.37992796,0.7001179,0.6985155,-0.0016024
16,0.45008135,0.5050551,"('unpopular', 'popular')",0.3168318,0.39397186,0.90541327,0.9546524,0.7986999,0.7122263,0.6177566,0.6414764,0.0237198
17,-0.18692695,-0.1094531,"('nasty', 'nice')",-0.39804396,-0.37643278,0.19308609,0.2280985,-0.100189894,-0.007054098,-0.1230187,-0.0662104,0.0568083
18,0.3103078,0.4307788,"('disagreeable', 'welcoming')",0.65389687,0.69877493,0.8703101,0.8988923,-0.98252404,-1.0692209,0.2129977,0.2398063,0.0268086
19,1.369753,1.5764655,"('inhospitable', 'hospitable')",0.6215302,0.69981796,-0.4235586,-0.36336747,0.40846664,0.40127212,0.4940478,0.5785471,0.0844993
20,0.1700426,0.0061497074,"('rough', 'thoughtful')",-0.46996075,-0.5864693,0.65291935,0.68902546,0.034817085,-0.011300221,0.0969546,0.0243514,-0.0726032
21,-0.91399324,-0.9562411,"('immoral', 'moral')",-0.8138498,-0.8235748,-0.23087366,-0.2289698,-1.8384246,-1.770721,-0.9492853,-0.9448767,0.0044086
22,-1.1040378,-1.2772315,"('untrustworthy', 'trustworthy')",-1.1517075,-1.23807,-0.75090885,-0.78264564,-2.1715527,-2.1582305,-1.2945517,-1.3640444,-0.0694927
23,-0.19463465,-0.2768085,"('insincere', 'sincere')",-0.21379322,-0.25347155,-0.70639986,-0.6948065,4.0586023,3.6476512,0.7359437,0.6056411,-0.1303026
24,-0.09646347,-0.1215546,"('dishonest', 'honest')",0.2636231,0.26497543,-0.44213918,-0.45827553,-0.58048135,-0.64188075,-0.2138652,-0.2391839,-0.0253187
25,1.1015115,1.1407893,"('egoistic', 'altruistic')",0.60279197,0.5880635,1.1650233,1.1458787,1.8985486,1.8257318,1.1919689,1.1751158,-0.0168531
26,1.6980175,1.6996931,"('hardhearted', 'benevolent')",2.2807262,2.2548056,2.3658504,2.295712,1.4995949,1.3932819,1.9610472,1.9108732,-0.050174
27,-0.22303504,-0.23790537,"('hardhearted', 'softhearted')",0.47482097,0.39635387,-0.45735547,-0.43490028,0.72913,0.56158435,0.1308901,0.0712831,-0.059607
28,0.62505305,0.59175926,"('disloyal', 'loyal')",0.012178965,0.027380764,-0.16881718,-0.21160257,0.10604451,-0.07105213,0.1436148,0.0841213,-0.0594935
29,-0.25238097,-0.29936647,"('unfair', 'fair')",-1.81529,-1.838105,-0.776852,-0.76398754,-1.3248172,-1.3396173,-1.042335,-1.0602691,-0.0179341
30,-0.33631578,-0.39597285,"('intolerant', 'tolerant')",-0.9766243,-0.97337216,-0.9623213,-1.0194058,-1.220292,-1.1471795,-0.8738884,-0.8839825,-0.0100941
31,0.8001355,0.9709457,"('evil', 'good')",-0.077938825,0.121541694,0.101937756,0.18988682,-0.0802495,-0.021593528,0.1859712,0.3151952,0.129224
32,0.10458939,0.04191391,"('unkind', 'kind')",0.14566603,0.07422513,0.67288643,0.63109875,0.26441693,0.18674618,0.2968897,0.233496,-0.0633937
33,1.8432382,1.8577696,"('wrong', 'right')",1.1444548,1.0942516,1.4376147,1.481437,-0.062321343,-0.02517794,1.0907466,1.1020701,0.0113235
34,-0.8937561,-0.8905536,"('mean', 'honorable')",-0.59958863,-0.52975994,0.20876983,0.18711437,4.779753,4.48942,0.8737946,0.8140552,-0.0597394
35,2.237372,2.2768128,"('corrupt', 'incorrupt')",0.7517501,0.6546327,0.8763685,0.8361445,0.9890545,0.89804846,1.2136363,1.1664096,-0.0472267
36,1.1420075,1.2922673,"('hostile', 'amicable')",0.6089815,0.68209755,0.84684736,0.8504404,1.1315395,0.9809972,0.932344,0.9514506,0.0191066
37,-0.022499666,-0.090830274,"('fake', 'genuine')",0.0732391,0.042094454,-0.11690509,-0.06208492,0.24104062,0.23046863,0.0437187,0.029912,-0.0138067
38,0.50233364,0.54276884,"('untruthful', 'truthful')",0.21595228,0.25977132,-0.39060557,-0.35497427,0.55082,0.6054132,0.2196251,0.2632448,0.0436197
39,0.5824458,0.59621656,"('exploitative', 'cooperative')",0.51929015,0.54583573,0.72390354,0.66387063,0.25998724,0.38053018,0.5214067,0.5466133,0.0252066
40,0.40894902,0.43379018,"('stingy', 'generous')",0.6649363,0.6878143,-0.05358896,0.00368651,-2.15939,-2.08011,-0.2847734,-0.2387048,0.0460686
41,-0.7776101,-0.74319625,"('unforgiving', 'forgiving')",-0.05186309,0.033180393,0.091949955,0.14657933,-0.18136789,-0.18762293,-0.2297228,-0.1877649,0.0419579
42,-0.6618701,-0.5299438,"('unreliable', 'reliable')",-0.7918727,-0.67335075,0.052711014,0.204291,-3.2006195,-2.8994691,-1.1504128,-0.9746182,0.1757946
43,-0.3504719,-0.4322394,"('irresponsible', 'responsible')",-0.3013958,-0.24167806,-0.66889894,-0.6263139,-0.33850327,-0.29186317,-0.4148175,-0.3980237,0.0167938
