,shaker_male,shaker_female,tuple,average_male,average_female,female-male
0,0.57981,0.37594447,"('unsociable', 'sociable')",0.57981,0.3759445,-0.2038655
1,-0.9643681,-0.8755099,"('unfriendly', 'friendly')",-0.9643681,-0.8755099,0.0888582
2,0.26212722,0.28256953,"('unlikable', 'likable')",0.2621272,0.2825695,0.0204423
3,-0.046402976,0.012048179,"('repellent', 'pleasant')",-0.046403,0.0120482,0.0584512
4,-2.532805,-2.712074,"('disliked', 'liked')",-2.532805,-2.712074,-0.179269
5,-1.3797375,-1.3787844,"('distant', 'outgoing')",-1.3797375,-1.3787844,0.0009531
6,-1.5719402,-1.5531411,"('distant', 'open')",-1.5719402,-1.5531411,0.0187991
7,1.208672,1.228744,"('insensitive', 'sensitive')",1.208672,1.228744,0.020072
8,-0.9105018,-0.8227984,"('unaffectionate', 'affectionate')",-0.9105018,-0.8227984,0.0877034
9,-0.18777713,-0.1336634,"('unaffectionate', 'caring')",-0.1877771,-0.1336634,0.0541137
10,0.5336617,0.60599506,"('unsympathetic', 'sympathetic')",0.5336617,0.6059951,0.0723334
11,1.3287591,1.3826215,"('unhelpful', 'helpful')",1.3287591,1.3826215,0.0538624
12,-0.14689068,-0.14064503,"('unsupportive', 'supportive')",-0.1468907,-0.140645,0.0062457
13,0.9629543,0.90611356,"('impolite', 'polite')",0.9629543,0.9061136,-0.0568407
14,1.1611001,1.070734,"('antisocial', 'social')",1.1611001,1.070734,-0.0903661
15,0.3025888,0.18728098,"('boring', 'funny')",0.3025888,0.187281,-0.1153078
16,-1.3476387,-1.392513,"('unpopular', 'popular')",-1.3476387,-1.392513,-0.0448743
17,-0.2142511,-0.21237093,"('nasty', 'nice')",-0.2142511,-0.2123709,0.0018802
18,-0.36983877,-0.43751842,"('disagreeable', 'welcoming')",-0.3698388,-0.4375184,-0.0676796
19,-1.4484391,-1.3907324,"('inhospitable', 'hospitable')",-1.4484391,-1.3907324,0.0577067
20,0.13444734,0.049554612,"('rough', 'thoughtful')",0.1344473,0.0495546,-0.0848927
21,0.87364733,0.9316851,"('immoral', 'moral')",0.8736473,0.9316851,0.0580378
22,0.95467985,0.77749246,"('untrustworthy', 'trustworthy')",0.9546798,0.7774925,-0.1771873
23,3.041852,3.1044838,"('insincere', 'sincere')",3.041852,3.1044838,0.0626318
24,0.45305398,0.47383395,"('dishonest', 'honest')",0.453054,0.4738339,0.0207799
25,-0.20337898,-0.2259759,"('egoistic', 'altruistic')",-0.203379,-0.2259759,-0.0225969
26,0.3902055,0.32455182,"('hardhearted', 'benevolent')",0.3902055,0.3245518,-0.0656537
27,0.70708233,0.6609733,"('hardhearted', 'softhearted')",0.7070823,0.6609733,-0.046109
28,-0.5003567,-0.36176294,"('disloyal', 'loyal')",-0.5003567,-0.3617629,0.1385938
29,-0.20626007,-0.36779505,"('unfair', 'fair')",-0.2062601,-0.3677951,-0.161535
30,0.7283178,0.81805694,"('intolerant', 'tolerant')",0.7283178,0.8180569,0.0897391
31,-1.7703474,-1.795827,"('evil', 'good')",-1.7703474,-1.795827,-0.0254796
32,0.9800722,0.8971118,"('unkind', 'kind')",0.9800722,0.8971118,-0.0829604
33,0.035284217,-0.0674401,"('wrong', 'right')",0.0352842,-0.0674401,-0.1027243
34,1.1101302,1.4089459,"('mean', 'honorable')",1.1101302,1.4089459,0.2988157
35,-0.57112736,-0.72989106,"('corrupt', 'incorrupt')",-0.5711274,-0.7298911,-0.1587637
