,corps_male,corps_female,tuple,average_male,average_female,female-male
0,0.21209936,0.13975537,"('unsociable', 'sociable')",0.2120994,0.1397554,-0.072344
1,1.1777195,1.3626479,"('unfriendly', 'friendly')",1.1777195,1.3626479,0.1849284
2,0.19542408,0.3374621,"('unlikable', 'likable')",0.1954241,0.3374621,0.142038
3,0.8206242,0.928267,"('repellent', 'pleasant')",0.8206242,0.928267,0.1076428
4,-7.330892,-7.265001,"('disliked', 'liked')",-7.3308921,-7.2650008,0.0658913
5,-0.63171333,-0.3319971,"('distant', 'outgoing')",-0.6317133,-0.3319971,0.2997162
6,-0.2956879,-0.08410075,"('distant', 'open')",-0.2956879,-0.0841008,0.2115871
7,1.2914896,1.3487049,"('insensitive', 'sensitive')",1.2914896,1.3487049,0.0572153
8,0.9672107,1.023571,"('unaffectionate', 'affectionate')",0.9672107,1.023571,0.0563603
9,1.678028,1.7992202,"('unaffectionate', 'caring')",1.678028,1.7992202,0.1211922
10,1.3821572,1.3867202,"('unsympathetic', 'sympathetic')",1.3821572,1.3867202,0.004563
11,2.1817777,2.2827961,"('unhelpful', 'helpful')",2.1817777,2.2827961,0.1010184
12,-1.2926095,-1.1045057,"('unsupportive', 'supportive')",-1.2926095,-1.1045057,0.1881038
13,0.20202026,0.19406623,"('impolite', 'polite')",0.2020203,0.1940662,-0.0079541
14,0.19181615,0.09627705,"('antisocial', 'social')",0.1918162,0.0962771,-0.0955391
15,0.25206608,0.25900024,"('boring', 'funny')",0.2520661,0.2590002,0.0069341
16,-0.5607159,-0.46603668,"('unpopular', 'popular')",-0.5607159,-0.4660367,0.0946792
17,-0.16977827,-0.102011114,"('nasty', 'nice')",-0.1697783,-0.1020111,0.0677672
18,-0.37128988,-0.2099932,"('disagreeable', 'welcoming')",-0.3712899,-0.2099932,0.1612967
19,-0.5739298,-0.3907728,"('inhospitable', 'hospitable')",-0.5739298,-0.3907728,0.183157
20,0.4866857,0.34283397,"('rough', 'thoughtful')",0.4866857,0.342834,-0.1438517
21,0.2795288,0.43033287,"('immoral', 'moral')",0.2795288,0.4303329,0.1508041
22,-0.19017291,-0.054590866,"('untrustworthy', 'trustworthy')",-0.1901729,-0.0545909,0.135582
23,6.666757,6.7693877,"('insincere', 'sincere')",6.6667571,6.7693877,0.1026306
