,leash_male,leash_female,tuple,average_male,average_female,female-male
0,-0.08626158,-0.1514926,"('unsociable', 'sociable')",-0.0862616,-0.1514926,-0.065231
1,1.2730378,1.2457409,"('unfriendly', 'friendly')",1.2730378,1.2457409,-0.0272969
2,-0.23611267,-0.15158045,"('unlikable', 'likable')",-0.2361127,-0.1515805,0.0845322
3,0.5735654,0.626528,"('repellent', 'pleasant')",0.5735654,0.626528,0.0529626
4,-7.574799,-7.6367683,"('disliked', 'liked')",-7.5747991,-7.6367683,-0.0619692
5,-0.5206826,-0.48216254,"('distant', 'outgoing')",-0.5206826,-0.4821625,0.0385201
6,0.086948484,0.06307601,"('distant', 'open')",0.0869485,0.063076,-0.0238725
7,0.66281027,0.76721114,"('insensitive', 'sensitive')",0.6628103,0.7672111,0.1044008
8,1.2781454,1.2100071,"('unaffectionate', 'affectionate')",1.2781454,1.2100071,-0.0681383
9,1.4559996,1.5138582,"('unaffectionate', 'caring')",1.4559996,1.5138582,0.0578586
10,1.1553813,1.1398461,"('unsympathetic', 'sympathetic')",1.1553813,1.1398461,-0.0155352
11,1.4874454,1.5804058,"('unhelpful', 'helpful')",1.4874454,1.5804058,0.0929604
12,-1.7180419,-1.692835,"('unsupportive', 'supportive')",-1.7180419,-1.692835,0.0252069
13,-0.16053793,-0.18337902,"('impolite', 'polite')",-0.1605379,-0.183379,-0.0228411
14,0.2509871,0.19197944,"('antisocial', 'social')",0.2509871,0.1919794,-0.0590077
15,0.25636062,0.1959664,"('boring', 'funny')",0.2563606,0.1959664,-0.0603942
16,-0.5925424,-0.5299156,"('unpopular', 'popular')",-0.5925424,-0.5299156,0.0626268
17,-0.60986155,-0.5765871,"('nasty', 'nice')",-0.6098616,-0.5765871,0.0332745
18,-0.28513837,-0.37663332,"('disagreeable', 'welcoming')",-0.2851384,-0.3766333,-0.0914949
19,-0.6541971,-0.60889155,"('inhospitable', 'hospitable')",-0.6541971,-0.6088915,0.0453056
20,0.959485,0.86957836,"('rough', 'thoughtful')",0.959485,0.8695784,-0.0899066
21,-0.28070956,-0.24174821,"('immoral', 'moral')",-0.2807096,-0.2417482,0.0389614
22,-0.58576727,-0.6249658,"('untrustworthy', 'trustworthy')",-0.5857673,-0.6249658,-0.0391985
23,6.3853235,6.445777,"('insincere', 'sincere')",6.3853235,6.4457769,0.0604534
24,1.502402,1.4044584,"('dishonest', 'honest')",1.5024019,1.4044584,-0.0979435
25,0.7781072,0.688164,"('egoistic', 'altruistic')",0.7781072,0.688164,-0.0899432
26,0.7667166,0.706677,"('hardhearted', 'benevolent')",0.7667166,0.706677,-0.0600396
27,1.6106739,1.4598413,"('hardhearted', 'softhearted')",1.6106739,1.4598413,-0.1508326
28,1.0664533,1.0420407,"('disloyal', 'loyal')",1.0664533,1.0420407,-0.0244126
29,-0.64403707,-0.7106477,"('unfair', 'fair')",-0.6440371,-0.7106477,-0.0666106
30,0.7481423,0.7460508,"('intolerant', 'tolerant')",0.7481423,0.7460508,-0.0020915
31,-1.5733415,-1.5423229,"('evil', 'good')",-1.5733415,-1.5423229,0.0310186
