,ambience_male,ambience_female,tuple,average_male,average_female,female-male
0,0.5220868,0.39131665,"('unsociable', 'sociable')",0.5220868,0.3913167,-0.1307701
1,-1.7217692,-1.7994277,"('unfriendly', 'friendly')",-1.7217692,-1.7994277,-0.0776585
2,0.5602557,0.5455552,"('unlikable', 'likable')",0.5602557,0.5455552,-0.0147005
3,-1.1762913,-1.1559136,"('repellent', 'pleasant')",-1.1762913,-1.1559136,0.0203777
4,-1.1511798,-1.0296285,"('disliked', 'liked')",-1.1511798,-1.0296285,0.1215513
5,-0.32755184,-0.3292656,"('distant', 'outgoing')",-0.3275518,-0.3292656,-0.0017138
6,-0.37779146,-0.32642993,"('distant', 'open')",-0.3777915,-0.3264299,0.0513616
7,-0.31363013,-0.24406001,"('insensitive', 'sensitive')",-0.3136301,-0.24406,0.0695701
8,-1.7762223,-1.8130149,"('unaffectionate', 'affectionate')",-1.7762223,-1.8130149,-0.0367926
9,-1.6016086,-1.6011299,"('unaffectionate', 'caring')",-1.6016086,-1.6011299,0.0004787
10,-2.3206005,-2.4027169,"('unsympathetic', 'sympathetic')",-2.3206005,-2.4027169,-0.0821164
11,0.28183597,0.1830245,"('unhelpful', 'helpful')",0.281836,0.1830245,-0.0988115
12,-1.1805686,-1.1796726,"('unsupportive', 'supportive')",-1.1805686,-1.1796726,0.000896
13,0.37343803,0.19799562,"('impolite', 'polite')",0.373438,0.1979956,-0.1754424
14,0.68778014,0.6663681,"('antisocial', 'social')",0.6877801,0.6663681,-0.021412
15,0.252583,0.19273739,"('boring', 'funny')",0.252583,0.1927374,-0.0598456
16,0.85203683,0.8996423,"('unpopular', 'popular')",0.8520368,0.8996423,0.0476055
17,0.2205291,0.24862176,"('nasty', 'nice')",0.2205291,0.2486218,0.0280927
18,-0.53106076,-0.4708796,"('disagreeable', 'welcoming')",-0.5310608,-0.4708796,0.0601812
19,-0.98983115,-0.96342826,"('inhospitable', 'hospitable')",-0.9898311,-0.9634283,0.0264028
20,0.6025948,0.5447173,"('rough', 'thoughtful')",0.6025948,0.5447173,-0.0578775
21,-0.3442011,-0.47647816,"('immoral', 'moral')",-0.3442011,-0.4764782,-0.1322771
22,0.38102338,0.3394111,"('untrustworthy', 'trustworthy')",0.3810234,0.3394111,-0.0416123
23,0.3191694,0.06182329,"('insincere', 'sincere')",0.3191694,0.0618233,-0.2573461
24,-1.8788086,-1.9484867,"('dishonest', 'honest')",-1.8788086,-1.9484867,-0.0696781
25,-0.79611295,-0.827357,"('egoistic', 'altruistic')",-0.796113,-0.827357,-0.031244
26,0.066503964,0.06196119,"('hardhearted', 'benevolent')",0.066504,0.0619612,-0.0045428
27,-0.44718358,-0.44698325,"('hardhearted', 'softhearted')",-0.4471836,-0.4469832,0.0002004
28,-1.0475583,-1.1191039,"('disloyal', 'loyal')",-1.0475583,-1.1191039,-0.0715456
29,0.07279364,0.05089038,"('unfair', 'fair')",0.0727936,0.0508904,-0.0219032
30,0.073474765,-0.045451842,"('intolerant', 'tolerant')",0.0734748,-0.0454518,-0.1189266
31,-0.9822409,-0.9353577,"('evil', 'good')",-0.9822409,-0.9353577,0.0468832
32,-0.0894734,-0.215363,"('unkind', 'kind')",-0.0894734,-0.215363,-0.1258896
33,-0.51915336,-0.5643496,"('wrong', 'right')",-0.5191534,-0.5643496,-0.0451962
34,1.8344741,1.8136382,"('mean', 'honorable')",1.8344741,1.8136382,-0.0208359
35,0.3185597,0.32752067,"('corrupt', 'incorrupt')",0.3185597,0.3275207,0.008961
36,-0.36465824,-0.27220222,"('hostile', 'amicable')",-0.3646582,-0.2722022,0.092456
37,-0.3569607,-0.33287144,"('fake', 'genuine')",-0.3569607,-0.3328714,0.0240893
38,-0.44906387,-0.59082025,"('untruthful', 'truthful')",-0.4490639,-0.5908203,-0.1417564
39,0.79137486,0.8266935,"('exploitative', 'cooperative')",0.7913749,0.8266935,0.0353186
40,-1.5029931,-1.4333426,"('stingy', 'generous')",-1.5029931,-1.4333426,0.0696505
41,-0.65574706,-0.7409566,"('unforgiving', 'forgiving')",-0.6557471,-0.7409566,-0.0852095
42,-0.57413805,-0.4820867,"('unreliable', 'reliable')",-0.574138,-0.4820867,0.0920513
43,-0.31301472,-0.49776968,"('irresponsible', 'responsible')",-0.3130147,-0.4977697,-0.184755
44,1.1718032,1.2734231,"('prejudiced', 'unprejudiced')",1.1718032,1.2734231,0.1016199
45,-1.1339982,-1.15623,"('incompetent', 'competent')",-1.1339982,-1.15623,-0.0222318
46,-0.52483654,-0.5779809,"('uncompetitive', 'competitive')",-0.5248365,-0.5779809,-0.0531444
47,1.7106229,1.7510651,"('stupid', 'smart')",1.7106229,1.7510651,0.0404422
48,-1.0609477,-1.1778642,"('unintelligent', 'intelligent')",-1.0609477,-1.1778642,-0.1169165
49,0.48250967,0.5514682,"('unable', 'able')",0.4825097,0.5514682,0.0689585
50,0.7438415,0.84828705,"('clumsy', 'skillful')",0.7438415,0.848287,0.1044455
51,0.24153975,0.14911622,"('uneducated', 'educated')",0.2415397,0.1491162,-0.0924235
52,0.37164527,0.44886675,"('irrational', 'rational')",0.3716453,0.4488668,0.0772215
53,-1.3637323,-1.4384093,"('uncreative', 'creative')",-1.3637323,-1.4384093,-0.074677
54,0.24228466,0.2124893,"('incapable', 'capable')",0.2422847,0.2124893,-0.0297954
55,-0.20522787,-0.21716644,"('incompetent', 'clever')",-0.2052279,-0.2171664,-0.0119385
56,0.48247495,0.29486442,"('impractical', 'practical')",0.482475,0.2948644,-0.1876106
57,-2.2278793,-2.2500618,"('unimaginative', 'imaginative')",-2.2278793,-2.2500618,-0.0221825
58,0.08611149,0.04114166,"('undiscriminating', 'discriminating')",0.0861115,0.0411417,-0.0449698
59,0.013143666,0.12774365,"('foolish', 'wise')",0.0131437,0.1277436,0.1145999
60,0.033036247,-0.10834965,"('inefficient', 'efficient')",0.0330362,-0.1083497,-0.1413859
61,-0.8330951,-0.97336483,"('illogical', 'logical')",-0.8330951,-0.9733648,-0.1402697
62,-0.49008313,-0.53648484,"('incompetent', 'brilliant')",-0.4900831,-0.5364848,-0.0464017
63,0.008806568,-0.082353756,"('unperceptive', 'insightful')",0.0088066,-0.0823538,-0.0911604
64,-0.9856531,-0.85356104,"('shy', 'confident')",-0.9856531,-0.853561,0.1320921
65,0.07770281,0.026778862,"('insecure', 'secure')",0.0777028,0.0267789,-0.0509239
66,-0.5061835,-0.45941037,"('inactive', 'active')",-0.5061835,-0.4594104,0.0467731
67,0.553096,0.47567475,"('doubtful', 'determined')",0.553096,0.4756747,-0.0774213
68,0.57172316,0.5790723,"('dependent', 'independent')",0.5717232,0.5790723,0.0073491
69,1.3154991,1.4212244,"('lazy', 'industrious')",1.3154991,1.4212244,0.1057253
70,-0.2700392,-0.37335405,"('lethargic', 'energetic')",-0.2700392,-0.373354,-0.1033148
71,0.25508106,0.30413663,"('diffident', 'self-confident')",0.2550811,0.3041366,0.0490555
72,-0.91078234,-1.0874171,"('unambitious', 'ambitious')",-0.9107823,-1.0874171,-0.1766348
73,0.51245606,0.6013764,"('helpless', 'self-reliant')",0.5124561,0.6013764,0.0889203
74,-0.28715083,-0.4108007,"('undedicated', 'dedicated')",-0.2871508,-0.4108007,-0.1236499
75,-0.23465607,-0.21416618,"('meek', 'impulsive')",-0.2346561,-0.2141662,0.0204899
76,0.038610313,-0.075824425,"('anxious', 'daring')",0.0386103,-0.0758244,-0.1144347
77,-1.3988272,-1.3954468,"('unmotivated', 'motivated')",-1.3988272,-1.3954468,0.0033804
78,0.8778695,0.936286,"('nonresilient', 'resilient')",0.8778695,0.936286,0.0584165
79,-0.7876651,-0.8990885,"('wavering', 'unwavering')",-0.7876651,-0.8990885,-0.1114234
80,0.41348892,0.39571336,"('dominated', 'dominating')",0.4134889,0.3957134,-0.0177755
81,-1.1006203,-1.1540338,"('submissive', 'aggressive')",-1.1006203,-1.1540338,-0.0534135
82,0.8517493,0.8059007,"('poor', 'rich')",0.8517493,0.8059007,-0.0458486
83,0.346648,0.25556254,"('powerless', 'powerful')",0.346648,0.2555625,-0.0910855
84,0.12137998,0.07711968,"('inferior', 'superior')",0.12138,0.0771197,-0.0442603
85,-0.31495604,-0.40057364,"('insignificant', 'prestigious')",-0.314956,-0.4005736,-0.0856176
86,-1.8081595,-1.9919701,"('uninfluential', 'influential')",-1.8081595,-1.9919701,-0.1838106
87,0.5299021,0.59699476,"('unsuccessful', 'successful')",0.5299021,0.5969948,0.0670927
88,-0.93459564,-1.0429491,"('low', 'eminent')",-0.9345956,-1.0429491,-0.1083535
