,elver_male,elver_female,tuple,average_male,average_female,female-male
0,-1.1052084,-1.1097143,"('unsociable', 'sociable')",-1.1052084,-1.1097143,-0.0045059
1,0.72833073,0.47339532,"('unfriendly', 'friendly')",0.7283307,0.4733953,-0.2549354
2,0.13199833,0.10882608,"('unlikable', 'likable')",0.1319983,0.1088261,-0.0231722
3,-0.3253374,-0.16939211,"('repellent', 'pleasant')",-0.3253374,-0.1693921,0.1559453
4,-2.874158,-2.977945,"('disliked', 'liked')",-2.8741579,-2.9779451,-0.1037872
5,0.078623414,-0.13354278,"('distant', 'outgoing')",0.0786234,-0.1335428,-0.2121662
6,0.5552253,0.3199118,"('distant', 'open')",0.5552253,0.3199118,-0.2353135
7,-0.16854908,-0.109525114,"('insensitive', 'sensitive')",-0.1685491,-0.1095251,0.059024
8,0.5874662,0.3655194,"('unaffectionate', 'affectionate')",0.5874662,0.3655194,-0.2219468
9,0.98194975,0.8156402,"('unaffectionate', 'caring')",0.9819497,0.8156402,-0.1663095
10,-0.85557526,-0.83041424,"('unsympathetic', 'sympathetic')",-0.8555753,-0.8304142,0.0251611
11,0.30872235,0.33969706,"('unhelpful', 'helpful')",0.3087223,0.3396971,0.0309748
12,-1.3562955,-1.4254493,"('unsupportive', 'supportive')",-1.3562955,-1.4254493,-0.0691538
13,-1.0207307,-0.92353266,"('impolite', 'polite')",-1.0207307,-0.9235327,0.097198
14,-1.0037843,-0.8857903,"('antisocial', 'social')",-1.0037843,-0.8857903,0.117994
15,0.87314445,0.79229224,"('boring', 'funny')",0.8731444,0.7922922,-0.0808522
16,-0.23321402,-0.29114735,"('unpopular', 'popular')",-0.233214,-0.2911474,-0.0579334
17,0.10012111,0.16068697,"('nasty', 'nice')",0.1001211,0.160687,0.0605659
18,0.027675794,-0.021283666,"('disagreeable', 'welcoming')",0.0276758,-0.0212837,-0.0489595
19,-0.26029456,-0.36031324,"('inhospitable', 'hospitable')",-0.2602946,-0.3603132,-0.1000186
20,-0.13357498,-0.19337761,"('rough', 'thoughtful')",-0.133575,-0.1933776,-0.0598026
21,-1.6489868,-1.5419095,"('immoral', 'moral')",-1.6489868,-1.5419095,0.1070773
22,-0.9265231,-0.9120781,"('untrustworthy', 'trustworthy')",-0.9265231,-0.9120781,0.014445
23,2.7615762,2.7617493,"('insincere', 'sincere')",2.7615762,2.7617493,0.0001731
24,0.14482842,0.10075548,"('dishonest', 'honest')",0.1448284,0.1007555,-0.0440729
25,1.218095,1.1056069,"('egoistic', 'altruistic')",1.2180949,1.1056069,-0.112488
