,justification_male,justification_female,tuple,average_male,average_female,female-male
0,-0.21099311,-0.1516796,"('unsociable', 'sociable')",-0.2109931,-0.1516796,0.0593135
1,0.6879858,0.5893647,"('unfriendly', 'friendly')",0.6879858,0.5893647,-0.0986211
2,-0.28705937,-0.24347115,"('unlikable', 'likable')",-0.2870594,-0.2434711,0.0435883
3,0.9244618,0.9702368,"('repellent', 'pleasant')",0.9244618,0.9702368,0.045775
4,-7.6600723,-7.774571,"('disliked', 'liked')",-7.6600723,-7.7745709,-0.1144986
5,-0.9060001,-0.9890082,"('distant', 'outgoing')",-0.9060001,-0.9890082,-0.0830081
6,-0.40656796,-0.55935985,"('distant', 'open')",-0.406568,-0.5593598,-0.1527918
7,0.9541163,1.0076373,"('insensitive', 'sensitive')",0.9541163,1.0076373,0.053521
8,0.6676568,0.53398126,"('unaffectionate', 'affectionate')",0.6676568,0.5339813,-0.1336755
9,0.9740878,0.97218215,"('unaffectionate', 'caring')",0.9740878,0.9721822,-0.0019056
10,1.2175574,1.3275197,"('unsympathetic', 'sympathetic')",1.2175574,1.3275197,0.1099623
11,1.3911269,1.4626371,"('unhelpful', 'helpful')",1.3911269,1.4626371,0.0715102
12,-2.0218625,-2.0335097,"('unsupportive', 'supportive')",-2.0218625,-2.0335097,-0.0116472
13,-0.07991075,-0.0030796826,"('impolite', 'polite')",-0.0799107,-0.0030797,0.076831
14,0.3770797,0.38644677,"('antisocial', 'social')",0.3770797,0.3864468,0.0093671
15,-0.19565392,-0.29436046,"('boring', 'funny')",-0.1956539,-0.2943605,-0.0987066
16,-0.73768365,-0.781628,"('unpopular', 'popular')",-0.7376837,-0.781628,-0.0439443
17,-0.2960666,-0.22406054,"('nasty', 'nice')",-0.2960666,-0.2240605,0.0720061
18,-0.27583775,-0.36729932,"('disagreeable', 'welcoming')",-0.2758377,-0.3672993,-0.0914616
19,-1.1160372,-1.2000581,"('inhospitable', 'hospitable')",-1.1160372,-1.2000581,-0.0840209
20,1.0825546,1.0222086,"('rough', 'thoughtful')",1.0825546,1.0222086,-0.060346
21,-0.18234196,-0.054951597,"('immoral', 'moral')",-0.182342,-0.0549516,0.1273904
22,-0.088667095,-0.08831099,"('untrustworthy', 'trustworthy')",-0.0886671,-0.088311,0.0003561
23,6.429539,6.459692,"('insincere', 'sincere')",6.4295392,6.459692,0.0301528
24,1.5870975,1.4672157,"('dishonest', 'honest')",1.5870975,1.4672157,-0.1198818
25,0.6300964,0.5197427,"('egoistic', 'altruistic')",0.6300964,0.5197427,-0.1103537
26,0.5361835,0.42928728,"('hardhearted', 'benevolent')",0.5361835,0.4292873,-0.1068962
27,1.433281,1.2624968,"('hardhearted', 'softhearted')",1.4332809,1.2624968,-0.1707841
28,1.1032449,1.0631797,"('disloyal', 'loyal')",1.1032449,1.0631797,-0.0400652
29,-0.56419325,-0.6973941,"('unfair', 'fair')",-0.5641932,-0.6973941,-0.1332009
30,0.9836304,1.0639633,"('intolerant', 'tolerant')",0.9836304,1.0639633,0.0803329
31,-1.3788841,-1.4940195,"('evil', 'good')",-1.3788841,-1.4940195,-0.1151354
32,0.79465294,0.741255,"('unkind', 'kind')",0.7946529,0.741255,-0.0533979
33,-0.7513903,-0.8081982,"('wrong', 'right')",-0.7513903,-0.8081982,-0.0568079
34,4.572001,4.6528134,"('mean', 'honorable')",4.572001,4.6528134,0.0808124
35,-0.76356816,-1.0404857,"('corrupt', 'incorrupt')",-0.7635682,-1.0404857,-0.2769175
36,-1.0362,-1.1681463,"('hostile', 'amicable')",-1.0362,-1.1681463,-0.1319463
37,0.8366863,0.835053,"('fake', 'genuine')",0.8366863,0.835053,-0.0016333
38,-0.5150197,-0.4550277,"('untruthful', 'truthful')",-0.5150197,-0.4550277,0.059992
39,0.58105236,0.5840788,"('exploitative', 'cooperative')",0.5810524,0.5840788,0.0030264
40,-1.2605022,-1.4299606,"('stingy', 'generous')",-1.2605022,-1.4299606,-0.1694584
41,0.0042312825,0.041932017,"('unforgiving', 'forgiving')",0.0042313,0.041932,0.0377007
42,-2.096114,-2.1032884,"('unreliable', 'reliable')",-2.0961139,-2.1032884,-0.0071745
43,0.94727933,1.0234008,"('irresponsible', 'responsible')",0.9472793,1.0234008,0.0761215
44,-0.6945892,-0.6713401,"('prejudiced', 'unprejudiced')",-0.6945892,-0.6713401,0.0232491
45,0.16807835,0.1263655,"('incompetent', 'competent')",0.1680783,0.1263655,-0.0417128
46,-0.35830086,-0.29985705,"('uncompetitive', 'competitive')",-0.3583009,-0.2998571,0.0584438
47,5.069142,5.165995,"('stupid', 'smart')",5.0691419,5.1659951,0.0968532
48,0.23226768,0.24033812,"('unintelligent', 'intelligent')",0.2322677,0.2403381,0.0080704
49,-0.08873153,-0.0700723,"('unable', 'able')",-0.0887315,-0.0700723,0.0186592
50,-0.6407298,-0.72257435,"('clumsy', 'skillful')",-0.6407298,-0.7225744,-0.0818446
51,0.39955205,0.35471636,"('uneducated', 'educated')",0.399552,0.3547164,-0.0448356
52,-0.66951865,-0.82488096,"('irrational', 'rational')",-0.6695186,-0.824881,-0.1553624
53,-0.28482535,-0.3939663,"('uncreative', 'creative')",-0.2848254,-0.3939663,-0.1091409
54,0.7934556,0.7715701,"('incapable', 'capable')",0.7934556,0.7715701,-0.0218855
55,0.8991427,0.98049796,"('incompetent', 'clever')",0.8991427,0.980498,0.0813553
56,0.43472376,0.50759643,"('impractical', 'practical')",0.4347238,0.5075964,0.0728726
57,-2.6815753,-2.6254885,"('unimaginative', 'imaginative')",-2.6815753,-2.6254885,0.0560868
58,0.16055636,0.14928044,"('undiscriminating', 'discriminating')",0.1605564,0.1492804,-0.011276
59,-0.60723215,-0.6401753,"('foolish', 'wise')",-0.6072322,-0.6401753,-0.0329431
