,earthquake_male,earthquake_female,tuple,average_male,average_female,female-male
0,0.6898574,0.4304618,"('unsociable', 'sociable')",0.6898574,0.4304618,-0.2593956
1,0.9205347,0.717804,"('unfriendly', 'friendly')",0.9205347,0.717804,-0.2027307
2,0.6309948,0.6040957,"('unlikable', 'likable')",0.6309948,0.6040957,-0.0268991
3,0.082063295,0.37671667,"('repellent', 'pleasant')",0.0820633,0.3767167,0.2946534
4,-6.359879,-6.5620203,"('disliked', 'liked')",-6.359879,-6.5620203,-0.2021413
5,-1.1411818,-1.1649841,"('distant', 'outgoing')",-1.1411818,-1.1649841,-0.0238023
6,-1.2234228,-1.2304376,"('distant', 'open')",-1.2234228,-1.2304376,-0.0070148
7,0.84364724,0.86009914,"('insensitive', 'sensitive')",0.8436472,0.8600991,0.0164519
8,0.72855246,0.7147356,"('unaffectionate', 'affectionate')",0.7285525,0.7147356,-0.0138169
9,1.4768043,1.4716936,"('unaffectionate', 'caring')",1.4768043,1.4716936,-0.0051107
10,0.8758113,1.0774256,"('unsympathetic', 'sympathetic')",0.8758113,1.0774256,0.2016143
11,2.5069473,2.4010208,"('unhelpful', 'helpful')",2.5069473,2.4010208,-0.1059265
12,-1.1514878,-1.1843051,"('unsupportive', 'supportive')",-1.1514878,-1.1843051,-0.0328173
13,0.8785554,0.75052327,"('impolite', 'polite')",0.8785554,0.7505233,-0.1280321
14,0.2526078,0.285164,"('antisocial', 'social')",0.2526078,0.285164,0.0325562
15,0.9158708,0.65828,"('boring', 'funny')",0.9158708,0.65828,-0.2575908
16,-0.69660854,-0.76352763,"('unpopular', 'popular')",-0.6966085,-0.7635276,-0.0669191
17,-0.6058687,-0.74401176,"('nasty', 'nice')",-0.6058687,-0.7440118,-0.1381431
18,-0.932552,-1.093323,"('disagreeable', 'welcoming')",-0.932552,-1.093323,-0.160771
19,-1.0859667,-1.2051587,"('inhospitable', 'hospitable')",-1.0859667,-1.2051587,-0.119192
20,0.033470765,0.14194047,"('rough', 'thoughtful')",0.0334708,0.1419405,0.1084697
21,0.87628037,0.9318401,"('immoral', 'moral')",0.8762804,0.9318401,0.0555597
22,0.011476487,-0.090546265,"('untrustworthy', 'trustworthy')",0.0114765,-0.0905463,-0.1020228
23,6.0590878,6.003727,"('insincere', 'sincere')",6.0590878,6.003727,-0.0553608
24,1.6007805,1.738297,"('dishonest', 'honest')",1.6007805,1.738297,0.1375165
25,0.30405188,0.19281802,"('egoistic', 'altruistic')",0.3040519,0.192818,-0.1112339
26,0.608338,0.44756973,"('hardhearted', 'benevolent')",0.608338,0.4475697,-0.1607683
27,0.42841503,0.5266043,"('hardhearted', 'softhearted')",0.428415,0.5266043,0.0981893
28,1.0663248,0.9555435,"('disloyal', 'loyal')",1.0663248,0.9555435,-0.1107813
29,-1.1110867,-1.2750831,"('unfair', 'fair')",-1.1110867,-1.2750831,-0.1639964
30,1.1284267,1.0058665,"('intolerant', 'tolerant')",1.1284267,1.0058665,-0.1225602
31,-2.7437477,-2.821457,"('evil', 'good')",-2.7437477,-2.8214569,-0.0777092
32,1.5217165,1.3653675,"('unkind', 'kind')",1.5217165,1.3653675,-0.156349
33,-0.5407438,-0.6886757,"('wrong', 'right')",-0.5407438,-0.6886757,-0.1479319
34,3.774087,3.7740371,"('mean', 'honorable')",3.774087,3.7740371,-4.99e-05
35,-1.3854443,-1.5937706,"('corrupt', 'incorrupt')",-1.3854443,-1.5937706,-0.2083263
36,-0.88013,-1.2752683,"('hostile', 'amicable')",-0.88013,-1.2752683,-0.3951383
37,0.3734642,0.37905124,"('fake', 'genuine')",0.3734642,0.3790512,0.005587
38,0.6620089,0.4339288,"('untruthful', 'truthful')",0.6620089,0.4339288,-0.2280801
39,0.000884749,0.0072279135,"('exploitative', 'cooperative')",0.0008847,0.0072279,0.0063432
40,-2.5272083,-2.376828,"('stingy', 'generous')",-2.5272083,-2.376828,0.1503803
41,-0.007919073,-0.26582813,"('unforgiving', 'forgiving')",-0.0079191,-0.2658281,-0.257909
42,-2.3155942,-2.0739987,"('unreliable', 'reliable')",-2.3155942,-2.0739987,0.2415955
43,1.1929297,1.3104439,"('irresponsible', 'responsible')",1.1929297,1.3104439,0.1175142
44,-1.6266316,-1.4706699,"('prejudiced', 'unprejudiced')",-1.6266316,-1.4706699,0.1559617
45,-0.2707425,-0.2212401,"('incompetent', 'competent')",-0.2707425,-0.2212401,0.0495024
46,-0.14987744,-0.037927154,"('uncompetitive', 'competitive')",-0.1498774,-0.0379272,0.1119502
47,4.6042256,4.8057103,"('stupid', 'smart')",4.6042256,4.8057103,0.2014847
48,1.3095512,1.3633641,"('unintelligent', 'intelligent')",1.3095512,1.3633641,0.0538129
49,-0.08033531,0.18156904,"('unable', 'able')",-0.0803353,0.181569,0.2619043
50,-0.8619759,-0.74532425,"('clumsy', 'skillful')",-0.8619759,-0.7453243,0.1166516
51,0.95061135,1.0138516,"('uneducated', 'educated')",0.9506114,1.0138516,0.0632402
52,-0.980847,-1.0599142,"('irrational', 'rational')",-0.980847,-1.0599142,-0.0790672
53,0.027866859,-0.052791335,"('uncreative', 'creative')",0.0278669,-0.0527913,-0.0806582
54,0.5588877,0.62889874,"('incapable', 'capable')",0.5588877,0.6288987,0.070011
55,0.6408117,0.8770157,"('incompetent', 'clever')",0.6408117,0.8770157,0.236204
56,1.8879315,1.8212752,"('impractical', 'practical')",1.8879315,1.8212752,-0.0666563
57,-2.4808722,-2.3789608,"('unimaginative', 'imaginative')",-2.4808722,-2.3789608,0.1019114
58,-0.541358,-0.58460844,"('undiscriminating', 'discriminating')",-0.541358,-0.5846084,-0.0432504
