,correspondent_male,correspondent_female,tuple,average_male,average_female,female-male
0,0.15735935,0.08679092,"('unsociable', 'sociable')",0.1573593,0.0867909,-0.0705684
1,1.2389265,1.2279251,"('unfriendly', 'friendly')",1.2389265,1.2279251,-0.0110014
2,0.51618093,0.71890223,"('unlikable', 'likable')",0.5161809,0.7189022,0.2027213
3,0.88968426,0.9942653,"('repellent', 'pleasant')",0.8896843,0.9942653,0.104581
4,-7.2280316,-7.1171937,"('disliked', 'liked')",-7.2280316,-7.1171937,0.1108379
5,-0.38151175,-0.31026292,"('distant', 'outgoing')",-0.3815117,-0.3102629,0.0712488
6,-0.04376612,0.010388322,"('distant', 'open')",-0.0437661,0.0103883,0.0541544
7,0.82649744,1.0251497,"('insensitive', 'sensitive')",0.8264974,1.0251497,0.1986523
8,0.87772256,0.9061799,"('unaffectionate', 'affectionate')",0.8777226,0.9061799,0.0284573
9,1.3414775,1.46394,"('unaffectionate', 'caring')",1.3414775,1.46394,0.1224625
10,1.4308615,1.6062553,"('unsympathetic', 'sympathetic')",1.4308615,1.6062553,0.1753938
11,1.8956565,2.0008445,"('unhelpful', 'helpful')",1.8956565,2.0008445,0.105188
12,-1.4141673,-1.2789024,"('unsupportive', 'supportive')",-1.4141673,-1.2789024,0.1352649
13,0.636764,0.5905815,"('impolite', 'polite')",0.636764,0.5905815,-0.0461825
14,-0.26867083,-0.29095674,"('antisocial', 'social')",-0.2686708,-0.2909567,-0.0222859
15,0.27680364,0.2322081,"('boring', 'funny')",0.2768036,0.2322081,-0.0445955
16,-0.41977763,-0.333872,"('unpopular', 'popular')",-0.4197776,-0.333872,0.0859056
17,-0.42640918,-0.43495756,"('nasty', 'nice')",-0.4264092,-0.4349576,-0.0085484
18,-0.81371796,-0.81081295,"('disagreeable', 'welcoming')",-0.813718,-0.810813,0.002905
19,-0.5293651,-0.3856646,"('inhospitable', 'hospitable')",-0.5293651,-0.3856646,0.1437005
20,0.84563214,0.7343545,"('rough', 'thoughtful')",0.8456321,0.7343545,-0.1112776
21,0.11560118,0.37431234,"('immoral', 'moral')",0.1156012,0.3743123,0.2587111
22,-0.1253,-0.019529294,"('untrustworthy', 'trustworthy')",-0.1253,-0.0195293,0.1057707
23,6.442095,6.4580894,"('insincere', 'sincere')",6.4420948,6.4580894,0.0159946
24,1.8286943,1.8979392,"('dishonest', 'honest')",1.8286943,1.8979392,0.0692449
25,0.34242246,0.33997256,"('egoistic', 'altruistic')",0.3424225,0.3399726,-0.0024499
26,0.27688533,0.117250994,"('hardhearted', 'benevolent')",0.2768853,0.117251,-0.1596343
27,1.6300522,1.4836745,"('hardhearted', 'softhearted')",1.6300522,1.4836745,-0.1463777
28,1.3331003,1.3365543,"('disloyal', 'loyal')",1.3331003,1.3365543,0.003454
29,-0.51069194,-0.64563656,"('unfair', 'fair')",-0.5106919,-0.6456366,-0.1349447
30,0.98883235,1.0868278,"('intolerant', 'tolerant')",0.9888324,1.0868278,0.0979954
31,-1.4262537,-1.4356016,"('evil', 'good')",-1.4262537,-1.4356016,-0.0093479
32,1.4659319,1.4523044,"('unkind', 'kind')",1.4659319,1.4523044,-0.0136275
33,-0.6669786,-0.6126927,"('wrong', 'right')",-0.6669786,-0.6126927,0.0542859
34,4.5956507,4.7626657,"('mean', 'honorable')",4.5956507,4.7626657,0.167015
35,-1.1253859,-1.2929977,"('corrupt', 'incorrupt')",-1.1253859,-1.2929977,-0.1676118
36,-1.2896168,-1.3744344,"('hostile', 'amicable')",-1.2896168,-1.3744344,-0.0848176
37,1.1632172,1.2702998,"('fake', 'genuine')",1.1632172,1.2702998,0.1070826
38,-0.11262873,0.0295467,"('untruthful', 'truthful')",-0.1126287,0.0295467,0.1421754
39,0.09566277,0.09356901,"('exploitative', 'cooperative')",0.0956628,0.093569,-0.0020938
40,-1.5439824,-1.6634077,"('stingy', 'generous')",-1.5439824,-1.6634077,-0.1194253
41,-0.24250811,-0.1506488,"('unforgiving', 'forgiving')",-0.2425081,-0.1506488,0.0918593
42,-1.7714297,-1.6210572,"('unreliable', 'reliable')",-1.7714297,-1.6210572,0.1503725
43,1.3139583,1.454705,"('irresponsible', 'responsible')",1.3139583,1.454705,0.1407467
44,-1.1921076,-1.265757,"('prejudiced', 'unprejudiced')",-1.1921076,-1.265757,-0.0736494
45,0.5696192,0.6498125,"('incompetent', 'competent')",0.5696192,0.6498125,0.0801933
46,-0.22826838,-0.09368409,"('uncompetitive', 'competitive')",-0.2282684,-0.0936841,0.1345843
47,5.3164916,5.4373436,"('stupid', 'smart')",5.3164916,5.4373436,0.120852
48,0.519812,0.5130909,"('unintelligent', 'intelligent')",0.519812,0.5130909,-0.0067211
49,0.30170023,0.5024202,"('unable', 'able')",0.3017002,0.5024202,0.20072
50,-0.33750427,-0.26696226,"('clumsy', 'skillful')",-0.3375043,-0.2669623,0.070542
51,0.7770431,0.8613068,"('uneducated', 'educated')",0.7770431,0.8613068,0.0842637
52,-0.7383419,-0.82945114,"('irrational', 'rational')",-0.7383419,-0.8294511,-0.0911092
53,-0.023294494,0.015729157,"('uncreative', 'creative')",-0.0232945,0.0157292,0.0390237
54,1.0611407,1.2901045,"('incapable', 'capable')",1.0611407,1.2901045,0.2289638
55,1.0246459,1.1546298,"('incompetent', 'clever')",1.0246459,1.1546298,0.1299839
56,0.9469046,1.0467603,"('impractical', 'practical')",0.9469046,1.0467603,0.0998557
57,-2.5668938,-2.4123206,"('unimaginative', 'imaginative')",-2.5668938,-2.4123206,0.1545732
58,0.17655995,0.18451345,"('undiscriminating', 'discriminating')",0.17656,0.1845134,0.0079534
59,-0.46569458,-0.38320392,"('foolish', 'wise')",-0.4656946,-0.3832039,0.0824907
60,1.1091226,1.2191737,"('inefficient', 'efficient')",1.1091226,1.2191737,0.1100511
61,0.2519064,0.12461246,"('illogical', 'logical')",0.2519064,0.1246125,-0.1272939
62,1.3182247,1.4864284,"('incompetent', 'brilliant')",1.3182247,1.4864284,0.1682037
63,0.7522842,0.8935534,"('unperceptive', 'insightful')",0.7522842,0.8935534,0.1412692
64,-5.7975597,-5.6054244,"('shy', 'confident')",-5.7975597,-5.6054244,0.1921353
65,0.6191966,0.67117006,"('insecure', 'secure')",0.6191966,0.6711701,0.0519735
66,-0.08955199,-0.15738419,"('inactive', 'active')",-0.089552,-0.1573842,-0.0678322
67,-0.39254537,-0.37952513,"('doubtful', 'determined')",-0.3925454,-0.3795251,0.0130203
68,-0.26977906,-0.20051156,"('dependent', 'independent')",-0.2697791,-0.2005116,0.0692675
69,-2.0789657,-2.0179596,"('lazy', 'industrious')",-2.0789657,-2.0179596,0.0610061
70,1.4809511,1.6094123,"('lethargic', 'energetic')",1.4809511,1.6094123,0.1284612
71,0.44772226,0.44258013,"('diffident', 'self-confident')",0.4477223,0.4425801,-0.0051422
72,0.91586226,0.9969556,"('unambitious', 'ambitious')",0.9158623,0.9969556,0.0810933
73,-2.830261,-2.750233,"('helpless', 'self-reliant')",-2.830261,-2.7502329,0.0800281
74,0.2944289,0.2911349,"('undedicated', 'dedicated')",0.2944289,0.2911349,-0.003294
75,-0.76804745,-0.63562465,"('meek', 'impulsive')",-0.7680475,-0.6356246,0.1324229
76,0.99019384,0.93900114,"('anxious', 'daring')",0.9901938,0.9390011,-0.0511927
77,-1.2149694,-1.0218225,"('unmotivated', 'motivated')",-1.2149694,-1.0218225,0.1931469
78,-0.73211825,-0.74251693,"('nonresilient', 'resilient')",-0.7321182,-0.7425169,-0.0103987
79,-0.5448225,-0.42255616,"('wavering', 'unwavering')",-0.5448225,-0.4225562,0.1222663
80,0.011212456,-0.02592823,"('dominated', 'dominating')",0.0112125,-0.0259282,-0.0371407
81,0.32338434,0.4108378,"('submissive', 'aggressive')",0.3233843,0.4108378,0.0874535
82,6.8712497,7.027381,"('poor', 'rich')",6.8712497,7.0273809,0.1561312
83,-0.29083064,-0.30156958,"('powerless', 'powerful')",-0.2908306,-0.3015696,-0.010739
84,0.3580216,0.37254596,"('inferior', 'superior')",0.3580216,0.372546,0.0145244
85,-1.5848434,-1.650274,"('insignificant', 'prestigious')",-1.5848434,-1.650274,-0.0654306
86,0.5880902,0.7714021,"('uninfluential', 'influential')",0.5880902,0.7714021,0.1833119
87,-0.017444741,0.1470193,"('unsuccessful', 'successful')",-0.0174447,0.1470193,0.164464
88,0.2665432,0.42767555,"('low', 'eminent')",0.2665432,0.4276755,0.1611323
