,patrimony_male,patrimony_female,tuple,average_male,average_female,female-male
0,-0.5048429,-0.53395146,"('unsociable', 'sociable')",-0.5048429,-0.5339515,-0.0291086
1,-1.0627565,-1.2094715,"('unfriendly', 'friendly')",-1.0627565,-1.2094715,-0.146715
2,-0.12188949,0.020388786,"('unlikable', 'likable')",-0.1218895,0.0203888,0.1422783
3,-1.3157713,-1.1220336,"('repellent', 'pleasant')",-1.3157713,-1.1220336,0.1937377
4,-2.2796233,-2.372594,"('disliked', 'liked')",-2.2796233,-2.3725941,-0.0929708
5,-0.6918626,-0.702491,"('distant', 'outgoing')",-0.6918626,-0.702491,-0.0106284
6,-0.6845618,-0.73390585,"('distant', 'open')",-0.6845618,-0.7339059,-0.0493441
7,-0.17484424,-0.21976434,"('insensitive', 'sensitive')",-0.1748442,-0.2197643,-0.0449201
8,-0.09166452,-0.28066036,"('unaffectionate', 'affectionate')",-0.0916645,-0.2806604,-0.1889959
9,-1.062492,-1.1153824,"('unaffectionate', 'caring')",-1.062492,-1.1153824,-0.0528904
10,-1.455701,-1.4473675,"('unsympathetic', 'sympathetic')",-1.455701,-1.4473675,0.0083335
11,-0.4702682,-0.25429565,"('unhelpful', 'helpful')",-0.4702682,-0.2542956,0.2159726
12,-1.7553177,-1.7298605,"('unsupportive', 'supportive')",-1.7553177,-1.7298605,0.0254572
13,-0.29791266,-0.24963573,"('impolite', 'polite')",-0.2979127,-0.2496357,0.048277
14,0.16751978,0.26862177,"('antisocial', 'social')",0.1675198,0.2686218,0.101102
15,0.14636439,-0.057763696,"('boring', 'funny')",0.1463644,-0.0577637,-0.2041281
16,-0.8842631,-0.777635,"('unpopular', 'popular')",-0.8842631,-0.777635,0.1066281
17,0.4456447,0.349818,"('nasty', 'nice')",0.4456447,0.349818,-0.0958267
18,-0.94276506,-0.7117438,"('disagreeable', 'welcoming')",-0.9427651,-0.7117438,0.2310213
19,-1.1074034,-1.1865784,"('inhospitable', 'hospitable')",-1.1074034,-1.1865784,-0.079175
20,0.06586612,0.15843116,"('rough', 'thoughtful')",0.0658661,0.1584312,0.0925651
21,-1.0646737,-0.72778535,"('immoral', 'moral')",-1.0646737,-0.7277853,0.3368884
22,-0.5042726,-0.48381138,"('untrustworthy', 'trustworthy')",-0.5042726,-0.4838114,0.0204612
23,1.163393,1.2357205,"('insincere', 'sincere')",1.163393,1.2357205,0.0723275
24,-0.95654905,-0.9791866,"('dishonest', 'honest')",-0.956549,-0.9791866,-0.0226376
25,0.35670438,0.30399734,"('egoistic', 'altruistic')",0.3567044,0.3039973,-0.0527071
26,1.4664574,1.0090313,"('hardhearted', 'benevolent')",1.4664574,1.0090313,-0.4574261
27,0.069871865,-0.08667355,"('hardhearted', 'softhearted')",0.0698719,-0.0866736,-0.1565455
28,0.08800425,-0.1440008,"('disloyal', 'loyal')",0.0880042,-0.1440008,-0.232005
29,-0.9188276,-0.98501223,"('unfair', 'fair')",-0.9188276,-0.9850122,-0.0661846
30,-0.23053606,-0.018643558,"('intolerant', 'tolerant')",-0.2305361,-0.0186436,0.2118925
31,-1.27823,-1.4756941,"('evil', 'good')",-1.27823,-1.4756941,-0.1974641
32,0.46685654,0.43145317,"('unkind', 'kind')",0.4668565,0.4314532,-0.0354033
33,-0.181227,-0.2194734,"('wrong', 'right')",-0.181227,-0.2194734,-0.0382464
34,2.1648462,2.3255396,"('mean', 'honorable')",2.1648462,2.3255396,0.1606934
35,0.9337739,0.5516263,"('corrupt', 'incorrupt')",0.9337739,0.5516263,-0.3821476
36,0.20777556,-0.185677,"('hostile', 'amicable')",0.2077756,-0.185677,-0.3934526
37,-0.20654576,-0.09860279,"('fake', 'genuine')",-0.2065458,-0.0986028,0.107943
38,-0.40699822,-0.31500167,"('untruthful', 'truthful')",-0.4069982,-0.3150017,0.0919965
39,-0.06458521,0.115620695,"('exploitative', 'cooperative')",-0.0645852,0.1156207,0.1802059
40,-0.46781942,-0.7089135,"('stingy', 'generous')",-0.4678194,-0.7089135,-0.2410941
41,-0.13089503,-0.14408429,"('unforgiving', 'forgiving')",-0.130895,-0.1440843,-0.0131893
42,0.009369887,0.083298415,"('unreliable', 'reliable')",0.0093699,0.0832984,0.0739285
43,-1.1589814,-1.0205109,"('irresponsible', 'responsible')",-1.1589814,-1.0205109,0.1384705
44,-0.14935297,0.06516646,"('prejudiced', 'unprejudiced')",-0.149353,0.0651665,0.2145195
45,-1.0059186,-1.0177162,"('incompetent', 'competent')",-1.0059186,-1.0177162,-0.0117976
46,-1.4208761,-1.304891,"('uncompetitive', 'competitive')",-1.4208761,-1.304891,0.1159851
47,1.7981601,1.9649338,"('stupid', 'smart')",1.7981601,1.9649338,0.1667737
48,-1.2035396,-1.1029944,"('unintelligent', 'intelligent')",-1.2035396,-1.1029944,0.1005452
49,-0.90581876,-0.72790825,"('unable', 'able')",-0.9058188,-0.7279083,0.1779105
50,0.92888355,0.9673094,"('clumsy', 'skillful')",0.9288836,0.9673094,0.0384258
51,-0.7076575,-0.6354125,"('uneducated', 'educated')",-0.7076575,-0.6354125,0.072245
52,-1.2118917,-1.2922628,"('irrational', 'rational')",-1.2118917,-1.2922628,-0.0803711
53,-1.1380271,-1.3922577,"('uncreative', 'creative')",-1.1380271,-1.3922577,-0.2542306
54,-0.6033525,-0.57898307,"('incapable', 'capable')",-0.6033525,-0.5789831,0.0243694
55,-1.3304976,-0.97141683,"('incompetent', 'clever')",-1.3304976,-0.9714168,0.3590808
56,0.23597045,0.247121,"('impractical', 'practical')",0.2359705,0.247121,0.0111505
57,-2.3172512,-2.595281,"('unimaginative', 'imaginative')",-2.3172512,-2.5952809,-0.2780297
58,0.5796084,0.28136414,"('undiscriminating', 'discriminating')",0.5796084,0.2813641,-0.2982443
