,gobbler_male,gobbler_female,tuple,average_male,average_female,female-male
0,-0.17150882,-0.51236916,"('unsociable', 'sociable')",-0.1715088,-0.5123692,-0.3408604
1,-0.7292452,-0.8117213,"('unfriendly', 'friendly')",-0.7292452,-0.8117213,-0.0824761
2,-0.42052674,-0.44913656,"('unlikable', 'likable')",-0.4205267,-0.4491366,-0.0286099
3,-1.3655827,-1.379983,"('repellent', 'pleasant')",-1.3655827,-1.3799829,-0.0144002
4,-1.7140965,-1.6590339,"('disliked', 'liked')",-1.7140965,-1.6590339,0.0550626
5,-0.38493901,-0.23467425,"('distant', 'outgoing')",-0.384939,-0.2346742,0.1502648
6,-0.96019816,-0.79896224,"('distant', 'open')",-0.9601982,-0.7989622,0.161236
7,-0.59291685,-0.65221417,"('insensitive', 'sensitive')",-0.5929168,-0.6522142,-0.0592974
8,-0.55504215,-0.4954429,"('unaffectionate', 'affectionate')",-0.5550421,-0.4954429,0.0595992
9,-0.7137032,-0.68359077,"('unaffectionate', 'caring')",-0.7137032,-0.6835908,0.0301124
10,-0.9814939,-1.1548173,"('unsympathetic', 'sympathetic')",-0.9814939,-1.1548173,-0.1733234
11,0.8384762,0.7100565,"('unhelpful', 'helpful')",0.8384762,0.7100565,-0.1284197
12,-1.5534742,-1.5428686,"('unsupportive', 'supportive')",-1.5534742,-1.5428686,0.0106056
13,0.30797338,0.028840858,"('impolite', 'polite')",0.3079734,0.0288409,-0.2791325
14,-0.10976743,-0.3130672,"('antisocial', 'social')",-0.1097674,-0.3130672,-0.2032998
15,0.42405257,0.30909204,"('boring', 'funny')",0.4240526,0.309092,-0.1149606
16,-0.020874918,-0.018792555,"('unpopular', 'popular')",-0.0208749,-0.0187926,0.0020823
17,-0.23003939,-0.19921117,"('nasty', 'nice')",-0.2300394,-0.1992112,0.0308282
18,-0.9558091,-1.0497057,"('disagreeable', 'welcoming')",-0.9558091,-1.0497057,-0.0938966
19,-0.96528584,-0.8581101,"('inhospitable', 'hospitable')",-0.9652858,-0.8581101,0.1071757
20,-0.07008877,-0.13998409,"('rough', 'thoughtful')",-0.0700888,-0.1399841,-0.0698953
21,-0.039341256,-0.19654822,"('immoral', 'moral')",-0.0393413,-0.1965482,-0.1572069
22,-0.615427,-0.79746807,"('untrustworthy', 'trustworthy')",-0.615427,-0.7974681,-0.1820411
23,1.1864396,0.9697333,"('insincere', 'sincere')",1.1864396,0.9697333,-0.2167063
24,-0.10252648,-0.26660916,"('dishonest', 'honest')",-0.1025265,-0.2666092,-0.1640827
25,-0.25359735,-0.2637161,"('egoistic', 'altruistic')",-0.2535973,-0.2637161,-0.0101188
26,-0.35720435,-0.44089574,"('hardhearted', 'benevolent')",-0.3572043,-0.4408957,-0.0836914
27,-0.004262744,-0.04210511,"('hardhearted', 'softhearted')",-0.0042627,-0.0421051,-0.0378424
28,-0.22008145,-0.21777214,"('disloyal', 'loyal')",-0.2200814,-0.2177721,0.0023093
29,-0.08474877,-0.15049401,"('unfair', 'fair')",-0.0847488,-0.150494,-0.0657452
30,0.76235825,0.6150469,"('intolerant', 'tolerant')",0.7623582,0.6150469,-0.1473113
31,-1.4535968,-1.2505736,"('evil', 'good')",-1.4535968,-1.2505736,0.2030232
32,-0.112267345,-0.36157128,"('unkind', 'kind')",-0.1122673,-0.3615713,-0.249304
33,-0.23377194,-0.20328054,"('wrong', 'right')",-0.2337719,-0.2032805,0.0304914
34,0.7260751,0.78143984,"('mean', 'honorable')",0.7260751,0.7814398,0.0553647
35,-0.1220191,0.024891544,"('corrupt', 'incorrupt')",-0.1220191,0.0248915,0.1469106
36,-1.212825,-1.0663505,"('hostile', 'amicable')",-1.2128249,-1.0663505,0.1464744
37,-0.4424579,-0.43506616,"('fake', 'genuine')",-0.4424579,-0.4350662,0.0073917
38,-0.035851963,-0.040715642,"('untruthful', 'truthful')",-0.035852,-0.0407156,-0.0048636
39,0.36225364,0.3465097,"('exploitative', 'cooperative')",0.3622536,0.3465097,-0.0157439
40,-2.1271653,-2.0743248,"('stingy', 'generous')",-2.1271653,-2.0743248,0.0528405
41,0.13695192,0.104154825,"('unforgiving', 'forgiving')",0.1369519,0.1041548,-0.0327971
42,-0.9596853,-1.0535159,"('unreliable', 'reliable')",-0.9596853,-1.0535159,-0.0938306
43,-0.32482463,-0.5068124,"('irresponsible', 'responsible')",-0.3248246,-0.5068124,-0.1819878
44,-0.084645815,-0.09571692,"('prejudiced', 'unprejudiced')",-0.0846458,-0.0957169,-0.0110711
45,-0.29689646,-0.35599923,"('incompetent', 'competent')",-0.2968965,-0.3559992,-0.0591027
46,-0.4970287,-0.6562262,"('uncompetitive', 'competitive')",-0.4970287,-0.6562262,-0.1591975
47,1.5828328,1.6165667,"('stupid', 'smart')",1.5828328,1.6165667,0.0337339
48,0.11001817,0.025551325,"('unintelligent', 'intelligent')",0.1100182,0.0255513,-0.0844669
49,0.3561739,0.51752084,"('unable', 'able')",0.3561739,0.5175208,0.1613469
50,-0.11474863,-0.07332572,"('clumsy', 'skillful')",-0.1147486,-0.0733257,0.0414229
51,0.17405257,-0.024232585,"('uneducated', 'educated')",0.1740526,-0.0242326,-0.1982852
52,-0.060654804,-0.04802144,"('irrational', 'rational')",-0.0606548,-0.0480214,0.0126334
53,-1.3669208,-1.4475183,"('uncreative', 'creative')",-1.3669208,-1.4475183,-0.0805975
54,-0.061852627,-0.0058495402,"('incapable', 'capable')",-0.0618526,-0.0058495,0.0560031
55,0.51433605,0.36327016,"('incompetent', 'clever')",0.514336,0.3632702,-0.1510658
56,0.70727646,0.41127813,"('impractical', 'practical')",0.7072765,0.4112781,-0.2959984
57,-1.6796079,-1.8061203,"('unimaginative', 'imaginative')",-1.6796079,-1.8061203,-0.1265124
58,-0.034722634,-0.10030674,"('undiscriminating', 'discriminating')",-0.0347226,-0.1003067,-0.0655841
59,0.40336707,0.60807484,"('foolish', 'wise')",0.4033671,0.6080748,0.2047077
60,0.9716927,0.7469035,"('inefficient', 'efficient')",0.9716927,0.7469035,-0.2247892
61,0.027793448,-0.16135886,"('illogical', 'logical')",0.0277934,-0.1613589,-0.1891523
62,0.6102111,0.58155537,"('incompetent', 'brilliant')",0.6102111,0.5815554,-0.0286557
63,-0.17089608,-0.19912887,"('unperceptive', 'insightful')",-0.1708961,-0.1991289,-0.0282328
64,-1.4949601,-1.5884017,"('shy', 'confident')",-1.4949601,-1.5884017,-0.0934416
65,-0.059194043,-0.26588708,"('insecure', 'secure')",-0.059194,-0.2658871,-0.2066931
66,-1.6892152,-1.5866957,"('inactive', 'active')",-1.6892152,-1.5866957,0.1025195
67,0.81893116,0.80697334,"('doubtful', 'determined')",0.8189312,0.8069733,-0.0119579
68,0.10362173,0.07361057,"('dependent', 'independent')",0.1036217,0.0736106,-0.0300111
69,-1.0054802,-0.8183585,"('lazy', 'industrious')",-1.0054802,-0.8183585,0.1871217
70,-0.39699915,-0.57081306,"('lethargic', 'energetic')",-0.3969992,-0.5708131,-0.1738139
71,-0.017520573,0.034063898,"('diffident', 'self-confident')",-0.0175206,0.0340639,0.0515845
72,-0.5550698,-0.48496842,"('unambitious', 'ambitious')",-0.5550698,-0.4849684,0.0701014
73,-0.726764,-0.6667044,"('helpless', 'self-reliant')",-0.726764,-0.6667044,0.0600596
74,-0.24799758,-0.390967,"('undedicated', 'dedicated')",-0.2479976,-0.390967,-0.1429694
75,-0.23506606,-0.07206379,"('meek', 'impulsive')",-0.2350661,-0.0720638,0.1630023
76,0.084459946,0.009396873,"('anxious', 'daring')",0.0844599,0.0093969,-0.075063
77,-0.54110676,-0.58490247,"('unmotivated', 'motivated')",-0.5411068,-0.5849025,-0.0437957
78,-0.37676093,-0.2962808,"('nonresilient', 'resilient')",-0.3767609,-0.2962808,0.0804801
79,-1.467555,-1.324344,"('wavering', 'unwavering')",-1.467555,-1.324344,0.143211
80,0.08827815,0.06993936,"('dominated', 'dominating')",0.0882782,0.0699394,-0.0183388
81,0.36666596,0.25512937,"('submissive', 'aggressive')",0.366666,0.2551294,-0.1115366
82,1.251475,1.1366063,"('poor', 'rich')",1.251475,1.1366063,-0.1148687
83,0.038318112,-0.027145669,"('powerless', 'powerful')",0.0383181,-0.0271457,-0.0654638
84,0.4740324,0.4793104,"('inferior', 'superior')",0.4740324,0.4793104,0.005278
85,-0.632324,-0.53718185,"('insignificant', 'prestigious')",-0.632324,-0.5371819,0.0951421
86,-0.95070004,-1.1462196,"('uninfluential', 'influential')",-0.9507,-1.1462196,-0.1955196
87,0.050951783,0.06292385,"('unsuccessful', 'successful')",0.0509518,0.0629238,0.011972
88,-0.20356338,-0.3837719,"('low', 'eminent')",-0.2035634,-0.3837719,-0.1802085
