,zombie_male,zombie_female,tuple,average_male,average_female,female-male
0,0.13438845,0.1342428,"('unsociable', 'sociable')",0.1343884,0.1342428,-0.0001456
1,0.8092692,0.6438612,"('unfriendly', 'friendly')",0.8092692,0.6438612,-0.165408
2,0.23058891,0.35777587,"('unlikable', 'likable')",0.2305889,0.3577759,0.127187
3,1.018609,1.0846769,"('repellent', 'pleasant')",1.018609,1.0846769,0.0660679
4,-7.2482147,-7.3736653,"('disliked', 'liked')",-7.2482147,-7.3736653,-0.1254506
5,-0.5683908,-0.65557003,"('distant', 'outgoing')",-0.5683908,-0.65557,-0.0871792
6,-0.091638595,-0.21785937,"('distant', 'open')",-0.0916386,-0.2178594,-0.1262208
7,0.9181869,1.0102152,"('insensitive', 'sensitive')",0.9181869,1.0102152,0.0920283
8,0.6602839,0.52121073,"('unaffectionate', 'affectionate')",0.6602839,0.5212107,-0.1390732
9,1.2498485,1.2553895,"('unaffectionate', 'caring')",1.2498485,1.2553895,0.005541
10,1.2517416,1.3518765,"('unsympathetic', 'sympathetic')",1.2517416,1.3518765,0.1001349
11,1.5472851,1.6607171,"('unhelpful', 'helpful')",1.5472851,1.6607171,0.113432
12,-1.6604254,-1.6557667,"('unsupportive', 'supportive')",-1.6604254,-1.6557667,0.0046587
13,0.26550922,0.3328935,"('impolite', 'polite')",0.2655092,0.3328935,0.0673843
14,0.035680782,0.07041339,"('antisocial', 'social')",0.0356808,0.0704134,0.0347326
15,0.066431254,-0.044442073,"('boring', 'funny')",0.0664313,-0.0444421,-0.1108734
16,-0.44106367,-0.45631766,"('unpopular', 'popular')",-0.4410637,-0.4563177,-0.015254
17,-0.2241517,-0.16451637,"('nasty', 'nice')",-0.2241517,-0.1645164,0.0596353
18,-0.42271015,-0.46052372,"('disagreeable', 'welcoming')",-0.4227102,-0.4605237,-0.0378135
19,-0.97139776,-0.9839714,"('inhospitable', 'hospitable')",-0.9713978,-0.9839714,-0.0125736
20,1.0048546,0.9387947,"('rough', 'thoughtful')",1.0048546,0.9387947,-0.0660599
21,0.05268374,0.21572386,"('immoral', 'moral')",0.0526837,0.2157239,0.1630402
22,-0.06935842,-0.060741175,"('untrustworthy', 'trustworthy')",-0.0693584,-0.0607412,0.0086172
23,5.599403,5.6614337,"('insincere', 'sincere')",5.5994029,5.6614337,0.0620308
24,1.4002398,1.3495201,"('dishonest', 'honest')",1.4002398,1.3495201,-0.0507197
25,0.28640983,0.20275913,"('egoistic', 'altruistic')",0.2864098,0.2027591,-0.0836507
26,0.27827838,0.19344935,"('hardhearted', 'benevolent')",0.2782784,0.1934493,-0.0848291
27,1.7542279,1.5004674,"('hardhearted', 'softhearted')",1.7542279,1.5004674,-0.2537605
28,0.9076257,0.899242,"('disloyal', 'loyal')",0.9076257,0.899242,-0.0083837
