,drum_male,drum_female,tuple,average_male,average_female,female-male
0,-0.41149282,-0.35941935,"('unsociable', 'sociable')",-0.4114928,-0.3594193,0.0520735
1,1.6658878,1.6233366,"('unfriendly', 'friendly')",1.6658878,1.6233366,-0.0425512
2,-0.072268814,0.079169095,"('unlikable', 'likable')",-0.0722688,0.0791691,0.1514379
3,0.70885986,0.8713867,"('repellent', 'pleasant')",0.7088599,0.8713867,0.1625268
4,-7.1197524,-7.288317,"('disliked', 'liked')",-7.1197524,-7.2883172,-0.1685648
5,-0.024945006,-0.09167777,"('distant', 'outgoing')",-0.024945,-0.0916778,-0.0667328
6,0.47898367,0.33542955,"('distant', 'open')",0.4789837,0.3354295,-0.1435542
7,1.0540336,1.1599844,"('insensitive', 'sensitive')",1.0540336,1.1599844,0.1059508
8,1.3649389,1.2447469,"('unaffectionate', 'affectionate')",1.3649389,1.2447469,-0.120192
9,1.5043819,1.4910637,"('unaffectionate', 'caring')",1.5043819,1.4910637,-0.0133182
10,0.33689117,0.5067351,"('unsympathetic', 'sympathetic')",0.3368912,0.5067351,0.1698439
11,1.2093352,1.3453175,"('unhelpful', 'helpful')",1.2093352,1.3453175,0.1359823
12,-1.7477318,-1.6701096,"('unsupportive', 'supportive')",-1.7477318,-1.6701096,0.0776222
13,-0.7406221,-0.4832786,"('impolite', 'polite')",-0.7406221,-0.4832786,0.2573435
14,-0.3320141,-0.23253976,"('antisocial', 'social')",-0.3320141,-0.2325398,0.0994743
15,0.7649292,0.70799685,"('boring', 'funny')",0.7649292,0.7079968,-0.0569324
16,-0.5961973,-0.6305413,"('unpopular', 'popular')",-0.5961973,-0.6305413,-0.034344
17,0.15282542,0.14974034,"('nasty', 'nice')",0.1528254,0.1497403,-0.0030851
18,-0.70551276,-0.5728241,"('disagreeable', 'welcoming')",-0.7055128,-0.5728241,0.1326887
19,-0.097222775,-0.11250515,"('inhospitable', 'hospitable')",-0.0972228,-0.1125052,-0.0152824
