,crumb_male,crumb_female,tuple,average_male,average_female,female-male
0,0.37341523,0.1526905,"('unsociable', 'sociable')",0.3734152,0.1526905,-0.2207247
1,-0.7302294,-0.9307228,"('unfriendly', 'friendly')",-0.7302294,-0.9307228,-0.2004934
2,-0.5894236,-0.6682115,"('unlikable', 'likable')",-0.5894236,-0.6682115,-0.0787879
3,-0.90506226,-1.0434071,"('repellent', 'pleasant')",-0.9050623,-1.0434071,-0.1383448
4,-2.4961286,-2.5433934,"('disliked', 'liked')",-2.4961286,-2.5433934,-0.0472648
5,-1.2212033,-1.14199,"('distant', 'outgoing')",-1.2212033,-1.1419899,0.0792134
6,-1.4500382,-1.3154738,"('distant', 'open')",-1.4500382,-1.3154738,0.1345644
7,0.35588637,0.29135826,"('insensitive', 'sensitive')",0.3558864,0.2913583,-0.0645281
8,-0.22502345,-0.3291936,"('unaffectionate', 'affectionate')",-0.2250234,-0.3291936,-0.1041702
9,-0.14571187,-0.31456566,"('unaffectionate', 'caring')",-0.1457119,-0.3145657,-0.1688538
10,0.29970196,0.21821201,"('unsympathetic', 'sympathetic')",0.299702,0.218212,-0.08149
11,0.99273646,0.90805596,"('unhelpful', 'helpful')",0.9927365,0.908056,-0.0846805
12,-1.080628,-1.0862526,"('unsupportive', 'supportive')",-1.080628,-1.0862526,-0.0056246
13,0.6700768,0.4709312,"('impolite', 'polite')",0.6700768,0.4709312,-0.1991456
14,0.8375802,0.49967346,"('antisocial', 'social')",0.8375802,0.4996735,-0.3379067
15,0.14676797,0.17093109,"('boring', 'funny')",0.146768,0.1709311,0.0241631
16,-0.9499582,-0.8672256,"('unpopular', 'popular')",-0.9499582,-0.8672256,0.0827326
17,-0.11418829,-0.17515022,"('nasty', 'nice')",-0.1141883,-0.1751502,-0.0609619
18,-1.2542799,-1.1318922,"('disagreeable', 'welcoming')",-1.2542799,-1.1318922,0.1223877
19,-1.2759829,-1.1785136,"('inhospitable', 'hospitable')",-1.2759829,-1.1785136,0.0974693
20,0.22239894,0.023948155,"('rough', 'thoughtful')",0.2223989,0.0239482,-0.1984507
21,0.09197667,0.44563702,"('immoral', 'moral')",0.0919767,0.445637,0.3536603
22,1.0182005,0.5705921,"('untrustworthy', 'trustworthy')",1.0182005,0.5705921,-0.4476084
23,2.0029404,1.7102076,"('insincere', 'sincere')",2.0029404,1.7102076,-0.2927328
24,0.36761567,0.14098577,"('dishonest', 'honest')",0.3676157,0.1409858,-0.2266299
25,-0.10322225,-0.07630613,"('egoistic', 'altruistic')",-0.1032223,-0.0763061,0.0269162
26,0.21473959,-0.3974632,"('hardhearted', 'benevolent')",0.2147396,-0.3974632,-0.6122028
27,0.5089451,0.47595897,"('hardhearted', 'softhearted')",0.5089451,0.475959,-0.0329861
28,0.38168117,0.3053709,"('disloyal', 'loyal')",0.3816812,0.3053709,-0.0763103
29,-0.008741163,-0.09095,"('unfair', 'fair')",-0.0087412,-0.09095,-0.0822088
30,0.9405643,0.9840897,"('intolerant', 'tolerant')",0.9405643,0.9840897,0.0435254
31,-1.8891416,-1.8292563,"('evil', 'good')",-1.8891416,-1.8292563,0.0598853
32,0.15210259,-0.081644624,"('unkind', 'kind')",0.1521026,-0.0816446,-0.2337472
33,0.07343972,0.10612373,"('wrong', 'right')",0.0734397,0.1061237,0.032684
34,1.4783076,1.4550934,"('mean', 'honorable')",1.4783076,1.4550934,-0.0232142
35,-0.3501811,-0.40613872,"('corrupt', 'incorrupt')",-0.3501811,-0.4061387,-0.0559576
36,-1.6987084,-1.7981671,"('hostile', 'amicable')",-1.6987084,-1.7981671,-0.0994587
37,0.18094161,0.10384847,"('fake', 'genuine')",0.1809416,0.1038485,-0.0770931
38,0.038990792,0.021681523,"('untruthful', 'truthful')",0.0389908,0.0216815,-0.0173093
39,1.1585288,1.2685711,"('exploitative', 'cooperative')",1.1585288,1.2685711,0.1100423
40,-1.3351041,-1.4912283,"('stingy', 'generous')",-1.3351041,-1.4912283,-0.1561242
41,0.7799774,0.6216431,"('unforgiving', 'forgiving')",0.7799774,0.6216431,-0.1583343
42,-0.6935628,-0.5417478,"('unreliable', 'reliable')",-0.6935628,-0.5417478,0.151815
43,0.68536925,0.552227,"('irresponsible', 'responsible')",0.6853693,0.552227,-0.1331423
44,-0.37227893,-0.35388803,"('prejudiced', 'unprejudiced')",-0.3722789,-0.353888,0.0183909
45,0.4637525,0.030345283,"('incompetent', 'competent')",0.4637525,0.0303453,-0.4334072
46,0.10145207,-0.107811764,"('uncompetitive', 'competitive')",0.1014521,-0.1078118,-0.2092639
47,2.2902822,1.9339012,"('stupid', 'smart')",2.2902822,1.9339012,-0.356381
48,0.024948683,0.2514736,"('unintelligent', 'intelligent')",0.0249487,0.2514736,0.2265249
49,-0.5985102,-0.26854482,"('unable', 'able')",-0.5985102,-0.2685448,0.3299654
50,-0.8696437,-0.7994847,"('clumsy', 'skillful')",-0.8696437,-0.7994847,0.070159
51,0.17140605,0.105804384,"('uneducated', 'educated')",0.171406,0.1058044,-0.0656016
52,-1.5469555,-1.4281372,"('irrational', 'rational')",-1.5469555,-1.4281372,0.1188183
53,-1.1223501,-1.418107,"('uncreative', 'creative')",-1.1223501,-1.418107,-0.2957569
54,-0.82715714,-0.8073912,"('incapable', 'capable')",-0.8271571,-0.8073912,0.0197659
55,0.6223681,0.6372913,"('incompetent', 'clever')",0.6223681,0.6372913,0.0149232
56,1.3201687,1.2072234,"('impractical', 'practical')",1.3201687,1.2072234,-0.1129453
57,-0.6810247,-1.0649967,"('unimaginative', 'imaginative')",-0.6810247,-1.0649967,-0.383972
58,0.1786446,-0.0405114,"('undiscriminating', 'discriminating')",0.1786446,-0.0405114,-0.219156
59,-0.38624564,-0.33692878,"('foolish', 'wise')",-0.3862456,-0.3369288,0.0493168
60,0.9580829,1.2161852,"('inefficient', 'efficient')",0.9580829,1.2161852,0.2581023
61,-0.11014457,-0.30808356,"('illogical', 'logical')",-0.1101446,-0.3080836,-0.197939
62,0.63615835,0.68268204,"('incompetent', 'brilliant')",0.6361583,0.682682,0.0465237
63,0.03972361,0.044539887,"('unperceptive', 'insightful')",0.0397236,0.0445399,0.0048163
64,-2.2545924,-2.1066,"('shy', 'confident')",-2.2545924,-2.1066,0.1479924
65,0.49592638,0.32409656,"('insecure', 'secure')",0.4959264,0.3240966,-0.1718298
66,-1.1039712,-1.5226732,"('inactive', 'active')",-1.1039712,-1.5226732,-0.418702
67,-0.04032187,0.17503864,"('doubtful', 'determined')",-0.0403219,0.1750386,0.2153605
68,-0.1456514,0.11500025,"('dependent', 'independent')",-0.1456514,0.1150002,0.2606516
69,-1.2639143,-1.1694368,"('lazy', 'industrious')",-1.2639143,-1.1694368,0.0944775
70,0.7529996,0.36400265,"('lethargic', 'energetic')",0.7529996,0.3640026,-0.388997
71,-0.068456575,-0.06299955,"('diffident', 'self-confident')",-0.0684566,-0.0629995,0.0054571
72,-0.47119012,-0.6357141,"('unambitious', 'ambitious')",-0.4711901,-0.6357141,-0.164524
73,-0.6815419,-0.57296264,"('helpless', 'self-reliant')",-0.6815419,-0.5729626,0.1085793
74,0.40906283,0.31836036,"('undedicated', 'dedicated')",0.4090628,0.3183604,-0.0907024
75,-0.40570608,-0.50254804,"('meek', 'impulsive')",-0.4057061,-0.502548,-0.0968419
76,0.27268407,0.27932292,"('anxious', 'daring')",0.2726841,0.2793229,0.0066388
77,-0.8319717,-0.4916167,"('unmotivated', 'motivated')",-0.8319717,-0.4916167,0.340355
78,-0.23110288,-0.0693959,"('nonresilient', 'resilient')",-0.2311029,-0.0693959,0.161707
79,-1.7451681,-1.7745948,"('wavering', 'unwavering')",-1.7451681,-1.7745948,-0.0294267
80,0.91543883,0.57894355,"('dominated', 'dominating')",0.9154388,0.5789436,-0.3364952
81,0.6152916,0.8757335,"('submissive', 'aggressive')",0.6152916,0.8757335,0.2604419
82,1.9488901,1.6243675,"('poor', 'rich')",1.9488901,1.6243675,-0.3245226
83,-0.059098884,-0.17369145,"('powerless', 'powerful')",-0.0590989,-0.1736915,-0.1145926
84,0.19350353,0.30401242,"('inferior', 'superior')",0.1935035,0.3040124,0.1105089
