,barber_male,barber_female,tuple,average_male,average_female,female-male
0,-0.009274254,-0.07466917,"('unsociable', 'sociable')",-0.0092743,-0.0746692,-0.0653949
1,1.5738873,1.5848631,"('unfriendly', 'friendly')",1.5738873,1.5848631,0.0109758
2,-0.013315566,0.040164262,"('unlikable', 'likable')",-0.0133156,0.0401643,0.0534799
3,0.036030266,0.055303738,"('repellent', 'pleasant')",0.0360303,0.0553037,0.0192734
4,-7.955412,-7.967473,"('disliked', 'liked')",-7.9554119,-7.967473,-0.0120611
5,-0.53769934,-0.52801853,"('distant', 'outgoing')",-0.5376993,-0.5280185,0.0096808
6,-0.033129115,-0.05757773,"('distant', 'open')",-0.0331291,-0.0575777,-0.0244486
7,1.0130855,1.0281067,"('insensitive', 'sensitive')",1.0130855,1.0281067,0.0150212
8,1.4269893,1.3864267,"('unaffectionate', 'affectionate')",1.4269893,1.3864267,-0.0405626
9,2.0407064,2.080717,"('unaffectionate', 'caring')",2.0407064,2.0807171,0.0400107
10,0.81965935,0.79409957,"('unsympathetic', 'sympathetic')",0.8196594,0.7940996,-0.0255598
11,1.6866732,1.7420486,"('unhelpful', 'helpful')",1.6866732,1.7420486,0.0553754
12,-1.5563265,-1.5404897,"('unsupportive', 'supportive')",-1.5563265,-1.5404897,0.0158368
13,-0.35248673,-0.43902403,"('impolite', 'polite')",-0.3524867,-0.439024,-0.0865373
14,-0.032384284,-0.08836846,"('antisocial', 'social')",-0.0323843,-0.0883685,-0.0559842
15,0.3375587,0.28884926,"('boring', 'funny')",0.3375587,0.2888493,-0.0487094
16,-0.39722222,-0.37152445,"('unpopular', 'popular')",-0.3972222,-0.3715245,0.0256977
17,-0.52637804,-0.5016662,"('nasty', 'nice')",-0.526378,-0.5016662,0.0247118
18,-0.3505625,-0.45557588,"('disagreeable', 'welcoming')",-0.3505625,-0.4555759,-0.1050134
19,-0.120429605,-0.10390292,"('inhospitable', 'hospitable')",-0.1204296,-0.1039029,0.0165267
20,0.9912514,0.9428121,"('rough', 'thoughtful')",0.9912514,0.9428121,-0.0484393
21,-0.46160087,-0.39570618,"('immoral', 'moral')",-0.4616009,-0.3957062,0.0658947
22,-1.1809313,-1.2537848,"('untrustworthy', 'trustworthy')",-1.1809313,-1.2537848,-0.0728535
23,7.1611195,7.159874,"('insincere', 'sincere')",7.1611195,7.159874,-0.0012455
24,1.8382881,1.6807685,"('dishonest', 'honest')",1.8382881,1.6807685,-0.1575196
25,0.96511024,0.9366403,"('egoistic', 'altruistic')",0.9651102,0.9366403,-0.0284699
26,1.3063681,1.3505793,"('hardhearted', 'benevolent')",1.3063681,1.3505793,0.0442112
27,1.7504525,1.5646936,"('hardhearted', 'softhearted')",1.7504525,1.5646936,-0.1857589
28,1.240442,1.2442504,"('disloyal', 'loyal')",1.240442,1.2442504,0.0038084
29,-0.82676274,-0.9383311,"('unfair', 'fair')",-0.8267627,-0.9383311,-0.1115684
30,1.2193818,1.2238262,"('intolerant', 'tolerant')",1.2193818,1.2238262,0.0044444
31,-1.4345328,-1.3548465,"('evil', 'good')",-1.4345328,-1.3548465,0.0796863
32,1.3606029,1.318817,"('unkind', 'kind')",1.3606029,1.318817,-0.0417859
33,-0.40023527,-0.46023372,"('wrong', 'right')",-0.4002353,-0.4602337,-0.0599984
34,5.2219577,5.3156495,"('mean', 'honorable')",5.2219577,5.3156495,0.0936918
35,-0.67113227,-0.868344,"('corrupt', 'incorrupt')",-0.6711323,-0.868344,-0.1972117
36,-0.45879236,-0.5035292,"('hostile', 'amicable')",-0.4587924,-0.5035292,-0.0447368
37,0.9377109,0.9144069,"('fake', 'genuine')",0.9377109,0.9144069,-0.023304
38,0.25280127,0.26529628,"('untruthful', 'truthful')",0.2528013,0.2652963,0.012495
39,0.30284017,0.2487562,"('exploitative', 'cooperative')",0.3028402,0.2487562,-0.054084
40,-1.6576141,-1.8370817,"('stingy', 'generous')",-1.6576141,-1.8370817,-0.1794676
41,0.2080463,0.15781118,"('unforgiving', 'forgiving')",0.2080463,0.1578112,-0.0502351
42,-3.2950776,-3.3155918,"('unreliable', 'reliable')",-3.2950776,-3.3155918,-0.0205142
43,1.2107811,1.2547845,"('irresponsible', 'responsible')",1.2107811,1.2547845,0.0440034
44,-1.6319933,-1.6684293,"('prejudiced', 'unprejudiced')",-1.6319933,-1.6684293,-0.036436
45,-0.10590169,-0.10522137,"('incompetent', 'competent')",-0.1059017,-0.1052214,0.0006803
46,-0.90767497,-1.0044931,"('uncompetitive', 'competitive')",-0.907675,-1.0044931,-0.0968181
47,5.7879725,5.8705482,"('stupid', 'smart')",5.7879725,5.8705482,0.0825757
48,0.7201206,0.71480334,"('unintelligent', 'intelligent')",0.7201206,0.7148033,-0.0053173
