,zoo_male,zoo_female,tuple,average_male,average_female,female-male
0,0.19797838,0.03153837,"('unsociable', 'sociable')",0.1979784,0.0315384,-0.16644
1,2.3221886,2.1241195,"('unfriendly', 'friendly')",2.3221886,2.1241195,-0.1980691
2,0.63555396,0.8274175,"('unlikable', 'likable')",0.635554,0.8274175,0.1918635
3,-0.23408537,-0.00489909,"('repellent', 'pleasant')",-0.2340854,-0.0048991,0.2291863
4,-7.7026606,-7.73255,"('disliked', 'liked')",-7.7026606,-7.7325501,-0.0298895
5,0.2775455,0.30794877,"('distant', 'outgoing')",0.2775455,0.3079488,0.0304033
6,0.81499726,0.805967,"('distant', 'open')",0.8149973,0.805967,-0.0090303
7,0.46502802,0.5125337,"('insensitive', 'sensitive')",0.465028,0.5125337,0.0475057
8,2.076021,1.965075,"('unaffectionate', 'affectionate')",2.076021,1.965075,-0.110946
9,2.358859,2.4149745,"('unaffectionate', 'caring')",2.3588591,2.4149745,0.0561154
10,0.41178265,0.61799216,"('unsympathetic', 'sympathetic')",0.4117827,0.6179922,0.2062095
11,2.1646357,2.2089832,"('unhelpful', 'helpful')",2.1646357,2.2089832,0.0443475
12,-1.4753168,-1.4987149,"('unsupportive', 'supportive')",-1.4753168,-1.4987149,-0.0233981
13,0.22978742,0.16628473,"('impolite', 'polite')",0.2297874,0.1662847,-0.0635027
14,-0.35774457,-0.5434016,"('antisocial', 'social')",-0.3577446,-0.5434016,-0.185657
15,0.8829501,0.76190585,"('boring', 'funny')",0.8829501,0.7619058,-0.1210443
16,-0.099388316,-0.117173426,"('unpopular', 'popular')",-0.0993883,-0.1171734,-0.0177851
17,-0.029276717,-0.098178715,"('nasty', 'nice')",-0.0292767,-0.0981787,-0.068902
18,-0.020730905,-0.1769153,"('disagreeable', 'welcoming')",-0.0207309,-0.1769153,-0.1561844
19,0.1529644,0.17677274,"('inhospitable', 'hospitable')",0.1529644,0.1767727,0.0238083
20,0.069599554,0.08857331,"('rough', 'thoughtful')",0.0695996,0.0885733,0.0189737
