,tummy_male,tummy_female,tuple,average_male,average_female,female-male
0,0.4152328,0.086472414,"('unsociable', 'sociable')",0.4152328,0.0864724,-0.3287604
1,-0.8056448,-0.9162523,"('unfriendly', 'friendly')",-0.8056448,-0.9162523,-0.1106075
2,-0.6260327,-0.6413435,"('unlikable', 'likable')",-0.6260327,-0.6413435,-0.0153108
3,-1.534886,-1.4781648,"('repellent', 'pleasant')",-1.534886,-1.4781648,0.0567212
4,-3.0784094,-2.7031426,"('disliked', 'liked')",-3.0784094,-2.7031426,0.3752668
5,-1.1583759,-1.1189722,"('distant', 'outgoing')",-1.1583759,-1.1189722,0.0394037
6,-1.3214574,-1.3273097,"('distant', 'open')",-1.3214574,-1.3273097,-0.0058523
7,-0.021993956,0.06804605,"('insensitive', 'sensitive')",-0.021994,0.068046,0.09004
8,-1.0022855,-1.0610393,"('unaffectionate', 'affectionate')",-1.0022855,-1.0610393,-0.0587538
9,-1.0740058,-1.1704994,"('unaffectionate', 'caring')",-1.0740058,-1.1704994,-0.0964936
10,-0.9035607,-1.0698329,"('unsympathetic', 'sympathetic')",-0.9035607,-1.0698329,-0.1662722
11,0.54822785,0.553264,"('unhelpful', 'helpful')",0.5482278,0.553264,0.0050362
12,-1.4131713,-1.2866926,"('unsupportive', 'supportive')",-1.4131713,-1.2866926,0.1264787
13,0.4139296,0.21455783,"('impolite', 'polite')",0.4139296,0.2145578,-0.1993718
14,0.05830956,-0.10990963,"('antisocial', 'social')",0.0583096,-0.1099096,-0.1682192
15,1.132803,1.0496176,"('boring', 'funny')",1.132803,1.0496176,-0.0831854
16,-1.0125211,-0.8900987,"('unpopular', 'popular')",-1.0125211,-0.8900987,0.1224224
17,-0.49845988,-0.52076006,"('nasty', 'nice')",-0.4984599,-0.5207601,-0.0223002
18,-0.9318613,-0.8927982,"('disagreeable', 'welcoming')",-0.9318613,-0.8927982,0.0390631
19,-0.8753224,-0.6771946,"('inhospitable', 'hospitable')",-0.8753224,-0.6771946,0.1981278
20,-0.1245817,-0.2063199,"('rough', 'thoughtful')",-0.1245817,-0.2063199,-0.0817382
21,-0.27851924,-0.16880655,"('immoral', 'moral')",-0.2785192,-0.1688066,0.1097126
22,0.4992882,0.33539635,"('untrustworthy', 'trustworthy')",0.4992882,0.3353963,-0.1638919
23,2.0010293,1.6275318,"('insincere', 'sincere')",2.0010293,1.6275318,-0.3734975
24,0.16762182,-0.06620859,"('dishonest', 'honest')",0.1676218,-0.0662086,-0.2338304
25,-1.2252206,-1.302319,"('egoistic', 'altruistic')",-1.2252206,-1.302319,-0.0770984
26,0.21820822,0.011682441,"('hardhearted', 'benevolent')",0.2182082,0.0116824,-0.2065258
27,0.15436657,-0.04799688,"('hardhearted', 'softhearted')",0.1543666,-0.0479969,-0.2023635
28,-0.20368749,-0.34285158,"('disloyal', 'loyal')",-0.2036875,-0.3428516,-0.1391641
29,-0.08774214,-0.04397077,"('unfair', 'fair')",-0.0877421,-0.0439708,0.0437713
30,0.5889554,0.4003786,"('intolerant', 'tolerant')",0.5889554,0.4003786,-0.1885768
31,-1.183453,-1.0551732,"('evil', 'good')",-1.183453,-1.0551732,0.1282798
32,0.58049566,0.38081166,"('unkind', 'kind')",0.5804957,0.3808117,-0.199684
33,-0.14466017,-0.17411304,"('wrong', 'right')",-0.1446602,-0.174113,-0.0294528
34,1.6876698,1.803351,"('mean', 'honorable')",1.6876698,1.803351,0.1156812
35,-0.32652768,-0.22662126,"('corrupt', 'incorrupt')",-0.3265277,-0.2266213,0.0999064
36,-1.5319004,-1.496043,"('hostile', 'amicable')",-1.5319004,-1.496043,0.0358574
37,0.028561093,-0.071273655,"('fake', 'genuine')",0.0285611,-0.0712737,-0.0998348
38,-0.052855738,0.067984305,"('untruthful', 'truthful')",-0.0528557,0.0679843,0.12084
39,0.21339357,0.22490098,"('exploitative', 'cooperative')",0.2133936,0.224901,0.0115074
40,-2.112396,-2.1756685,"('stingy', 'generous')",-2.112396,-2.1756685,-0.0632725
41,-0.019638263,-0.22188105,"('unforgiving', 'forgiving')",-0.0196383,-0.221881,-0.2022427
42,-1.2135208,-1.178096,"('unreliable', 'reliable')",-1.2135208,-1.1780961,0.0354247
43,0.18670453,0.07712565,"('irresponsible', 'responsible')",0.1867045,0.0771257,-0.1095788
44,-0.5456998,-0.4909998,"('prejudiced', 'unprejudiced')",-0.5456998,-0.4909998,0.0547
45,0.06346402,-0.040512774,"('incompetent', 'competent')",0.063464,-0.0405128,-0.1039768
46,-0.6455334,-0.6908481,"('uncompetitive', 'competitive')",-0.6455334,-0.6908481,-0.0453147
47,2.7561843,2.4447846,"('stupid', 'smart')",2.7561843,2.4447846,-0.3113997
48,-0.12626508,-0.04395073,"('unintelligent', 'intelligent')",-0.1262651,-0.0439507,0.0823144
49,-0.611986,-0.28387442,"('unable', 'able')",-0.611986,-0.2838744,0.3281116
50,-0.47597688,-0.35163233,"('clumsy', 'skillful')",-0.4759769,-0.3516323,0.1243446
51,0.10175194,0.06943964,"('uneducated', 'educated')",0.1017519,0.0694396,-0.0323123
52,-1.7871368,-1.8895599,"('irrational', 'rational')",-1.7871368,-1.8895599,-0.1024231
53,-1.8569083,-1.8861989,"('uncreative', 'creative')",-1.8569083,-1.8861989,-0.0292906
54,-0.8133021,-0.8906268,"('incapable', 'capable')",-0.8133021,-0.8906268,-0.0773247
55,0.78548133,0.6967973,"('incompetent', 'clever')",0.7854813,0.6967973,-0.088684
56,1.3672731,1.2412666,"('impractical', 'practical')",1.3672731,1.2412666,-0.1260065
57,-2.177445,-2.2399223,"('unimaginative', 'imaginative')",-2.1774449,-2.2399223,-0.0624774
58,-0.4693057,-0.4657998,"('undiscriminating', 'discriminating')",-0.4693057,-0.4657998,0.0035059
59,-0.41023692,-0.43901888,"('foolish', 'wise')",-0.4102369,-0.4390189,-0.028782
60,0.7110689,0.69757295,"('inefficient', 'efficient')",0.7110689,0.6975729,-0.013496
61,-0.45628393,-0.6123302,"('illogical', 'logical')",-0.4562839,-0.6123302,-0.1560463
62,0.2575188,0.30589828,"('incompetent', 'brilliant')",0.2575188,0.3058983,0.0483795
63,0.08815424,0.18332857,"('unperceptive', 'insightful')",0.0881542,0.1833286,0.0951744
64,-2.962736,-2.7398198,"('shy', 'confident')",-2.9627359,-2.7398198,0.2229161
65,0.055377655,-0.19526169,"('insecure', 'secure')",0.0553777,-0.1952617,-0.2506394
66,-1.0441881,-1.1593469,"('inactive', 'active')",-1.0441881,-1.1593469,-0.1151588
67,0.2740166,0.3126096,"('doubtful', 'determined')",0.2740166,0.3126096,0.038593
68,-0.44029084,-0.29573926,"('dependent', 'independent')",-0.4402908,-0.2957393,0.1445515
69,-1.1029177,-1.0092263,"('lazy', 'industrious')",-1.1029177,-1.0092263,0.0936914
70,0.13404842,-0.095141664,"('lethargic', 'energetic')",0.1340484,-0.0951417,-0.2291901
71,-0.027079698,0.18371001,"('diffident', 'self-confident')",-0.0270797,0.18371,0.2107897
72,-0.3647891,-0.4032159,"('unambitious', 'ambitious')",-0.3647891,-0.4032159,-0.0384268
73,-1.3824958,-1.057553,"('helpless', 'self-reliant')",-1.3824958,-1.0575531,0.3249427
74,0.41297653,0.33771268,"('undedicated', 'dedicated')",0.4129765,0.3377127,-0.0752638
75,-0.0985695,0.087951936,"('meek', 'impulsive')",-0.0985695,0.0879519,0.1865214
76,0.077008,-0.061657544,"('anxious', 'daring')",0.077008,-0.0616575,-0.1386655
77,-1.5367799,-1.3460028,"('unmotivated', 'motivated')",-1.5367799,-1.3460028,0.1907771
78,-0.30833435,-0.20367885,"('nonresilient', 'resilient')",-0.3083344,-0.2036788,0.1046556
79,-0.7352184,-0.6293776,"('wavering', 'unwavering')",-0.7352184,-0.6293776,0.1058408
80,0.48432913,0.44705272,"('dominated', 'dominating')",0.4843291,0.4470527,-0.0372764
81,-0.2177103,-0.38533494,"('submissive', 'aggressive')",-0.2177103,-0.3853349,-0.1676246
82,2.078287,1.7693458,"('poor', 'rich')",2.0782869,1.7693458,-0.3089411
83,0.16751212,0.27835184,"('powerless', 'powerful')",0.1675121,0.2783518,0.1108397
84,-0.15491627,-0.025132239,"('inferior', 'superior')",-0.1549163,-0.0251322,0.1297841
85,-1.3510914,-1.0894778,"('insignificant', 'prestigious')",-1.3510914,-1.0894778,0.2616136
86,-1.0166062,-1.1405534,"('uninfluential', 'influential')",-1.0166062,-1.1405534,-0.1239472
87,-0.22339965,-0.06748003,"('unsuccessful', 'successful')",-0.2233997,-0.06748,0.1559197
88,-0.33853278,-0.2034429,"('low', 'eminent')",-0.3385328,-0.2034429,0.1350899
