,alder_male,alder_female,tuple,average_male,average_female,female-male
0,0.12236584,-0.17663397,"('unsociable', 'sociable')",0.1223658,-0.176634,-0.2989998
1,-1.1211551,-1.2162939,"('unfriendly', 'friendly')",-1.1211551,-1.2162939,-0.0951388
2,0.018469123,0.12128526,"('unlikable', 'likable')",0.0184691,0.1212853,0.1028162
3,-0.3373822,-0.19796665,"('repellent', 'pleasant')",-0.3373822,-0.1979667,0.1394155
4,-2.9210274,-3.0432396,"('disliked', 'liked')",-2.9210274,-3.0432396,-0.1222122
5,-0.6709162,-0.6957503,"('distant', 'outgoing')",-0.6709162,-0.6957503,-0.0248341
6,-0.63044137,-0.6150682,"('distant', 'open')",-0.6304414,-0.6150682,0.0153732
7,0.95019543,0.8897307,"('insensitive', 'sensitive')",0.9501954,0.8897307,-0.0604647
8,-0.92144954,-0.94922537,"('unaffectionate', 'affectionate')",-0.9214495,-0.9492254,-0.0277759
9,-0.17472202,-0.16716935,"('unaffectionate', 'caring')",-0.174722,-0.1671693,0.0075527
10,-0.018887624,-0.04477395,"('unsympathetic', 'sympathetic')",-0.0188876,-0.044774,-0.0258864
11,0.49693495,0.6520619,"('unhelpful', 'helpful')",0.496935,0.6520619,0.1551269
12,-0.8905295,-0.8585261,"('unsupportive', 'supportive')",-0.8905295,-0.8585261,0.0320034
13,0.18395428,0.061492473,"('impolite', 'polite')",0.1839543,0.0614925,-0.1224618
14,0.46178174,0.30652907,"('antisocial', 'social')",0.4617817,0.3065291,-0.1552526
15,0.45938078,0.3683544,"('boring', 'funny')",0.4593808,0.3683544,-0.0910264
16,-0.28725237,-0.25638673,"('unpopular', 'popular')",-0.2872524,-0.2563867,0.0308657
17,-0.034928784,-0.09465955,"('nasty', 'nice')",-0.0349288,-0.0946596,-0.0597308
18,-0.25189424,-0.25914744,"('disagreeable', 'welcoming')",-0.2518942,-0.2591474,-0.0072532
19,-1.0479293,-0.97950876,"('inhospitable', 'hospitable')",-1.0479293,-0.9795088,0.0684205
20,0.3139017,0.289509,"('rough', 'thoughtful')",0.3139017,0.289509,-0.0243927
21,0.25093946,0.17417476,"('immoral', 'moral')",0.2509395,0.1741748,-0.0767647
22,-0.09811842,-0.13258213,"('untrustworthy', 'trustworthy')",-0.0981184,-0.1325821,-0.0344637
23,2.825287,2.8043034,"('insincere', 'sincere')",2.8252871,2.8043034,-0.0209837
24,0.39679617,0.30873364,"('dishonest', 'honest')",0.3967962,0.3087336,-0.0880626
25,0.14732152,0.053332046,"('egoistic', 'altruistic')",0.1473215,0.053332,-0.0939895
26,0.7423397,0.40693676,"('hardhearted', 'benevolent')",0.7423397,0.4069368,-0.3354029
27,0.6587074,0.6899316,"('hardhearted', 'softhearted')",0.6587074,0.6899316,0.0312242
28,-0.029664505,-0.060560804,"('disloyal', 'loyal')",-0.0296645,-0.0605608,-0.0308963
29,-0.70790124,-0.82026374,"('unfair', 'fair')",-0.7079012,-0.8202637,-0.1123625
30,0.6442233,0.622524,"('intolerant', 'tolerant')",0.6442233,0.622524,-0.0216993
31,-1.2990533,-1.2956172,"('evil', 'good')",-1.2990533,-1.2956172,0.0034361
32,0.7305349,0.41565067,"('unkind', 'kind')",0.7305349,0.4156507,-0.3148842
33,-0.022180134,-0.054013606,"('wrong', 'right')",-0.0221801,-0.0540136,-0.0318335
34,2.9373586,2.912683,"('mean', 'honorable')",2.9373586,2.912683,-0.0246756
35,-0.09492257,-0.16699892,"('corrupt', 'incorrupt')",-0.0949226,-0.1669989,-0.0720763
36,-0.58172125,-0.606381,"('hostile', 'amicable')",-0.5817212,-0.606381,-0.0246598
37,0.25174662,0.32613474,"('fake', 'genuine')",0.2517466,0.3261347,0.0743881
38,-0.04243461,-0.04771277,"('untruthful', 'truthful')",-0.0424346,-0.0477128,-0.0052782
39,-0.02984634,0.06744357,"('exploitative', 'cooperative')",-0.0298463,0.0674436,0.0972899
40,-1.1020209,-1.0985607,"('stingy', 'generous')",-1.1020209,-1.0985607,0.0034602
41,0.10264404,0.0023104171,"('unforgiving', 'forgiving')",0.102644,0.0023104,-0.1003336
42,-1.2110513,-1.1564071,"('unreliable', 'reliable')",-1.2110513,-1.1564071,0.0546442
43,0.11772789,-0.019153751,"('irresponsible', 'responsible')",0.1177279,-0.0191538,-0.1368817
44,-0.58958834,-0.5281229,"('prejudiced', 'unprejudiced')",-0.5895883,-0.5281229,0.0614654
45,0.5699565,0.4188562,"('incompetent', 'competent')",0.5699565,0.4188562,-0.1511003
46,-0.31255433,-0.39670688,"('uncompetitive', 'competitive')",-0.3125543,-0.3967069,-0.0841526
47,2.9969792,3.0121355,"('stupid', 'smart')",2.9969792,3.0121355,0.0151563
48,-0.11469244,-0.14425348,"('unintelligent', 'intelligent')",-0.1146924,-0.1442535,-0.0295611
49,-0.1095733,0.04481517,"('unable', 'able')",-0.1095733,0.0448152,0.1543885
50,-0.30470964,-0.16401908,"('clumsy', 'skillful')",-0.3047096,-0.1640191,0.1406905
51,0.12919882,0.054779965,"('uneducated', 'educated')",0.1291988,0.05478,-0.0744188
52,-1.4004222,-1.2923163,"('irrational', 'rational')",-1.4004222,-1.2923163,0.1081059
53,-1.1507065,-1.2029991,"('uncreative', 'creative')",-1.1507065,-1.2029991,-0.0522926
54,-0.49144483,-0.3598756,"('incapable', 'capable')",-0.4914448,-0.3598756,0.1315692
55,0.9592409,0.9509554,"('incompetent', 'clever')",0.9592409,0.9509554,-0.0082855
56,1.221967,1.0237647,"('impractical', 'practical')",1.221967,1.0237647,-0.1982023
57,-2.198172,-2.276449,"('unimaginative', 'imaginative')",-2.1981721,-2.276449,-0.0782769
58,-0.21220273,-0.39951146,"('undiscriminating', 'discriminating')",-0.2122027,-0.3995115,-0.1873088
59,-0.25501746,-0.07069683,"('foolish', 'wise')",-0.2550175,-0.0706968,0.1843207
60,0.9404711,0.9011156,"('inefficient', 'efficient')",0.9404711,0.9011156,-0.0393555
61,-0.50170887,-0.6068573,"('illogical', 'logical')",-0.5017089,-0.6068573,-0.1051484
62,0.659293,0.8188052,"('incompetent', 'brilliant')",0.659293,0.8188052,0.1595122
63,-0.15800914,-0.15050106,"('unperceptive', 'insightful')",-0.1580091,-0.1505011,0.007508
64,-3.3338137,-3.3366199,"('shy', 'confident')",-3.3338137,-3.3366199,-0.0028062
65,0.45643482,0.49049985,"('insecure', 'secure')",0.4564348,0.4904999,0.0340651
66,-0.4155499,-0.6651003,"('inactive', 'active')",-0.4155499,-0.6651003,-0.2495504
67,0.33932987,0.20493601,"('doubtful', 'determined')",0.3393299,0.204936,-0.1343939
