,transdigm_male,transdigm_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4048716,-1.4129044,"('unsociable', 'sociable')",0.77230227,0.6050055,-0.5372604,-0.6245362,-0.3899432,-0.4774783,-0.0875351
1,-2.1545632,-2.2273607,"('unfriendly', 'friendly')",-0.67685497,-0.8345402,1.8911196,1.8272282,-0.3134328,-0.4115576,-0.0981248
2,0.26073688,0.26143274,"('unlikable', 'likable')",1.4678469,1.4488983,0.73284906,0.85036623,0.8204776,0.8535658,0.0330882
3,-0.37394977,-0.17750376,"('repellent', 'pleasant')",0.9189224,1.0306348,0.24975938,0.3472728,0.2649107,0.4001346,0.1352239
4,-0.56934017,-0.7082259,"('disliked', 'liked')",-0.48196805,-0.6025267,-6.3725085,-6.5182333,-2.4746056,-2.6096621,-0.1350565
5,-0.9897516,-0.9612152,"('distant', 'outgoing')",-2.3228495,-2.2526124,-0.070972264,-0.036387302,-1.1278578,-1.0834049,0.0444529
6,-1.2259207,-1.1991217,"('distant', 'open')",-2.5605695,-2.4995084,0.5191414,0.52267545,-1.0891163,-1.0586515,0.0304648
7,-0.5162751,-0.35781574,"('insensitive', 'sensitive')",-0.09680865,0.0125533715,0.38738573,0.49262476,-0.0752327,0.0491208,0.1243535
8,-1.9010062,-2.0833528,"('unaffectionate', 'affectionate')",-0.48036388,-0.5344837,0.8749595,0.8146247,-0.5021369,-0.6010706,-0.0989337
9,-1.9899577,-2.0924315,"('unaffectionate', 'caring')",-0.66544145,-0.7725444,1.1345824,1.1236585,-0.5069389,-0.5804391,-0.0735002
10,-1.2727387,-1.1039288,"('unsympathetic', 'sympathetic')",-0.00679652,0.04497187,-0.51709676,-0.4655345,-0.5988773,-0.5081638,0.0907135
11,-0.43105474,-0.3788113,"('unhelpful', 'helpful')",-0.123935126,-0.10496417,1.4103895,1.474755,0.2851332,0.3303265,0.0451933
12,-0.78686184,-0.6534143,"('unsupportive', 'supportive')",0.25648183,0.4034825,-2.017766,-1.946439,-0.849382,-0.7321236,0.1172584
13,-0.6029257,-0.46438143,"('impolite', 'polite')",-0.042677183,0.0013170019,-0.7004726,-0.62960017,-0.4486918,-0.3642215,0.0844703
14,0.37186056,0.43053555,"('antisocial', 'social')",1.9755738,2.0172768,-0.36922202,-0.40562302,0.6594041,0.6807298,0.0213257
15,0.2496697,0.08733463,"('boring', 'funny')",-0.6195799,-0.75542605,0.68044555,0.598616,0.1035118,-0.0231585,-0.1266703
16,-0.24876572,-0.30280322,"('unpopular', 'popular')",-0.3157143,-0.35344753,0.7509586,0.7210205,0.0621595,0.0215899,-0.0405696
17,-0.17599183,-0.14314519,"('nasty', 'nice')",-0.89290106,-0.8679474,-0.3258381,-0.32576534,-0.4649103,-0.4456193,0.019291
18,-0.02519159,0.04099662,"('disagreeable', 'welcoming')",-0.76037365,-0.6955074,-0.44809964,-0.4335075,-0.4112216,-0.3626728,0.0485488
19,-1.447432,-1.4387339,"('inhospitable', 'hospitable')",-2.168665,-2.1944697,-0.25151676,-0.10931406,-1.2892046,-1.2475058,0.0416988
20,0.038335368,0.14390895,"('rough', 'thoughtful')",1.45015,1.5248601,1.1939518,1.1686945,0.8941457,0.9458212,0.0516755
21,-0.33264795,-0.29888058,"('immoral', 'moral')",0.68834394,0.6277553,-0.9768918,-0.9256032,-0.2070653,-0.1989095,0.0081558
22,-0.10189388,-0.057625942,"('untrustworthy', 'trustworthy')",0.7907068,0.7270137,-1.101937,-1.1092105,-0.137708,-0.1466076,-0.0088996
23,-0.82481927,-0.713603,"('insincere', 'sincere')",0.22962213,0.22913618,5.4691467,5.417123,1.6246498,1.6442186,0.0195688
24,-0.64260584,-0.58062726,"('dishonest', 'honest')",-0.60258996,-0.6103601,0.43429574,0.44388056,-0.2703,-0.2490356,0.0212644
25,-0.37685263,-0.44795242,"('egoistic', 'altruistic')",-0.31082493,-0.4618926,1.6762466,1.5637721,0.329523,0.2179757,-0.1115473
26,-0.31090173,-0.36267617,"('hardhearted', 'benevolent')",0.93573415,0.9100845,1.9189337,1.8335742,0.847922,0.7936608,-0.0542612
27,-0.6012857,-0.4981494,"('hardhearted', 'softhearted')",-0.59640884,-0.4975444,1.2757634,1.2490805,0.026023,0.0844622,0.0584392
28,-0.25150833,-0.36084923,"('disloyal', 'loyal')",0.22092122,0.066698134,0.9254234,0.7851131,0.2982788,0.163654,-0.1346248
29,-0.49240962,-0.5001908,"('unfair', 'fair')",-0.63353336,-0.71420425,-0.5576364,-0.6937413,-0.5611931,-0.6360455,-0.0748524
30,0.39945674,0.4216681,"('intolerant', 'tolerant')",0.81667143,0.7218273,1.2673088,1.2648546,0.8278124,0.8027833,-0.0250291
31,-0.83757794,-0.82974106,"('evil', 'good')",-1.7265624,-1.7553682,-0.691529,-0.81636155,-1.0852231,-1.1338236,-0.0486005
32,-0.05108867,-0.017534776,"('unkind', 'kind')",0.9543163,0.83762234,0.80711156,0.67801636,0.5701131,0.499368,-0.0707451
33,-0.033726633,-0.0989607,"('wrong', 'right')",-0.8736826,-0.95087665,-0.27332568,-0.3706713,-0.3935783,-0.4735029,-0.0799246
34,-0.7302769,-0.5207662,"('mean', 'honorable')",-0.21934915,-0.10507174,5.798851,5.996186,1.6164083,1.790116,0.1737077
35,-0.2131131,-0.38488382,"('corrupt', 'incorrupt')",-1.4718575,-1.5508709,0.31698182,0.102085285,-0.4559963,-0.6112232,-0.1552269
36,-1.5051868,-1.6821198,"('hostile', 'amicable')",-1.6146414,-1.7758427,0.7459055,0.49464244,-0.7913076,-0.9877733,-0.1964657
37,-0.36429566,-0.32653296,"('fake', 'genuine')",-0.30304682,-0.27411446,0.34746328,0.4006737,-0.1066264,-0.0666579,0.0399685
38,-1.0842158,-1.0841209,"('untruthful', 'truthful')",-1.4197202,-1.4350994,-0.2916863,-0.25482333,-0.931874,-0.9246812,0.0071928
39,1.4146852,1.4279081,"('exploitative', 'cooperative')",1.5767843,1.6199615,0.021991566,0.011837659,1.004487,1.0199025,0.0154155
