,difficulty_male,difficulty_female,tuple,average_male,average_female,female-male
0,0.06870277,-0.0094553605,"('unsociable', 'sociable')",0.0687028,-0.0094554,-0.0781582
1,1.0523252,1.0037662,"('unfriendly', 'friendly')",1.0523252,1.0037662,-0.048559
2,-0.16201259,-0.09689114,"('unlikable', 'likable')",-0.1620126,-0.0968911,0.0651215
3,0.82679206,0.85926497,"('repellent', 'pleasant')",0.8267921,0.859265,0.0324729
4,-7.4316664,-7.5575166,"('disliked', 'liked')",-7.4316664,-7.5575166,-0.1258502
5,-0.7385153,-0.7191597,"('distant', 'outgoing')",-0.7385153,-0.7191597,0.0193556
6,-0.16647047,-0.21258089,"('distant', 'open')",-0.1664705,-0.2125809,-0.0461104
7,0.9763049,1.0205898,"('insensitive', 'sensitive')",0.9763049,1.0205898,0.0442849
8,0.91707575,0.8584839,"('unaffectionate', 'affectionate')",0.9170758,0.8584839,-0.0585919
9,1.1056736,1.1434594,"('unaffectionate', 'caring')",1.1056736,1.1434594,0.0377858
10,1.6349182,1.5980626,"('unsympathetic', 'sympathetic')",1.6349182,1.5980626,-0.0368556
11,1.623266,1.6056553,"('unhelpful', 'helpful')",1.623266,1.6056553,-0.0176107
12,-1.6903841,-1.7679281,"('unsupportive', 'supportive')",-1.6903841,-1.7679281,-0.077544
13,0.100534916,0.055061564,"('impolite', 'polite')",0.1005349,0.0550616,-0.0454733
14,0.369057,0.29112074,"('antisocial', 'social')",0.369057,0.2911207,-0.0779363
15,-0.051507294,-0.13668019,"('boring', 'funny')",-0.0515073,-0.1366802,-0.0851729
16,-0.74909985,-0.68566126,"('unpopular', 'popular')",-0.7490999,-0.6856613,0.0634386
17,-0.780025,-0.68781704,"('nasty', 'nice')",-0.780025,-0.687817,0.092208
18,-0.2309806,-0.3520116,"('disagreeable', 'welcoming')",-0.2309806,-0.3520116,-0.121031
19,-0.94372,-0.98597556,"('inhospitable', 'hospitable')",-0.94372,-0.9859756,-0.0422556
20,0.9928924,0.9457342,"('rough', 'thoughtful')",0.9928924,0.9457342,-0.0471582
21,0.0059784055,0.047963455,"('immoral', 'moral')",0.0059784,0.0479635,0.0419851
22,-0.30988905,-0.38605145,"('untrustworthy', 'trustworthy')",-0.309889,-0.3860514,-0.0761624
23,6.4437532,6.4564466,"('insincere', 'sincere')",6.4437532,6.4564466,0.0126934
24,1.7545998,1.6173601,"('dishonest', 'honest')",1.7545998,1.6173601,-0.1372397
25,0.6024885,0.5733478,"('egoistic', 'altruistic')",0.6024885,0.5733478,-0.0291407
26,0.5870375,0.5428584,"('hardhearted', 'benevolent')",0.5870375,0.5428584,-0.0441791
27,1.6242319,1.5145512,"('hardhearted', 'softhearted')",1.6242319,1.5145512,-0.1096807
28,1.2533404,1.2076312,"('disloyal', 'loyal')",1.2533404,1.2076312,-0.0457092
29,-0.82387036,-0.91254807,"('unfair', 'fair')",-0.8238704,-0.9125481,-0.0886777
30,1.1565378,1.1097112,"('intolerant', 'tolerant')",1.1565378,1.1097112,-0.0468266
31,-1.7352939,-1.6815882,"('evil', 'good')",-1.7352939,-1.6815882,0.0537057
32,1.1339041,1.0690783,"('unkind', 'kind')",1.1339041,1.0690783,-0.0648258
33,-0.89277816,-0.91878474,"('wrong', 'right')",-0.8927782,-0.9187847,-0.0260065
34,4.454511,4.5938287,"('mean', 'honorable')",4.4545112,4.5938287,0.1393175
35,-1.0082246,-1.1989008,"('corrupt', 'incorrupt')",-1.0082246,-1.1989008,-0.1906762
36,-1.190402,-1.2389643,"('hostile', 'amicable')",-1.190402,-1.2389643,-0.0485623
37,1.0233878,0.9894745,"('fake', 'genuine')",1.0233878,0.9894745,-0.0339133
38,-0.37293586,-0.38795286,"('untruthful', 'truthful')",-0.3729359,-0.3879529,-0.015017
39,0.51031774,0.43586373,"('exploitative', 'cooperative')",0.5103177,0.4358637,-0.074454
40,-0.92929983,-1.1289724,"('stingy', 'generous')",-0.9292998,-1.1289724,-0.1996726
41,-0.11645257,-0.1694607,"('unforgiving', 'forgiving')",-0.1164526,-0.1694607,-0.0530081
42,-1.820314,-1.9707413,"('unreliable', 'reliable')",-1.820314,-1.9707413,-0.1504273
43,1.1259909,1.0995715,"('irresponsible', 'responsible')",1.1259909,1.0995715,-0.0264194
44,-0.8304289,-0.8214274,"('prejudiced', 'unprejudiced')",-0.8304289,-0.8214274,0.0090015
45,0.13105753,0.10034695,"('incompetent', 'competent')",0.1310575,0.100347,-0.0307105
46,0.008053679,-0.110808656,"('uncompetitive', 'competitive')",0.0080537,-0.1108087,-0.1188624
47,5.0149727,5.1989307,"('stupid', 'smart')",5.0149727,5.1989307,0.183958
48,0.6699432,0.61617446,"('unintelligent', 'intelligent')",0.6699432,0.6161745,-0.0537687
49,0.26518387,0.3025247,"('unable', 'able')",0.2651839,0.3025247,0.0373408
50,-0.3670129,-0.4497303,"('clumsy', 'skillful')",-0.3670129,-0.4497303,-0.0827174
51,0.98695666,0.8547463,"('uneducated', 'educated')",0.9869567,0.8547463,-0.1322104
52,-0.9968612,-1.0244036,"('irrational', 'rational')",-0.9968612,-1.0244036,-0.0275424
53,-0.2245364,-0.28766164,"('uncreative', 'creative')",-0.2245364,-0.2876616,-0.0631252
54,0.93167883,0.9531561,"('incapable', 'capable')",0.9316788,0.9531561,0.0214773
55,1.2978541,1.271598,"('incompetent', 'clever')",1.2978541,1.271598,-0.0262561
56,0.72935903,0.66907865,"('impractical', 'practical')",0.729359,0.6690786,-0.0602804
57,-2.490015,-2.5215387,"('unimaginative', 'imaginative')",-2.490015,-2.5215387,-0.0315237
58,0.26925653,0.22178417,"('undiscriminating', 'discriminating')",0.2692565,0.2217842,-0.0474723
59,-0.34858918,-0.38761628,"('foolish', 'wise')",-0.3485892,-0.3876163,-0.0390271
60,0.86901677,0.8966606,"('inefficient', 'efficient')",0.8690168,0.8966606,0.0276438
61,0.30567303,0.15879008,"('illogical', 'logical')",0.305673,0.1587901,-0.1468829
62,0.57076585,0.61147285,"('incompetent', 'brilliant')",0.5707659,0.6114728,0.0407069
63,0.22546257,0.16690405,"('unperceptive', 'insightful')",0.2254626,0.166904,-0.0585586
64,-5.9697104,-6.0277696,"('shy', 'confident')",-5.9697104,-6.0277696,-0.0580592
65,0.56749433,0.5480513,"('insecure', 'secure')",0.5674943,0.5480513,-0.019443
66,-0.1413125,-0.18470748,"('inactive', 'active')",-0.1413125,-0.1847075,-0.043395
67,-0.41563705,-0.35205472,"('doubtful', 'determined')",-0.415637,-0.3520547,0.0635823
68,-0.3341096,-0.42582875,"('dependent', 'independent')",-0.3341096,-0.4258288,-0.0917192
69,-2.5685217,-2.5378957,"('lazy', 'industrious')",-2.5685217,-2.5378957,0.030626
70,1.685981,1.5918974,"('lethargic', 'energetic')",1.685981,1.5918974,-0.0940836
71,0.4093556,0.4417603,"('diffident', 'self-confident')",0.4093556,0.4417603,0.0324047
72,0.79858714,0.90769225,"('unambitious', 'ambitious')",0.7985871,0.9076923,0.1091052
73,-3.1096308,-3.1123173,"('helpless', 'self-reliant')",-3.1096308,-3.1123173,-0.0026865
74,0.5105866,0.3143729,"('undedicated', 'dedicated')",0.5105866,0.3143729,-0.1962137
75,-1.0555106,-0.93438876,"('meek', 'impulsive')",-1.0555106,-0.9343888,0.1211218
76,1.3007492,1.2222987,"('anxious', 'daring')",1.3007492,1.2222987,-0.0784505
77,-1.5417353,-1.3733711,"('unmotivated', 'motivated')",-1.5417353,-1.3733711,0.1683642
78,-0.49520028,-0.5325316,"('nonresilient', 'resilient')",-0.4952003,-0.5325316,-0.0373313
79,-0.46868935,-0.4899879,"('wavering', 'unwavering')",-0.4686894,-0.4899879,-0.0212985
80,0.17258076,0.0621069,"('dominated', 'dominating')",0.1725808,0.0621069,-0.1104739
81,0.74488235,0.72702754,"('submissive', 'aggressive')",0.7448823,0.7270275,-0.0178548
82,6.393649,6.53975,"('poor', 'rich')",6.3936491,6.5397501,0.146101
83,0.049299765,0.043644823,"('powerless', 'powerful')",0.0492998,0.0436448,-0.005655
84,0.4727115,0.50336397,"('inferior', 'superior')",0.4727115,0.503364,0.0306525
