,co-producer_male,co-producer_female,tuple,average_male,average_female,female-male
0,0.73695993,0.2775254,"('unsociable', 'sociable')",0.7369599,0.2775254,-0.4594345
1,-1.6938947,-1.422977,"('unfriendly', 'friendly')",-1.6938947,-1.422977,0.2709177
2,0.45073074,0.58044666,"('unlikable', 'likable')",0.4507307,0.5804467,0.129716
3,0.70557946,0.8163191,"('repellent', 'pleasant')",0.7055795,0.8163191,0.1107396
4,-0.376527,-0.26309597,"('disliked', 'liked')",-0.376527,-0.263096,0.113431
5,-1.3749394,-0.94994086,"('distant', 'outgoing')",-1.3749394,-0.9499409,0.4249985
6,-1.9305117,-1.4459347,"('distant', 'open')",-1.9305117,-1.4459347,0.484577
7,-0.014659837,-0.1663188,"('insensitive', 'sensitive')",-0.0146598,-0.1663188,-0.151659
8,-2.3105447,-2.0384052,"('unaffectionate', 'affectionate')",-2.3105447,-2.0384052,0.2721395
9,-1.287675,-1.0450119,"('unaffectionate', 'caring')",-1.287675,-1.0450119,0.2426631
10,-0.7767754,-1.1139832,"('unsympathetic', 'sympathetic')",-0.7767754,-1.1139832,-0.3372078
11,1.4900973,1.3250693,"('unhelpful', 'helpful')",1.4900973,1.3250693,-0.165028
12,-0.12572458,-0.12645006,"('unsupportive', 'supportive')",-0.1257246,-0.1264501,-0.0007255
13,0.5910448,0.30270943,"('impolite', 'polite')",0.5910448,0.3027094,-0.2883354
14,0.30532113,-0.16794172,"('antisocial', 'social')",0.3053211,-0.1679417,-0.4732628
15,1.0136154,1.2162032,"('boring', 'funny')",1.0136154,1.2162032,0.2025878
16,-0.97624063,-0.61531144,"('unpopular', 'popular')",-0.9762406,-0.6153114,0.3609292
17,0.19187662,0.31837267,"('nasty', 'nice')",0.1918766,0.3183727,0.1264961
18,-1.1178068,-0.8647206,"('disagreeable', 'welcoming')",-1.1178068,-0.8647206,0.2530862
19,-0.98462784,-0.7707293,"('inhospitable', 'hospitable')",-0.9846278,-0.7707293,0.2138985
20,1.2736874,1.1794217,"('rough', 'thoughtful')",1.2736874,1.1794217,-0.0942657
21,-0.04158618,-0.14557311,"('immoral', 'moral')",-0.0415862,-0.1455731,-0.1039869
22,0.81862205,0.9052973,"('untrustworthy', 'trustworthy')",0.8186221,0.9052973,0.0866752
23,0.8570155,0.70411044,"('insincere', 'sincere')",0.8570155,0.7041104,-0.1529051
24,-0.3225305,-0.31258038,"('dishonest', 'honest')",-0.3225305,-0.3125804,0.0099501
25,-0.6229054,-0.34081444,"('egoistic', 'altruistic')",-0.6229054,-0.3408144,0.282091
26,-0.36216658,-0.45810166,"('hardhearted', 'benevolent')",-0.3621666,-0.4581017,-0.0959351
27,-1.4818552,-1.2273768,"('hardhearted', 'softhearted')",-1.4818552,-1.2273768,0.2544784
28,-0.42404383,-0.53799605,"('disloyal', 'loyal')",-0.4240438,-0.5379961,-0.1139523
29,0.21985084,0.27779222,"('unfair', 'fair')",0.2198508,0.2777922,0.0579414
30,0.6609378,0.35682645,"('intolerant', 'tolerant')",0.6609378,0.3568265,-0.3041113
31,-1.3736558,-0.9096057,"('evil', 'good')",-1.3736558,-0.9096057,0.4640501
32,-0.267618,-0.36329028,"('unkind', 'kind')",-0.267618,-0.3632903,-0.0956723
33,0.08520029,0.20865725,"('wrong', 'right')",0.0852003,0.2086572,0.1234569
34,0.8090187,1.0113829,"('mean', 'honorable')",0.8090187,1.0113829,0.2023642
35,-0.33373457,-0.11179364,"('corrupt', 'incorrupt')",-0.3337346,-0.1117936,0.221941
36,-0.44857594,-0.22727846,"('hostile', 'amicable')",-0.4485759,-0.2272785,0.2212974
37,-0.06992485,-0.05356704,"('fake', 'genuine')",-0.0699248,-0.053567,0.0163578
38,0.010536842,0.05205609,"('untruthful', 'truthful')",0.0105368,0.0520561,0.0415193
39,3.0727644,2.771851,"('exploitative', 'cooperative')",3.0727644,2.7718511,-0.3009133
40,-0.6142727,-0.73577565,"('stingy', 'generous')",-0.6142727,-0.7357756,-0.1215029
41,0.19194894,-0.04369334,"('unforgiving', 'forgiving')",0.1919489,-0.0436933,-0.2356422
42,0.83206785,0.8684524,"('unreliable', 'reliable')",0.8320678,0.8684524,0.0363846
43,0.7911068,0.7456795,"('irresponsible', 'responsible')",0.7911068,0.7456795,-0.0454273
44,0.38016725,0.28909084,"('prejudiced', 'unprejudiced')",0.3801672,0.2890908,-0.0910764
45,-0.0047791004,-0.16453007,"('incompetent', 'competent')",-0.0047791,-0.1645301,-0.159751
46,0.33641842,0.105736956,"('uncompetitive', 'competitive')",0.3364184,0.105737,-0.2306814
47,0.3585477,0.34526402,"('stupid', 'smart')",0.3585477,0.345264,-0.0132837
48,-1.4562852,-1.7347858,"('unintelligent', 'intelligent')",-1.4562852,-1.7347858,-0.2785006
