,zoetis_male,zoetis_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.25595248,-0.3413157,"('unsociable', 'sociable')",-0.15971705,-0.26074412,-0.2078348,-0.3010299,-0.0931951
1,-0.52981335,-0.59958094,"('unfriendly', 'friendly')",1.2681816,1.0745031,0.3691841,0.2374611,-0.131723
2,0.80509716,0.86768025,"('unlikable', 'likable')",0.72420174,0.82332957,0.7646495,0.8455049,0.0808554
3,-0.5829821,-0.4692684,"('repellent', 'pleasant')",-0.007951753,0.054449927,-0.2954669,-0.2074092,0.0880577
4,-0.6270586,-0.65577155,"('disliked', 'liked')",-5.81968,-5.819964,-3.2233694,-3.2378678,-0.0144984
5,-1.7256522,-1.7178046,"('distant', 'outgoing')",-0.7386755,-0.77698153,-1.2321639,-1.247393,-0.0152291
6,-1.9388183,-1.9071978,"('distant', 'open')",-0.36056843,-0.45426697,-1.1496934,-1.1807324,-0.031039
7,-0.10853799,-0.06711914,"('insensitive', 'sensitive')",0.210473,0.2689803,0.0509675,0.1009306,0.0499631
8,-0.5229046,-0.57396656,"('unaffectionate', 'affectionate')",0.41661003,0.2652722,-0.0531473,-0.1543472,-0.1011999
9,-0.7669405,-0.7473263,"('unaffectionate', 'caring')",0.65441066,0.56125855,-0.0562649,-0.0930339,-0.036769
10,-0.34963524,-0.2966503,"('unsympathetic', 'sympathetic')",-0.45824066,-0.45399293,-0.4039379,-0.3753216,0.0286163
11,0.62044466,0.66949993,"('unhelpful', 'helpful')",1.6627898,1.7073785,1.1416173,1.1884392,0.0468219
12,0.7009181,0.86919194,"('unsupportive', 'supportive')",-1.7645369,-1.6652279,-0.5318094,-0.398018,0.1337914
13,-0.37504286,-0.39951038,"('impolite', 'polite')",-0.5962782,-0.6058938,-0.4856605,-0.5027021,-0.0170416
14,0.7551665,0.7542894,"('antisocial', 'social')",-0.15260805,-0.14242624,0.3012792,0.3059316,0.0046524
15,-0.5094449,-0.6198313,"('boring', 'funny')",0.6207749,0.57028115,0.055665,-0.0247751,-0.0804401
16,-1.6204293,-1.6114515,"('unpopular', 'popular')",0.33088654,0.33349216,-0.6447713,-0.6389797,0.0057916
17,0.07121075,0.14877711,"('nasty', 'nice')",-0.16595341,-0.1505131,-0.0473713,-0.000868,0.0465033
18,0.26686347,0.33133823,"('disagreeable', 'welcoming')",-0.3935545,-0.4376636,-0.0633455,-0.0531627,0.0101828
19,-1.6896867,-1.6662474,"('inhospitable', 'hospitable')",-0.48602343,-0.45466858,-1.0878551,-1.0604579,0.0273972
20,0.7142539,0.6775355,"('rough', 'thoughtful')",1.3648499,1.2935256,1.039552,0.9855305,-0.0540215
21,1.1576722,1.1404481,"('immoral', 'moral')",-0.09736295,-0.047880895,0.5301546,0.5462836,0.016129
22,0.7285235,0.71862155,"('untrustworthy', 'trustworthy')",-0.47200778,-0.54803264,0.1282579,0.0852945,-0.0429634
23,0.65654844,0.6635217,"('insincere', 'sincere')",5.004,4.882134,2.8302743,2.7728279,-0.0574464
24,-0.36390817,-0.40803015,"('dishonest', 'honest')",0.35906887,0.2598209,-0.0024197,-0.0741046,-0.0716849
25,-0.33318532,-0.40929294,"('egoistic', 'altruistic')",1.336029,1.2512386,0.5014219,0.4209728,-0.0804491
26,0.69559973,0.6069677,"('hardhearted', 'benevolent')",1.9080055,1.8322337,1.3018026,1.2196007,-0.0822019
27,0.74114823,0.7893675,"('hardhearted', 'softhearted')",1.1286683,1.0173794,0.9349083,0.9033735,-0.0315348
28,-0.17716122,-0.27473876,"('disloyal', 'loyal')",0.80816966,0.6435895,0.3155042,0.1844254,-0.1310788
29,-0.9077622,-1.0227246,"('unfair', 'fair')",-0.58169293,-0.73928726,-0.7447276,-0.8810059,-0.1362783
30,1.1013594,1.0606878,"('intolerant', 'tolerant')",1.6423253,1.5909007,1.3718424,1.3257942,-0.0460482
31,-1.264692,-1.1559108,"('evil', 'good')",-1.0762477,-1.1340848,-1.1704698,-1.1449978,0.025472
32,0.4797211,0.4206515,"('unkind', 'kind')",1.0185814,0.9026108,0.7491512,0.6616311,-0.0875201
