,epee_male,epee_female,tuple,average_male,average_female,female-male
0,-0.069489494,-0.23028971,"('unsociable', 'sociable')",-0.0694895,-0.2302897,-0.1608002
1,-1.9835643,-1.8910841,"('unfriendly', 'friendly')",-1.9835643,-1.8910841,0.0924802
2,0.824192,1.1283518,"('unlikable', 'likable')",0.824192,1.1283518,0.3041598
3,-0.122431785,-0.05594494,"('repellent', 'pleasant')",-0.1224318,-0.0559449,0.0664869
4,-2.4628963,-2.3217158,"('disliked', 'liked')",-2.4628963,-2.3217158,0.1411805
5,-1.7232473,-1.5436884,"('distant', 'outgoing')",-1.7232473,-1.5436884,0.1795589
6,-1.258599,-1.12344,"('distant', 'open')",-1.258599,-1.12344,0.135159
7,0.0077244006,0.12518433,"('insensitive', 'sensitive')",0.0077244,0.1251843,0.1174599
8,-1.7861494,-1.61582,"('unaffectionate', 'affectionate')",-1.7861494,-1.6158201,0.1703293
9,-1.8407125,-1.7259262,"('unaffectionate', 'caring')",-1.8407125,-1.7259262,0.1147863
10,0.054143663,-0.19599862,"('unsympathetic', 'sympathetic')",0.0541437,-0.1959986,-0.2501423
11,0.30267322,0.44642115,"('unhelpful', 'helpful')",0.3026732,0.4464211,0.1437479
12,-1.6762903,-1.4053379,"('unsupportive', 'supportive')",-1.6762903,-1.4053379,0.2709524
13,0.07322826,0.17453112,"('impolite', 'polite')",0.0732283,0.1745311,0.1013028
14,0.26548553,0.2381058,"('antisocial', 'social')",0.2654855,0.2381058,-0.0273797
15,0.57370764,0.50053835,"('boring', 'funny')",0.5737076,0.5005383,-0.0731693
16,-0.35233873,-0.24158747,"('unpopular', 'popular')",-0.3523387,-0.2415875,0.1107512
17,-0.11023866,-0.24866706,"('nasty', 'nice')",-0.1102387,-0.2486671,-0.1384284
18,-1.4291617,-1.1772325,"('disagreeable', 'welcoming')",-1.4291617,-1.1772325,0.2519292
19,-1.4025067,-1.3591031,"('inhospitable', 'hospitable')",-1.4025067,-1.3591031,0.0434036
20,0.9259781,0.9631357,"('rough', 'thoughtful')",0.9259781,0.9631357,0.0371576
21,0.3576312,0.49329126,"('immoral', 'moral')",0.3576312,0.4932913,0.1356601
22,-0.05275719,0.11003983,"('untrustworthy', 'trustworthy')",-0.0527572,0.1100398,0.162797
23,1.1601297,1.166949,"('insincere', 'sincere')",1.1601297,1.166949,0.0068193
24,0.052607812,0.0036811847,"('dishonest', 'honest')",0.0526078,0.0036812,-0.0489266
25,-0.015435498,-0.1757066,"('egoistic', 'altruistic')",-0.0154355,-0.1757066,-0.1602711
26,0.39497647,0.11218247,"('hardhearted', 'benevolent')",0.3949765,0.1121825,-0.282794
27,0.11605834,0.014195031,"('hardhearted', 'softhearted')",0.1160583,0.014195,-0.1018633
28,0.46467364,0.25568944,"('disloyal', 'loyal')",0.4646736,0.2556894,-0.2089842
29,-0.7230826,-0.7488056,"('unfair', 'fair')",-0.7230826,-0.7488056,-0.025723
30,0.032972235,0.014944378,"('intolerant', 'tolerant')",0.0329722,0.0149444,-0.0180278
31,-1.5245137,-1.3558214,"('evil', 'good')",-1.5245137,-1.3558214,0.1686923
32,0.18054226,0.1456748,"('unkind', 'kind')",0.1805423,0.1456748,-0.0348675
33,-0.35921395,-0.24066067,"('wrong', 'right')",-0.3592139,-0.2406607,0.1185532
34,1.9905778,2.0491235,"('mean', 'honorable')",1.9905778,2.0491235,0.0585457
35,-0.120405346,-0.329619,"('corrupt', 'incorrupt')",-0.1204053,-0.329619,-0.2092137
36,-0.43368906,-0.55098313,"('hostile', 'amicable')",-0.4336891,-0.5509831,-0.117294
37,0.3953593,0.58229196,"('fake', 'genuine')",0.3953593,0.582292,0.1869327
38,-0.89269716,-0.69398,"('untruthful', 'truthful')",-0.8926972,-0.69398,0.1987172
39,0.3648082,0.56225604,"('exploitative', 'cooperative')",0.3648082,0.562256,0.1974478
40,-0.8483292,-0.82140404,"('stingy', 'generous')",-0.8483292,-0.821404,0.0269252
41,0.25237435,0.12364716,"('unforgiving', 'forgiving')",0.2523744,0.1236472,-0.1287272
42,0.103797466,0.3015959,"('unreliable', 'reliable')",0.1037975,0.3015959,0.1977984
43,-0.3122427,0.033250477,"('irresponsible', 'responsible')",-0.3122427,0.0332505,0.3454932
44,-0.506526,-0.25092974,"('prejudiced', 'unprejudiced')",-0.506526,-0.2509297,0.2555963
45,0.3064649,0.22257006,"('incompetent', 'competent')",0.3064649,0.2225701,-0.0838948
46,-0.4684561,-0.39590454,"('uncompetitive', 'competitive')",-0.4684561,-0.3959045,0.0725516
47,2.0737803,2.0512574,"('stupid', 'smart')",2.0737803,2.0512574,-0.0225229
48,-0.62708724,-0.6168553,"('unintelligent', 'intelligent')",-0.6270872,-0.6168553,0.0102319
49,-0.4655735,-0.17161956,"('unable', 'able')",-0.4655735,-0.1716196,0.2939539
50,0.95587677,0.95480293,"('clumsy', 'skillful')",0.9558768,0.9548029,-0.0010739
51,-0.06562297,-0.26773065,"('uneducated', 'educated')",-0.065623,-0.2677307,-0.2021077
52,-0.47410256,-0.48148155,"('irrational', 'rational')",-0.4741026,-0.4814816,-0.007379
53,-0.9430661,-0.83938044,"('uncreative', 'creative')",-0.9430661,-0.8393804,0.1036857
54,0.06143163,0.12113868,"('incapable', 'capable')",0.0614316,0.1211387,0.0597071
55,0.12806328,0.17334339,"('incompetent', 'clever')",0.1280633,0.1733434,0.0452801
56,1.1929752,1.1857448,"('impractical', 'practical')",1.1929752,1.1857448,-0.0072304
57,-0.7203776,-0.84106696,"('unimaginative', 'imaginative')",-0.7203776,-0.841067,-0.1206894
58,0.66685176,0.5490796,"('undiscriminating', 'discriminating')",0.6668518,0.5490796,-0.1177722
59,-0.48695013,-0.38003778,"('foolish', 'wise')",-0.4869501,-0.3800378,0.1069123
60,0.4893421,0.68158084,"('inefficient', 'efficient')",0.4893421,0.6815808,0.1922387
61,0.16373715,0.12917244,"('illogical', 'logical')",0.1637371,0.1291724,-0.0345647
62,0.36692488,0.7763532,"('incompetent', 'brilliant')",0.3669249,0.7763532,0.4094283
63,-0.18355536,-0.01559487,"('unperceptive', 'insightful')",-0.1835554,-0.0155949,0.1679605
64,-1.8845044,-1.7853445,"('shy', 'confident')",-1.8845044,-1.7853445,0.0991599
65,0.36418796,0.28401324,"('insecure', 'secure')",0.364188,0.2840132,-0.0801748
66,-0.34314758,-0.41566294,"('inactive', 'active')",-0.3431476,-0.4156629,-0.0725153
67,0.36059657,0.2884601,"('doubtful', 'determined')",0.3605966,0.2884601,-0.0721365
68,-0.39584878,-0.30812418,"('dependent', 'independent')",-0.3958488,-0.3081242,0.0877246
69,0.72866124,0.7494052,"('lazy', 'industrious')",0.7286612,0.7494052,0.020744
70,0.9912272,0.9663693,"('lethargic', 'energetic')",0.9912272,0.9663693,-0.0248579
71,-1.286093,-1.0858324,"('diffident', 'self-confident')",-1.286093,-1.0858324,0.2002606
72,0.035846684,0.08041829,"('unambitious', 'ambitious')",0.0358467,0.0804183,0.0445716
73,-0.9888811,-0.72271216,"('helpless', 'self-reliant')",-0.9888811,-0.7227122,0.2661689
74,-0.3114441,-0.17492054,"('undedicated', 'dedicated')",-0.3114441,-0.1749205,0.1365236
75,0.32627165,0.36174747,"('meek', 'impulsive')",0.3262717,0.3617475,0.0354758
76,0.6390835,0.77650154,"('anxious', 'daring')",0.6390835,0.7765015,0.137418
77,-1.0429238,-0.901924,"('unmotivated', 'motivated')",-1.0429238,-0.901924,0.1409998
78,-0.5444273,-0.4974604,"('nonresilient', 'resilient')",-0.5444273,-0.4974604,0.0469669
79,0.210542,0.033550628,"('wavering', 'unwavering')",0.210542,0.0335506,-0.1769914
80,-0.0006193742,-0.09082605,"('dominated', 'dominating')",-0.0006194,-0.090826,-0.0902066
81,0.4514313,0.25640675,"('submissive', 'aggressive')",0.4514313,0.2564068,-0.1950245
82,1.7489284,1.6255279,"('poor', 'rich')",1.7489284,1.6255279,-0.1234005
83,-0.19690834,-0.2437543,"('powerless', 'powerful')",-0.1969083,-0.2437543,-0.046846
84,0.26289752,0.20383082,"('inferior', 'superior')",0.2628975,0.2038308,-0.0590667
85,-1.08952,-0.9036292,"('insignificant', 'prestigious')",-1.08952,-0.9036292,0.1858908
86,-0.9064961,-1.1638029,"('uninfluential', 'influential')",-0.9064961,-1.1638029,-0.2573068
87,-0.907819,-0.71734655,"('unsuccessful', 'successful')",-0.907819,-0.7173465,0.1904725
88,-0.5008391,-0.4548865,"('low', 'eminent')",-0.5008391,-0.4548865,0.0459526
