,subsection_male,subsection_female,tuple,average_male,average_female,female-male
0,-0.0054303017,-0.4615582,"('unsociable', 'sociable')",-0.0054303,-0.4615582,-0.4561279
1,-1.1506418,-1.0226066,"('unfriendly', 'friendly')",-1.1506418,-1.0226066,0.1280352
2,-0.057927564,-0.065121576,"('unlikable', 'likable')",-0.0579276,-0.0651216,-0.007194
3,-0.18454435,-0.08586583,"('repellent', 'pleasant')",-0.1845444,-0.0858658,0.0986786
4,-3.2559288,-2.9939551,"('disliked', 'liked')",-3.2559288,-2.9939551,0.2619737
5,-0.9595379,-0.48499268,"('distant', 'outgoing')",-0.9595379,-0.4849927,0.4745452
6,-0.89916563,-0.46625513,"('distant', 'open')",-0.8991656,-0.4662551,0.4329105
7,0.22879697,0.20894371,"('insensitive', 'sensitive')",0.228797,0.2089437,-0.0198533
8,-1.3365334,-1.3140882,"('unaffectionate', 'affectionate')",-1.3365334,-1.3140882,0.0224452
9,-1.2372485,-1.1852763,"('unaffectionate', 'caring')",-1.2372485,-1.1852763,0.0519722
10,0.06331197,-0.26377422,"('unsympathetic', 'sympathetic')",0.063312,-0.2637742,-0.3270862
11,0.4875039,0.33698067,"('unhelpful', 'helpful')",0.4875039,0.3369807,-0.1505232
12,-1.5232538,-1.5208627,"('unsupportive', 'supportive')",-1.5232538,-1.5208627,0.0023911
13,0.06185449,-0.29422474,"('impolite', 'polite')",0.0618545,-0.2942247,-0.3560792
14,1.0648079,0.55431587,"('antisocial', 'social')",1.0648079,0.5543159,-0.510492
15,-0.19889331,-0.35384008,"('boring', 'funny')",-0.1988933,-0.3538401,-0.1549468
16,-0.75199556,-0.47317606,"('unpopular', 'popular')",-0.7519956,-0.4731761,0.2788195
17,-0.4141785,-0.35158473,"('nasty', 'nice')",-0.4141785,-0.3515847,0.0625938
18,-1.4098971,-1.2508458,"('disagreeable', 'welcoming')",-1.4098971,-1.2508458,0.1590513
19,-1.5808818,-1.1743301,"('inhospitable', 'hospitable')",-1.5808818,-1.1743301,0.4065517
20,0.777241,0.6150808,"('rough', 'thoughtful')",0.777241,0.6150808,-0.1621602
21,0.3234487,0.047050446,"('immoral', 'moral')",0.3234487,0.0470504,-0.2763983
22,0.43469438,0.0903021,"('untrustworthy', 'trustworthy')",0.4346944,0.0903021,-0.3443923
23,2.1952434,2.1486237,"('insincere', 'sincere')",2.1952434,2.1486237,-0.0466197
24,-0.13198316,-0.22768663,"('dishonest', 'honest')",-0.1319832,-0.2276866,-0.0957034
25,-0.74398214,-0.72450894,"('egoistic', 'altruistic')",-0.7439821,-0.7245089,0.0194732
26,0.1510081,-0.08569886,"('hardhearted', 'benevolent')",0.1510081,-0.0856989,-0.236707
27,-0.26003674,-0.23926434,"('hardhearted', 'softhearted')",-0.2600367,-0.2392643,0.0207724
28,-0.1343915,-0.3938124,"('disloyal', 'loyal')",-0.1343915,-0.3938124,-0.2594209
29,-1.0425754,-1.1845274,"('unfair', 'fair')",-1.0425754,-1.1845274,-0.141952
30,0.5239497,0.3696843,"('intolerant', 'tolerant')",0.5239497,0.3696843,-0.1542654
31,-2.1941772,-1.9332958,"('evil', 'good')",-2.1941772,-1.9332958,0.2608814
32,0.2868266,0.17410022,"('unkind', 'kind')",0.2868266,0.1741002,-0.1127264
33,-1.0028766,-1.0337245,"('wrong', 'right')",-1.0028766,-1.0337245,-0.0308479
34,1.7552594,2.169293,"('mean', 'honorable')",1.7552594,2.1692929,0.4140335
35,-0.95934093,-0.8078942,"('corrupt', 'incorrupt')",-0.9593409,-0.8078942,0.1514467
36,-1.813879,-1.536197,"('hostile', 'amicable')",-1.813879,-1.5361969,0.2776821
37,0.19647841,0.2358663,"('fake', 'genuine')",0.1964784,0.2358663,0.0393879
38,-0.22913834,-0.13358444,"('untruthful', 'truthful')",-0.2291383,-0.1335844,0.0955539
39,0.084955394,-0.094053194,"('exploitative', 'cooperative')",0.0849554,-0.0940532,-0.1790086
40,-1.871337,-1.8138711,"('stingy', 'generous')",-1.8713371,-1.8138711,0.057466
41,-0.048394445,-0.1249547,"('unforgiving', 'forgiving')",-0.0483944,-0.1249547,-0.0765603
42,-0.15332568,-0.29854318,"('unreliable', 'reliable')",-0.1533257,-0.2985432,-0.1452175
43,0.34837484,0.079754815,"('irresponsible', 'responsible')",0.3483748,0.0797548,-0.26862
44,-0.19110626,-0.006745001,"('prejudiced', 'unprejudiced')",-0.1911063,-0.006745,0.1843613
45,0.562828,0.37256554,"('incompetent', 'competent')",0.562828,0.3725655,-0.1902625
46,-0.12558512,-0.40493232,"('uncompetitive', 'competitive')",-0.1255851,-0.4049323,-0.2793472
47,2.2526312,2.2398589,"('stupid', 'smart')",2.2526312,2.2398589,-0.0127723
48,-1.0441358,-1.0552717,"('unintelligent', 'intelligent')",-1.0441358,-1.0552717,-0.0111359
49,-0.7253383,-0.31699127,"('unable', 'able')",-0.7253383,-0.3169913,0.408347
