,self_male,self_female,tuple,average_male,average_female,female-male
0,-0.2520575,-0.49606797,"('unsociable', 'sociable')",-0.2520575,-0.496068,-0.2440105
1,1.9036622,1.8588895,"('unfriendly', 'friendly')",1.9036622,1.8588895,-0.0447727
2,0.79710853,0.879952,"('unlikable', 'likable')",0.7971085,0.879952,0.0828435
3,0.9415224,1.0992583,"('repellent', 'pleasant')",0.9415224,1.0992583,0.1577359
4,-6.85672,-6.793805,"('disliked', 'liked')",-6.85672,-6.7938051,0.0629149
5,0.13902447,0.13662528,"('distant', 'outgoing')",0.1390245,0.1366253,-0.0023992
6,0.44578078,0.46482056,"('distant', 'open')",0.4457808,0.4648206,0.0190398
7,1.3425463,1.311181,"('insensitive', 'sensitive')",1.3425463,1.3111809,-0.0313654
8,1.1218147,1.0324566,"('unaffectionate', 'affectionate')",1.1218147,1.0324566,-0.0893581
9,1.4422224,1.4313419,"('unaffectionate', 'caring')",1.4422224,1.4313419,-0.0108805
10,0.8979218,0.8690534,"('unsympathetic', 'sympathetic')",0.8979218,0.8690534,-0.0288684
11,2.2720473,2.232789,"('unhelpful', 'helpful')",2.2720473,2.232789,-0.0392583
12,-1.3853314,-1.4454342,"('unsupportive', 'supportive')",-1.3853314,-1.4454342,-0.0601028
13,0.10611445,-0.032247793,"('impolite', 'polite')",0.1061144,-0.0322478,-0.1383622
14,-0.307441,-0.44198692,"('antisocial', 'social')",-0.307441,-0.4419869,-0.1345459
15,0.5115432,0.54185957,"('boring', 'funny')",0.5115432,0.5418596,0.0303164
16,-0.3052351,-0.18365324,"('unpopular', 'popular')",-0.3052351,-0.1836532,0.1215819
17,0.29237467,0.30730614,"('nasty', 'nice')",0.2923747,0.3073061,0.0149314
18,-0.10921504,-0.14704016,"('disagreeable', 'welcoming')",-0.109215,-0.1470402,-0.0378252
19,0.43716526,0.48577327,"('inhospitable', 'hospitable')",0.4371653,0.4857733,0.048608
20,1.0084375,0.9099082,"('rough', 'thoughtful')",1.0084375,0.9099082,-0.0985293
21,0.13890997,0.15204608,"('immoral', 'moral')",0.13891,0.1520461,0.0131361
22,-0.110610895,-0.20154734,"('untrustworthy', 'trustworthy')",-0.1106109,-0.2015473,-0.0909364
23,6.948709,7.0019407,"('insincere', 'sincere')",6.948709,7.0019407,0.0532317
24,2.1931906,2.1837633,"('dishonest', 'honest')",2.1931906,2.1837633,-0.0094273
25,0.74420595,0.59924895,"('egoistic', 'altruistic')",0.744206,0.5992489,-0.1449571
26,0.1761053,0.13044338,"('hardhearted', 'benevolent')",0.1761053,0.1304434,-0.0456619
27,1.6511126,1.520796,"('hardhearted', 'softhearted')",1.6511126,1.5207959,-0.1303167
28,1.4552588,1.4151176,"('disloyal', 'loyal')",1.4552588,1.4151176,-0.0401412
29,-0.029875929,-0.19046454,"('unfair', 'fair')",-0.0298759,-0.1904645,-0.1605886
30,1.148447,0.984746,"('intolerant', 'tolerant')",1.148447,0.984746,-0.163701
31,-0.9087013,-0.8250133,"('evil', 'good')",-0.9087013,-0.8250133,0.083688
32,1.1679728,1.0356935,"('unkind', 'kind')",1.1679728,1.0356935,-0.1322793
