,sari_male,sari_female,tuple,average_male,average_female,female-male
0,0.47388452,0.40687966,"('unsociable', 'sociable')",0.4738845,0.4068797,-0.0670048
1,-0.95313525,-1.1131792,"('unfriendly', 'friendly')",-0.9531353,-1.1131792,-0.1600439
2,0.79842013,0.8437403,"('unlikable', 'likable')",0.7984201,0.8437403,0.0453202
3,-0.09493446,0.07470444,"('repellent', 'pleasant')",-0.0949345,0.0747044,0.1696389
4,-1.86489,-2.1478038,"('disliked', 'liked')",-1.86489,-2.1478038,-0.2829138
5,-1.0679911,-1.2196296,"('distant', 'outgoing')",-1.0679911,-1.2196296,-0.1516385
6,-1.3833834,-1.5297515,"('distant', 'open')",-1.3833834,-1.5297515,-0.1463681
7,0.26597476,0.4184281,"('insensitive', 'sensitive')",0.2659748,0.4184281,0.1524533
8,-1.104773,-1.1623677,"('unaffectionate', 'affectionate')",-1.104773,-1.1623677,-0.0575947
9,-0.3752657,-0.46020496,"('unaffectionate', 'caring')",-0.3752657,-0.460205,-0.0849393
10,-0.31974605,-0.2685116,"('unsympathetic', 'sympathetic')",-0.319746,-0.2685116,0.0512344
11,1.1938598,1.2254653,"('unhelpful', 'helpful')",1.1938598,1.2254653,0.0316055
12,-0.950454,-1.0542438,"('unsupportive', 'supportive')",-0.950454,-1.0542438,-0.1037898
13,-0.17364849,-0.03236748,"('impolite', 'polite')",-0.1736485,-0.0323675,0.141281
14,0.5960182,0.8033995,"('antisocial', 'social')",0.5960182,0.8033995,0.2073813
15,1.3178064,1.0822608,"('boring', 'funny')",1.3178064,1.0822608,-0.2355456
16,0.29719907,0.20811798,"('unpopular', 'popular')",0.2971991,0.208118,-0.0890811
17,0.23795794,0.115394205,"('nasty', 'nice')",0.2379579,0.1153942,-0.1225637
18,-1.1104413,-0.9520901,"('disagreeable', 'welcoming')",-1.1104413,-0.9520901,0.1583512
19,-0.26120362,-0.42436448,"('inhospitable', 'hospitable')",-0.2612036,-0.4243645,-0.1631609
20,0.3240173,0.39740196,"('rough', 'thoughtful')",0.3240173,0.397402,0.0733847
21,0.06663942,0.2017949,"('immoral', 'moral')",0.0666394,0.2017949,0.1351555
22,0.08531691,0.2381221,"('untrustworthy', 'trustworthy')",0.0853169,0.2381221,0.1528052
23,1.9974611,2.2337348,"('insincere', 'sincere')",1.9974611,2.2337348,0.2362737
24,-0.10168866,0.071156755,"('dishonest', 'honest')",-0.1016887,0.0711568,0.1728455
25,0.11695421,-0.07553922,"('egoistic', 'altruistic')",0.1169542,-0.0755392,-0.1924934
