,lyondellbasell_male,lyondellbasell_female,tuple,industries_male,industries_female,n_male,n_female,v_male,v_female,average_male,average_female,female-male
0,-0.5335819,-0.52163464,"('unsociable', 'sociable')",0.8370212,0.64790475,0.09767811,0.009076439,0.25390723,0.17691365,0.1637562,0.0780651,-0.0856911
1,-0.75763494,-0.7995246,"('unfriendly', 'friendly')",-0.20465405,-0.34579644,-0.714447,-0.74580896,0.07526316,-0.007835373,-0.4003682,-0.4747413,-0.0743731
2,0.62794465,0.6792865,"('unlikable', 'likable')",0.26819354,0.3999331,0.8248079,0.96150595,0.14395145,0.1974645,0.4662244,0.5595475,0.0933231
3,-0.38574344,-0.25795656,"('repellent', 'pleasant')",0.443664,0.51474744,1.0267731,1.0349007,0.8994672,0.9904659,0.4960402,0.5705394,0.0744992
4,-0.2179045,-0.26292413,"('disliked', 'liked')",-0.44732475,-0.47303942,1.1660178,1.1484075,-5.2598033,-5.349754,-1.1897537,-1.2343276,-0.0445739
5,-0.16842046,-0.1787644,"('distant', 'outgoing')",-0.99413216,-0.8840828,-0.10571548,-0.052830156,-1.1208276,-1.0739911,-0.5972739,-0.547417,0.0498569
6,-0.489892,-0.46997118,"('distant', 'open')",-1.5094368,-1.4100457,-0.038504384,0.07954827,-0.50528926,-0.4450926,-0.6357806,-0.5613903,0.0743903
7,0.65572566,0.7009749,"('insensitive', 'sensitive')",1.2467113,1.2080415,-0.7309404,-0.7363957,0.63903636,0.59098405,0.4526333,0.4409012,-0.0117321
8,-0.51393205,-0.4993143,"('unaffectionate', 'affectionate')",-0.2677738,-0.34697384,-0.5803759,-0.5202515,-0.5359912,-0.6041744,-0.4745182,-0.4926785,-0.0181603
9,-0.61987513,-0.6137321,"('unaffectionate', 'caring')",0.34930807,0.25138372,-0.05899645,-0.07275458,0.7442558,0.7041542,0.1036731,0.0672628,-0.0364103
10,-0.1429802,-0.09990313,"('unsympathetic', 'sympathetic')",0.7233327,0.5925336,-0.5783692,-0.6101357,0.29666036,0.31792971,0.0746609,0.0501061,-0.0245548
11,-0.09487811,-0.08481997,"('unhelpful', 'helpful')",1.2902088,1.2223568,-0.0964917,-0.074994065,2.0076313,2.0347426,0.7766176,0.7743213,-0.0022963
12,0.37822697,0.44661453,"('unsupportive', 'supportive')",0.58305365,0.58714765,0.5648538,0.55688876,-1.1892704,-1.1828655,0.084216,0.1019464,0.0177304
13,-0.19768879,-0.20881057,"('impolite', 'polite')",1.2350626,1.2164698,-0.86978495,-0.91453326,0.2640328,0.23205855,0.1079054,0.0812961,-0.0266093
14,0.53415114,0.5782299,"('antisocial', 'social')",2.3801033,2.337221,1.0109415,0.957064,0.25945675,0.2725513,1.0461632,1.0362666,-0.0098966
15,0.4628647,0.40469432,"('boring', 'funny')",-0.10987386,-0.15366006,0.85536146,0.8544268,0.09298069,0.022352152,0.3253333,0.2819533,-0.04338
16,-0.2671863,-0.18901458,"('unpopular', 'popular')",-1.1081823,-1.0139844,-0.44899803,-0.39178637,0.8482642,0.9179051,-0.2440256,-0.1692201,0.0748055
17,0.026511643,0.015629565,"('nasty', 'nice')",-0.099723905,-0.028791726,-0.16275302,-0.17372173,0.073239304,0.09758629,-0.0406815,-0.0223244,0.0183571
18,-0.67762554,-0.5928765,"('disagreeable', 'welcoming')",-0.8472472,-0.78596365,-1.0298482,-0.88442385,-1.3820769,-1.3320318,-0.9841994,-0.898824,0.0853754
19,-0.48310885,-0.5109247,"('inhospitable', 'hospitable')",-1.08435,-1.0704758,-0.26047483,-0.14033808,0.17537948,0.22365654,-0.4131385,-0.3745205,0.038618
20,-0.08623262,-0.12274899,"('rough', 'thoughtful')",0.1611956,0.15699598,0.18558794,0.121556856,0.16766456,0.13240701,0.1070539,0.0720527,-0.0350012
21,-0.2804247,-0.2730767,"('immoral', 'moral')",0.46892118,0.477191,0.08278896,0.123461425,0.38368362,0.5061735,0.1637423,0.2084373,0.044695
22,0.70061964,0.6798483,"('untrustworthy', 'trustworthy')",0.3231318,0.25728917,0.34379762,0.31350058,-0.5551303,-0.54697406,0.2031047,0.175916,-0.0271887
23,0.3971157,0.3653399,"('insincere', 'sincere')",0.29301047,0.24583746,-0.53820646,-0.56183,5.2415295,5.236947,1.3483623,1.3215736,-0.0267887
24,0.3429779,0.32963526,"('dishonest', 'honest')",-0.035970427,0.014289193,-1.3533472,-1.3136857,0.26188096,0.23443669,-0.1961147,-0.1838311,0.0122836
25,-0.37290424,-0.2662742,"('egoistic', 'altruistic')",-0.23277208,-0.21967012,0.16320044,0.14795953,-0.088829115,-0.019474663,-0.1328262,-0.0893649,0.0434613
26,0.1335207,0.11378315,"('hardhearted', 'benevolent')",1.6070254,1.4621753,0.6346039,0.5802941,0.28557697,0.15271601,0.6651818,0.5772421,-0.0879397
27,-0.7941395,-0.83039546,"('hardhearted', 'softhearted')",-0.27513713,-0.3719669,-1.0453613,-1.1149739,0.7294607,0.5726136,-0.3462943,-0.4361806,-0.0898863
28,0.055016875,0.016604565,"('disloyal', 'loyal')",0.46865126,0.3538205,0.2301802,0.16429424,1.543777,1.4660193,0.5744063,0.5001847,-0.0742216
29,-0.06578524,-0.18020289,"('unfair', 'fair')",-1.3069549,-1.3656152,0.73191047,0.6737467,0.40966552,0.40326995,-0.057791,-0.1172004,-0.0594094
