,accelerant_male,accelerant_female,tuple,average_male,average_female,female-male
0,-0.6391498,-0.8441923,"('unsociable', 'sociable')",-0.6391498,-0.8441923,-0.2050425
1,-0.95731527,-0.9557699,"('unfriendly', 'friendly')",-0.9573153,-0.9557699,0.0015454
2,0.79816884,0.78485286,"('unlikable', 'likable')",0.7981688,0.7848529,-0.0133159
3,-0.81781363,-0.78992337,"('repellent', 'pleasant')",-0.8178136,-0.7899234,0.0278902
4,-2.2637422,-2.270319,"('disliked', 'liked')",-2.2637422,-2.270319,-0.0065768
5,-0.62077993,-0.55032456,"('distant', 'outgoing')",-0.6207799,-0.5503246,0.0704553
6,-1.0027611,-0.9285622,"('distant', 'open')",-1.0027611,-0.9285622,0.0741989
7,-0.082445204,-0.045253634,"('insensitive', 'sensitive')",-0.0824452,-0.0452536,0.0371916
8,-0.6963387,-0.6607598,"('unaffectionate', 'affectionate')",-0.6963387,-0.6607598,0.0355789
9,-0.41547525,-0.31853536,"('unaffectionate', 'caring')",-0.4154752,-0.3185354,0.0969398
10,-0.8573777,-0.87171125,"('unsympathetic', 'sympathetic')",-0.8573777,-0.8717113,-0.0143336
11,0.52240807,0.55672896,"('unhelpful', 'helpful')",0.5224081,0.556729,0.0343209
12,-0.9831643,-0.8839097,"('unsupportive', 'supportive')",-0.9831643,-0.8839097,0.0992546
13,-0.4152699,-0.59171665,"('impolite', 'polite')",-0.4152699,-0.5917166,-0.1764467
14,0.08224255,-0.074232034,"('antisocial', 'social')",0.0822425,-0.074232,-0.1564745
15,0.25666505,0.18713787,"('boring', 'funny')",0.2566651,0.1871379,-0.0695272
16,0.19093746,0.17509574,"('unpopular', 'popular')",0.1909375,0.1750957,-0.0158418
17,-0.37246582,-0.35508156,"('nasty', 'nice')",-0.3724658,-0.3550816,0.0173842
18,-0.25027576,-0.2334982,"('disagreeable', 'welcoming')",-0.2502758,-0.2334982,0.0167776
19,-1.6039453,-1.5158051,"('inhospitable', 'hospitable')",-1.6039453,-1.5158051,0.0881402
20,0.8459328,0.8062956,"('rough', 'thoughtful')",0.8459328,0.8062956,-0.0396372
21,0.11043352,0.063782364,"('immoral', 'moral')",0.1104335,0.0637824,-0.0466511
