,celebrity_male,celebrity_female,tuple,average_male,average_female,female-male
0,0.94169694,0.82149404,"('unsociable', 'sociable')",0.9416969,0.821494,-0.1202029
1,0.7656106,0.7907663,"('unfriendly', 'friendly')",0.7656106,0.7907663,0.0251557
2,0.27585614,0.3708458,"('unlikable', 'likable')",0.2758561,0.3708458,0.0949897
3,0.9777537,0.91150934,"('repellent', 'pleasant')",0.9777537,0.9115093,-0.0662444
4,-7.4145684,-7.4066734,"('disliked', 'liked')",-7.4145684,-7.4066734,0.007895
5,-1.284803,-1.1878694,"('distant', 'outgoing')",-1.284803,-1.1878694,0.0969336
6,-1.2652667,-1.1508323,"('distant', 'open')",-1.2652667,-1.1508323,0.1144344
7,1.3061299,1.298813,"('insensitive', 'sensitive')",1.3061299,1.298813,-0.0073169
8,0.36181098,0.39424598,"('unaffectionate', 'affectionate')",0.361811,0.394246,0.032435
9,1.7538893,1.9252113,"('unaffectionate', 'caring')",1.7538893,1.9252113,0.171322
10,1.9720249,1.9323683,"('unsympathetic', 'sympathetic')",1.9720249,1.9323683,-0.0396566
11,2.9690166,3.1055484,"('unhelpful', 'helpful')",2.9690166,3.1055484,0.1365318
12,-1.2674686,-1.1671417,"('unsupportive', 'supportive')",-1.2674686,-1.1671417,0.1003269
13,1.3503447,1.2187562,"('impolite', 'polite')",1.3503447,1.2187562,-0.1315885
14,0.75536954,0.6214388,"('antisocial', 'social')",0.7553695,0.6214388,-0.1339307
15,0.5081036,0.45490858,"('boring', 'funny')",0.5081036,0.4549086,-0.053195
16,-0.46104926,-0.4605631,"('unpopular', 'popular')",-0.4610493,-0.4605631,0.0004862
17,-0.6180076,-0.5813847,"('nasty', 'nice')",-0.6180076,-0.5813847,0.0366229
18,-1.065734,-1.1007711,"('disagreeable', 'welcoming')",-1.065734,-1.1007711,-0.0350371
19,-1.1240026,-0.994296,"('inhospitable', 'hospitable')",-1.1240026,-0.994296,0.1297066
20,0.96263665,0.8775541,"('rough', 'thoughtful')",0.9626366,0.8775541,-0.0850825
21,0.93548244,0.94220763,"('immoral', 'moral')",0.9354824,0.9422076,0.0067252
22,0.19463444,0.2336351,"('untrustworthy', 'trustworthy')",0.1946344,0.2336351,0.0390007
23,7.110552,7.108603,"('insincere', 'sincere')",7.1105518,7.108603,-0.0019488
24,2.0426297,2.0107448,"('dishonest', 'honest')",2.0426297,2.0107448,-0.0318849
25,-0.48908374,-0.540382,"('egoistic', 'altruistic')",-0.4890837,-0.540382,-0.0512983
26,0.39917797,0.42125157,"('hardhearted', 'benevolent')",0.399178,0.4212516,0.0220736
27,1.3175397,1.1928698,"('hardhearted', 'softhearted')",1.3175397,1.1928698,-0.1246699
28,1.3416004,1.4120743,"('disloyal', 'loyal')",1.3416004,1.4120743,0.0704739
29,-1.0417464,-1.1394658,"('unfair', 'fair')",-1.0417464,-1.1394658,-0.0977194
30,1.5953153,1.558044,"('intolerant', 'tolerant')",1.5953153,1.558044,-0.0372713
31,-2.991992,-3.0017881,"('evil', 'good')",-2.991992,-3.0017881,-0.0097961
32,1.8878169,1.948168,"('unkind', 'kind')",1.8878169,1.948168,0.0603511
33,-0.895244,-0.8618883,"('wrong', 'right')",-0.895244,-0.8618883,0.0333557
34,4.7630086,4.8894,"('mean', 'honorable')",4.7630086,4.8894,0.1263914
35,-2.1752825,-2.2253342,"('corrupt', 'incorrupt')",-2.1752825,-2.2253342,-0.0500517
36,-2.0556824,-2.0339324,"('hostile', 'amicable')",-2.0556824,-2.0339324,0.02175
37,0.42174914,0.41031957,"('fake', 'genuine')",0.4217491,0.4103196,-0.0114295
38,0.48050585,0.72682583,"('untruthful', 'truthful')",0.4805059,0.7268258,0.2463199
39,0.315041,0.30293757,"('exploitative', 'cooperative')",0.315041,0.3029376,-0.0121034
40,-2.2716255,-2.4722576,"('stingy', 'generous')",-2.2716255,-2.4722576,-0.2006321
41,0.33320606,0.37976885,"('unforgiving', 'forgiving')",0.3332061,0.3797688,0.0465627
42,-2.3450077,-2.3613434,"('unreliable', 'reliable')",-2.3450077,-2.3613434,-0.0163357
43,2.06972,2.1498477,"('irresponsible', 'responsible')",2.06972,2.1498477,0.0801277
44,-1.4597731,-1.5126989,"('prejudiced', 'unprejudiced')",-1.4597731,-1.5126989,-0.0529258
45,0.81910163,0.8023297,"('incompetent', 'competent')",0.8191016,0.8023297,-0.0167719
46,0.56273866,0.4799404,"('uncompetitive', 'competitive')",0.5627387,0.4799404,-0.0827983
47,5.2920375,5.357295,"('stupid', 'smart')",5.2920375,5.357295,0.0652575
48,1.6915791,1.5440818,"('unintelligent', 'intelligent')",1.6915791,1.5440818,-0.1474973
49,0.48935744,0.5617252,"('unable', 'able')",0.4893574,0.5617252,0.0723678
50,-0.040542595,0.031216085,"('clumsy', 'skillful')",-0.0405426,0.0312161,0.0717587
51,1.1367159,0.9963666,"('uneducated', 'educated')",1.1367159,0.9963666,-0.1403493
52,-1.7821747,-1.8721251,"('irrational', 'rational')",-1.7821747,-1.8721251,-0.0899504
53,0.2315,0.29790223,"('uncreative', 'creative')",0.2315,0.2979022,0.0664022
54,0.887464,1.0092394,"('incapable', 'capable')",0.887464,1.0092394,0.1217754
55,1.9012917,1.8052609,"('incompetent', 'clever')",1.9012917,1.8052609,-0.0960308
56,1.9408438,1.9245443,"('impractical', 'practical')",1.9408438,1.9245443,-0.0162995
57,-2.382522,-2.4163997,"('unimaginative', 'imaginative')",-2.3825221,-2.4163997,-0.0338776
58,-0.08296682,-0.092125066,"('undiscriminating', 'discriminating')",-0.0829668,-0.0921251,-0.0091583
59,-0.8165896,-0.7912756,"('foolish', 'wise')",-0.8165896,-0.7912756,0.025314
60,2.3772104,2.3965225,"('inefficient', 'efficient')",2.3772104,2.3965225,0.0193121
61,0.6336859,0.5086372,"('illogical', 'logical')",0.6336859,0.5086372,-0.1250487
62,1.9920434,1.9745307,"('incompetent', 'brilliant')",1.9920434,1.9745307,-0.0175127
63,1.1293155,1.225743,"('unperceptive', 'insightful')",1.1293155,1.2257431,0.0964276
64,-5.706869,-5.665436,"('shy', 'confident')",-5.7068691,-5.6654358,0.0414333
65,1.2016841,1.1200386,"('insecure', 'secure')",1.2016841,1.1200386,-0.0816455
66,-1.0800637,-1.1642723,"('inactive', 'active')",-1.0800637,-1.1642723,-0.0842086
67,-0.33877674,-0.27222946,"('doubtful', 'determined')",-0.3387767,-0.2722295,0.0665472
68,-0.38384566,-0.55769664,"('dependent', 'independent')",-0.3838457,-0.5576966,-0.1738509
69,-2.9300282,-2.911966,"('lazy', 'industrious')",-2.9300282,-2.9119661,0.0180621
70,1.9617485,1.8652282,"('lethargic', 'energetic')",1.9617485,1.8652282,-0.0965203
71,0.20470838,0.30232957,"('diffident', 'self-confident')",0.2047084,0.3023296,0.0976212
72,1.095953,1.1423974,"('unambitious', 'ambitious')",1.095953,1.1423974,0.0464444
73,-3.3552241,-3.3486638,"('helpless', 'self-reliant')",-3.3552241,-3.3486638,0.0065603
74,0.51811004,0.5645914,"('undedicated', 'dedicated')",0.51811,0.5645914,0.0464814
75,-1.2441889,-1.1148707,"('meek', 'impulsive')",-1.2441889,-1.1148707,0.1293182
76,1.5799748,1.5062271,"('anxious', 'daring')",1.5799748,1.5062271,-0.0737477
77,-0.1431019,-0.05046581,"('unmotivated', 'motivated')",-0.1431019,-0.0504658,0.0926361
78,-0.467476,-0.4393452,"('nonresilient', 'resilient')",-0.467476,-0.4393452,0.0281308
79,-0.8319417,-0.6692087,"('wavering', 'unwavering')",-0.8319417,-0.6692087,0.162733
80,0.5884604,0.46093157,"('dominated', 'dominating')",0.5884604,0.4609316,-0.1275288
81,0.96867406,0.86992615,"('submissive', 'aggressive')",0.9686741,0.8699262,-0.0987479
82,6.5397625,6.4857254,"('poor', 'rich')",6.5397625,6.4857254,-0.0540371
83,0.014330793,0.026798747,"('powerless', 'powerful')",0.0143308,0.0267987,0.0124679
84,0.40349323,0.39672503,"('inferior', 'superior')",0.4034932,0.396725,-0.0067682
85,-1.419871,-1.27757,"('insignificant', 'prestigious')",-1.419871,-1.27757,0.142301
86,1.2736219,1.2486588,"('uninfluential', 'influential')",1.2736219,1.2486588,-0.0249631
87,0.5579772,0.5604291,"('unsuccessful', 'successful')",0.5579772,0.5604291,0.0024519
88,0.77824545,0.80222416,"('low', 'eminent')",0.7782454,0.8022242,0.0239788
