,excellence_male,excellence_female,tuple,average_male,average_female,female-male
0,0.9368609,0.7753136,"('unsociable', 'sociable')",0.9368609,0.7753136,-0.1615473
1,0.713919,0.8184157,"('unfriendly', 'friendly')",0.713919,0.8184157,0.1044967
2,-0.15396392,-0.17310986,"('unlikable', 'likable')",-0.1539639,-0.1731099,-0.019146
3,0.66590405,0.67764324,"('repellent', 'pleasant')",0.665904,0.6776432,0.0117392
4,-6.708091,-6.841885,"('disliked', 'liked')",-6.7080908,-6.8418851,-0.1337943
5,-0.5093768,-0.47570634,"('distant', 'outgoing')",-0.5093768,-0.4757063,0.0336705
6,-0.2141994,-0.14881942,"('distant', 'open')",-0.2141994,-0.1488194,0.06538
7,1.9153618,1.8730229,"('insensitive', 'sensitive')",1.9153618,1.8730229,-0.0423389
8,0.5936232,0.6400835,"('unaffectionate', 'affectionate')",0.5936232,0.6400835,0.0464603
9,1.6203091,1.6795137,"('unaffectionate', 'caring')",1.6203091,1.6795137,0.0592046
10,1.665658,1.627569,"('unsympathetic', 'sympathetic')",1.665658,1.627569,-0.038089
11,2.4200795,2.516808,"('unhelpful', 'helpful')",2.4200795,2.516808,0.0967285
12,-0.82913834,-0.90788496,"('unsupportive', 'supportive')",-0.8291383,-0.907885,-0.0787467
13,0.08329879,0.008354217,"('impolite', 'polite')",0.0832988,0.0083542,-0.0749446
14,0.053752895,-0.0700926,"('antisocial', 'social')",0.0537529,-0.0700926,-0.1238455
15,0.20884877,0.18515642,"('boring', 'funny')",0.2088488,0.1851564,-0.0236924
16,-0.11946662,-0.14722562,"('unpopular', 'popular')",-0.1194666,-0.1472256,-0.027759
17,-0.30281258,-0.3028205,"('nasty', 'nice')",-0.3028126,-0.3028205,-7.9e-06
18,-0.87256086,-0.90348744,"('disagreeable', 'welcoming')",-0.8725609,-0.9034874,-0.0309265
19,-0.24088398,-0.2280677,"('inhospitable', 'hospitable')",-0.240884,-0.2280677,0.0128163
20,1.2967049,1.1978948,"('rough', 'thoughtful')",1.2967049,1.1978948,-0.0988101
21,0.37921986,0.33489636,"('immoral', 'moral')",0.3792199,0.3348964,-0.0443235
22,0.24373677,0.20611939,"('untrustworthy', 'trustworthy')",0.2437368,0.2061194,-0.0376174
23,6.8948336,6.9722123,"('insincere', 'sincere')",6.8948336,6.9722123,0.0773787
24,1.155958,1.1043987,"('dishonest', 'honest')",1.1559581,1.1043987,-0.0515594
25,0.23669574,0.23823018,"('egoistic', 'altruistic')",0.2366957,0.2382302,0.0015345
26,1.1050885,1.0451882,"('hardhearted', 'benevolent')",1.1050885,1.0451882,-0.0599003
27,1.5363901,1.3855562,"('hardhearted', 'softhearted')",1.5363901,1.3855562,-0.1508339
28,1.4492581,1.4722705,"('disloyal', 'loyal')",1.4492581,1.4722705,0.0230124
29,-1.124133,-1.2429533,"('unfair', 'fair')",-1.124133,-1.2429533,-0.1188203
30,1.5346946,1.4222302,"('intolerant', 'tolerant')",1.5346946,1.4222302,-0.1124644
31,-1.8736895,-1.8498828,"('evil', 'good')",-1.8736895,-1.8498828,0.0238067
32,1.0217922,0.9165039,"('unkind', 'kind')",1.0217922,0.9165039,-0.1052883
33,-0.48622745,-0.56337976,"('wrong', 'right')",-0.4862275,-0.5633798,-0.0771523
34,5.7584896,5.9969068,"('mean', 'honorable')",5.7584896,5.9969068,0.2384172
35,-1.1379373,-1.2491541,"('corrupt', 'incorrupt')",-1.1379373,-1.2491541,-0.1112168
36,-0.9102671,-0.8625105,"('hostile', 'amicable')",-0.9102671,-0.8625105,0.0477566
37,1.0279748,1.0091907,"('fake', 'genuine')",1.0279748,1.0091907,-0.0187841
38,0.7850355,0.80884665,"('untruthful', 'truthful')",0.7850355,0.8088467,0.0238112
39,0.6516088,0.5788766,"('exploitative', 'cooperative')",0.6516088,0.5788766,-0.0727322
40,-2.1248174,-2.1796074,"('stingy', 'generous')",-2.1248174,-2.1796074,-0.05479
41,-0.17873994,-0.24827802,"('unforgiving', 'forgiving')",-0.1787399,-0.248278,-0.0695381
42,-2.3057277,-2.3698936,"('unreliable', 'reliable')",-2.3057277,-2.3698936,-0.0641659
43,1.8006678,1.7904512,"('irresponsible', 'responsible')",1.8006678,1.7904512,-0.0102166
44,-1.9363462,-1.8784151,"('prejudiced', 'unprejudiced')",-1.9363462,-1.8784151,0.0579311
45,0.54233295,0.51132286,"('incompetent', 'competent')",0.5423329,0.5113229,-0.03101
46,0.8176973,0.7527663,"('uncompetitive', 'competitive')",0.8176973,0.7527663,-0.064931
47,5.7547936,5.933433,"('stupid', 'smart')",5.7547936,5.9334331,0.1786395
48,0.24716689,0.2651508,"('unintelligent', 'intelligent')",0.2471669,0.2651508,0.0179839
49,0.44575703,0.49191794,"('unable', 'able')",0.445757,0.4919179,0.0461609
50,0.24868852,0.21885268,"('clumsy', 'skillful')",0.2486885,0.2188527,-0.0298358
51,0.6905477,0.5508276,"('uneducated', 'educated')",0.6905477,0.5508276,-0.1397201
52,-0.4758324,-0.55488247,"('irrational', 'rational')",-0.4758324,-0.5548825,-0.0790501
53,0.2217904,0.25976098,"('uncreative', 'creative')",0.2217904,0.259761,0.0379706
54,1.5942922,1.5962534,"('incapable', 'capable')",1.5942922,1.5962534,0.0019612
55,0.84355927,0.81151164,"('incompetent', 'clever')",0.8435593,0.8115116,-0.0320477
56,0.82806754,0.7572195,"('impractical', 'practical')",0.8280675,0.7572195,-0.070848
57,-1.9462607,-1.9642429,"('unimaginative', 'imaginative')",-1.9462607,-1.9642429,-0.0179822
58,0.7640236,0.79924166,"('undiscriminating', 'discriminating')",0.7640236,0.7992417,0.0352181
59,0.23989424,0.2263141,"('foolish', 'wise')",0.2398942,0.2263141,-0.0135801
60,0.84462196,0.8253214,"('inefficient', 'efficient')",0.844622,0.8253214,-0.0193006
61,0.79954684,0.66795534,"('illogical', 'logical')",0.7995468,0.6679553,-0.1315915
62,1.2959757,1.2661297,"('incompetent', 'brilliant')",1.2959757,1.2661297,-0.029846
63,1.8167769,1.8443326,"('unperceptive', 'insightful')",1.8167769,1.8443326,0.0275557
64,-6.337973,-6.5275445,"('shy', 'confident')",-6.3379731,-6.5275445,-0.1895714
65,0.56486464,0.48935068,"('insecure', 'secure')",0.5648646,0.4893507,-0.0755139
66,0.6847194,0.6764073,"('inactive', 'active')",0.6847194,0.6764073,-0.0083121
67,0.28196457,0.22578299,"('doubtful', 'determined')",0.2819646,0.225783,-0.0561816
68,0.32506627,0.22993581,"('dependent', 'independent')",0.3250663,0.2299358,-0.0951305
69,-1.815476,-1.8490071,"('lazy', 'industrious')",-1.8154759,-1.8490071,-0.0335312
70,2.321463,2.2404478,"('lethargic', 'energetic')",2.3214631,2.2404478,-0.0810153
71,0.48212376,0.5556397,"('diffident', 'self-confident')",0.4821238,0.5556397,0.0735159
72,0.7473239,0.72652096,"('unambitious', 'ambitious')",0.7473239,0.726521,-0.0208029
73,-2.9374113,-2.981537,"('helpless', 'self-reliant')",-2.9374113,-2.9815371,-0.0441258
74,0.8582437,0.7567525,"('undedicated', 'dedicated')",0.8582437,0.7567525,-0.1014912
75,-1.0335145,-0.90790445,"('meek', 'impulsive')",-1.0335145,-0.9079044,0.1256101
76,0.8478285,0.85593975,"('anxious', 'daring')",0.8478285,0.8559397,0.0081112
77,-0.36410242,-0.32453296,"('unmotivated', 'motivated')",-0.3641024,-0.324533,0.0395694
78,0.49042043,0.48056695,"('nonresilient', 'resilient')",0.4904204,0.4805669,-0.0098535
79,0.3771799,0.4694882,"('wavering', 'unwavering')",0.3771799,0.4694882,0.0923083
80,0.5261321,0.46402845,"('dominated', 'dominating')",0.5261321,0.4640284,-0.0621037
81,0.4807775,0.4761723,"('submissive', 'aggressive')",0.4807775,0.4761723,-0.0046052
82,5.4489284,5.6116433,"('poor', 'rich')",5.4489284,5.6116433,0.1627149
83,-0.028037988,-0.03221173,"('powerless', 'powerful')",-0.028038,-0.0322117,-0.0041737
84,1.1907587,1.1078032,"('inferior', 'superior')",1.1907587,1.1078032,-0.0829555
85,-0.096502475,-0.1091318,"('insignificant', 'prestigious')",-0.0965025,-0.1091318,-0.0126293
86,0.6546499,0.5292395,"('uninfluential', 'influential')",0.6546499,0.5292395,-0.1254104
87,0.85632014,0.80860907,"('unsuccessful', 'successful')",0.8563201,0.8086091,-0.047711
