,rectangle_male,rectangle_female,tuple,average_male,average_female,female-male
0,0.3326266,0.32545596,"('unsociable', 'sociable')",0.3326266,0.325456,-0.0071706
1,0.9510929,0.85180384,"('unfriendly', 'friendly')",0.9510929,0.8518038,-0.0992891
2,0.4652489,0.5013127,"('unlikable', 'likable')",0.4652489,0.5013127,0.0360638
3,-0.2982199,-0.1742114,"('repellent', 'pleasant')",-0.2982199,-0.1742114,0.1240085
4,-3.4175155,-3.5311077,"('disliked', 'liked')",-3.4175155,-3.5311077,-0.1135922
5,-0.18503685,-0.20997663,"('distant', 'outgoing')",-0.1850369,-0.2099766,-0.0249397
6,-0.16804168,-0.20037532,"('distant', 'open')",-0.1680417,-0.2003753,-0.0323336
7,0.7190501,0.8537023,"('insensitive', 'sensitive')",0.7190501,0.8537023,0.1346522
8,0.70880723,0.62546766,"('unaffectionate', 'affectionate')",0.7088072,0.6254677,-0.0833395
9,0.8691332,0.8381615,"('unaffectionate', 'caring')",0.8691332,0.8381615,-0.0309717
10,-0.0033309162,0.118986025,"('unsympathetic', 'sympathetic')",-0.0033309,0.118986,0.1223169
11,0.99558216,1.0702858,"('unhelpful', 'helpful')",0.9955822,1.0702858,0.0747036
12,-0.90369743,-0.8206567,"('unsupportive', 'supportive')",-0.9036974,-0.8206567,0.0830407
13,-0.42262498,-0.34723192,"('impolite', 'polite')",-0.422625,-0.3472319,0.0753931
14,0.5697374,0.63660896,"('antisocial', 'social')",0.5697374,0.636609,0.0668716
15,0.19546323,0.12566036,"('boring', 'funny')",0.1954632,0.1256604,-0.0698028
16,-0.3300551,-0.3549426,"('unpopular', 'popular')",-0.3300551,-0.3549426,-0.0248875
17,-0.016419165,0.014330809,"('nasty', 'nice')",-0.0164192,0.0143308,0.03075
18,-0.46167913,-0.5065355,"('disagreeable', 'welcoming')",-0.4616791,-0.5065355,-0.0448564
19,-0.9694303,-0.96596,"('inhospitable', 'hospitable')",-0.9694303,-0.96596,0.0034703
20,0.61582613,0.6353397,"('rough', 'thoughtful')",0.6158261,0.6353397,0.0195136
21,-0.23698206,-0.067365885,"('immoral', 'moral')",-0.2369821,-0.0673659,0.1696162
22,-0.05474149,-0.0061382884,"('untrustworthy', 'trustworthy')",-0.0547415,-0.0061383,0.0486032
23,3.214797,3.3188267,"('insincere', 'sincere')",3.214797,3.3188267,0.1040297
24,0.7439505,0.71570367,"('dishonest', 'honest')",0.7439505,0.7157037,-0.0282468
25,0.51622415,0.46156958,"('egoistic', 'altruistic')",0.5162241,0.4615696,-0.0546545
26,0.98382777,0.9516098,"('hardhearted', 'benevolent')",0.9838278,0.9516098,-0.032218
27,1.2181455,1.1626729,"('hardhearted', 'softhearted')",1.2181455,1.1626729,-0.0554726
28,0.22729968,0.17097044,"('disloyal', 'loyal')",0.2272997,0.1709704,-0.0563293
29,-0.23624302,-0.32736215,"('unfair', 'fair')",-0.236243,-0.3273621,-0.0911191
30,1.0238829,1.0676283,"('intolerant', 'tolerant')",1.0238829,1.0676283,0.0437454
31,-0.7486449,-0.82647353,"('evil', 'good')",-0.7486449,-0.8264735,-0.0778286
32,0.73023605,0.70203686,"('unkind', 'kind')",0.7302361,0.7020369,-0.0281992
33,-0.035606645,-0.13634062,"('wrong', 'right')",-0.0356066,-0.1363406,-0.100734
34,2.7652829,2.9314804,"('mean', 'honorable')",2.7652829,2.9314804,0.1661975
35,-0.17020941,-0.3393517,"('corrupt', 'incorrupt')",-0.1702094,-0.3393517,-0.1691423
36,-0.11906354,-0.26582012,"('hostile', 'amicable')",-0.1190635,-0.2658201,-0.1467566
37,0.6916964,0.70477635,"('fake', 'genuine')",0.6916964,0.7047763,0.0130799
38,0.50051916,0.51820296,"('untruthful', 'truthful')",0.5005192,0.518203,0.0176838
39,1.0460871,1.0926425,"('exploitative', 'cooperative')",1.0460871,1.0926425,0.0465554
40,-0.8838931,-0.9110249,"('stingy', 'generous')",-0.8838931,-0.9110249,-0.0271318
41,0.7327554,0.7223853,"('unforgiving', 'forgiving')",0.7327554,0.7223853,-0.0103701
42,-1.4585482,-1.3565749,"('unreliable', 'reliable')",-1.4585482,-1.3565749,0.1019733
43,0.5213499,0.6223402,"('irresponsible', 'responsible')",0.5213499,0.6223402,0.1009903
44,-0.13154715,-0.19125454,"('prejudiced', 'unprejudiced')",-0.1315472,-0.1912545,-0.0597073
45,0.2153415,0.29807112,"('incompetent', 'competent')",0.2153415,0.2980711,0.0827296
46,-0.33355445,-0.23860405,"('uncompetitive', 'competitive')",-0.3335544,-0.2386041,0.0949503
47,3.345058,3.5005057,"('stupid', 'smart')",3.345058,3.5005057,0.1554477
48,0.09467336,0.15718573,"('unintelligent', 'intelligent')",0.0946734,0.1571857,0.0625123
49,-0.2055824,-0.07876647,"('unable', 'able')",-0.2055824,-0.0787665,0.1268159
50,-0.32223234,-0.33443093,"('clumsy', 'skillful')",-0.3222323,-0.3344309,-0.0121986
51,-0.5704448,-0.54311407,"('uneducated', 'educated')",-0.5704448,-0.5431141,0.0273307
52,-0.29546097,-0.47658488,"('irrational', 'rational')",-0.295461,-0.4765849,-0.1811239
53,-0.33223182,-0.3272298,"('uncreative', 'creative')",-0.3322318,-0.3272298,0.005002
54,0.2634486,0.29484206,"('incapable', 'capable')",0.2634486,0.2948421,0.0313935
55,0.2359302,0.32614344,"('incompetent', 'clever')",0.2359302,0.3261434,0.0902132
56,0.60047555,0.68054545,"('impractical', 'practical')",0.6004755,0.6805454,0.0800699
57,-1.6044934,-1.5519689,"('unimaginative', 'imaginative')",-1.6044934,-1.5519689,0.0525245
58,0.5793353,0.57412326,"('undiscriminating', 'discriminating')",0.5793353,0.5741233,-0.005212
59,-0.32731238,-0.34119046,"('foolish', 'wise')",-0.3273124,-0.3411905,-0.0138781
60,0.93571144,1.0597726,"('inefficient', 'efficient')",0.9357114,1.0597726,0.1240612
61,0.6375843,0.5809335,"('illogical', 'logical')",0.6375843,0.5809335,-0.0566508
62,0.518227,0.63440746,"('incompetent', 'brilliant')",0.518227,0.6344075,0.1161805
63,0.24491236,0.387933,"('unperceptive', 'insightful')",0.2449124,0.387933,0.1430206
64,-3.655017,-3.6657248,"('shy', 'confident')",-3.6550169,-3.6657248,-0.0107079
65,0.008129194,0.06386067,"('insecure', 'secure')",0.0081292,0.0638607,0.0557315
66,-0.4697994,-0.48023087,"('inactive', 'active')",-0.4697994,-0.4802309,-0.0104315
67,0.2833372,0.31539115,"('doubtful', 'determined')",0.2833372,0.3153912,0.032054
68,-0.54482865,-0.5747054,"('dependent', 'independent')",-0.5448287,-0.5747054,-0.0298767
69,-0.676563,-0.7748989,"('lazy', 'industrious')",-0.676563,-0.7748989,-0.0983359
70,0.4727535,0.54668736,"('lethargic', 'energetic')",0.4727535,0.5466874,0.0739339
71,0.92970973,0.94168144,"('diffident', 'self-confident')",0.9297097,0.9416814,0.0119717
72,-0.37649664,-0.30072764,"('unambitious', 'ambitious')",-0.3764966,-0.3007276,0.075769
73,-1.4671676,-1.5314183,"('helpless', 'self-reliant')",-1.4671676,-1.5314183,-0.0642507
74,-0.05677966,-0.06694614,"('undedicated', 'dedicated')",-0.0567797,-0.0669461,-0.0101664
75,-0.55900806,-0.5695097,"('meek', 'impulsive')",-0.5590081,-0.5695097,-0.0105016
76,0.07953423,0.19277571,"('anxious', 'daring')",0.0795342,0.1927757,0.1132415
77,-1.3517083,-1.2354494,"('unmotivated', 'motivated')",-1.3517083,-1.2354494,0.1162589
78,-0.4105626,-0.3351247,"('nonresilient', 'resilient')",-0.4105626,-0.3351247,0.0754379
79,-0.8218089,-0.8369113,"('wavering', 'unwavering')",-0.8218089,-0.8369113,-0.0151024
80,0.05501509,0.122301266,"('dominated', 'dominating')",0.0550151,0.1223013,0.0672862
81,-0.18070707,-0.029240802,"('submissive', 'aggressive')",-0.1807071,-0.0292408,0.1514663
82,2.7674646,2.8839176,"('poor', 'rich')",2.7674646,2.8839176,0.116453
83,-0.19909948,-0.20445895,"('powerless', 'powerful')",-0.1990995,-0.204459,-0.0053595
84,0.17821623,0.1855329,"('inferior', 'superior')",0.1782162,0.1855329,0.0073167
85,-0.35427794,-0.5068362,"('insignificant', 'prestigious')",-0.3542779,-0.5068362,-0.1525583
86,-0.49192864,-0.49796528,"('uninfluential', 'influential')",-0.4919286,-0.4979653,-0.0060367
87,0.7904202,0.82575995,"('unsuccessful', 'successful')",0.7904202,0.8257599,0.0353397
88,-0.35296962,-0.43054634,"('low', 'eminent')",-0.3529696,-0.4305463,-0.0775767
