,cesspool_male,cesspool_female,tuple,average_male,average_female,female-male
0,-1.2463781,-1.2398922,"('unsociable', 'sociable')",-1.2463781,-1.2398922,0.0064859
1,0.94075656,0.51390356,"('unfriendly', 'friendly')",0.9407566,0.5139036,-0.426853
2,0.23456994,0.25066456,"('unlikable', 'likable')",0.2345699,0.2506646,0.0160947
3,-0.7571342,-0.5578346,"('repellent', 'pleasant')",-0.7571342,-0.5578346,0.1992996
4,-1.428165,-1.5468961,"('disliked', 'liked')",-1.428165,-1.5468961,-0.1187311
5,0.6957445,0.41433683,"('distant', 'outgoing')",0.6957445,0.4143368,-0.2814077
6,1.1310847,0.7851208,"('distant', 'open')",1.1310847,0.7851208,-0.3459639
7,-0.11566263,0.033289306,"('insensitive', 'sensitive')",-0.1156626,0.0332893,0.1489519
8,0.4184104,0.16671577,"('unaffectionate', 'affectionate')",0.4184104,0.1667158,-0.2516946
9,0.06127251,-0.11164215,"('unaffectionate', 'caring')",0.0612725,-0.1116422,-0.1729147
10,-1.9789478,-1.7777561,"('unsympathetic', 'sympathetic')",-1.9789478,-1.7777561,0.2011917
11,-0.7523476,-0.6070221,"('unhelpful', 'helpful')",-0.7523476,-0.6070221,0.1453255
12,-1.3305042,-1.2574584,"('unsupportive', 'supportive')",-1.3305042,-1.2574584,0.0730458
13,-1.5552375,-1.3744637,"('impolite', 'polite')",-1.5552375,-1.3744637,0.1807738
14,-0.5107896,-0.23973706,"('antisocial', 'social')",-0.5107896,-0.2397371,0.2710525
15,0.62477404,0.4815094,"('boring', 'funny')",0.624774,0.4815094,-0.1432646
16,-0.17654955,-0.3654285,"('unpopular', 'popular')",-0.1765496,-0.3654285,-0.1888789
17,0.09561795,0.15754138,"('nasty', 'nice')",0.0956179,0.1575414,0.0619235
18,-0.74222696,-0.6727487,"('disagreeable', 'welcoming')",-0.742227,-0.6727487,0.0694783
19,-0.8711379,-1.0533295,"('inhospitable', 'hospitable')",-0.8711379,-1.0533295,-0.1821916
20,0.05716459,0.0046338923,"('rough', 'thoughtful')",0.0571646,0.0046339,-0.0525307
21,-1.8555567,-1.6215771,"('immoral', 'moral')",-1.8555567,-1.6215771,0.2339796
22,0.12975161,0.15090494,"('untrustworthy', 'trustworthy')",0.1297516,0.1509049,0.0211533
23,0.9786957,1.0335158,"('insincere', 'sincere')",0.9786957,1.0335158,0.0548201
24,0.21551941,0.2112043,"('dishonest', 'honest')",0.2155194,0.2112043,-0.0043151
25,0.94719124,0.70669633,"('egoistic', 'altruistic')",0.9471912,0.7066963,-0.2404949
26,1.4126029,1.1684973,"('hardhearted', 'benevolent')",1.4126029,1.1684973,-0.2441056
27,0.6147627,0.55195755,"('hardhearted', 'softhearted')",0.6147627,0.5519575,-0.0628052
28,-0.43698785,-0.51462185,"('disloyal', 'loyal')",-0.4369878,-0.5146219,-0.0776341
29,0.59448284,0.37507662,"('unfair', 'fair')",0.5944828,0.3750766,-0.2194062
30,-0.76853085,-0.53242046,"('intolerant', 'tolerant')",-0.7685308,-0.5324205,0.2361103
31,0.8032283,0.549198,"('evil', 'good')",0.8032283,0.549198,-0.2540303
32,-0.30658382,-0.39458093,"('unkind', 'kind')",-0.3065838,-0.3945809,-0.0879971
33,0.914221,0.7024911,"('wrong', 'right')",0.914221,0.7024911,-0.2117299
34,1.6269789,1.6885934,"('mean', 'honorable')",1.6269789,1.6885934,0.0616145
35,1.1970139,0.829718,"('corrupt', 'incorrupt')",1.1970139,0.829718,-0.3672959
36,1.1502786,0.7960206,"('hostile', 'amicable')",1.1502786,0.7960206,-0.354258
37,-0.21529284,-0.16867065,"('fake', 'genuine')",-0.2152928,-0.1686707,0.0466221
38,-0.16569045,-0.26434028,"('untruthful', 'truthful')",-0.1656905,-0.2643403,-0.0986498
39,0.26630485,0.40017828,"('exploitative', 'cooperative')",0.2663049,0.4001783,0.1338734
40,-0.21633798,-0.24958885,"('stingy', 'generous')",-0.216338,-0.2495888,-0.0332508
41,0.6880763,0.6460324,"('unforgiving', 'forgiving')",0.6880763,0.6460324,-0.0420439
42,-1.092931,-0.9295617,"('unreliable', 'reliable')",-1.092931,-0.9295617,0.1633693
43,-1.214595,-1.070626,"('irresponsible', 'responsible')",-1.214595,-1.070626,0.143969
44,-0.26667058,-0.16529335,"('prejudiced', 'unprejudiced')",-0.2666706,-0.1652934,0.1013772
45,-0.54503274,-0.4338127,"('incompetent', 'competent')",-0.5450327,-0.4338127,0.11122
46,-1.4487438,-1.2916763,"('uncompetitive', 'competitive')",-1.4487438,-1.2916763,0.1570675
47,1.2530174,1.3387902,"('stupid', 'smart')",1.2530174,1.3387902,0.0857728
48,-1.0167174,-0.9887272,"('unintelligent', 'intelligent')",-1.0167174,-0.9887272,0.0279902
49,-1.1680877,-1.0405359,"('unable', 'able')",-1.1680877,-1.0405359,0.1275518
50,-0.56114566,-0.60242546,"('clumsy', 'skillful')",-0.5611457,-0.6024255,-0.0412798
51,-1.8419944,-1.8207282,"('uneducated', 'educated')",-1.8419944,-1.8207282,0.0212662
52,0.43843067,0.14341538,"('irrational', 'rational')",0.4384307,0.1434154,-0.2950153
