,contribution_male,contribution_female,tuple,average_male,average_female,female-male
0,0.9635463,0.6788562,"('unsociable', 'sociable')",0.9635463,0.6788562,-0.2846901
1,0.08813652,-0.026672412,"('unfriendly', 'friendly')",0.0881365,-0.0266724,-0.1148089
2,0.30035815,0.40507895,"('unlikable', 'likable')",0.3003581,0.4050789,0.1047208
3,0.77379686,0.91898483,"('repellent', 'pleasant')",0.7737969,0.9189848,0.1451879
4,-6.586495,-6.8569436,"('disliked', 'liked')",-6.5864949,-6.8569436,-0.2704487
5,-1.8529481,-1.763094,"('distant', 'outgoing')",-1.8529481,-1.7630939,0.0898542
6,-1.6169932,-1.48996,"('distant', 'open')",-1.6169932,-1.48996,0.1270332
7,1.4319501,1.3765165,"('insensitive', 'sensitive')",1.4319501,1.3765165,-0.0554336
8,0.30987173,0.2896808,"('unaffectionate', 'affectionate')",0.3098717,0.2896808,-0.0201909
9,1.2463609,1.2432214,"('unaffectionate', 'caring')",1.2463609,1.2432214,-0.0031395
10,2.0616555,2.1077912,"('unsympathetic', 'sympathetic')",2.0616555,2.1077912,0.0461357
11,3.0170403,2.8974059,"('unhelpful', 'helpful')",3.0170403,2.8974059,-0.1196344
12,-1.1109238,-1.2472618,"('unsupportive', 'supportive')",-1.1109238,-1.2472618,-0.136338
13,0.98019886,0.8845047,"('impolite', 'polite')",0.9801989,0.8845047,-0.0956942
14,0.8785246,0.7918829,"('antisocial', 'social')",0.8785246,0.7918829,-0.0866417
15,0.9655144,0.72152305,"('boring', 'funny')",0.9655144,0.721523,-0.2439914
16,-0.40010077,-0.51210713,"('unpopular', 'popular')",-0.4001008,-0.5121071,-0.1120063
17,-0.06407889,-0.122795254,"('nasty', 'nice')",-0.0640789,-0.1227953,-0.0587164
18,-0.9595603,-1.0580927,"('disagreeable', 'welcoming')",-0.9595603,-1.0580927,-0.0985324
19,-1.1603959,-1.182513,"('inhospitable', 'hospitable')",-1.1603959,-1.182513,-0.0221171
20,1.0254595,1.0396652,"('rough', 'thoughtful')",1.0254595,1.0396652,0.0142057
21,0.5608408,0.65088934,"('immoral', 'moral')",0.5608408,0.6508893,0.0900485
22,-0.095351666,-0.13686167,"('untrustworthy', 'trustworthy')",-0.0953517,-0.1368617,-0.04151
23,6.382583,6.4174705,"('insincere', 'sincere')",6.3825831,6.4174705,0.0348874
24,1.6415615,1.7227752,"('dishonest', 'honest')",1.6415615,1.7227752,0.0812137
25,0.120099954,0.04371542,"('egoistic', 'altruistic')",0.1201,0.0437154,-0.0763846
26,0.6431804,0.47679836,"('hardhearted', 'benevolent')",0.6431804,0.4767984,-0.166382
27,1.1637766,1.0260619,"('hardhearted', 'softhearted')",1.1637766,1.0260619,-0.1377147
28,1.230846,1.1552272,"('disloyal', 'loyal')",1.230846,1.1552272,-0.0756188
29,-1.1014739,-1.1870233,"('unfair', 'fair')",-1.1014739,-1.1870233,-0.0855494
30,1.5267838,1.4790523,"('intolerant', 'tolerant')",1.5267838,1.4790523,-0.0477315
31,-2.701557,-2.7093098,"('evil', 'good')",-2.7015569,-2.7093098,-0.0077529
32,1.820486,1.6927706,"('unkind', 'kind')",1.8204859,1.6927706,-0.1277153
33,-0.8963491,-0.9562903,"('wrong', 'right')",-0.8963491,-0.9562903,-0.0599412
34,4.1844106,4.4247365,"('mean', 'honorable')",4.1844106,4.4247365,0.2403259
35,-1.6975025,-1.8298111,"('corrupt', 'incorrupt')",-1.6975025,-1.8298111,-0.1323086
36,-1.6872071,-1.8320329,"('hostile', 'amicable')",-1.6872071,-1.8320329,-0.1448258
37,0.9244067,1.0081226,"('fake', 'genuine')",0.9244067,1.0081226,0.0837159
38,0.12740189,0.05069934,"('untruthful', 'truthful')",0.1274019,0.0506993,-0.0767026
39,0.4914782,0.46014112,"('exploitative', 'cooperative')",0.4914782,0.4601411,-0.0313371
40,-1.9983696,-2.184624,"('stingy', 'generous')",-1.9983696,-2.184624,-0.1862544
41,0.46113792,0.27930582,"('unforgiving', 'forgiving')",0.4611379,0.2793058,-0.1818321
42,-1.4007037,-1.4490831,"('unreliable', 'reliable')",-1.4007037,-1.4490831,-0.0483794
43,1.5198182,1.6143214,"('irresponsible', 'responsible')",1.5198182,1.6143214,0.0945032
44,-1.2290105,-1.1993228,"('prejudiced', 'unprejudiced')",-1.2290105,-1.1993228,0.0296877
45,0.9618438,0.8335748,"('incompetent', 'competent')",0.9618438,0.8335748,-0.128269
46,0.21611108,0.25345525,"('uncompetitive', 'competitive')",0.2161111,0.2534553,0.0373442
47,4.4560266,4.730448,"('stupid', 'smart')",4.4560266,4.7304478,0.2744212
48,0.83527815,0.75009984,"('unintelligent', 'intelligent')",0.8352782,0.7500998,-0.0851784
49,0.06567942,0.16739501,"('unable', 'able')",0.0656794,0.167395,0.1017156
50,-0.7188693,-0.7357324,"('clumsy', 'skillful')",-0.7188693,-0.7357324,-0.0168631
51,0.9645952,0.8118389,"('uneducated', 'educated')",0.9645952,0.8118389,-0.1527563
52,-1.0401231,-1.1793482,"('irrational', 'rational')",-1.0401231,-1.1793482,-0.1392251
53,-0.21115565,-0.2820375,"('uncreative', 'creative')",-0.2111557,-0.2820375,-0.0708818
54,0.754639,0.8287864,"('incapable', 'capable')",0.754639,0.8287864,0.0741474
55,1.580551,1.5888393,"('incompetent', 'clever')",1.580551,1.5888393,0.0082883
56,2.0572877,1.9794556,"('impractical', 'practical')",2.0572877,1.9794556,-0.0778321
57,-1.4786667,-1.6071488,"('unimaginative', 'imaginative')",-1.4786667,-1.6071488,-0.1284821
58,0.03032713,-0.052518595,"('undiscriminating', 'discriminating')",0.0303271,-0.0525186,-0.0828457
59,-1.0617759,-1.0771348,"('foolish', 'wise')",-1.0617759,-1.0771348,-0.0153589
