,quantity_male,quantity_female,tuple,average_male,average_female,female-male
0,-0.28575912,-0.309102,"('unsociable', 'sociable')",-0.2857591,-0.309102,-0.0233429
1,1.2334771,1.1302083,"('unfriendly', 'friendly')",1.2334771,1.1302083,-0.1032688
2,-0.0150046535,0.14532475,"('unlikable', 'likable')",-0.0150047,0.1453248,0.1603295
3,0.4600745,0.63368934,"('repellent', 'pleasant')",0.4600745,0.6336893,0.1736148
4,-7.2560797,-7.299313,"('disliked', 'liked')",-7.2560797,-7.2993131,-0.0432334
5,-0.36439377,-0.33867982,"('distant', 'outgoing')",-0.3643938,-0.3386798,0.025714
6,0.10936335,0.030724391,"('distant', 'open')",0.1093633,0.0307244,-0.0786389
7,0.6880477,0.8088483,"('insensitive', 'sensitive')",0.6880477,0.8088483,0.1208006
8,1.2418625,1.0088223,"('unaffectionate', 'affectionate')",1.2418625,1.0088223,-0.2330402
9,1.590578,1.4635731,"('unaffectionate', 'caring')",1.590578,1.4635731,-0.1270049
10,0.6662896,0.8248687,"('unsympathetic', 'sympathetic')",0.6662896,0.8248687,0.1585791
11,1.4509287,1.5450027,"('unhelpful', 'helpful')",1.4509287,1.5450027,0.094074
12,-1.85505,-1.8220464,"('unsupportive', 'supportive')",-1.85505,-1.8220464,0.0330036
13,-0.33884472,-0.20616916,"('impolite', 'polite')",-0.3388447,-0.2061692,0.1326755
14,-0.34943852,-0.33008245,"('antisocial', 'social')",-0.3494385,-0.3300824,0.0193561
15,0.21047436,0.1423507,"('boring', 'funny')",0.2104744,0.1423507,-0.0681237
16,-0.12368554,-0.16820315,"('unpopular', 'popular')",-0.1236855,-0.1682031,-0.0445176
17,0.09093661,0.15005895,"('nasty', 'nice')",0.0909366,0.150059,0.0591224
18,-0.87751836,-0.79046303,"('disagreeable', 'welcoming')",-0.8775184,-0.790463,0.0870554
19,-0.53263825,-0.5970166,"('inhospitable', 'hospitable')",-0.5326383,-0.5970166,-0.0643783
20,1.0322201,0.9382756,"('rough', 'thoughtful')",1.0322201,0.9382756,-0.0939445
21,-0.5278862,-0.24895692,"('immoral', 'moral')",-0.5278862,-0.2489569,0.2789293
22,-0.44810218,-0.34467864,"('untrustworthy', 'trustworthy')",-0.4481022,-0.3446786,0.1034236
23,5.9421334,5.9624424,"('insincere', 'sincere')",5.9421334,5.9624424,0.020309
24,1.742415,1.688669,"('dishonest', 'honest')",1.742415,1.688669,-0.053746
25,0.8177994,0.73074985,"('egoistic', 'altruistic')",0.8177994,0.7307498,-0.0870496
26,1.2162856,0.9141653,"('hardhearted', 'benevolent')",1.2162856,0.9141653,-0.3021203
