,favor_male,favor_female,tuple,average_male,average_female,female-male
0,-0.01258624,-0.02215076,"('unsociable', 'sociable')",-0.0125862,-0.0221508,-0.0095646
1,1.1217908,1.0861759,"('unfriendly', 'friendly')",1.1217908,1.0861759,-0.0356149
2,0.120475546,0.2014251,"('unlikable', 'likable')",0.1204755,0.2014251,0.0809496
3,0.48670623,0.52355343,"('repellent', 'pleasant')",0.4867062,0.5235534,0.0368472
4,-7.2142463,-7.3060794,"('disliked', 'liked')",-7.2142463,-7.3060794,-0.0918331
5,-0.76036,-0.7898646,"('distant', 'outgoing')",-0.76036,-0.7898646,-0.0295046
6,-0.082452394,-0.14991796,"('distant', 'open')",-0.0824524,-0.149918,-0.0674656
7,0.7324157,0.8617641,"('insensitive', 'sensitive')",0.7324157,0.8617641,0.1293484
8,1.1478697,1.0665962,"('unaffectionate', 'affectionate')",1.1478697,1.0665962,-0.0812735
9,1.4581165,1.4914618,"('unaffectionate', 'caring')",1.4581165,1.4914618,0.0333453
10,1.3342692,1.3781781,"('unsympathetic', 'sympathetic')",1.3342692,1.3781781,0.0439089
11,1.5011933,1.5738609,"('unhelpful', 'helpful')",1.5011933,1.5738609,0.0726676
12,-1.5366052,-1.5209914,"('unsupportive', 'supportive')",-1.5366052,-1.5209914,0.0156138
13,-0.20280594,-0.1487129,"('impolite', 'polite')",-0.2028059,-0.1487129,0.054093
14,0.084541574,0.06329252,"('antisocial', 'social')",0.0845416,0.0632925,-0.0212491
15,0.30873558,0.22441196,"('boring', 'funny')",0.3087356,0.224412,-0.0843236
16,-0.74667495,-0.7192134,"('unpopular', 'popular')",-0.746675,-0.7192134,0.0274616
17,-0.596036,-0.5067063,"('nasty', 'nice')",-0.596036,-0.5067063,0.0893297
18,-0.11425769,-0.2191666,"('disagreeable', 'welcoming')",-0.1142577,-0.2191666,-0.1049089
19,-0.58274233,-0.60770744,"('inhospitable', 'hospitable')",-0.5827423,-0.6077074,-0.0249651
20,1.1813136,1.1391835,"('rough', 'thoughtful')",1.1813136,1.1391835,-0.0421301
21,-0.2854405,-0.16685066,"('immoral', 'moral')",-0.2854405,-0.1668507,0.1185898
22,-0.44958302,-0.5010552,"('untrustworthy', 'trustworthy')",-0.449583,-0.5010552,-0.0514722
23,6.1954994,6.2451954,"('insincere', 'sincere')",6.1954994,6.2451954,0.049696
24,1.6828864,1.6253747,"('dishonest', 'honest')",1.6828864,1.6253747,-0.0575117
25,0.8946488,0.83382225,"('egoistic', 'altruistic')",0.8946488,0.8338223,-0.0608265
26,0.96161765,0.9604627,"('hardhearted', 'benevolent')",0.9616176,0.9604627,-0.0011549
27,1.656518,1.5667362,"('hardhearted', 'softhearted')",1.656518,1.5667362,-0.0897818
28,1.1346672,1.143113,"('disloyal', 'loyal')",1.1346672,1.143113,0.0084458
29,-1.1009063,-1.1859709,"('unfair', 'fair')",-1.1009063,-1.1859709,-0.0850646
