,tweezers_male,tweezers_female,tuple,average_male,average_female,female-male
0,-0.15513906,-0.2692244,"('unsociable', 'sociable')",-0.1551391,-0.2692244,-0.1140853
1,-1.3707502,-1.4489439,"('unfriendly', 'friendly')",-1.3707502,-1.4489439,-0.0781937
2,-0.8419728,-0.83122563,"('unlikable', 'likable')",-0.8419728,-0.8312256,0.0107472
3,-0.81001997,-0.5728548,"('repellent', 'pleasant')",-0.81002,-0.5728548,0.2371652
4,-2.0557127,-2.0556397,"('disliked', 'liked')",-2.0557127,-2.0556397,7.3e-05
5,-0.42157254,-0.48619065,"('distant', 'outgoing')",-0.4215725,-0.4861906,-0.0646181
6,-0.73636866,-0.7960531,"('distant', 'open')",-0.7363687,-0.7960531,-0.0596844
7,-0.036177717,0.11970479,"('insensitive', 'sensitive')",-0.0361777,0.1197048,0.1558825
8,-0.9734343,-1.0750196,"('unaffectionate', 'affectionate')",-0.9734343,-1.0750196,-0.1015853
9,-0.8297448,-0.86290425,"('unaffectionate', 'caring')",-0.8297448,-0.8629043,-0.0331595
10,-0.9963907,-0.9353613,"('unsympathetic', 'sympathetic')",-0.9963907,-0.9353613,0.0610294
11,0.5514903,0.59255576,"('unhelpful', 'helpful')",0.5514903,0.5925558,0.0410655
12,-1.0790763,-1.011291,"('unsupportive', 'supportive')",-1.0790763,-1.011291,0.0677853
13,-0.19265361,-0.3820409,"('impolite', 'polite')",-0.1926536,-0.3820409,-0.1893873
14,0.4466709,0.49240637,"('antisocial', 'social')",0.4466709,0.4924064,0.0457355
15,0.4230297,0.29318473,"('boring', 'funny')",0.4230297,0.2931847,-0.129845
16,-0.24002564,-0.08347036,"('unpopular', 'popular')",-0.2400256,-0.0834704,0.1565552
17,-0.3835121,-0.3261996,"('nasty', 'nice')",-0.3835121,-0.3261996,0.0573125
18,-0.66988796,-0.636021,"('disagreeable', 'welcoming')",-0.669888,-0.636021,0.033867
19,-0.822196,-0.83386075,"('inhospitable', 'hospitable')",-0.822196,-0.8338608,-0.0116648
20,0.54154956,0.61805844,"('rough', 'thoughtful')",0.5415496,0.6180584,0.0765088
21,-0.49282217,-0.41004226,"('immoral', 'moral')",-0.4928222,-0.4100423,0.0827799
22,0.053212866,0.004427245,"('untrustworthy', 'trustworthy')",0.0532129,0.0044272,-0.0487857
23,1.3857275,1.4452496,"('insincere', 'sincere')",1.3857275,1.4452496,0.0595221
24,-0.9830398,-1.1135561,"('dishonest', 'honest')",-0.9830398,-1.1135561,-0.1305163
25,-0.17234899,-0.20108306,"('egoistic', 'altruistic')",-0.172349,-0.2010831,-0.0287341
26,-0.2820819,-0.4123308,"('hardhearted', 'benevolent')",-0.2820819,-0.4123308,-0.1302489
27,0.8006498,0.77602506,"('hardhearted', 'softhearted')",0.8006498,0.7760251,-0.0246247
28,-0.8779125,-0.92867446,"('disloyal', 'loyal')",-0.8779125,-0.9286745,-0.050762
29,-0.06996008,-0.12439087,"('unfair', 'fair')",-0.0699601,-0.1243909,-0.0544308
30,0.02526848,-0.058459517,"('intolerant', 'tolerant')",0.0252685,-0.0584595,-0.083728
31,-0.8965768,-0.86271775,"('evil', 'good')",-0.8965768,-0.8627177,0.0338591
32,-0.22698049,-0.32737216,"('unkind', 'kind')",-0.2269805,-0.3273722,-0.1003917
33,-0.4396889,-0.49010953,"('wrong', 'right')",-0.4396889,-0.4901095,-0.0504206
34,0.9848398,1.1055505,"('mean', 'honorable')",0.9848398,1.1055505,0.1207107
35,-0.10103837,-0.22749199,"('corrupt', 'incorrupt')",-0.1010384,-0.227492,-0.1264536
36,-0.9626773,-0.9654401,"('hostile', 'amicable')",-0.9626773,-0.9654401,-0.0027628
37,-0.5316404,-0.5565993,"('fake', 'genuine')",-0.5316404,-0.5565993,-0.0249589
38,-0.5520951,-0.5702146,"('untruthful', 'truthful')",-0.5520951,-0.5702146,-0.0181195
39,0.55608135,0.53458476,"('exploitative', 'cooperative')",0.5560814,0.5345848,-0.0214966
40,-1.5470384,-1.4882205,"('stingy', 'generous')",-1.5470384,-1.4882205,0.0588179
41,-0.3580786,-0.40678748,"('unforgiving', 'forgiving')",-0.3580786,-0.4067875,-0.0487089
42,-0.4191636,-0.34121376,"('unreliable', 'reliable')",-0.4191636,-0.3412138,0.0779498
43,-0.44737425,-0.49121878,"('irresponsible', 'responsible')",-0.4473743,-0.4912188,-0.0438445
44,-0.06784074,-0.097835116,"('prejudiced', 'unprejudiced')",-0.0678407,-0.0978351,-0.0299944
45,-0.118914455,-0.038204093,"('incompetent', 'competent')",-0.1189145,-0.0382041,0.0807104
46,-0.72185135,-0.613999,"('uncompetitive', 'competitive')",-0.7218513,-0.613999,0.1078523
47,1.8080952,1.8918158,"('stupid', 'smart')",1.8080952,1.8918158,0.0837206
48,-0.5012921,-0.48941693,"('unintelligent', 'intelligent')",-0.5012921,-0.4894169,0.0118752
49,-0.100449085,0.025435658,"('unable', 'able')",-0.1004491,0.0254357,0.1258848
50,-0.12731558,0.018620394,"('clumsy', 'skillful')",-0.1273156,0.0186204,0.145936
51,0.32228607,0.2966782,"('uneducated', 'educated')",0.3222861,0.2966782,-0.0256079
52,-0.7836399,-0.8530026,"('irrational', 'rational')",-0.7836399,-0.8530026,-0.0693627
53,-1.101628,-1.0667083,"('uncreative', 'creative')",-1.1016279,-1.0667083,0.0349196
54,-0.5848217,-0.5969778,"('incapable', 'capable')",-0.5848217,-0.5969778,-0.0121561
55,0.7255994,0.7794878,"('incompetent', 'clever')",0.7255994,0.7794878,0.0538884
56,0.99563515,0.9491623,"('impractical', 'practical')",0.9956352,0.9491623,-0.0464729
57,-1.906207,-1.8952581,"('unimaginative', 'imaginative')",-1.906207,-1.8952581,0.0109489
58,-0.39733887,-0.3946973,"('undiscriminating', 'discriminating')",-0.3973389,-0.3946973,0.0026416
59,-0.52633655,-0.55919564,"('foolish', 'wise')",-0.5263366,-0.5591956,-0.032859
60,0.853929,0.88104385,"('inefficient', 'efficient')",0.853929,0.8810439,0.0271149
61,-0.29028898,-0.41022143,"('illogical', 'logical')",-0.290289,-0.4102214,-0.1199324
62,0.559817,0.7019166,"('incompetent', 'brilliant')",0.559817,0.7019166,0.1420996
63,0.3466798,0.42643303,"('unperceptive', 'insightful')",0.3466798,0.426433,0.0797532
64,-2.1162183,-2.226603,"('shy', 'confident')",-2.1162183,-2.226603,-0.1103847
65,-0.1259735,-0.17658961,"('insecure', 'secure')",-0.1259735,-0.1765896,-0.0506161
66,-1.6459084,-1.6799327,"('inactive', 'active')",-1.6459084,-1.6799327,-0.0340243
67,0.20798424,0.1745581,"('doubtful', 'determined')",0.2079842,0.1745581,-0.0334261
68,-0.075101376,-0.06642348,"('dependent', 'independent')",-0.0751014,-0.0664235,0.0086779
69,-0.6272052,-0.59493876,"('lazy', 'industrious')",-0.6272052,-0.5949388,0.0322664
70,0.16838484,0.18282482,"('lethargic', 'energetic')",0.1683848,0.1828248,0.01444
71,0.14603429,0.17036408,"('diffident', 'self-confident')",0.1460343,0.1703641,0.0243298
72,-0.7581897,-0.69972515,"('unambitious', 'ambitious')",-0.7581897,-0.6997252,0.0584645
73,-0.6945741,-0.69391805,"('helpless', 'self-reliant')",-0.6945741,-0.693918,0.0006561
74,-0.32881874,-0.31682628,"('undedicated', 'dedicated')",-0.3288187,-0.3168263,0.0119924
75,-0.24082384,-0.1921108,"('meek', 'impulsive')",-0.2408238,-0.1921108,0.048713
76,0.32129824,0.38906357,"('anxious', 'daring')",0.3212982,0.3890636,0.0677654
77,-0.5489623,-0.38275835,"('unmotivated', 'motivated')",-0.5489623,-0.3827583,0.166204
78,-0.27205184,-0.07065007,"('nonresilient', 'resilient')",-0.2720518,-0.0706501,0.2014017
79,-0.9531908,-0.92562413,"('wavering', 'unwavering')",-0.9531908,-0.9256241,0.0275667
80,0.43365154,0.4470975,"('dominated', 'dominating')",0.4336515,0.4470975,0.013446
81,0.09011579,0.037820343,"('submissive', 'aggressive')",0.0901158,0.0378203,-0.0522955
82,1.4411005,1.5158188,"('poor', 'rich')",1.4411005,1.5158188,0.0747183
83,-0.16759193,-0.22229509,"('powerless', 'powerful')",-0.1675919,-0.2222951,-0.0547032
84,-0.32564893,-0.43863162,"('inferior', 'superior')",-0.3256489,-0.4386316,-0.1129827
85,-0.7696752,-0.77524084,"('insignificant', 'prestigious')",-0.7696752,-0.7752408,-0.0055656
86,-1.1228781,-1.193585,"('uninfluential', 'influential')",-1.1228781,-1.193585,-0.0707069
87,0.018512376,0.056522254,"('unsuccessful', 'successful')",0.0185124,0.0565223,0.0380099
88,-0.32834795,-0.3106242,"('low', 'eminent')",-0.328348,-0.3106242,0.0177238
