,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.15650558,0.13781801,"('unsociable', 'sociable')",-0.256179,-0.3768343,-0.0498367,-0.1195081,-0.0696714
1,0.40682936,0.29744834,"('unfriendly', 'friendly')",1.9834586,1.7638397,1.1951439,1.0306441,-0.1644998
2,0.40756387,0.44692224,"('unlikable', 'likable')",0.7445261,0.85157317,0.576045,0.6492477,0.0732027
3,-0.79151654,-0.6465118,"('repellent', 'pleasant')",0.12234097,0.19767581,-0.3345878,-0.224418,0.1101698
4,0.29559276,0.21471825,"('disliked', 'liked')",-6.138594,-6.136693,-2.9215007,-2.9609873,-0.0394866
5,0.47466373,0.35457852,"('distant', 'outgoing')",-0.30632156,-0.3980888,0.0841711,-0.0217551,-0.1059262
6,0.085129805,-0.031156927,"('distant', 'open')",0.19353375,0.065079056,0.1393318,0.0169611,-0.1223707
7,-0.6093127,-0.4969833,"('insensitive', 'sensitive')",0.56625575,0.60508364,-0.0215285,0.0540502,0.0755787
8,-0.55397534,-0.6308608,"('unaffectionate', 'affectionate')",0.60804087,0.48867664,0.0270328,-0.0710921,-0.0981249
9,0.36680973,0.3332346,"('unaffectionate', 'caring')",1.0760432,0.97965974,0.7214265,0.6564472,-0.0649793
10,-0.800926,-0.6852586,"('unsympathetic', 'sympathetic')",-0.051793575,-0.019079799,-0.4263598,-0.3521692,0.0741906
11,0.3867582,0.43822855,"('unhelpful', 'helpful')",1.9641881,1.9932107,1.1754732,1.2157196,0.0402464
12,0.47374874,0.5346303,"('unsupportive', 'supportive')",-1.6649808,-1.6570892,-0.595616,-0.5612295,0.0343865
13,-0.17814092,-0.14140688,"('impolite', 'polite')",-0.21036655,-0.14266911,-0.1942537,-0.142038,0.0522157
14,-1.1291347,-1.0492831,"('antisocial', 'social')",-0.6527628,-0.60550743,-0.8909487,-0.8273953,0.0635534
15,1.1331575,1.0269275,"('boring', 'funny')",0.77516806,0.747259,0.9541628,0.8870932,-0.0670696
16,-0.11465795,-0.08840872,"('unpopular', 'popular')",0.62706745,0.5942759,0.2562048,0.2529336,-0.0032712
17,-0.041686505,0.048429854,"('nasty', 'nice')",-0.3498446,-0.25824365,-0.1957656,-0.1049069,0.0908587
18,-1.0335785,-1.0774589,"('disagreeable', 'welcoming')",-0.30169797,-0.37362063,-0.6676382,-0.7255397,-0.0579015
19,-0.042071648,-0.09984799,"('inhospitable', 'hospitable')",0.20143203,0.19058907,0.0796802,0.0453705,-0.0343097
20,-0.5989522,-0.5051756,"('rough', 'thoughtful')",1.0482543,1.0735363,0.224651,0.2841803,0.0595293
21,0.22753647,0.3227639,"('immoral', 'moral')",-0.38185605,-0.3073713,-0.0771598,0.0076963,0.0848561
22,-0.61450505,-0.6083965,"('untrustworthy', 'trustworthy')",-1.1507525,-1.1369922,-0.8826288,-0.8726944,0.0099344
23,-0.24736696,-0.21143115,"('insincere', 'sincere')",5.790137,5.6704426,2.771385,2.7295058,-0.0418792
24,-0.21562877,-0.22696786,"('dishonest', 'honest')",1.1209126,1.1311871,0.4526419,0.4521096,-0.0005323
25,-0.02965035,-0.08682131,"('egoistic', 'altruistic')",1.5693933,1.4967812,0.7698715,0.70498,-0.0648915
26,0.16021281,0.11072399,"('hardhearted', 'benevolent')",1.5899965,1.4941456,0.8751047,0.8024348,-0.0726699
27,-0.10073255,-0.03296336,"('hardhearted', 'softhearted')",1.3813186,1.3122082,0.640293,0.6396224,-0.0006706
28,-0.39310965,-0.4762327,"('disloyal', 'loyal')",0.7267442,0.6150589,0.1668173,0.0694131,-0.0974042
29,-0.29910478,-0.28786594,"('unfair', 'fair')",-0.8025565,-0.94052476,-0.5508307,-0.6141953,-0.0633646
30,0.27612948,0.3472988,"('intolerant', 'tolerant')",1.5691946,1.5435529,0.922662,0.9454259,0.0227639
31,-0.031648364,-0.037548363,"('evil', 'good')",-0.9380063,-1.0523266,-0.4848273,-0.5449375,-0.0601102
32,0.4358573,0.43231913,"('unkind', 'kind')",0.99680686,0.89675236,0.7163321,0.6645358,-0.0517963
33,1.1927254,1.0351758,"('wrong', 'right')",-0.50999147,-0.53979456,0.341367,0.2476906,-0.0936764
34,-0.101902105,0.04255896,"('mean', 'honorable')",6.0702257,6.102314,2.9841619,3.0724366,0.0882747
35,-0.47128487,-0.6136423,"('corrupt', 'incorrupt')",-0.0463574,-0.15250051,-0.2588211,-0.3830714,-0.1242503
36,-0.31635427,-0.47468874,"('hostile', 'amicable')",0.12950894,-0.11751302,-0.0934227,-0.2961009,-0.2026782
37,-0.2486052,-0.23728006,"('fake', 'genuine')",0.32212156,0.39720002,0.0367582,0.07996,0.0432018
38,0.056083858,0.046894617,"('untruthful', 'truthful')",0.44117832,0.4881987,0.2486311,0.2675467,0.0189156
39,1.1498654,1.1994238,"('exploitative', 'cooperative')",0.16758737,0.23838626,0.6587264,0.718905,0.0601786
40,-0.41413122,-0.39367065,"('stingy', 'generous')",-1.6546448,-1.6453475,-1.0343881,-1.0195091,0.014879
41,0.015407495,0.023627868,"('unforgiving', 'forgiving')",0.052661832,-0.028779645,0.0340347,-0.0025759,-0.0366106
42,0.6054074,0.5944489,"('unreliable', 'reliable')",-2.8518066,-2.7157419,-1.1231996,-1.0606465,0.0625531
43,-0.6754304,-0.5650473,"('irresponsible', 'responsible')",0.6308246,0.6591872,-0.0223029,0.0470699,0.0693728
44,-0.6097044,-0.5630071,"('prejudiced', 'unprejudiced')",-1.5707216,-1.4839358,-1.0902131,-1.0234715,0.0667416
45,-0.72367835,-0.5676484,"('incompetent', 'competent')",-0.24146299,-0.2299778,-0.4825707,-0.3988131,0.0837576
46,-0.20407017,-0.065942675,"('uncompetitive', 'competitive')",-0.6739182,-0.6190434,-0.4389942,-0.3424931,0.0965011
47,-0.20673165,-0.08465767,"('stupid', 'smart')",5.036574,5.0396333,2.414921,2.4774878,0.0625668
