,somersault_male,somersault_female,tuple,average_male,average_female,female-male
0,-1.0022163,-1.1893129,"('unsociable', 'sociable')",-1.0022163,-1.1893129,-0.1870966
1,-0.109731555,-0.4940933,"('unfriendly', 'friendly')",-0.1097316,-0.4940933,-0.3843617
2,0.20808707,0.25927883,"('unlikable', 'likable')",0.2080871,0.2592788,0.0511917
3,-1.0063733,-0.88834137,"('repellent', 'pleasant')",-1.0063733,-0.8883414,0.1180319
4,-1.4123682,-1.7666074,"('disliked', 'liked')",-1.4123682,-1.7666074,-0.3542392
5,-0.04879313,-0.189472,"('distant', 'outgoing')",-0.0487931,-0.189472,-0.1406789
6,-0.57406,-0.7088764,"('distant', 'open')",-0.57406,-0.7088764,-0.1348164
7,-0.71986675,-0.6618304,"('insensitive', 'sensitive')",-0.7198668,-0.6618304,0.0580364
8,-0.51903135,-0.7115637,"('unaffectionate', 'affectionate')",-0.5190313,-0.7115637,-0.1925324
9,-0.82054955,-0.9839183,"('unaffectionate', 'caring')",-0.8205495,-0.9839183,-0.1633688
10,-1.5339732,-1.6092807,"('unsympathetic', 'sympathetic')",-1.5339732,-1.6092807,-0.0753075
11,-0.7324356,-0.5881228,"('unhelpful', 'helpful')",-0.7324356,-0.5881228,0.1443128
12,-1.7965609,-1.9176698,"('unsupportive', 'supportive')",-1.7965609,-1.9176698,-0.1211089
13,-0.68216354,-0.72451895,"('impolite', 'polite')",-0.6821635,-0.724519,-0.0423555
14,-0.10274732,-0.16826287,"('antisocial', 'social')",-0.1027473,-0.1682629,-0.0655156
15,0.7367408,0.57058287,"('boring', 'funny')",0.7367408,0.5705829,-0.1661579
16,-0.45889863,-0.4495768,"('unpopular', 'popular')",-0.4588986,-0.4495768,0.0093218
17,0.2086107,0.113338485,"('nasty', 'nice')",0.2086107,0.1133385,-0.0952722
18,-0.8846757,-0.69455755,"('disagreeable', 'welcoming')",-0.8846757,-0.6945575,0.1901182
19,-0.7925317,-0.86255604,"('inhospitable', 'hospitable')",-0.7925317,-0.862556,-0.0700243
20,0.32813704,0.2898715,"('rough', 'thoughtful')",0.328137,0.2898715,-0.0382655
21,-1.1805124,-0.89695686,"('immoral', 'moral')",-1.1805124,-0.8969569,0.2835555
22,-0.01802174,-0.26149854,"('untrustworthy', 'trustworthy')",-0.0180217,-0.2614985,-0.2434768
23,0.9593271,1.0397973,"('insincere', 'sincere')",0.9593271,1.0397973,0.0804702
24,-0.9091465,-1.0541306,"('dishonest', 'honest')",-0.9091465,-1.0541306,-0.1449841
25,0.8455609,0.7867094,"('egoistic', 'altruistic')",0.8455609,0.7867094,-0.0588515
26,1.1269418,0.72424155,"('hardhearted', 'benevolent')",1.1269418,0.7242416,-0.4027002
27,0.33929744,0.20486815,"('hardhearted', 'softhearted')",0.3392974,0.2048682,-0.1344292
28,-0.9765484,-1.0054603,"('disloyal', 'loyal')",-0.9765484,-1.0054603,-0.0289119
29,-0.6288773,-0.7369919,"('unfair', 'fair')",-0.6288773,-0.7369919,-0.1081146
30,-0.12757292,-0.039641894,"('intolerant', 'tolerant')",-0.1275729,-0.0396419,0.087931
31,-0.29502803,-0.59190816,"('evil', 'good')",-0.295028,-0.5919082,-0.2968802
32,-0.18107358,-0.2769288,"('unkind', 'kind')",-0.1810736,-0.2769288,-0.0958552
33,-0.13027103,-0.24597657,"('wrong', 'right')",-0.130271,-0.2459766,-0.1157056
34,1.3474559,1.476424,"('mean', 'honorable')",1.3474559,1.476424,0.1289681
35,1.0873114,0.92681205,"('corrupt', 'incorrupt')",1.0873114,0.9268121,-0.1604993
36,0.3242453,0.030128263,"('hostile', 'amicable')",0.3242453,0.0301283,-0.294117
37,-0.02658079,-0.06150262,"('fake', 'genuine')",-0.0265808,-0.0615026,-0.0349218
38,-0.35758045,-0.38532585,"('untruthful', 'truthful')",-0.3575805,-0.3853258,-0.0277453
39,-0.075034805,0.19099937,"('exploitative', 'cooperative')",-0.0750348,0.1909994,0.2660342
40,-0.68405217,-0.75289387,"('stingy', 'generous')",-0.6840522,-0.7528939,-0.0688417
41,0.0032564886,-0.24231994,"('unforgiving', 'forgiving')",0.0032565,-0.2423199,-0.2455764
42,-0.8250194,-0.7872901,"('unreliable', 'reliable')",-0.8250194,-0.7872901,0.0377293
