,waterfront_male,waterfront_female,tuple,average_male,average_female,female-male
0,-0.17281626,-0.23925442,"('unsociable', 'sociable')",-0.1728163,-0.2392544,-0.0664381
1,1.9035581,1.9461967,"('unfriendly', 'friendly')",1.9035581,1.9461967,0.0426386
2,0.37561888,0.4463509,"('unlikable', 'likable')",0.3756189,0.4463509,0.070732
3,0.6144081,0.6957321,"('repellent', 'pleasant')",0.6144081,0.6957321,0.081324
4,-6.7625957,-6.9680862,"('disliked', 'liked')",-6.7625957,-6.9680862,-0.2054905
5,-0.14366758,-0.11249808,"('distant', 'outgoing')",-0.1436676,-0.1124981,0.0311695
6,0.5438859,0.5487519,"('distant', 'open')",0.5438859,0.5487519,0.004866
7,1.1224555,1.2331868,"('insensitive', 'sensitive')",1.1224555,1.2331868,0.1107313
8,1.8156891,1.723589,"('unaffectionate', 'affectionate')",1.8156891,1.7235889,-0.0921002
9,1.9757612,2.014936,"('unaffectionate', 'caring')",1.9757612,2.014936,0.0391748
10,0.39407778,0.41648468,"('unsympathetic', 'sympathetic')",0.3940778,0.4164847,0.0224069
11,1.1496394,1.311439,"('unhelpful', 'helpful')",1.1496394,1.311439,0.1617996
12,-1.2137921,-1.1817853,"('unsupportive', 'supportive')",-1.2137921,-1.1817853,0.0320068
13,-0.5976702,-0.522116,"('impolite', 'polite')",-0.5976702,-0.522116,0.0755542
14,-0.018561248,-0.011956232,"('antisocial', 'social')",-0.0185612,-0.0119562,0.006605
15,0.732936,0.6511681,"('boring', 'funny')",0.732936,0.6511681,-0.0817679
16,-0.3587428,-0.34497434,"('unpopular', 'popular')",-0.3587428,-0.3449743,0.0137685
17,0.056962673,0.10624881,"('nasty', 'nice')",0.0569627,0.1062488,0.0492861
18,-0.46668503,-0.39541537,"('disagreeable', 'welcoming')",-0.466685,-0.3954154,0.0712696
19,-0.1141392,0.04921598,"('inhospitable', 'hospitable')",-0.1141392,0.049216,0.1633552
20,0.6203025,0.5306665,"('rough', 'thoughtful')",0.6203025,0.5306665,-0.089636
