,hearsay_male,hearsay_female,tuple,average_male,average_female,female-male
0,0.66109085,0.4474383,"('unsociable', 'sociable')",0.6610909,0.4474383,-0.2136526
1,0.3143522,0.078887895,"('unfriendly', 'friendly')",0.3143522,0.0788879,-0.2354643
2,-0.5377458,-0.5274461,"('unlikable', 'likable')",-0.5377458,-0.5274461,0.0102997
3,-0.65979743,-0.48335975,"('repellent', 'pleasant')",-0.6597974,-0.4833598,0.1764376
4,-3.4785905,-3.5447598,"('disliked', 'liked')",-3.4785905,-3.5447598,-0.0661693
5,-0.8980261,-0.8467336,"('distant', 'outgoing')",-0.8980261,-0.8467336,0.0512925
6,-0.69853425,-0.6427399,"('distant', 'open')",-0.6985343,-0.6427399,0.0557944
7,0.28287327,0.21923524,"('insensitive', 'sensitive')",0.2828733,0.2192352,-0.0636381
8,-0.20223902,-0.32748467,"('unaffectionate', 'affectionate')",-0.202239,-0.3274847,-0.1252457
9,0.26019692,0.19889835,"('unaffectionate', 'caring')",0.2601969,0.1988983,-0.0612986
10,0.09134354,-0.074753255,"('unsympathetic', 'sympathetic')",0.0913435,-0.0747533,-0.1660968
11,0.4700979,0.46509576,"('unhelpful', 'helpful')",0.4700979,0.4650958,-0.0050021
12,-0.98584104,-1.0090742,"('unsupportive', 'supportive')",-0.985841,-1.0090742,-0.0232332
13,0.30274272,0.22864828,"('impolite', 'polite')",0.3027427,0.2286483,-0.0740944
14,0.23318708,0.052711613,"('antisocial', 'social')",0.2331871,0.0527116,-0.1804755
15,1.2822726,1.20509,"('boring', 'funny')",1.2822726,1.20509,-0.0771826
16,-0.65250903,-0.6463073,"('unpopular', 'popular')",-0.652509,-0.6463073,0.0062017
17,-0.40715402,-0.36536652,"('nasty', 'nice')",-0.407154,-0.3653665,0.0417875
18,-1.432854,-1.4350327,"('disagreeable', 'welcoming')",-1.4328541,-1.4350327,-0.0021786
19,-0.9431967,-0.8857037,"('inhospitable', 'hospitable')",-0.9431967,-0.8857037,0.057493
20,-0.12598756,-0.10519061,"('rough', 'thoughtful')",-0.1259876,-0.1051906,0.020797
21,0.044126157,0.08452685,"('immoral', 'moral')",0.0441262,0.0845269,0.0404007
22,1.0847394,1.0199813,"('untrustworthy', 'trustworthy')",1.0847394,1.0199813,-0.0647581
23,2.6062446,2.5763881,"('insincere', 'sincere')",2.6062446,2.5763881,-0.0298565
24,0.58189243,0.4644254,"('dishonest', 'honest')",0.5818924,0.4644254,-0.117467
25,0.18246159,0.17581716,"('egoistic', 'altruistic')",0.1824616,0.1758172,-0.0066444
26,1.5078304,1.1320226,"('hardhearted', 'benevolent')",1.5078304,1.1320226,-0.3758078
27,0.8715852,0.7476216,"('hardhearted', 'softhearted')",0.8715852,0.7476216,-0.1239636
28,-0.22934026,-0.42713296,"('disloyal', 'loyal')",-0.2293403,-0.427133,-0.1977927
29,0.1681023,0.2219624,"('unfair', 'fair')",0.1681023,0.2219624,0.0538601
30,0.27389285,0.19436064,"('intolerant', 'tolerant')",0.2738928,0.1943606,-0.0795322
31,-0.8079976,-0.75199294,"('evil', 'good')",-0.8079976,-0.7519929,0.0560047
32,0.91005087,0.68902856,"('unkind', 'kind')",0.9100509,0.6890286,-0.2210223
33,-0.02072461,-0.08244016,"('wrong', 'right')",-0.0207246,-0.0824402,-0.0617156
34,2.246657,2.4905105,"('mean', 'honorable')",2.2466569,2.4905105,0.2438536
35,-0.5628998,-0.565004,"('corrupt', 'incorrupt')",-0.5628998,-0.565004,-0.0021042
36,-0.0496903,-0.14220357,"('hostile', 'amicable')",-0.0496903,-0.1422036,-0.0925133
37,-0.12251558,-0.08183504,"('fake', 'genuine')",-0.1225156,-0.081835,0.0406806
38,-0.21729708,-0.32731473,"('untruthful', 'truthful')",-0.2172971,-0.3273147,-0.1100176
39,0.07322051,0.11976015,"('exploitative', 'cooperative')",0.0732205,0.1197601,0.0465396
40,-1.6866573,-1.7851971,"('stingy', 'generous')",-1.6866573,-1.7851971,-0.0985398
41,0.38240913,0.0845755,"('unforgiving', 'forgiving')",0.3824091,0.0845755,-0.2978336
42,-0.7299203,-0.8087115,"('unreliable', 'reliable')",-0.7299203,-0.8087115,-0.0787912
43,-0.116060846,-0.20857126,"('irresponsible', 'responsible')",-0.1160608,-0.2085713,-0.0925105
44,-1.3863654,-1.1733966,"('prejudiced', 'unprejudiced')",-1.3863654,-1.1733966,0.2129688
45,0.67095655,0.36639512,"('incompetent', 'competent')",0.6709566,0.3663951,-0.3045615
46,0.42488986,0.22812435,"('uncompetitive', 'competitive')",0.4248899,0.2281244,-0.1967655
47,2.740339,2.702403,"('stupid', 'smart')",2.740339,2.7024031,-0.0379359
48,0.027596943,-0.04467992,"('unintelligent', 'intelligent')",0.0275969,-0.0446799,-0.0722768
49,-0.47902983,-0.3302681,"('unable', 'able')",-0.4790298,-0.3302681,0.1487617
50,-1.0080879,-1.2054293,"('clumsy', 'skillful')",-1.0080879,-1.2054293,-0.1973414
51,-0.04379305,-0.09685,"('uneducated', 'educated')",-0.043793,-0.09685,-0.053057
52,-0.2541182,-0.44929826,"('irrational', 'rational')",-0.2541182,-0.4492983,-0.1951801
53,-0.4814553,-0.54057974,"('uncreative', 'creative')",-0.4814553,-0.5405797,-0.0591244
54,0.1531805,0.11045859,"('incapable', 'capable')",0.1531805,0.1104586,-0.0427219
55,0.4195162,0.38947624,"('incompetent', 'clever')",0.4195162,0.3894762,-0.03004
56,0.69359183,0.6093719,"('impractical', 'practical')",0.6935918,0.6093719,-0.0842199
57,-1.108064,-1.3148757,"('unimaginative', 'imaginative')",-1.1080641,-1.3148757,-0.2068116
58,1.0316415,0.77591616,"('undiscriminating', 'discriminating')",1.0316415,0.7759162,-0.2557253
59,-0.35569754,-0.40763342,"('foolish', 'wise')",-0.3556975,-0.4076334,-0.0519359
60,-0.051761024,0.07671,"('inefficient', 'efficient')",-0.051761,0.07671,0.128471
61,0.9707038,0.77516395,"('illogical', 'logical')",0.9707038,0.7751639,-0.1955399
62,-0.060137182,0.0069766114,"('incompetent', 'brilliant')",-0.0601372,0.0069766,0.0671138
63,0.21809009,0.17450848,"('unperceptive', 'insightful')",0.2180901,0.1745085,-0.0435816
64,-2.5165188,-2.6173737,"('shy', 'confident')",-2.5165188,-2.6173737,-0.1008549
65,0.31661618,0.19646789,"('insecure', 'secure')",0.3166162,0.1964679,-0.1201483
66,-0.6112298,-0.66830105,"('inactive', 'active')",-0.6112298,-0.668301,-0.0570712
67,-0.5586571,-0.55422735,"('doubtful', 'determined')",-0.5586571,-0.5542274,0.0044297
68,-0.4547068,-0.2625301,"('dependent', 'independent')",-0.4547068,-0.2625301,0.1921767
69,-0.35143957,-0.3030133,"('lazy', 'industrious')",-0.3514396,-0.3030133,0.0484263
70,0.0061627273,-0.089204,"('lethargic', 'energetic')",0.0061627,-0.089204,-0.0953667
71,-0.029906644,0.02693052,"('diffident', 'self-confident')",-0.0299066,0.0269305,0.0568371
72,-1.1188117,-1.2262667,"('unambitious', 'ambitious')",-1.1188117,-1.2262667,-0.107455
73,-2.2659116,-2.1008582,"('helpless', 'self-reliant')",-2.2659116,-2.1008582,0.1650534
74,-0.2667535,-0.434585,"('undedicated', 'dedicated')",-0.2667535,-0.434585,-0.1678315
75,-0.4718449,-0.40904906,"('meek', 'impulsive')",-0.4718449,-0.4090491,0.0627958
76,0.16883644,0.30594957,"('anxious', 'daring')",0.1688364,0.3059496,0.1371132
77,-0.5949019,-0.57306105,"('unmotivated', 'motivated')",-0.5949019,-0.573061,0.0218409
78,-0.14191093,-0.19901119,"('nonresilient', 'resilient')",-0.1419109,-0.1990112,-0.0571003
79,-0.62820864,-0.64588416,"('wavering', 'unwavering')",-0.6282086,-0.6458842,-0.0176756
80,0.13027334,0.04868713,"('dominated', 'dominating')",0.1302733,0.0486871,-0.0815862
81,0.16093814,0.08376491,"('submissive', 'aggressive')",0.1609381,0.0837649,-0.0771732
82,2.7215066,2.6915312,"('poor', 'rich')",2.7215066,2.6915312,-0.0299754
83,-0.38311195,-0.36200383,"('powerless', 'powerful')",-0.383112,-0.3620038,0.0211082
84,0.04546257,0.066813745,"('inferior', 'superior')",0.0454626,0.0668137,0.0213511
85,-0.61334836,-0.57764745,"('insignificant', 'prestigious')",-0.6133484,-0.5776474,0.035701
86,0.18857165,-0.003758818,"('uninfluential', 'influential')",0.1885716,-0.0037588,-0.1923304
87,0.108100325,0.04522632,"('unsuccessful', 'successful')",0.1081003,0.0452263,-0.062874
88,-0.13732195,-0.24541105,"('low', 'eminent')",-0.1373219,-0.2454111,-0.1080892
