,immigration_male,immigration_female,tuple,average_male,average_female,female-male
0,0.19079277,0.050144523,"('unsociable', 'sociable')",0.1907928,0.0501445,-0.1406483
1,2.0809393,1.878221,"('unfriendly', 'friendly')",2.0809393,1.878221,-0.2027183
2,0.7807617,0.8071554,"('unlikable', 'likable')",0.7807617,0.8071554,0.0263937
3,-0.16594517,0.044349127,"('repellent', 'pleasant')",-0.1659452,0.0443491,0.2102943
4,-7.268015,-7.2521243,"('disliked', 'liked')",-7.2680149,-7.2521243,0.0158906
5,0.19696346,0.1550431,"('distant', 'outgoing')",0.1969635,0.1550431,-0.0419204
6,0.4755486,0.4400449,"('distant', 'open')",0.4755486,0.4400449,-0.0355037
7,0.23186103,0.31488574,"('insensitive', 'sensitive')",0.231861,0.3148857,0.0830247
8,1.7304134,1.6291385,"('unaffectionate', 'affectionate')",1.7304134,1.6291385,-0.1012749
9,2.309142,2.2596738,"('unaffectionate', 'caring')",2.3091421,2.2596738,-0.0494683
10,0.23972067,0.38008994,"('unsympathetic', 'sympathetic')",0.2397207,0.3800899,0.1403692
11,2.291555,2.3014624,"('unhelpful', 'helpful')",2.2915549,2.3014624,0.0099075
12,-1.2771505,-1.2360831,"('unsupportive', 'supportive')",-1.2771505,-1.2360831,0.0410674
13,0.15932737,0.11744201,"('impolite', 'polite')",0.1593274,0.117442,-0.0418854
14,0.35387072,0.22378892,"('antisocial', 'social')",0.3538707,0.2237889,-0.1300818
15,0.10904201,0.061611645,"('boring', 'funny')",0.109042,0.0616116,-0.0474304
16,-0.3548534,-0.30315447,"('unpopular', 'popular')",-0.3548534,-0.3031545,0.0516989
17,0.01615065,0.0104994625,"('nasty', 'nice')",0.0161506,0.0104995,-0.0056511
18,-0.25796324,-0.39553475,"('disagreeable', 'welcoming')",-0.2579632,-0.3955348,-0.1375716
19,-0.35744482,-0.33820984,"('inhospitable', 'hospitable')",-0.3574448,-0.3382098,0.019235
