,impairment_male,impairment_female,tuple,average_male,average_female,female-male
0,0.3111315,0.023421353,"('unsociable', 'sociable')",0.3111315,0.0234214,-0.2877101
1,-0.13428764,-0.3026101,"('unfriendly', 'friendly')",-0.1342876,-0.3026101,-0.1683225
2,-0.4268968,-0.28993058,"('unlikable', 'likable')",-0.4268968,-0.2899306,0.1369662
3,0.9657906,0.9423966,"('repellent', 'pleasant')",0.9657906,0.9423966,-0.023394
4,-7.037378,-6.9619083,"('disliked', 'liked')",-7.0373778,-6.9619083,0.0754695
5,-1.5760038,-1.5297779,"('distant', 'outgoing')",-1.5760038,-1.5297779,0.0462259
6,-1.3946993,-1.3755736,"('distant', 'open')",-1.3946993,-1.3755736,0.0191257
7,0.9430175,0.76373255,"('insensitive', 'sensitive')",0.9430175,0.7637326,-0.1792849
8,0.11360848,0.050393797,"('unaffectionate', 'affectionate')",0.1136085,0.0503938,-0.0632147
9,1.0597745,1.0155439,"('unaffectionate', 'caring')",1.0597745,1.0155439,-0.0442306
10,1.7118937,1.5837858,"('unsympathetic', 'sympathetic')",1.7118937,1.5837858,-0.1281079
11,2.5171375,2.4751706,"('unhelpful', 'helpful')",2.5171375,2.4751706,-0.0419669
12,-1.1137574,-1.1228831,"('unsupportive', 'supportive')",-1.1137574,-1.1228831,-0.0091257
13,0.3784951,0.2028764,"('impolite', 'polite')",0.3784951,0.2028764,-0.1756187
14,0.6441768,0.41701856,"('antisocial', 'social')",0.6441768,0.4170186,-0.2271582
15,-0.044876322,-0.17920181,"('boring', 'funny')",-0.0448763,-0.1792018,-0.1343255
16,-0.86878353,-0.8546437,"('unpopular', 'popular')",-0.8687835,-0.8546437,0.0141398
17,-0.6910635,-0.7425551,"('nasty', 'nice')",-0.6910635,-0.7425551,-0.0514916
18,-1.53297,-1.6119965,"('disagreeable', 'welcoming')",-1.53297,-1.6119965,-0.0790265
19,-1.8242155,-1.7337116,"('inhospitable', 'hospitable')",-1.8242155,-1.7337116,0.0905039
20,0.74588823,0.6191316,"('rough', 'thoughtful')",0.7458882,0.6191316,-0.1267566
21,0.14450565,0.10778389,"('immoral', 'moral')",0.1445056,0.1077839,-0.0367217
22,-0.80503,-0.8924297,"('untrustworthy', 'trustworthy')",-0.80503,-0.8924297,-0.0873997
23,5.930107,5.7038064,"('insincere', 'sincere')",5.9301071,5.7038064,-0.2263007
24,1.3111566,1.2148956,"('dishonest', 'honest')",1.3111566,1.2148956,-0.096261
25,-0.20090036,-0.34168825,"('egoistic', 'altruistic')",-0.2009004,-0.3416882,-0.1407878
26,0.88101196,0.6677754,"('hardhearted', 'benevolent')",0.881012,0.6677754,-0.2132366
27,0.6359596,0.4109309,"('hardhearted', 'softhearted')",0.6359596,0.4109309,-0.2250287
28,0.6967783,0.58867466,"('disloyal', 'loyal')",0.6967783,0.5886747,-0.1081036
29,-1.5841855,-1.6827542,"('unfair', 'fair')",-1.5841855,-1.6827542,-0.0985687
30,1.302616,1.1473486,"('intolerant', 'tolerant')",1.302616,1.1473486,-0.1552674
31,-2.9109902,-2.8521256,"('evil', 'good')",-2.9109902,-2.8521256,0.0588646
32,0.9978156,0.84693485,"('unkind', 'kind')",0.9978156,0.8469349,-0.1508807
33,-0.95374656,-1.0230169,"('wrong', 'right')",-0.9537466,-1.0230169,-0.0692703
34,4.0420055,4.118209,"('mean', 'honorable')",4.0420055,4.1182089,0.0762034
35,-1.6821675,-1.7556711,"('corrupt', 'incorrupt')",-1.6821675,-1.7556711,-0.0735036
36,-1.7764652,-1.7915709,"('hostile', 'amicable')",-1.7764652,-1.7915709,-0.0151057
37,0.34362653,0.18031275,"('fake', 'genuine')",0.3436265,0.1803128,-0.1633137
38,-0.17270583,-0.26070005,"('untruthful', 'truthful')",-0.1727058,-0.2607,-0.0879942
39,0.121307306,0.054749817,"('exploitative', 'cooperative')",0.1213073,0.0547498,-0.0665575
40,-2.2076397,-2.2939806,"('stingy', 'generous')",-2.2076397,-2.2939806,-0.0863409
41,-0.3232469,-0.44991627,"('unforgiving', 'forgiving')",-0.3232469,-0.4499163,-0.1266694
