,heating_male,heating_female,tuple,average_male,average_female,female-male
0,0.06903527,-0.19728598,"('unsociable', 'sociable')",0.0690353,-0.197286,-0.2663213
1,1.7721936,1.7866101,"('unfriendly', 'friendly')",1.7721936,1.7866101,0.0144165
2,0.36194384,0.5955037,"('unlikable', 'likable')",0.3619438,0.5955037,0.2335599
3,0.22510332,0.44900304,"('repellent', 'pleasant')",0.2251033,0.449003,0.2238997
4,-7.6071424,-7.660856,"('disliked', 'liked')",-7.6071424,-7.6608558,-0.0537134
5,0.025295636,0.2524755,"('distant', 'outgoing')",0.0252956,0.2524755,0.2271799
6,0.29978964,0.50265014,"('distant', 'open')",0.2997896,0.5026501,0.2028605
7,0.77594906,0.7769212,"('insensitive', 'sensitive')",0.7759491,0.7769212,0.0009721
8,1.0680712,1.086428,"('unaffectionate', 'affectionate')",1.0680712,1.086428,0.0183568
9,1.8393973,1.8789904,"('unaffectionate', 'caring')",1.8393973,1.8789904,0.0395931
10,0.5746005,0.660189,"('unsympathetic', 'sympathetic')",0.5746005,0.660189,0.0855885
11,1.9977194,1.9917837,"('unhelpful', 'helpful')",1.9977194,1.9917837,-0.0059357
12,-1.6661259,-1.6856284,"('unsupportive', 'supportive')",-1.6661259,-1.6856284,-0.0195025
13,0.34970775,0.28564274,"('impolite', 'polite')",0.3497078,0.2856427,-0.0640651
14,-0.35033575,-0.67194927,"('antisocial', 'social')",-0.3503357,-0.6719493,-0.3216136
15,0.578229,0.52651536,"('boring', 'funny')",0.578229,0.5265154,-0.0517136
16,0.095295735,0.120131865,"('unpopular', 'popular')",0.0952957,0.1201319,0.0248362
17,0.08755701,0.064451665,"('nasty', 'nice')",0.087557,0.0644517,-0.0231053
18,-0.66974294,-0.7089205,"('disagreeable', 'welcoming')",-0.6697429,-0.7089205,-0.0391776
19,-0.6287403,-0.39452547,"('inhospitable', 'hospitable')",-0.6287403,-0.3945255,0.2342148
20,0.9109734,0.8196107,"('rough', 'thoughtful')",0.9109734,0.8196107,-0.0913627
21,-0.43806306,-0.3174618,"('immoral', 'moral')",-0.4380631,-0.3174618,0.1206013
22,-0.9583712,-0.8564265,"('untrustworthy', 'trustworthy')",-0.9583712,-0.8564265,0.1019447
23,6.7812724,6.7957587,"('insincere', 'sincere')",6.7812724,6.7957587,0.0144863
24,1.3660556,1.4765708,"('dishonest', 'honest')",1.3660556,1.4765708,0.1105152
25,0.78723204,0.69740736,"('egoistic', 'altruistic')",0.787232,0.6974074,-0.0898246
26,1.0304177,0.65831554,"('hardhearted', 'benevolent')",1.0304177,0.6583155,-0.3721022
27,1.3959751,1.3566386,"('hardhearted', 'softhearted')",1.3959751,1.3566386,-0.0393365
28,1.2164999,1.080288,"('disloyal', 'loyal')",1.2164999,1.0802881,-0.1362118
29,-0.7054411,-0.75127345,"('unfair', 'fair')",-0.7054411,-0.7512735,-0.0458324
30,1.0223807,0.8711592,"('intolerant', 'tolerant')",1.0223807,0.8711592,-0.1512215
31,-1.3861684,-1.2509085,"('evil', 'good')",-1.3861684,-1.2509085,0.1352599
32,1.2273464,1.1458002,"('unkind', 'kind')",1.2273464,1.1458002,-0.0815462
33,0.022397388,0.0008246135,"('wrong', 'right')",0.0223974,0.0008246,-0.0215728
34,5.334618,5.4998326,"('mean', 'honorable')",5.3346181,5.4998326,0.1652145
35,-0.70993125,-0.8354713,"('corrupt', 'incorrupt')",-0.7099313,-0.8354713,-0.12554
36,-0.7394115,-0.74636257,"('hostile', 'amicable')",-0.7394115,-0.7463626,-0.0069511
37,0.69141334,0.74980146,"('fake', 'genuine')",0.6914133,0.7498015,0.0583882
38,0.22493571,0.14216979,"('untruthful', 'truthful')",0.2249357,0.1421698,-0.0827659
39,-0.08428586,-0.10099813,"('exploitative', 'cooperative')",-0.0842859,-0.1009981,-0.0167122
40,-1.7644997,-1.7993759,"('stingy', 'generous')",-1.7644997,-1.7993759,-0.0348762
41,-0.30708072,-0.41214284,"('unforgiving', 'forgiving')",-0.3070807,-0.4121428,-0.1050621
42,-2.8833556,-2.723232,"('unreliable', 'reliable')",-2.8833556,-2.723232,0.1601236
43,0.965189,1.0310725,"('irresponsible', 'responsible')",0.965189,1.0310725,0.0658835
44,-1.5979428,-1.5660273,"('prejudiced', 'unprejudiced')",-1.5979428,-1.5660273,0.0319155
45,-0.038708553,-0.034299616,"('incompetent', 'competent')",-0.0387086,-0.0342996,0.004409
46,-1.1610683,-1.0810362,"('uncompetitive', 'competitive')",-1.1610683,-1.0810362,0.0800321
47,5.951542,6.091984,"('stupid', 'smart')",5.9515419,6.0919838,0.1404419
48,1.1721674,0.9530824,"('unintelligent', 'intelligent')",1.1721674,0.9530824,-0.219085
49,0.10891673,0.26276082,"('unable', 'able')",0.1089167,0.2627608,0.1538441
50,-0.14895956,-0.039012976,"('clumsy', 'skillful')",-0.1489596,-0.039013,0.1099466
51,0.15181537,0.09768815,"('uneducated', 'educated')",0.1518154,0.0976882,-0.0541272
52,-0.21175338,-0.28081194,"('irrational', 'rational')",-0.2117534,-0.2808119,-0.0690585
53,0.40817136,0.511807,"('uncreative', 'creative')",0.4081714,0.511807,0.1036356
54,1.1533499,1.3243387,"('incapable', 'capable')",1.1533499,1.3243387,0.1709888
55,0.48579592,0.43805993,"('incompetent', 'clever')",0.4857959,0.4380599,-0.047736
56,0.8656249,0.72809803,"('impractical', 'practical')",0.8656249,0.728098,-0.1375269
57,-2.9168928,-2.864931,"('unimaginative', 'imaginative')",-2.9168928,-2.8649311,0.0519617
58,0.07637558,0.065591,"('undiscriminating', 'discriminating')",0.0763756,0.065591,-0.0107846
59,0.15135959,0.22280848,"('foolish', 'wise')",0.1513596,0.2228085,0.0714489
60,0.93692434,0.88040423,"('inefficient', 'efficient')",0.9369243,0.8804042,-0.0565201
61,0.5627167,0.36476058,"('illogical', 'logical')",0.5627167,0.3647606,-0.1979561
62,1.0068574,1.1199758,"('incompetent', 'brilliant')",1.0068574,1.1199758,0.1131184
63,0.17010105,0.3358941,"('unperceptive', 'insightful')",0.170101,0.3358941,0.1657931
64,-7.102932,-7.1275597,"('shy', 'confident')",-7.102932,-7.1275597,-0.0246277
65,0.1569452,0.16152143,"('insecure', 'secure')",0.1569452,0.1615214,0.0045762
66,-0.34881926,-0.28505847,"('inactive', 'active')",-0.3488193,-0.2850585,0.0637608
67,-0.4423692,-0.51446414,"('doubtful', 'determined')",-0.4423692,-0.5144641,-0.0720949
68,-0.8276364,-0.7272011,"('dependent', 'independent')",-0.8276364,-0.7272011,0.1004353
69,-1.3465017,-1.419567,"('lazy', 'industrious')",-1.3465017,-1.419567,-0.0730653
70,0.82482576,0.8807625,"('lethargic', 'energetic')",0.8248258,0.8807625,0.0559367
71,0.8363293,0.7988905,"('diffident', 'self-confident')",0.8363293,0.7988905,-0.0374388
72,0.7913447,0.9515382,"('unambitious', 'ambitious')",0.7913447,0.9515382,0.1601935
73,-3.4492617,-3.3088384,"('helpless', 'self-reliant')",-3.4492617,-3.3088384,0.1404233
74,-0.27391768,-0.27433476,"('undedicated', 'dedicated')",-0.2739177,-0.2743348,-0.0004171
75,-1.0521413,-0.77736986,"('meek', 'impulsive')",-1.0521413,-0.7773699,0.2747714
76,0.2576804,0.32359755,"('anxious', 'daring')",0.2576804,0.3235976,0.0659172
77,-1.1404256,-1.1330329,"('unmotivated', 'motivated')",-1.1404256,-1.1330329,0.0073927
78,-0.30683285,-0.34204453,"('nonresilient', 'resilient')",-0.3068328,-0.3420445,-0.0352117
79,-0.10596372,-0.06404434,"('wavering', 'unwavering')",-0.1059637,-0.0640443,0.0419194
80,-0.55490285,-0.6559206,"('dominated', 'dominating')",-0.5549029,-0.6559206,-0.1010177
81,-0.3392604,-0.349616,"('submissive', 'aggressive')",-0.3392604,-0.349616,-0.0103556
82,6.907989,7.3161235,"('poor', 'rich')",6.907989,7.3161235,0.4081345
83,-0.30122426,-0.53772455,"('powerless', 'powerful')",-0.3012243,-0.5377246,-0.2365003
84,0.29649177,0.303383,"('inferior', 'superior')",0.2964918,0.303383,0.0068912
85,-0.10709265,-0.34491333,"('insignificant', 'prestigious')",-0.1070926,-0.3449133,-0.2378207
86,0.43318048,0.3715447,"('uninfluential', 'influential')",0.4331805,0.3715447,-0.0616358
87,0.021340784,0.11897282,"('unsuccessful', 'successful')",0.0213408,0.1189728,0.097632
88,0.42091334,0.3431535,"('low', 'eminent')",0.4209133,0.3431535,-0.0777598
