,outlet_male,outlet_female,tuple,average_male,average_female,female-male
0,0.2968285,0.09122064,"('unsociable', 'sociable')",0.2968285,0.0912206,-0.2056079
1,1.7374066,1.6967089,"('unfriendly', 'friendly')",1.7374066,1.6967089,-0.0406977
2,0.016210362,0.023300093,"('unlikable', 'likable')",0.0162104,0.0233001,0.0070897
3,0.5369534,0.8544725,"('repellent', 'pleasant')",0.5369534,0.8544725,0.3175191
4,-7.0932817,-7.1898956,"('disliked', 'liked')",-7.0932817,-7.1898956,-0.0966139
5,-0.52979183,-0.48653144,"('distant', 'outgoing')",-0.5297918,-0.4865314,0.0432604
6,-0.31290814,-0.18723321,"('distant', 'open')",-0.3129081,-0.1872332,0.1256749
7,1.7006294,1.8210104,"('insensitive', 'sensitive')",1.7006294,1.8210104,0.120381
8,1.0929482,0.9783119,"('unaffectionate', 'affectionate')",1.0929482,0.9783119,-0.1146363
9,1.8315626,1.8713106,"('unaffectionate', 'caring')",1.8315626,1.8713106,0.039748
10,1.0330526,1.0506428,"('unsympathetic', 'sympathetic')",1.0330526,1.0506428,0.0175902
11,2.1873145,2.2878242,"('unhelpful', 'helpful')",2.1873145,2.2878242,0.1005097
12,-0.93103456,-0.9886124,"('unsupportive', 'supportive')",-0.9310346,-0.9886124,-0.0575778
13,-0.0010628402,-0.107312754,"('impolite', 'polite')",-0.0010628,-0.1073128,-0.10625
14,0.33628097,0.21542692,"('antisocial', 'social')",0.336281,0.2154269,-0.1208541
15,0.9066911,0.76039594,"('boring', 'funny')",0.9066911,0.7603959,-0.1462952
16,-0.5148923,-0.46607703,"('unpopular', 'popular')",-0.5148923,-0.466077,0.0488153
17,-0.2620759,-0.2660058,"('nasty', 'nice')",-0.2620759,-0.2660058,-0.0039299
18,-0.62299824,-0.6089695,"('disagreeable', 'welcoming')",-0.6229982,-0.6089695,0.0140287
19,-0.38386458,-0.36523342,"('inhospitable', 'hospitable')",-0.3838646,-0.3652334,0.0186312
20,0.6330993,0.56670815,"('rough', 'thoughtful')",0.6330993,0.5667081,-0.0663912
21,0.12158882,0.21671435,"('immoral', 'moral')",0.1215888,0.2167144,0.0951256
22,-0.47026607,-0.32820082,"('untrustworthy', 'trustworthy')",-0.4702661,-0.3282008,0.1420653
23,7.035868,7.266195,"('insincere', 'sincere')",7.0358682,7.2661948,0.2303266
24,2.0321183,2.1197157,"('dishonest', 'honest')",2.0321183,2.1197157,0.0875974
25,0.8670752,0.8661329,"('egoistic', 'altruistic')",0.8670752,0.8661329,-0.0009423
26,1.8080958,1.3143401,"('hardhearted', 'benevolent')",1.8080958,1.3143401,-0.4937557
27,2.3262386,2.2161744,"('hardhearted', 'softhearted')",2.3262386,2.2161744,-0.1100642
28,0.97552705,0.9720659,"('disloyal', 'loyal')",0.975527,0.9720659,-0.0034611
29,-0.71432,-0.8333284,"('unfair', 'fair')",-0.71432,-0.8333284,-0.1190084
30,1.4740572,1.4504135,"('intolerant', 'tolerant')",1.4740572,1.4504135,-0.0236437
31,-1.293215,-1.2923752,"('evil', 'good')",-1.293215,-1.2923752,0.0008398
