,cameo_male,cameo_female,tuple,average_male,average_female,female-male
0,0.07504694,-0.12827083,"('unsociable', 'sociable')",0.0750469,-0.1282708,-0.2033177
1,1.3291249,1.305106,"('unfriendly', 'friendly')",1.3291249,1.305106,-0.0240189
2,0.73319393,0.9151004,"('unlikable', 'likable')",0.7331939,0.9151004,0.1819065
3,0.891232,0.78328127,"('repellent', 'pleasant')",0.891232,0.7832813,-0.1079507
4,-7.1972284,-7.140508,"('disliked', 'liked')",-7.1972284,-7.1405082,0.0567202
5,-0.22323287,-0.12685007,"('distant', 'outgoing')",-0.2232329,-0.1268501,0.0963828
6,0.060175814,0.17465226,"('distant', 'open')",0.0601758,0.1746523,0.1144765
7,0.5915191,0.4954215,"('insensitive', 'sensitive')",0.5915191,0.4954215,-0.0960976
8,0.8156245,0.93904465,"('unaffectionate', 'affectionate')",0.8156245,0.9390447,0.1234202
9,1.5140015,1.6679085,"('unaffectionate', 'caring')",1.5140015,1.6679085,0.153907
10,1.1893568,1.102739,"('unsympathetic', 'sympathetic')",1.1893568,1.102739,-0.0866178
11,2.0339448,2.0465825,"('unhelpful', 'helpful')",2.0339448,2.0465825,0.0126377
12,-1.6978399,-1.7494074,"('unsupportive', 'supportive')",-1.6978399,-1.7494074,-0.0515675
13,0.69518876,0.5207093,"('impolite', 'polite')",0.6951888,0.5207093,-0.1744795
14,-0.55276364,-0.84570915,"('antisocial', 'social')",-0.5527636,-0.8457091,-0.2929455
15,0.69986296,0.6979771,"('boring', 'funny')",0.699863,0.6979771,-0.0018859
16,0.010915801,0.1116496,"('unpopular', 'popular')",0.0109158,0.1116496,0.1007338
17,-0.18414181,-0.12998265,"('nasty', 'nice')",-0.1841418,-0.1299827,0.0541591
18,-0.690078,-0.82724655,"('disagreeable', 'welcoming')",-0.690078,-0.8272465,-0.1371685
19,-0.5507789,-0.3615708,"('inhospitable', 'hospitable')",-0.5507789,-0.3615708,0.1892081
20,0.854093,0.6769305,"('rough', 'thoughtful')",0.854093,0.6769305,-0.1771625
21,0.2883282,0.24996625,"('immoral', 'moral')",0.2883282,0.2499662,-0.038362
22,-0.1783054,-0.24316497,"('untrustworthy', 'trustworthy')",-0.1783054,-0.243165,-0.0648596
23,6.2719254,6.1343746,"('insincere', 'sincere')",6.2719254,6.1343746,-0.1375508
24,1.7266324,1.6069578,"('dishonest', 'honest')",1.7266324,1.6069578,-0.1196746
25,0.41236782,0.43011063,"('egoistic', 'altruistic')",0.4123678,0.4301106,0.0177428
26,0.26771703,0.25698566,"('hardhearted', 'benevolent')",0.267717,0.2569857,-0.0107313
27,1.5592914,1.4513415,"('hardhearted', 'softhearted')",1.5592914,1.4513415,-0.1079499
28,1.0612173,1.0639321,"('disloyal', 'loyal')",1.0612173,1.0639321,0.0027148
29,-0.53813994,-0.6322501,"('unfair', 'fair')",-0.5381399,-0.6322501,-0.0941102
30,0.8781525,0.8195416,"('intolerant', 'tolerant')",0.8781525,0.8195416,-0.0586109
31,-1.6982348,-1.610164,"('evil', 'good')",-1.6982348,-1.610164,0.0880708
32,1.2597071,1.2609763,"('unkind', 'kind')",1.2597071,1.2609763,0.0012692
33,-0.20584711,-0.15689436,"('wrong', 'right')",-0.2058471,-0.1568944,0.0489527
34,4.51102,4.5755086,"('mean', 'honorable')",4.5110202,4.5755086,0.0644884
35,-1.1693007,-1.1349152,"('corrupt', 'incorrupt')",-1.1693007,-1.1349152,0.0343855
36,-0.83038545,-0.736703,"('hostile', 'amicable')",-0.8303854,-0.736703,0.0936824
37,0.78444904,0.80361515,"('fake', 'genuine')",0.784449,0.8036152,0.0191662
38,-0.056665935,-0.012568302,"('untruthful', 'truthful')",-0.0566659,-0.0125683,0.0440976
39,0.06582987,-0.033282194,"('exploitative', 'cooperative')",0.0658299,-0.0332822,-0.0991121
40,-1.6840589,-1.9719855,"('stingy', 'generous')",-1.6840589,-1.9719855,-0.2879266
41,-0.07912624,-0.09300791,"('unforgiving', 'forgiving')",-0.0791262,-0.0930079,-0.0138817
42,-1.7104486,-1.789131,"('unreliable', 'reliable')",-1.7104486,-1.789131,-0.0786824
43,1.3142842,1.2293171,"('irresponsible', 'responsible')",1.3142842,1.2293171,-0.0849671
44,-1.0642917,-1.0125887,"('prejudiced', 'unprejudiced')",-1.0642917,-1.0125887,0.051703
45,0.11329954,0.047996134,"('incompetent', 'competent')",0.1132995,0.0479961,-0.0653034
46,-0.09282601,-0.21519725,"('uncompetitive', 'competitive')",-0.092826,-0.2151973,-0.1223713
47,5.065043,5.161691,"('stupid', 'smart')",5.065043,5.1616912,0.0966482
48,1.0060992,0.77023745,"('unintelligent', 'intelligent')",1.0060992,0.7702374,-0.2358618
49,0.36687994,0.47587407,"('unable', 'able')",0.3668799,0.4758741,0.1089942
50,0.20193344,0.26242948,"('clumsy', 'skillful')",0.2019334,0.2624295,0.0604961
51,0.30833808,0.117374755,"('uneducated', 'educated')",0.3083381,0.1173748,-0.1909633
52,-0.6587159,-0.53141356,"('irrational', 'rational')",-0.6587159,-0.5314136,0.1273023
53,0.28158197,0.30873895,"('uncreative', 'creative')",0.281582,0.3087389,0.0271569
54,1.164105,1.3806808,"('incapable', 'capable')",1.1641051,1.3806808,0.2165757
55,0.85239804,0.6302706,"('incompetent', 'clever')",0.852398,0.6302706,-0.2221274
56,0.84690785,0.72506607,"('impractical', 'practical')",0.8469079,0.7250661,-0.1218418
57,-2.3100157,-2.3657832,"('unimaginative', 'imaginative')",-2.3100157,-2.3657832,-0.0557675
58,-0.105314575,-0.21944207,"('undiscriminating', 'discriminating')",-0.1053146,-0.2194421,-0.1141275
59,-0.056189544,0.07320072,"('foolish', 'wise')",-0.0561895,0.0732007,0.1293902
60,0.9799038,0.7629167,"('inefficient', 'efficient')",0.9799038,0.7629167,-0.2169871
61,0.14501841,-0.08135889,"('illogical', 'logical')",0.1450184,-0.0813589,-0.2263773
62,1.1487974,1.0728654,"('incompetent', 'brilliant')",1.1487974,1.0728654,-0.075932
63,0.7215524,0.6345996,"('unperceptive', 'insightful')",0.7215524,0.6345996,-0.0869528
64,-5.9258704,-5.975106,"('shy', 'confident')",-5.9258704,-5.9751058,-0.0492354
65,0.77298546,0.6186512,"('insecure', 'secure')",0.7729855,0.6186512,-0.1543343
66,-0.26257348,-0.28931648,"('inactive', 'active')",-0.2625735,-0.2893165,-0.026743
67,-0.69163054,-0.5854884,"('doubtful', 'determined')",-0.6916305,-0.5854884,0.1061421
68,-0.06396371,-0.19900003,"('dependent', 'independent')",-0.0639637,-0.199,-0.1350363
69,-1.9045008,-1.8691459,"('lazy', 'industrious')",-1.9045008,-1.8691459,0.0353549
70,1.43522,1.2602475,"('lethargic', 'energetic')",1.43522,1.2602475,-0.1749725
71,0.56610334,0.5489599,"('diffident', 'self-confident')",0.5661033,0.5489599,-0.0171434
72,0.8475759,0.8708227,"('unambitious', 'ambitious')",0.8475759,0.8708227,0.0232468
73,-2.817882,-2.7501957,"('helpless', 'self-reliant')",-2.8178821,-2.7501957,0.0676864
74,-0.05733971,-0.18529631,"('undedicated', 'dedicated')",-0.0573397,-0.1852963,-0.1279566
75,-0.6531343,-0.4088179,"('meek', 'impulsive')",-0.6531343,-0.4088179,0.2443164
76,0.9670242,0.80645895,"('anxious', 'daring')",0.9670242,0.806459,-0.1605652
77,-1.1028934,-1.1229622,"('unmotivated', 'motivated')",-1.1028934,-1.1229622,-0.0200688
78,-0.43221262,-0.4544309,"('nonresilient', 'resilient')",-0.4322126,-0.4544309,-0.0222183
79,-0.5291099,-0.3468649,"('wavering', 'unwavering')",-0.5291099,-0.3468649,0.182245
80,-0.43311852,-0.573458,"('dominated', 'dominating')",-0.4331185,-0.573458,-0.1403395
81,0.22625445,0.06031163,"('submissive', 'aggressive')",0.2262544,0.0603116,-0.1659428
82,6.8904915,6.9631886,"('poor', 'rich')",6.8904915,6.9631886,0.0726971
83,-0.24684307,-0.25373545,"('powerless', 'powerful')",-0.2468431,-0.2537355,-0.0068924
84,0.33212894,0.43870175,"('inferior', 'superior')",0.3321289,0.4387017,0.1065728
85,-1.3395056,-1.2500192,"('insignificant', 'prestigious')",-1.3395056,-1.2500192,0.0894864
86,0.360353,0.2993052,"('uninfluential', 'influential')",0.360353,0.2993052,-0.0610478
87,-0.1099164,-0.07538136,"('unsuccessful', 'successful')",-0.1099164,-0.0753814,0.034535
88,0.27063134,0.30370748,"('low', 'eminent')",0.2706313,0.3037075,0.0330762
