,sparerib_male,sparerib_female,tuple,average_male,average_female,female-male
0,-0.114475615,-0.18305625,"('unsociable', 'sociable')",-0.1144756,-0.1830563,-0.0685807
1,-0.6817807,-0.79761624,"('unfriendly', 'friendly')",-0.6817807,-0.7976162,-0.1158355
2,0.29437593,0.26447716,"('unlikable', 'likable')",0.2943759,0.2644772,-0.0298987
3,-0.07286918,0.044300783,"('repellent', 'pleasant')",-0.0728692,0.0443008,0.11717
4,-2.2229915,-2.2422163,"('disliked', 'liked')",-2.2229915,-2.2422163,-0.0192248
5,-0.96127117,-0.97024655,"('distant', 'outgoing')",-0.9612712,-0.9702466,-0.0089754
6,-0.7727651,-0.8141458,"('distant', 'open')",-0.7727651,-0.8141458,-0.0413807
7,0.045592546,0.121628396,"('insensitive', 'sensitive')",0.0455925,0.1216284,0.0760359
8,-1.4107635,-1.5018765,"('unaffectionate', 'affectionate')",-1.4107635,-1.5018765,-0.091113
9,-0.5443845,-0.60724056,"('unaffectionate', 'caring')",-0.5443845,-0.6072406,-0.0628561
10,-0.40737873,-0.39330128,"('unsympathetic', 'sympathetic')",-0.4073787,-0.3933013,0.0140774
11,0.55646527,0.5477045,"('unhelpful', 'helpful')",0.5564653,0.5477045,-0.0087608
12,-1.2127085,-1.1718563,"('unsupportive', 'supportive')",-1.2127085,-1.1718563,0.0408522
13,0.5104761,0.4821183,"('impolite', 'polite')",0.5104761,0.4821183,-0.0283578
14,0.23934752,0.29763427,"('antisocial', 'social')",0.2393475,0.2976343,0.0582868
15,0.42073178,0.34570405,"('boring', 'funny')",0.4207318,0.345704,-0.0750278
16,-0.035759788,-0.043697473,"('unpopular', 'popular')",-0.0357598,-0.0436975,-0.0079377
17,0.19059241,0.2839409,"('nasty', 'nice')",0.1905924,0.2839409,0.0933485
18,-1.1459264,-1.1333401,"('disagreeable', 'welcoming')",-1.1459264,-1.1333401,0.0125863
19,-1.3994262,-1.3778592,"('inhospitable', 'hospitable')",-1.3994262,-1.3778592,0.021567
20,0.20159557,0.23046744,"('rough', 'thoughtful')",0.2015956,0.2304674,0.0288718
21,-0.17898159,-0.14167204,"('immoral', 'moral')",-0.1789816,-0.141672,0.0373096
22,-0.003297016,-0.038434535,"('untrustworthy', 'trustworthy')",-0.003297,-0.0384345,-0.0351375
23,1.744347,1.7159549,"('insincere', 'sincere')",1.744347,1.7159549,-0.0283921
24,0.28639477,0.2382596,"('dishonest', 'honest')",0.2863948,0.2382596,-0.0481352
25,0.10907823,0.03636866,"('egoistic', 'altruistic')",0.1090782,0.0363687,-0.0727095
26,0.28278223,0.21138579,"('hardhearted', 'benevolent')",0.2827822,0.2113858,-0.0713964
27,0.47610223,0.4299927,"('hardhearted', 'softhearted')",0.4761022,0.4299927,-0.0461095
28,0.40783137,0.27128187,"('disloyal', 'loyal')",0.4078314,0.2712819,-0.1365495
29,-0.3770345,-0.45041406,"('unfair', 'fair')",-0.3770345,-0.4504141,-0.0733796
30,0.308798,0.37991855,"('intolerant', 'tolerant')",0.308798,0.3799185,0.0711205
31,-1.1971358,-1.1076108,"('evil', 'good')",-1.1971358,-1.1076108,0.089525
32,0.45735925,0.40266913,"('unkind', 'kind')",0.4573593,0.4026691,-0.0546902
