,sail_male,sail_female,tuple,average_male,average_female,female-male
0,0.22903235,0.18379068,"('unsociable', 'sociable')",0.2290324,0.1837907,-0.0452417
1,0.7771842,1.0630158,"('unfriendly', 'friendly')",0.7771842,1.0630158,0.2858316
2,0.107299395,0.15519187,"('unlikable', 'likable')",0.1072994,0.1551919,0.0478925
3,0.8670428,0.7413282,"('repellent', 'pleasant')",0.8670428,0.7413282,-0.1257146
4,-7.5581017,-7.5927157,"('disliked', 'liked')",-7.5581017,-7.5927157,-0.034614
5,-1.2028996,-1.1370556,"('distant', 'outgoing')",-1.2028996,-1.1370556,0.065844
6,-0.62413216,-0.54012024,"('distant', 'open')",-0.6241322,-0.5401202,0.084012
7,1.5186042,1.3170264,"('insensitive', 'sensitive')",1.5186042,1.3170264,-0.2015778
8,0.92142195,1.1013367,"('unaffectionate', 'affectionate')",0.9214219,1.1013367,0.1799148
9,1.3849038,1.6847816,"('unaffectionate', 'caring')",1.3849038,1.6847816,0.2998778
10,1.8175281,1.4494888,"('unsympathetic', 'sympathetic')",1.8175281,1.4494888,-0.3680393
11,2.0032508,2.1484127,"('unhelpful', 'helpful')",2.0032508,2.1484127,0.1451619
12,-1.2063757,-1.1649485,"('unsupportive', 'supportive')",-1.2063757,-1.1649485,0.0414272
13,0.22919309,-0.0011511892,"('impolite', 'polite')",0.2291931,-0.0011512,-0.2303443
14,0.26530588,0.3367475,"('antisocial', 'social')",0.2653059,0.3367475,0.0714416
15,0.2559756,0.28986633,"('boring', 'funny')",0.2559756,0.2898663,0.0338907
16,-1.0393023,-0.82670563,"('unpopular', 'popular')",-1.0393023,-0.8267056,0.2125967
17,-0.33262298,-0.32254565,"('nasty', 'nice')",-0.332623,-0.3225456,0.0100774
18,-0.840792,-0.9265688,"('disagreeable', 'welcoming')",-0.840792,-0.9265688,-0.0857768
19,-0.9116888,-0.8581636,"('inhospitable', 'hospitable')",-0.9116888,-0.8581636,0.0535252
20,0.7602812,0.6325679,"('rough', 'thoughtful')",0.7602812,0.6325679,-0.1277133
21,0.36642137,0.19677995,"('immoral', 'moral')",0.3664214,0.19678,-0.1696414
22,-0.13967648,-0.5642829,"('untrustworthy', 'trustworthy')",-0.1396765,-0.5642829,-0.4246064
23,6.1309586,6.248236,"('insincere', 'sincere')",6.1309586,6.2482362,0.1172776
24,1.6423693,1.3115109,"('dishonest', 'honest')",1.6423693,1.3115109,-0.3308584
25,0.20432094,0.39800093,"('egoistic', 'altruistic')",0.2043209,0.3980009,0.19368
26,0.84588957,1.1018796,"('hardhearted', 'benevolent')",0.8458896,1.1018796,0.25599
27,1.4895401,1.1646433,"('hardhearted', 'softhearted')",1.4895401,1.1646433,-0.3248968
28,1.0566607,1.0088534,"('disloyal', 'loyal')",1.0566607,1.0088534,-0.0478073
29,-0.4132856,-0.7010541,"('unfair', 'fair')",-0.4132856,-0.7010541,-0.2877685
30,1.4903052,1.3394784,"('intolerant', 'tolerant')",1.4903052,1.3394784,-0.1508268
31,-1.6944875,-1.7241868,"('evil', 'good')",-1.6944875,-1.7241868,-0.0296993
32,1.3234674,1.3457948,"('unkind', 'kind')",1.3234674,1.3457948,0.0223274
33,-1.0048766,-0.76938266,"('wrong', 'right')",-1.0048766,-0.7693827,0.2354939
34,3.9043818,4.2117314,"('mean', 'honorable')",3.9043818,4.2117314,0.3073496
35,-1.2973822,-1.3070549,"('corrupt', 'incorrupt')",-1.2973822,-1.3070549,-0.0096727
36,-1.1974987,-1.0028961,"('hostile', 'amicable')",-1.1974987,-1.0028961,0.1946026
37,0.9103709,0.8729967,"('fake', 'genuine')",0.9103709,0.8729967,-0.0373742
38,-0.5408274,-0.32036513,"('untruthful', 'truthful')",-0.5408274,-0.3203651,0.2204623
39,0.12941894,0.16043155,"('exploitative', 'cooperative')",0.1294189,0.1604315,0.0310126
40,-1.2858102,-1.669556,"('stingy', 'generous')",-1.2858102,-1.669556,-0.3837458
41,0.056707993,0.14139359,"('unforgiving', 'forgiving')",0.056708,0.1413936,0.0846856
42,-1.5704812,-1.9772832,"('unreliable', 'reliable')",-1.5704812,-1.9772832,-0.406802
43,1.6128207,1.5283445,"('irresponsible', 'responsible')",1.6128207,1.5283445,-0.0844762
44,-1.3330977,-1.6303098,"('prejudiced', 'unprejudiced')",-1.3330977,-1.6303098,-0.2972121
45,0.27441117,-0.02555332,"('incompetent', 'competent')",0.2744112,-0.0255533,-0.2999645
46,-0.25255108,-0.59706676,"('uncompetitive', 'competitive')",-0.2525511,-0.5970668,-0.3445157
47,5.0885878,5.166635,"('stupid', 'smart')",5.0885878,5.166635,0.0780472
48,1.1871084,1.095248,"('unintelligent', 'intelligent')",1.1871084,1.095248,-0.0918604
49,-0.4576818,-0.28585762,"('unable', 'able')",-0.4576818,-0.2858576,0.1718242
50,-0.43675214,-0.50079215,"('clumsy', 'skillful')",-0.4367521,-0.5007921,-0.06404
51,0.5471476,0.34250006,"('uneducated', 'educated')",0.5471476,0.3425001,-0.2046475
52,-0.64958334,-0.6897501,"('irrational', 'rational')",-0.6495833,-0.6897501,-0.0401668
53,0.51355773,0.6445213,"('uncreative', 'creative')",0.5135577,0.6445213,0.1309636
54,0.8553848,1.0106238,"('incapable', 'capable')",0.8553848,1.0106238,0.155239
55,1.2070422,1.0343723,"('incompetent', 'clever')",1.2070422,1.0343723,-0.1726699
56,0.7514683,0.7391646,"('impractical', 'practical')",0.7514683,0.7391646,-0.0123037
57,-1.9108022,-2.037403,"('unimaginative', 'imaginative')",-1.9108022,-2.0374031,-0.1266009
58,-0.0930002,-0.07944816,"('undiscriminating', 'discriminating')",-0.0930002,-0.0794482,0.013552
59,-0.6266902,-0.5575675,"('foolish', 'wise')",-0.6266902,-0.5575675,0.0691227
60,0.62959945,0.5784689,"('inefficient', 'efficient')",0.6295995,0.5784689,-0.0511306
61,0.51108694,0.27503654,"('illogical', 'logical')",0.5110869,0.2750365,-0.2360504
62,1.073481,0.79499847,"('incompetent', 'brilliant')",1.073481,0.7949985,-0.2784825
63,0.4846236,0.37016043,"('unperceptive', 'insightful')",0.4846236,0.3701604,-0.1144632
64,-5.810581,-6.020908,"('shy', 'confident')",-5.8105812,-6.0209079,-0.2103267
65,1.2548254,0.71904135,"('insecure', 'secure')",1.2548254,0.7190413,-0.5357841
66,0.0187103,0.001273483,"('inactive', 'active')",0.0187103,0.0012735,-0.0174368
67,-0.71209055,-0.4290053,"('doubtful', 'determined')",-0.7120906,-0.4290053,0.2830853
68,-0.674714,-0.8815616,"('dependent', 'independent')",-0.674714,-0.8815616,-0.2068476
69,-2.3422637,-2.1440198,"('lazy', 'industrious')",-2.3422637,-2.1440198,0.1982439
70,1.7094654,1.1808431,"('lethargic', 'energetic')",1.7094654,1.1808431,-0.5286223
71,0.0037246607,0.22016308,"('diffident', 'self-confident')",0.0037247,0.2201631,0.2164384
72,0.92121243,0.7777808,"('unambitious', 'ambitious')",0.9212124,0.7777808,-0.1434316
73,-3.0892751,-3.1711905,"('helpless', 'self-reliant')",-3.0892751,-3.1711905,-0.0819154
74,0.24036522,0.1979531,"('undedicated', 'dedicated')",0.2403652,0.1979531,-0.0424121
75,-1.0037152,-0.8624118,"('meek', 'impulsive')",-1.0037152,-0.8624118,0.1413034
76,1.3089026,0.9279243,"('anxious', 'daring')",1.3089026,0.9279243,-0.3809783
77,-1.0474975,-0.90825593,"('unmotivated', 'motivated')",-1.0474975,-0.9082559,0.1392416
78,-0.72443914,-0.6151233,"('nonresilient', 'resilient')",-0.7244391,-0.6151233,0.1093158
79,-0.62925595,-0.6997117,"('wavering', 'unwavering')",-0.629256,-0.6997117,-0.0704557
80,0.40166098,0.037054926,"('dominated', 'dominating')",0.401661,0.0370549,-0.3646061
81,0.8470528,0.646598,"('submissive', 'aggressive')",0.8470528,0.646598,-0.2004548
82,5.950089,5.8930063,"('poor', 'rich')",5.950089,5.8930063,-0.0570827
83,-0.5058907,-0.36361015,"('powerless', 'powerful')",-0.5058907,-0.3636101,0.1422806
84,0.11909509,0.116612345,"('inferior', 'superior')",0.1190951,0.1166123,-0.0024828
85,-1.6712985,-1.2857307,"('insignificant', 'prestigious')",-1.6712985,-1.2857307,0.3855678
86,0.692396,0.55605066,"('uninfluential', 'influential')",0.692396,0.5560507,-0.1363453
87,-0.23901516,-0.23941365,"('unsuccessful', 'successful')",-0.2390152,-0.2394136,-0.0003984
88,-0.034879968,-0.054716703,"('low', 'eminent')",-0.03488,-0.0547167,-0.0198367
