,precision_male,precision_female,tuple,castparts_male,castparts_female,corp_male,corp_female,average_male,average_female,female-male
0,1.6563101,1.819814,"('unsociable', 'sociable')",0.07394179,0.09830873,-0.0020087361,-0.08340233,0.576081,0.6115735,0.0354925
1,-0.75766706,-0.90963626,"('unfriendly', 'friendly')",-0.2682096,-0.23229398,1.5552043,1.4390689,0.1764425,0.0990462,-0.0773963
2,0.11919556,0.18276495,"('unlikable', 'likable')",0.15321381,0.29670584,0.3696457,0.40497676,0.2140184,0.2948159,0.0807975
3,-0.088586405,0.09957203,"('repellent', 'pleasant')",-0.58147717,-0.41161615,0.6127548,0.70547545,-0.0191029,0.1311438,0.1502467
4,-0.6387019,-0.81700563,"('disliked', 'liked')",-0.2698189,-0.2522241,-7.066255,-7.343153,-2.6582586,-2.8041277,-0.1458691
5,-2.2726564,-2.4485974,"('distant', 'outgoing')",-0.32208332,-0.31266525,-0.4462922,-0.55323994,-1.0136773,-1.1048342,-0.0911569
6,-2.4738283,-2.6679769,"('distant', 'open')",-0.6664166,-0.61496466,-0.24447818,-0.3460984,-1.1282411,-1.20968,-0.0814389
7,0.94707257,1.0290985,"('insensitive', 'sensitive')",-0.2877517,-0.21361077,0.14420913,0.2090468,0.2678433,0.3415115,0.0736682
8,-1.2745491,-1.4552404,"('unaffectionate', 'affectionate')",-0.83642393,-0.84495324,0.98018557,0.905551,-0.3769292,-0.4648809,-0.0879517
9,-0.03519714,-0.17763671,"('unaffectionate', 'caring')",-0.2742604,-0.2610731,1.2637718,1.2588004,0.3181047,0.2733635,-0.0447412
10,1.4018164,1.6274695,"('unsympathetic', 'sympathetic')",-0.75571537,-0.5934274,-0.53979784,-0.40168554,0.0354344,0.2107855,0.1753511
11,0.8055348,0.9602519,"('unhelpful', 'helpful')",-0.10962193,-0.019559775,1.4018468,1.5603768,0.6992532,0.8336896,0.1344364
12,1.2575562,1.412324,"('unsupportive', 'supportive')",0.15795064,0.32207945,-2.0725734,-2.1019218,-0.2190222,-0.1225061,0.0965161
13,1.4410484,1.5270839,"('impolite', 'polite')",0.2908455,0.32313612,-0.74031293,-0.6422298,0.330527,0.4026634,0.0721364
14,1.8794956,2.017598,"('antisocial', 'social')",0.7116261,0.6891475,-0.26417693,-0.3083218,0.7756483,0.7994746,0.0238263
15,-0.56692684,-0.7295865,"('boring', 'funny')",0.30911463,0.21248558,-0.2274005,-0.31054154,-0.1617376,-0.2758808,-0.1141432
16,-1.0305028,-1.1666226,"('unpopular', 'popular')",-0.74233705,-0.6804215,0.4098032,0.36139786,-0.4543455,-0.4952154,-0.0408699
17,-0.6244435,-0.6675383,"('nasty', 'nice')",-0.3075228,-0.2371161,-0.6396233,-0.6447191,-0.5238632,-0.5164578,0.0074054
18,-0.8217777,-0.8513043,"('disagreeable', 'welcoming')",-0.93643445,-0.802113,-0.60510796,-0.72583616,-0.7877734,-0.7930845,-0.0053111
19,-0.89689505,-0.9370533,"('inhospitable', 'hospitable')",-1.237628,-1.1345822,-0.5384182,-0.50444204,-0.8909804,-0.8586925,0.0322879
20,1.4344432,1.5284342,"('rough', 'thoughtful')",-0.36381745,-0.2590104,0.9604266,0.96886206,0.6770175,0.7460953,0.0690778
21,1.2131861,1.4159529,"('immoral', 'moral')",-0.049929194,0.06560579,-0.9265697,-0.7888438,0.0788958,0.230905,0.1520092
22,0.3438748,0.44536352,"('untrustworthy', 'trustworthy')",-0.21148098,-0.15595545,-1.1569436,-1.1823168,-0.3415166,-0.2976362,0.0438804
23,1.651071,1.7677048,"('insincere', 'sincere')",0.47943574,0.59396374,5.4811373,5.659237,2.5372146,2.6736352,0.1364206
24,0.72182524,0.6823847,"('dishonest', 'honest')",0.342735,0.3960212,0.36899486,0.42475137,0.4778517,0.5010524,0.0232007
25,-0.25893182,-0.3299281,"('egoistic', 'altruistic')",0.29323053,0.3453333,1.3270298,1.3101187,0.4537762,0.4418413,-0.0119349
26,-0.07818259,-0.18642792,"('hardhearted', 'benevolent')",0.66713655,0.5943734,1.7302306,1.6111473,0.7730615,0.6730309,-0.1000306
27,-0.4522441,-0.45000806,"('hardhearted', 'softhearted')",-0.5889645,-0.5018774,1.5700707,1.4191302,0.1762874,0.1557482,-0.0205392
28,0.9618269,0.9142152,"('disloyal', 'loyal')",-0.457251,-0.48783228,0.9598531,0.9969475,0.488143,0.4744435,-0.0136995
29,-0.044079676,-0.15903464,"('unfair', 'fair')",-1.0052322,-1.163133,-0.5333436,-0.7167348,-0.5275518,-0.6796342,-0.1520824
30,0.9632798,1.0063361,"('intolerant', 'tolerant')",0.077669755,0.14687648,0.68252057,0.6629418,0.5744901,0.6053848,0.0308947
31,-2.1298466,-2.3461745,"('evil', 'good')",-0.6868314,-0.6660245,-0.5729537,-0.73029953,-1.1298772,-1.2474995,-0.1176223
32,0.32616416,0.3784101,"('unkind', 'kind')",0.57746094,0.6116893,0.53522485,0.49994195,0.4796166,0.4966805,0.0170639
33,1.0067434,0.80995125,"('wrong', 'right')",0.6511942,0.58490324,-0.40371323,-0.5058901,0.4180748,0.2963215,-0.1217533
34,-0.014014081,-0.0049229544,"('mean', 'honorable')",-0.109802864,0.09262722,5.4451985,5.718697,1.7737939,1.9354671,0.1616732
35,-1.3288944,-1.6239879,"('corrupt', 'incorrupt')",-0.19831242,-0.3184323,-0.11185362,-0.2767713,-0.5463535,-0.7397305,-0.193377
36,-1.5951512,-1.8812817,"('hostile', 'amicable')",-0.76363933,-0.73349565,0.07860021,-0.11545515,-0.7600634,-0.9100775,-0.1500141
37,0.12784699,0.16701823,"('fake', 'genuine')",-0.43086886,-0.34432796,-0.044355176,0.03662478,-0.1157924,-0.046895,0.0688974
38,0.7856654,0.7550313,"('untruthful', 'truthful')",0.40509707,0.4804941,-0.3160135,-0.19936822,0.291583,0.3453857,0.0538027
39,1.915774,1.9783713,"('exploitative', 'cooperative')",0.55207676,0.51471895,0.09856136,0.13496102,0.8554707,0.8760171,0.0205464
40,0.35289797,0.32180703,"('stingy', 'generous')",-0.11761466,-0.06822797,-1.7460213,-1.9388509,-0.5035793,-0.5617573,-0.058178
41,0.24904545,0.24164537,"('unforgiving', 'forgiving')",-0.118808106,0.016366148,-0.08838633,-0.1759538,0.0139503,0.0273526,0.0134023
42,0.79332536,0.8601437,"('unreliable', 'reliable')",0.06157524,0.19255999,-3.5118175,-3.5600421,-0.885639,-0.8357795,0.0498595
43,1.5430133,1.702865,"('irresponsible', 'responsible')",0.03514737,0.17429982,0.06204786,0.16556902,0.5467362,0.6809113,0.1341751
44,-0.5760576,-0.6325858,"('prejudiced', 'unprejudiced')",0.14457065,0.13420704,-1.3370816,-1.3682994,-0.5895228,-0.622226,-0.0327032
45,1.183953,1.3444037,"('incompetent', 'competent')",-0.033391792,0.18735129,-0.029733779,-0.011988752,0.3736091,0.5065887,0.1329796
46,1.5086062,1.7950646,"('uncompetitive', 'competitive')",-0.6157281,-0.44249874,-1.126342,-1.0334133,-0.0778213,0.1063842,0.1842055
47,0.40230778,0.53518957,"('stupid', 'smart')",1.0976847,1.2096635,5.6493545,5.893877,2.3831156,2.5462433,0.1631277
48,0.710968,0.73646986,"('unintelligent', 'intelligent')",-0.7388494,-0.71416914,0.55754036,0.61269605,0.176553,0.2116656,0.0351126
