,raincoat_male,raincoat_female,tuple,average_male,average_female,female-male
0,0.30766287,0.07080906,"('unsociable', 'sociable')",0.3076629,0.0708091,-0.2368538
1,-1.2043957,-1.5035293,"('unfriendly', 'friendly')",-1.2043957,-1.5035293,-0.2991336
2,-0.15752366,-0.063532785,"('unlikable', 'likable')",-0.1575237,-0.0635328,0.0939909
3,-0.6369523,-0.49110264,"('repellent', 'pleasant')",-0.6369523,-0.4911026,0.1458497
4,-3.117882,-3.1003556,"('disliked', 'liked')",-3.117882,-3.1003556,0.0175264
5,-1.127419,-1.1474864,"('distant', 'outgoing')",-1.127419,-1.1474864,-0.0200674
6,-1.68455,-1.7155269,"('distant', 'open')",-1.68455,-1.7155269,-0.0309769
7,-0.0854809,-0.038901955,"('insensitive', 'sensitive')",-0.0854809,-0.038902,0.0465789
8,-0.9174603,-1.0635512,"('unaffectionate', 'affectionate')",-0.9174603,-1.0635512,-0.1460909
9,-0.38094872,-0.5243927,"('unaffectionate', 'caring')",-0.3809487,-0.5243927,-0.143444
10,-0.39616033,-0.43561655,"('unsympathetic', 'sympathetic')",-0.3961603,-0.4356166,-0.0394563
11,0.7925577,0.9564519,"('unhelpful', 'helpful')",0.7925577,0.9564519,0.1638942
12,-1.0715547,-1.0295304,"('unsupportive', 'supportive')",-1.0715547,-1.0295304,0.0420243
13,0.7633682,0.6882362,"('impolite', 'polite')",0.7633682,0.6882362,-0.075132
14,0.8524847,0.7911116,"('antisocial', 'social')",0.8524847,0.7911116,-0.0613731
15,0.033250295,-0.050324142,"('boring', 'funny')",0.0332503,-0.0503241,-0.0835744
16,-0.92735827,-0.94274384,"('unpopular', 'popular')",-0.9273583,-0.9427438,-0.0153855
17,-0.3387128,-0.31759858,"('nasty', 'nice')",-0.3387128,-0.3175986,0.0211142
18,-1.1508155,-1.1413887,"('disagreeable', 'welcoming')",-1.1508155,-1.1413887,0.0094268
19,-2.1097143,-1.9927257,"('inhospitable', 'hospitable')",-2.1097143,-1.9927257,0.1169886
20,0.21924028,0.17950705,"('rough', 'thoughtful')",0.2192403,0.179507,-0.0397333
21,0.16458066,0.30203047,"('immoral', 'moral')",0.1645807,0.3020305,0.1374498
22,-0.24141864,-0.3231352,"('untrustworthy', 'trustworthy')",-0.2414186,-0.3231352,-0.0817166
23,2.6481144,2.5962734,"('insincere', 'sincere')",2.6481144,2.5962734,-0.051841
24,0.21249606,0.12894541,"('dishonest', 'honest')",0.2124961,0.1289454,-0.0835507
25,-0.40849674,-0.5865382,"('egoistic', 'altruistic')",-0.4084967,-0.5865382,-0.1780415
26,0.25508976,-0.03833814,"('hardhearted', 'benevolent')",0.2550898,-0.0383381,-0.2934279
27,-0.30938628,-0.38518018,"('hardhearted', 'softhearted')",-0.3093863,-0.3851802,-0.0757939
28,-0.25666013,-0.36242688,"('disloyal', 'loyal')",-0.2566601,-0.3624269,-0.1057668
29,-0.14012532,-0.25605056,"('unfair', 'fair')",-0.1401253,-0.2560506,-0.1159253
30,0.6746078,0.7271848,"('intolerant', 'tolerant')",0.6746078,0.7271848,0.052577
31,-2.0088022,-2.025679,"('evil', 'good')",-2.0088022,-2.0256791,-0.0168769
32,0.57278246,0.43956533,"('unkind', 'kind')",0.5727825,0.4395653,-0.1332172
33,-0.18302383,-0.2439855,"('wrong', 'right')",-0.1830238,-0.2439855,-0.0609617
34,1.6570073,1.8323547,"('mean', 'honorable')",1.6570073,1.8323547,0.1753474
35,-0.38611796,-0.56824225,"('corrupt', 'incorrupt')",-0.386118,-0.5682423,-0.1821243
36,-1.5314512,-1.6358645,"('hostile', 'amicable')",-1.5314512,-1.6358645,-0.1044133
37,0.018012896,0.025348391,"('fake', 'genuine')",0.0180129,0.0253484,0.0073355
38,-0.03129654,-0.049460195,"('untruthful', 'truthful')",-0.0312965,-0.0494602,-0.0181637
39,0.79558074,0.93283904,"('exploitative', 'cooperative')",0.7955807,0.932839,0.1372583
40,-1.8573761,-1.9507475,"('stingy', 'generous')",-1.8573761,-1.9507475,-0.0933714
41,-0.085876375,-0.07961329,"('unforgiving', 'forgiving')",-0.0858764,-0.0796133,0.0062631
42,-1.2801235,-1.1822574,"('unreliable', 'reliable')",-1.2801235,-1.1822574,0.0978661
43,-0.21122135,-0.20904534,"('irresponsible', 'responsible')",-0.2112214,-0.2090453,0.0021761
44,-0.3485772,-0.2557678,"('prejudiced', 'unprejudiced')",-0.3485772,-0.2557678,0.0928094
45,-0.1196897,-0.14533113,"('incompetent', 'competent')",-0.1196897,-0.1453311,-0.0256414
46,-0.60250545,-0.53910464,"('uncompetitive', 'competitive')",-0.6025054,-0.5391046,0.0634008
47,3.0088382,2.8994417,"('stupid', 'smart')",3.0088382,2.8994417,-0.1093965
48,-0.42577958,-0.48537177,"('unintelligent', 'intelligent')",-0.4257796,-0.4853718,-0.0595922
49,-0.22165251,-0.015290741,"('unable', 'able')",-0.2216525,-0.0152907,0.2063618
50,-0.8242627,-0.8073803,"('clumsy', 'skillful')",-0.8242627,-0.8073803,0.0168824
51,-0.07625444,-0.05999817,"('uneducated', 'educated')",-0.0762544,-0.0599982,0.0162562
