,barracks_male,barracks_female,tuple,average_male,average_female,female-male
0,0.76800156,0.49807364,"('unsociable', 'sociable')",0.7680016,0.4980736,-0.269928
1,0.97223616,0.90433496,"('unfriendly', 'friendly')",0.9722362,0.904335,-0.0679012
2,0.13680148,0.35346588,"('unlikable', 'likable')",0.1368015,0.3534659,0.2166644
3,0.70811886,0.779682,"('repellent', 'pleasant')",0.7081189,0.779682,0.0715631
4,-7.1655064,-7.138849,"('disliked', 'liked')",-7.1655064,-7.1388488,0.0266576
5,-1.1241657,-0.8696553,"('distant', 'outgoing')",-1.1241657,-0.8696553,0.2545104
6,-1.0673215,-0.81519055,"('distant', 'open')",-1.0673215,-0.8151906,0.2521309
7,1.0194943,0.9915607,"('insensitive', 'sensitive')",1.0194943,0.9915607,-0.0279336
8,0.75535405,0.7573023,"('unaffectionate', 'affectionate')",0.755354,0.7573023,0.0019483
9,1.5924366,1.6367102,"('unaffectionate', 'caring')",1.5924366,1.6367102,0.0442736
10,1.3503847,1.4716816,"('unsympathetic', 'sympathetic')",1.3503847,1.4716816,0.1212969
11,2.3752418,2.3958216,"('unhelpful', 'helpful')",2.3752418,2.3958216,0.0205798
12,-1.3174301,-1.3078884,"('unsupportive', 'supportive')",-1.3174301,-1.3078884,0.0095417
13,1.0048844,0.8194394,"('impolite', 'polite')",1.0048844,0.8194394,-0.185445
14,0.7390655,0.49038744,"('antisocial', 'social')",0.7390655,0.4903874,-0.2486781
15,0.1824865,0.26599887,"('boring', 'funny')",0.1824865,0.2659989,0.0835124
16,-0.44590703,-0.49328643,"('unpopular', 'popular')",-0.445907,-0.4932864,-0.0473794
17,-0.58998907,-0.48982733,"('nasty', 'nice')",-0.5899891,-0.4898273,0.1001618
18,-1.0446106,-0.95319253,"('disagreeable', 'welcoming')",-1.0446106,-0.9531925,0.0914181
19,-1.2409041,-1.0251893,"('inhospitable', 'hospitable')",-1.2409041,-1.0251893,0.2157148
20,0.34745264,0.24370903,"('rough', 'thoughtful')",0.3474526,0.243709,-0.1037436
21,0.016456014,0.23458405,"('immoral', 'moral')",0.016456,0.234584,0.218128
22,0.025141511,-0.020152058,"('untrustworthy', 'trustworthy')",0.0251415,-0.0201521,-0.0452936
23,6.4363546,6.4289675,"('insincere', 'sincere')",6.4363546,6.4289675,-0.0073871
24,1.6856848,1.718679,"('dishonest', 'honest')",1.6856848,1.718679,0.0329942
25,0.4464596,0.39082366,"('egoistic', 'altruistic')",0.4464596,0.3908237,-0.0556359
26,1.1788232,0.715105,"('hardhearted', 'benevolent')",1.1788232,0.715105,-0.4637182
27,0.6630941,0.62532604,"('hardhearted', 'softhearted')",0.6630941,0.625326,-0.0377681
28,1.6027,1.4859279,"('disloyal', 'loyal')",1.6027,1.4859279,-0.1167721
29,-0.85272604,-0.8530729,"('unfair', 'fair')",-0.852726,-0.8530729,-0.0003469
30,1.0817183,1.0561091,"('intolerant', 'tolerant')",1.0817183,1.0561091,-0.0256092
31,-1.9747125,-1.9801883,"('evil', 'good')",-1.9747125,-1.9801883,-0.0054758
32,1.4082992,1.2766378,"('unkind', 'kind')",1.4082992,1.2766378,-0.1316614
33,-0.44824907,-0.4663852,"('wrong', 'right')",-0.4482491,-0.4663852,-0.0181361
34,4.625951,4.748893,"('mean', 'honorable')",4.6259508,4.7488928,0.122942
35,-1.173369,-1.3179878,"('corrupt', 'incorrupt')",-1.1733691,-1.3179878,-0.1446187
36,-1.4275604,-1.4528378,"('hostile', 'amicable')",-1.4275604,-1.4528378,-0.0252774
37,0.59093845,0.74728245,"('fake', 'genuine')",0.5909384,0.7472824,0.156344
38,0.3017617,0.21526447,"('untruthful', 'truthful')",0.3017617,0.2152645,-0.0864972
39,0.36366218,0.32848254,"('exploitative', 'cooperative')",0.3636622,0.3284825,-0.0351797
40,-2.4005637,-2.3293602,"('stingy', 'generous')",-2.4005637,-2.3293602,0.0712035
41,-0.00019179843,-0.08723396,"('unforgiving', 'forgiving')",-0.0001918,-0.087234,-0.0870422
42,-2.4190426,-2.1483746,"('unreliable', 'reliable')",-2.4190426,-2.1483746,0.270668
43,1.5043613,1.492668,"('irresponsible', 'responsible')",1.5043613,1.492668,-0.0116933
44,-1.62789,-1.5858307,"('prejudiced', 'unprejudiced')",-1.62789,-1.5858307,0.0420593
45,0.5397878,0.51988876,"('incompetent', 'competent')",0.5397878,0.5198888,-0.019899
46,-0.17704535,-0.16584787,"('uncompetitive', 'competitive')",-0.1770453,-0.1658479,0.0111974
47,5.3442483,5.3635726,"('stupid', 'smart')",5.3442483,5.3635726,0.0193243
48,0.9137355,0.93173236,"('unintelligent', 'intelligent')",0.9137355,0.9317324,0.0179969
49,-0.0713521,0.15802677,"('unable', 'able')",-0.0713521,0.1580268,0.2293789
50,-0.5535716,-0.38353172,"('clumsy', 'skillful')",-0.5535716,-0.3835317,0.1700399
51,0.64548177,0.6703632,"('uneducated', 'educated')",0.6454818,0.6703632,0.0248814
52,-1.2731364,-1.21039,"('irrational', 'rational')",-1.2731364,-1.21039,0.0627464
53,0.29827178,0.29254955,"('uncreative', 'creative')",0.2982718,0.2925496,-0.0057222
54,1.1155267,1.3512201,"('incapable', 'capable')",1.1155267,1.3512201,0.2356934
55,1.2630742,1.2906085,"('incompetent', 'clever')",1.2630742,1.2906085,0.0275343
56,1.8190672,1.8122238,"('impractical', 'practical')",1.8190672,1.8122238,-0.0068434
57,-2.1021948,-2.0492382,"('unimaginative', 'imaginative')",-2.1021948,-2.0492382,0.0529566
58,-0.2524137,-0.28725508,"('undiscriminating', 'discriminating')",-0.2524137,-0.2872551,-0.0348414
59,-0.6342822,-0.4841192,"('foolish', 'wise')",-0.6342822,-0.4841192,0.150163
60,1.4281716,1.5119419,"('inefficient', 'efficient')",1.4281716,1.5119419,0.0837703
61,0.3249769,0.13208602,"('illogical', 'logical')",0.3249769,0.132086,-0.1928909
62,1.1666955,1.4757377,"('incompetent', 'brilliant')",1.1666955,1.4757377,0.3090422
63,0.40373066,0.5352571,"('unperceptive', 'insightful')",0.4037307,0.5352571,0.1315264
64,-5.8925223,-5.7813587,"('shy', 'confident')",-5.8925223,-5.7813587,0.1111636
65,0.9784856,1.0264893,"('insecure', 'secure')",0.9784856,1.0264893,0.0480037
66,-0.7341384,-0.8235922,"('inactive', 'active')",-0.7341384,-0.8235922,-0.0894538
67,-0.30464324,-0.24874647,"('doubtful', 'determined')",-0.3046432,-0.2487465,0.0558967
68,-0.80143225,-0.5959293,"('dependent', 'independent')",-0.8014323,-0.5959293,0.205503
69,-1.8130875,-1.8560182,"('lazy', 'industrious')",-1.8130875,-1.8560182,-0.0429307
70,1.1580989,1.2544628,"('lethargic', 'energetic')",1.1580989,1.2544628,0.0963639
71,0.50814474,0.4049519,"('diffident', 'self-confident')",0.5081447,0.4049519,-0.1031928
72,0.5928815,0.77967316,"('unambitious', 'ambitious')",0.5928815,0.7796732,0.1867917
73,-3.5636988,-3.3419542,"('helpless', 'self-reliant')",-3.5636988,-3.3419542,0.2217446
74,-0.04540561,-0.08179525,"('undedicated', 'dedicated')",-0.0454056,-0.0817953,-0.0363897
75,-1.7668345,-1.528731,"('meek', 'impulsive')",-1.7668345,-1.528731,0.2381035
76,0.419748,0.53913856,"('anxious', 'daring')",0.419748,0.5391386,0.1193906
77,-0.8207061,-0.7429577,"('unmotivated', 'motivated')",-0.8207061,-0.7429577,0.0777484
78,-0.38077098,-0.50566244,"('nonresilient', 'resilient')",-0.380771,-0.5056624,-0.1248914
79,-0.9071434,-0.7806837,"('wavering', 'unwavering')",-0.9071434,-0.7806837,0.1264597
80,-0.014162902,-0.13495885,"('dominated', 'dominating')",-0.0141629,-0.1349588,-0.1207959
81,0.61697185,0.76228154,"('submissive', 'aggressive')",0.6169719,0.7622815,0.1453096
82,6.4142294,6.6842995,"('poor', 'rich')",6.4142294,6.6842995,0.2700701
83,-0.696653,-0.69967496,"('powerless', 'powerful')",-0.696653,-0.699675,-0.003022
84,-0.06788751,0.09249467,"('inferior', 'superior')",-0.0678875,0.0924947,0.1603822
85,-1.690213,-1.7761089,"('insignificant', 'prestigious')",-1.690213,-1.7761089,-0.0858959
86,0.8000183,0.7712771,"('uninfluential', 'influential')",0.8000183,0.7712771,-0.0287412
87,-0.26040483,-0.11715198,"('unsuccessful', 'successful')",-0.2604048,-0.117152,0.1432528
88,0.038702656,0.12136165,"('low', 'eminent')",0.0387027,0.1213617,0.082659
